"","Part","BalanceID","Component","Group","d.group"
"16","1","28116__84026_626937","28116","28116__84026_6269371","p__FCB group"
"39","-1","28116__84026_626937","84026","28116__84026_626937-1","p__Terrabacteria group"
"67","-1","28116__84026_626937","626937","28116__84026_626937-1","p__Terrabacteria group"
"122","1","239935__1755626","239935","239935__17556261","p__PVC group"
"144","-1","239935__1755626","1755626","239935__1755626-1","p__Terrabacteria group"
"158","-1","204516__2173_169435","2173","204516__2173_169435-1","p__Euryarchaeota"
"188","-1","204516__2173_169435","169435","204516__2173_169435-1","p__Terrabacteria group"
"191","1","204516__2173_169435","204516","204516__2173_1694351","p__FCB group"
"218","-1","1680__817_40518","817","1680__817_40518-1","p__FCB group"
"229","1","1680__817_40518","1680","1680__817_405181","p__Terrabacteria group"
"245","-1","1680__817_40518","40518","1680__817_40518-1","p__Terrabacteria group"
"321","1","46506__218538","46506","46506__2185381","p__FCB group"
"337","-1","46506__218538","218538","46506__218538-1","p__Terrabacteria group"
"365","1","823__328812_397865","823","823__328812_3978651","p__FCB group"
"417","-1","823__328812_397865","328812","823__328812_397865-1","p__FCB group"
"422","-1","823__328812_397865","397865","823__328812_397865-1","p__FCB group"
"471","1","84026__626937","84026","84026__6269371","p__Terrabacteria group"
"499","-1","84026__626937","626937","84026__626937-1","p__Terrabacteria group"
"506","1","817__40518","817","817__405181","p__FCB group"
"533","-1","817__40518","40518","817__40518-1","p__Terrabacteria group"
"586","1","1515__28117_351091","1515","1515__28117_3510911","p__Terrabacteria group"
"593","-1","1515__28117_351091","28117","1515__28117_351091-1","p__FCB group"
"636","-1","1515__28117_351091","351091","1515__28117_351091-1","p__Terrabacteria group"
"666","1","28118__29466_47678","28118","28118__29466_476781","p__FCB group"
"669","-1","28118__29466_47678","29466","28118__29466_47678-1","p__Terrabacteria group"
"682","-1","28118__29466_47678","47678","28118__29466_47678-1","p__FCB group"
"744","-1","69825__39029_454154","39029","69825__39029_454154-1","p__Terrabacteria group"
"757","1","69825__39029_454154","69825","69825__39029_4541541","p__Terrabacteria group"
"783","-1","69825__39029_454154","454154","69825__39029_454154-1","p__FCB group"
"806","1","2173__169435","2173","2173__1694351","p__Euryarchaeota"
"836","-1","2173__169435","169435","2173__169435-1","p__Terrabacteria group"
"881","1","28117__351091","28117","28117__3510911","p__FCB group"
"924","-1","28117__351091","351091","28117__351091-1","p__Terrabacteria group"
"944","1","905__39485_1161942","905","905__39485_11619421","p__Terrabacteria group"
"961","-1","905__39485_1161942","39485","905__39485_1161942-1","p__Terrabacteria group"
"1006","-1","905__39485_1161942","1161942","905__39485_1161942-1","p__Terrabacteria group"
"1027","1","28125__46503_187327","28125","28125__46503_1873271","p__FCB group"
"1040","-1","28125__46503_187327","46503","28125__46503_187327-1","p__FCB group"
"1054","-1","28125__46503_187327","187327","28125__46503_187327-1","p__Terrabacteria group"
"1118","1","74426__626930","74426","74426__6269301","p__Terrabacteria group"
"1145","-1","74426__626930","626930","74426__626930-1","p__FCB group"
"1159","1","901__45851","901","901__458511","p__Proteobacteria"
"1183","-1","901__45851","45851","901__45851-1","p__Terrabacteria group"
"1236","1","1630__39492","1630","1630__394921","p__Terrabacteria group"
"1250","-1","1630__39492","39492","1630__39492-1","p__Terrabacteria group"
"1350","1","309120__310297","309120","309120__3102971","p__Terrabacteria group"
"1351","-1","309120__310297","310297","309120__310297-1","p__FCB group"
"1410","1","122355__589436","122355","122355__5894361","p__Proteobacteria"
"1432","-1","122355__589436","589436","122355__589436-1","p__FCB group"
"1480","1","84109__301301","84109","84109__3013011","p__Terrabacteria group"
"1493","-1","84109__301301","301301","84109__301301-1","p__Terrabacteria group"
"1523","1","1559__44742","1559","1559__447421","p__Terrabacteria group"
"1542","-1","1559__44742","44742","1559__44742-1","p__Proteobacteria"
"1606","1","29552__39778","29552","29552__397781","p__Terrabacteria group"
"1612","-1","29552__39778","39778","29552__39778-1","p__Terrabacteria group"
"1660","-1","288965__820_357276","820","288965__820_357276-1","p__FCB group"
"1708","1","288965__820_357276","288965","288965__820_3572761","p__Terrabacteria group"
"1717","-1","288965__820_357276","357276","288965__820_357276-1","p__FCB group"
"1755","1","39497__633701","39497","39497__6337011","p__Terrabacteria group"
"1796","-1","39497__633701","633701","39497__633701-1","p__FCB group"
"1841","1","97478__1465754","97478","97478__14657541","p__Terrabacteria group"
