"","BalanceID","SampleValue","Index","LineWidth","n.group","Group"
"1","122355__589436",0,"1",0.00605071486596839,"D016640","122355__589436 D016640"
"2","122355__589436",0,"2",0.00605071486596839,"D016640","122355__589436 D016640"
"3","122355__589436",0,"3",0.00605071486596839,"D016640","122355__589436 D016640"
"4","122355__589436",0,"4",0.00605071486596839,"D016640","122355__589436 D016640"
"5","122355__589436",0,"5",0.00605071486596839,"D016640","122355__589436 D016640"
"6","122355__589436",0,"6",0.00605071486596839,"D016640","122355__589436 D016640"
"7","122355__589436",0,"7",0.00605071486596839,"D016640","122355__589436 D016640"
"8","122355__589436",4.09516155512034,"8",0.00605071486596839,"D006262","122355__589436 D006262"
"9","122355__589436",0,"9",0.00605071486596839,"D006262","122355__589436 D006262"
"10","122355__589436",0,"10",0.00605071486596839,"D016640","122355__589436 D016640"
"11","122355__589436",0,"11",0.00605071486596839,"D006262","122355__589436 D006262"
"12","122355__589436",0,"12",0.00605071486596839,"D006262","122355__589436 D006262"
"13","122355__589436",0,"13",0.00605071486596839,"D006262","122355__589436 D006262"
"14","122355__589436",0,"14",0.00605071486596839,"D006262","122355__589436 D006262"
"15","122355__589436",0,"15",0.00605071486596839,"D006262","122355__589436 D006262"
"16","122355__589436",0,"16",0.00605071486596839,"D006262","122355__589436 D006262"
"17","122355__589436",0,"17",0.00605071486596839,"D006262","122355__589436 D006262"
"18","122355__589436",0,"18",0.00605071486596839,"D006262","122355__589436 D006262"
"19","122355__589436",0,"19",0.00605071486596839,"D016640","122355__589436 D016640"
"20","122355__589436",0,"20",0.00605071486596839,"D016640","122355__589436 D016640"
"21","122355__589436",0,"21",0.00605071486596839,"D016640","122355__589436 D016640"
"22","122355__589436",0,"22",0.00605071486596839,"D016640","122355__589436 D016640"
"23","122355__589436",0,"23",0.00605071486596839,"D016640","122355__589436 D016640"
"24","122355__589436",0,"24",0.00605071486596839,"D016640","122355__589436 D016640"
"25","122355__589436",0,"25",0.00605071486596839,"D016640","122355__589436 D016640"
"26","122355__589436",0,"26",0.00605071486596839,"D016640","122355__589436 D016640"
"27","122355__589436",0,"27",0.00605071486596839,"D016640","122355__589436 D016640"
"28","122355__589436",0,"28",0.00605071486596839,"D016640","122355__589436 D016640"
"29","122355__589436",0,"29",0.00605071486596839,"D016640","122355__589436 D016640"
"30","122355__589436",0,"30",0.00605071486596839,"D006262","122355__589436 D006262"
"31","122355__589436",0,"31",0.00605071486596839,"D006262","122355__589436 D006262"
"32","122355__589436",0,"32",0.00605071486596839,"D006262","122355__589436 D006262"
"33","122355__589436",0,"33",0.00605071486596839,"D006262","122355__589436 D006262"
"34","122355__589436",0,"34",0.00605071486596839,"D006262","122355__589436 D006262"
"35","122355__589436",0,"35",0.00605071486596839,"D006262","122355__589436 D006262"
"36","122355__589436",0,"36",0.00605071486596839,"D006262","122355__589436 D006262"
"37","122355__589436",0,"37",0.00605071486596839,"D006262","122355__589436 D006262"
"38","122355__589436",0,"38",0.00605071486596839,"D016640","122355__589436 D016640"
"39","122355__589436",0,"39",0.00605071486596839,"D016640","122355__589436 D016640"
"40","122355__589436",-4.35884353077329,"40",0.00605071486596839,"D016640","122355__589436 D016640"
"41","122355__589436",0,"41",0.00605071486596839,"D016640","122355__589436 D016640"
"42","1515__28117_351091",2.0778853120833,"1",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"43","1515__28117_351091",-5.46060094799522,"2",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"44","1515__28117_351091",0,"3",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"45","1515__28117_351091",0,"4",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"46","1515__28117_351091",0,"5",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"47","1515__28117_351091",-2.66001001838716,"6",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"48","1515__28117_351091",-5.13732102721325,"7",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"49","1515__28117_351091",-2.61032693873856,"8",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"50","1515__28117_351091",-5.14860169205318,"9",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"51","1515__28117_351091",-2.5252364147065,"10",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"52","1515__28117_351091",0,"11",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"53","1515__28117_351091",-2.48941710775775,"12",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"54","1515__28117_351091",2.24153959656961,"13",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"55","1515__28117_351091",0,"14",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"56","1515__28117_351091",-2.54183953812777,"15",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"57","1515__28117_351091",-5.47286796188114,"16",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"58","1515__28117_351091",-2.30437207723021,"17",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"59","1515__28117_351091",0,"18",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"60","1515__28117_351091",0,"19",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"61","1515__28117_351091",-5.07988489496597,"20",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"62","1515__28117_351091",-2.49189422202485,"21",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"63","1515__28117_351091",-2.7886278508334,"22",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"64","1515__28117_351091",-2.51302281631748,"23",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"65","1515__28117_351091",0,"24",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"66","1515__28117_351091",0,"25",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"67","1515__28117_351091",-5.50959262358124,"26",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"68","1515__28117_351091",-2.93859230865458,"27",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"69","1515__28117_351091",-2.97641921144201,"28",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"70","1515__28117_351091",-2.3097234442644,"29",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"71","1515__28117_351091",-2.8825610748263,"30",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"72","1515__28117_351091",-2.6516643412103,"31",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"73","1515__28117_351091",-2.9344188988275,"32",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"74","1515__28117_351091",-2.84199549687189,"33",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"75","1515__28117_351091",-2.87611179179561,"34",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"76","1515__28117_351091",0,"35",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"77","1515__28117_351091",-2.88666847788304,"36",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"78","1515__28117_351091",-2.55093528995211,"37",0.0261572770656258,"D006262","1515__28117_351091 D006262"
"79","1515__28117_351091",-2.82218682915028,"38",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"80","1515__28117_351091",-2.73473100698254,"39",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"81","1515__28117_351091",0,"40",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"82","1515__28117_351091",-2.48654829852816,"41",0.0261572770656258,"D016640","1515__28117_351091 D016640"
"83","1559__44742",0,"1",0.00605996462137158,"D016640","1559__44742 D016640"
"84","1559__44742",0,"2",0.00605996462137158,"D016640","1559__44742 D016640"
"85","1559__44742",0,"3",0.00605996462137158,"D016640","1559__44742 D016640"
"86","1559__44742",0,"4",0.00605996462137158,"D016640","1559__44742 D016640"
"87","1559__44742",0,"5",0.00605996462137158,"D016640","1559__44742 D016640"
"88","1559__44742",0,"6",0.00605996462137158,"D016640","1559__44742 D016640"
"89","1559__44742",0,"7",0.00605996462137158,"D016640","1559__44742 D016640"
"90","1559__44742",0,"8",0.00605996462137158,"D006262","1559__44742 D006262"
"91","1559__44742",0,"9",0.00605996462137158,"D006262","1559__44742 D006262"
"92","1559__44742",0,"10",0.00605996462137158,"D016640","1559__44742 D016640"
"93","1559__44742",0,"11",0.00605996462137158,"D006262","1559__44742 D006262"
"94","1559__44742",0,"12",0.00605996462137158,"D006262","1559__44742 D006262"
"95","1559__44742",0,"13",0.00605996462137158,"D006262","1559__44742 D006262"
"96","1559__44742",0,"14",0.00605996462137158,"D006262","1559__44742 D006262"
"97","1559__44742",0,"15",0.00605996462137158,"D006262","1559__44742 D006262"
"98","1559__44742",0,"16",0.00605996462137158,"D006262","1559__44742 D006262"
"99","1559__44742",0,"17",0.00605996462137158,"D006262","1559__44742 D006262"
"100","1559__44742",0,"18",0.00605996462137158,"D006262","1559__44742 D006262"
"101","1559__44742",-4.32399046563469,"19",0.00605996462137158,"D016640","1559__44742 D016640"
"102","1559__44742",0,"20",0.00605996462137158,"D016640","1559__44742 D016640"
"103","1559__44742",0,"21",0.00605996462137158,"D016640","1559__44742 D016640"
"104","1559__44742",0,"22",0.00605996462137158,"D016640","1559__44742 D016640"
"105","1559__44742",0,"23",0.00605996462137158,"D016640","1559__44742 D016640"
"106","1559__44742",0,"24",0.00605996462137158,"D016640","1559__44742 D016640"
"107","1559__44742",0,"25",0.00605996462137158,"D016640","1559__44742 D016640"
"108","1559__44742",0,"26",0.00605996462137158,"D016640","1559__44742 D016640"
"109","1559__44742",0,"27",0.00605996462137158,"D016640","1559__44742 D016640"
"110","1559__44742",0,"28",0.00605996462137158,"D016640","1559__44742 D016640"
"111","1559__44742",0,"29",0.00605996462137158,"D016640","1559__44742 D016640"
"112","1559__44742",0,"30",0.00605996462137158,"D006262","1559__44742 D006262"
"113","1559__44742",0,"31",0.00605996462137158,"D006262","1559__44742 D006262"
"114","1559__44742",0,"32",0.00605996462137158,"D006262","1559__44742 D006262"
"115","1559__44742",0,"33",0.00605996462137158,"D006262","1559__44742 D006262"
"116","1559__44742",0,"34",0.00605996462137158,"D006262","1559__44742 D006262"
"117","1559__44742",0,"35",0.00605996462137158,"D006262","1559__44742 D006262"
"118","1559__44742",4.13845312982434,"36",0.00605996462137158,"D006262","1559__44742 D006262"
"119","1559__44742",0,"37",0.00605996462137158,"D006262","1559__44742 D006262"
"120","1559__44742",0,"38",0.00605996462137158,"D016640","1559__44742 D016640"
"121","1559__44742",0,"39",0.00605996462137158,"D016640","1559__44742 D016640"
"122","1559__44742",0,"40",0.00605996462137158,"D016640","1559__44742 D016640"
"123","1559__44742",0,"41",0.00605996462137158,"D016640","1559__44742 D016640"
"124","1630__39492",0,"1",0.00625561084160749,"D016640","1630__39492 D016640"
"125","1630__39492",0,"2",0.00625561084160749,"D016640","1630__39492 D016640"
"126","1630__39492",-4.70781480275466,"3",0.00625561084160749,"D016640","1630__39492 D016640"
"127","1630__39492",0,"4",0.00625561084160749,"D016640","1630__39492 D016640"
"128","1630__39492",0,"5",0.00625561084160749,"D016640","1630__39492 D016640"
"129","1630__39492",0,"6",0.00625561084160749,"D016640","1630__39492 D016640"
"130","1630__39492",0,"7",0.00625561084160749,"D016640","1630__39492 D016640"
"131","1630__39492",0,"8",0.00625561084160749,"D006262","1630__39492 D006262"
"132","1630__39492",0,"9",0.00625561084160749,"D006262","1630__39492 D006262"
"133","1630__39492",0,"10",0.00625561084160749,"D016640","1630__39492 D016640"
"134","1630__39492",0,"11",0.00625561084160749,"D006262","1630__39492 D006262"
"135","1630__39492",0,"12",0.00625561084160749,"D006262","1630__39492 D006262"
"136","1630__39492",0,"13",0.00625561084160749,"D006262","1630__39492 D006262"
"137","1630__39492",0,"14",0.00625561084160749,"D006262","1630__39492 D006262"
"138","1630__39492",0,"15",0.00625561084160749,"D006262","1630__39492 D006262"
"139","1630__39492",0,"16",0.00625561084160749,"D006262","1630__39492 D006262"
"140","1630__39492",0,"17",0.00625561084160749,"D006262","1630__39492 D006262"
"141","1630__39492",0,"18",0.00625561084160749,"D006262","1630__39492 D006262"
"142","1630__39492",0,"19",0.00625561084160749,"D016640","1630__39492 D016640"
"143","1630__39492",0,"20",0.00625561084160749,"D016640","1630__39492 D016640"
"144","1630__39492",0,"21",0.00625561084160749,"D016640","1630__39492 D016640"
"145","1630__39492",0,"22",0.00625561084160749,"D016640","1630__39492 D016640"
"146","1630__39492",0,"23",0.00625561084160749,"D016640","1630__39492 D016640"
"147","1630__39492",0,"24",0.00625561084160749,"D016640","1630__39492 D016640"
"148","1630__39492",0,"25",0.00625561084160749,"D016640","1630__39492 D016640"
