featureid,D015179
853,-4.769440119176363
28129,-4.477681266501039
907,-6.46201145296113
1683,-1.4878842229543312
97478,-0.06680543887092244
208479,-7.295722882795793
626932,-30.27024354948137
1308,-39.868076995841285
29466,25.14133955784929
246787,1.826869995604096
40520,-5.38714501922051
47678,-10.769492136027225
291645,4.02528978750614
39485,-31.679495527396313
216816,-11.443952482466852
849,16.71587711031755
1535,1.3105724664318432
562,-3.438584104452083
39483,23.43125338567666
310297,-15.457435229718302
626929,-13.500775111202977
487174,-11.855047380292065
100886,10.903102363827069
39490,-8.06832367113415
39491,-4.275787824402857
28131,11.222035929148818
329854,-31.446593599650992
1531,0.3360645994976542
39496,8.411445945082821
818,-8.437663605007076
1686,-10.040936670285596
45851,-4.090822995937081
457412,-7.470680487393132
328814,23.221627985593134
46506,7.4243044008143935
1681,-5.843492047114471
908612,-8.445187538529334
40518,-7.341521521916975
1161942,-16.836824490373893
446660,-9.872573323063982
658089,-15.664296166222304
1623,-23.603312128760656
165179,-3.4767078191882734
1118061,-7.447429410851084
371601,18.97070241431802
166486,-1.5321627910796893
823,-0.1654485156980267
28025,-28.842627722526057
28117,2.5556647472503915
387090,-32.6277745801142
39488,-22.65480427904901
29361,6.470206460809409
1735,-15.758236741300585
28116,-1.6433265048866967
751585,-13.199295786926083
487173,-16.774814132584325
341694,7.439690370755807
410072,-27.122604923511886
200,0.746826036966217
239935,-0.5074280808350904
626935,-4.764453383493153
821,-6.698214966943512
665950,-12.37490845596258
563193,8.706111785965284
52226,17.86661133544888
28026,-28.919508306962165
357276,-3.5412134559560475
310298,-21.273457695425503
74426,-3.9673690056156836
1351,-2.5886622029675834
39486,13.025780599182092
457394,-23.976912180382016
411489,4.129471990546992
820,4.557603684083018
376804,12.120890727459692
187327,5.501845144407636
188913,-2.7480337790965446
261299,-0.05485066883052533
665951,5.379935467762337
1304,-21.74668222295971
33039,-2.050741576251692
322095,8.945028830535676
40545,-19.51198383728947
1118060,-10.285700594972198
360807,7.064135864352616
28133,10.002653288177468
