features,j_cmi,MIfy
33038,0.8112781244591328,0.8112781244591328
216816,0.02220690305260309,0.5281953111478325
33039,0.06380393872107454,0.5181558784658323
29361,0.1265423733572285,0.4933927290103626
818,0.02794231058448099,0.2935644431995964
360807,0.015812856071464376,0.2935644431995964
40518,0.03734034631477684,0.2935644431995964
328812,0.02278635883532998,0.2935644431995964
166486,0.024372805527376418,0.2935644431995964
150055,-0.0115973407301464,0.17805638165931348
457412,0.0022895512874855917,0.15538227435708796
1304,0.018054511802734124,0.15538227435708796
658089,0.020047799543451553,0.13447053550223065
649756,0.021044926930460617,0.13447053550223065
357276,0.01577980422721101,0.13447053550223065
103892,0.026788079753831615,0.13447053550223065
29348,0.014675885676079553,0.13447053550223065
1686,0.020538029280866066,0.13447053550223065
1308,0.014274062118217315,0.13447053550223065
1358,0.0225337462513803,0.13447053550223065
853,0.03706107132498626,0.13447053550223065
584,0.006875533011138968,0.12255624891826578
550,0.0007771785881880849,0.08775366678079632
28026,0.0023241247066946996,0.0877536667807961
1531,0.013318230464546138,0.056047626963330655
624,-0.014708322701610335,0.056047626963330655
1596,-0.014218045278223332,0.056047626963330655
1598,-0.01300706031077066,0.056047626963330655
1260,-0.01724039173442471,0.026927428889288674
28126,0.010054038412164151,0.02692742888928845
1502,-0.01099714468057078,0.02692742888928845
1680,-0.01047326997339209,0.02692742888928845
