"","Part","BalanceID","Component","Group","d.group"
"6","1","293__821","293","293__8211","p__Proteobacteria"
"26","-1","293__821","821","293__821-1","p__FCB group"
"419","1","839__28116_187327","839","839__28116_1873271","p__FCB group"
"498","-1","839__28116_187327","28116","839__28116_187327-1","p__FCB group"
"657","-1","839__28116_187327","187327","839__28116_187327-1","p__Terrabacteria group"
"889","1","28116__187327","28116","28116__1873271","p__FCB group"
"1048","-1","28116__187327","187327","28116__187327-1","p__Terrabacteria group"
"1378","1","53440__626930","53440","53440__6269301","p__Terrabacteria group"
"1527","-1","53440__626930","626930","53440__626930-1","p__FCB group"
"1646","1","1680__1685_78342","1680","1680__1685_783421","p__Terrabacteria group"
"1648","-1","1680__1685_78342","1685","1680__1685_78342-1","p__Terrabacteria group"
"1781","-1","1680__1685_78342","78342","1680__1685_78342-1","p__Terrabacteria group"
"2171","-1","437898__77095_477666","77095","437898__77095_477666-1","p__FCB group"
"2288","1","437898__77095_477666","437898","437898__77095_4776661","p__Proteobacteria"
"2294","-1","437898__77095_477666","477666","437898__77095_477666-1","p__FCB group"
"2363","-1","452084__582_39492","582","452084__582_39492-1","p__Proteobacteria"
"2513","-1","452084__582_39492","39492","452084__582_39492-1","p__Terrabacteria group"
"2681","1","452084__582_39492","452084","452084__582_394921","p__FCB group"
"2862","-1","305719__29356_328814","29356","305719__29356_328814-1","p__Terrabacteria group"
"3039","1","305719__29356_328814","305719","305719__29356_3288141","p__FCB group"
"3048","-1","305719__29356_328814","328814","305719__29356_328814-1","p__FCB group"
"3407","1","216816__329854","216816","216816__3298541","p__Terrabacteria group"
"3440","-1","216816__329854","329854","216816__329854-1","p__FCB group"
"3603","1","1685__78342","1685","1685__783421","p__Terrabacteria group"
"3736","-1","1685__78342","78342","1685__78342-1","p__Terrabacteria group"
"4006","-1","33034__2173_328812","2173","33034__2173_328812-1","p__Euryarchaeota"
"4048","1","33034__2173_328812","33034","33034__2173_3288121","p__Terrabacteria group"
"4219","-1","33034__2173_328812","328812","33034__2173_328812-1","p__FCB group"
"4577","1","208479__291644_454154","208479","208479__291644_4541541","p__Terrabacteria group"
"4600","-1","208479__291644_454154","291644","208479__291644_454154-1","p__FCB group"
"4637","-1","208479__291644_454154","454154","208479__291644_454154-1","p__FCB group"
"4771","1","1630__40519","1630","1630__405191","p__Terrabacteria group"
"4868","-1","1630__40519","40519","1630__40519-1","p__Terrabacteria group"
"5304","-1","83263__80866_180282","80866","83263__80866_180282-1","p__Proteobacteria"
"5306","1","83263__80866_180282","83263","83263__80866_1802821","p__Proteobacteria"
"5343","-1","83263__80866_180282","180282","83263__80866_180282-1","p__Proteobacteria"
"5814","1","481743__1113741","481743","481743__11137411","p__Terrabacteria group"
"5842","-1","481743__1113741","1113741","481743__1113741-1","p__Terrabacteria group"
"5980","1","28130__76517_386414","28130","28130__76517_3864141","p__FCB group"
"6079","-1","28130__76517_386414","76517","28130__76517_386414-1","p__Proteobacteria"
"6187","-1","28130__76517_386414","386414","28130__76517_386414-1","p__FCB group"
"6489","1","104663__153721_1611423","104663","104663__153721_16114231","p__FCB group"
"6505","-1","104663__153721_1611423","153721","104663__153721_1611423-1","p__FCB group"
"6638","-1","104663__153721_1611423","1611423","104663__153721_1611423-1","p__FCB group"
"6688","1","1260__69825_166486","1260","1260__69825_1664861","p__Terrabacteria group"
"6859","-1","1260__69825_166486","69825","1260__69825_166486-1","p__Terrabacteria group"
"6901","-1","1260__69825_166486","166486","1260__69825_166486-1","p__Terrabacteria group"
"7045","-1","529__294_587753","294","529__294_587753-1","p__Proteobacteria"
"7053","1","529__294_587753","529","529__294_5877531","p__Proteobacteria"
"7388","-1","529__294_587753","587753","529__294_587753-1","p__Proteobacteria"
"7554","1","29356__328814","29356","29356__3288141","p__Terrabacteria group"
"7740","-1","29356__328814","328814","29356__328814-1","p__FCB group"
"7837","1","582__39492","582","582__394921","p__Proteobacteria"
"7987","-1","582__39492","39492","582__39492-1","p__Terrabacteria group"
"8245","1","876__1382_57706","876","876__1382_577061","p__Proteobacteria"
"8265","-1","876__1382_57706","1382","876__1382_57706-1","p__Terrabacteria group"
"8419","-1","876__1382_57706","57706","876__1382_57706-1","p__Proteobacteria"
"8698","1","2173__328812","2173","2173__3288121","p__Euryarchaeota"
"8911","-1","2173__328812","328812","2173__328812-1","p__FCB group"
"9263","1","191295__310514_349096","191295","191295__310514_3490961","p__Proteobacteria"
"9301","-1","191295__310514_349096","310514","191295__310514_349096-1","p__FCB group"
"9307","-1","191295__310514_349096","349096","191295__310514_349096-1","p__Terrabacteria group"
"9636","-1","535744__163877_626935","163877","535744__163877_626935-1","p__Terrabacteria group"
"9731","1","535744__163877_626935","535744","535744__163877_6269351","p__Proteobacteria"
"9742","-1","535744__163877_626935","626935","535744__163877_626935-1","p__Terrabacteria group"
"9824","1","1308__39484","1308","1308__394841","p__Terrabacteria group"
"9937","-1","1308__39484","39484","1308__39484-1","p__Terrabacteria group"
"10269","-1","40216__28090_1144673","28090","40216__28090_1144673-1","p__Proteobacteria"
"10339","1","40216__28090_1144673","40216","40216__28090_11446731","p__Proteobacteria"
"10537","-1","40216__28090_1144673","1144673","40216__28090_1144673-1","p__Proteobacteria"
"10607","1","1311__1687_415956","1311","1311__1687_4159561","p__Terrabacteria group"
"10642","-1","1311__1687_415956","1687","1311__1687_415956-1","p__Terrabacteria group"
"10885","-1","1311__1687_415956","415956","1311__1687_415956-1","p__FCB group"
"11247","1","291644__454154","291644","291644__4541541","p__FCB group"
"11284","-1","291644__454154","454154","291644__454154-1","p__FCB group"
"11362","-1","41976__817_1582","817","41976__817_1582-1","p__FCB group"
"11412","-1","41976__817_1582","1582","41976__817_1582-1","p__Terrabacteria group"
"11519","1","41976__817_1582","41976","41976__817_15821","p__FCB group"
"11761","-1","1532__851_1691","851","1532__851_1691-1","p__Fusobacteria"
