oldID,newID
308994_and_310297,308994__310297
28117_and_454154_and_633701,454154__28117_633701
437898_and_46506_and_84026,84026__46506_437898
187327_and_228603_and_239935,228603__187327_239935
28117_and_633701,28117__633701
301302_and_328813_and_46503,328813__46503_301302
387090_and_410072,387090__410072
291645_and_40520_and_856,856__40520_291645
187327_and_239935,187327__239935
437898_and_46506,46506__437898
1535_and_46228_and_853,1535__853_46228
39485_and_83771,39485__83771
351091_and_39492_and_821,39492__821_351091
204516_and_28116,28116__204516
46228_and_853,853__46228
351091_and_821,821__351091
28136_and_626937,28136__626937
36847_and_850,850__36847
158847_and_246787_and_357276,246787__158847_357276
1280_and_28111_and_47678,1280__28111_47678
291645_and_40520,40520__291645
40518_and_544645_and_818,544645__818_40518
301302_and_46503,46503__301302
234908_and_310298_and_387661,387661__234908_310298
371601_and_562,562__371601
165179_and_360807_and_817,817__165179_360807
158847_and_357276,158847__357276
40518_and_818,818__40518
28111_and_47678,28111__47678
234908_and_310298,234908__310298
165179_and_360807,165179__360807
