"","Part","BalanceID","Component","Group","d.group"
"41","1","308994__310297","308994","308994__3102971","p__Terrabacteria group"
"42","-1","308994__310297","310297","308994__310297-1","p__FCB group"
"74","-1","454154__28117_633701","28117","454154__28117_633701-1","p__FCB group"
"115","1","454154__28117_633701","454154","454154__28117_6337011","p__FCB group"
"118","-1","454154__28117_633701","633701","454154__28117_633701-1","p__FCB group"
"144","-1","84026__46506_437898","46506","84026__46506_437898-1","p__FCB group"
"148","1","84026__46506_437898","84026","84026__46506_4378981","p__Terrabacteria group"
"174","-1","84026__46506_437898","437898","84026__46506_437898-1","p__Proteobacteria"
"211","-1","228603__187327_239935","187327","228603__187327_239935-1","p__Terrabacteria group"
"214","1","228603__187327_239935","228603","228603__187327_2399351","p__FCB group"
"217","-1","228603__187327_239935","239935","228603__187327_239935-1","p__PVC group"
"254","1","28117__633701","28117","28117__6337011","p__FCB group"
"298","-1","28117__633701","633701","28117__633701-1","p__FCB group"
"323","-1","328813__46503_301302","46503","328813__46503_301302-1","p__FCB group"
"340","-1","328813__46503_301302","301302","328813__46503_301302-1","p__Terrabacteria group"
"344","1","328813__46503_301302","328813","328813__46503_3013021","p__FCB group"
"411","1","387090__410072","387090","387090__4100721","p__FCB group"
"413","-1","387090__410072","410072","387090__410072-1","p__Terrabacteria group"
"429","1","856__40520_291645","856","856__40520_2916451","p__Fusobacteria"
"441","-1","856__40520_291645","40520","856__40520_291645-1","p__Terrabacteria group"
"459","-1","856__40520_291645","291645","856__40520_291645-1","p__FCB group"
"511","1","187327__239935","187327","187327__2399351","p__Terrabacteria group"
"517","-1","187327__239935","239935","187327__239935-1","p__PVC group"
"564","1","46506__437898","46506","46506__4378981","p__FCB group"
"594","-1","46506__437898","437898","46506__437898-1","p__Proteobacteria"
"608","-1","1535__853_46228","853","1535__853_46228-1","p__Terrabacteria group"
"611","1","1535__853_46228","1535","1535__853_462281","p__Terrabacteria group"
"622","-1","1535__853_46228","46228","1535__853_46228-1","p__Terrabacteria group"
"678","1","39485__83771","39485","39485__837711","p__Terrabacteria group"
"687","-1","39485__83771","83771","39485__83771-1","p__Proteobacteria"
"725","-1","39492__821_351091","821","39492__821_351091-1","p__FCB group"
"739","1","39492__821_351091","39492","39492__821_3510911","p__Terrabacteria group"
"766","-1","39492__821_351091","351091","39492__821_351091-1","p__Terrabacteria group"
"793","1","28116__204516","28116","28116__2045161","p__FCB group"
"812","-1","28116__204516","204516","28116__204516-1","p__FCB group"
"848","1","853__46228","853","853__462281","p__Terrabacteria group"
"862","-1","853__46228","46228","853__46228-1","p__Terrabacteria group"
"905","1","821__351091","821","821__3510911","p__FCB group"
"946","-1","821__351091","351091","821__351091-1","p__Terrabacteria group"
"976","1","28136__626937","28136","28136__6269371","p__FCB group"
"1017","-1","28136__626937","626937","28136__626937-1","p__Terrabacteria group"
"1027","1","850__36847","850","850__368471","p__Fusobacteria"
"1037","-1","850__36847","36847","850__36847-1","p__Terrabacteria group"
"1109","-1","246787__158847_357276","158847","246787__158847_357276-1","p__Terrabacteria group"
"1118","1","246787__158847_357276","246787","246787__158847_3572761","p__FCB group"
"1127","-1","246787__158847_357276","357276","246787__158847_357276-1","p__FCB group"
"1150","1","1280__28111_47678","1280","1280__28111_476781","p__Terrabacteria group"
"1152","-1","1280__28111_47678","28111","1280__28111_47678-1","p__FCB group"
"1165","-1","1280__28111_47678","47678","1280__28111_47678-1","p__FCB group"
"1221","1","40520__291645","40520","40520__2916451","p__Terrabacteria group"
"1239","-1","40520__291645","291645","40520__291645-1","p__FCB group"
"1263","-1","544645__818_40518","818","544645__818_40518-1","p__FCB group"
"1280","-1","544645__818_40518","40518","544645__818_40518-1","p__Terrabacteria group"
"1316","1","544645__818_40518","544645","544645__818_405181","p__FCB group"
"1343","1","46503__301302","46503","46503__3013021","p__FCB group"
"1360","-1","46503__301302","301302","46503__301302-1","p__Terrabacteria group"
"1416","-1","387661__234908_310298","234908","387661__234908_310298-1","p__Proteobacteria"
"1423","-1","387661__234908_310298","310298","387661__234908_310298-1","p__FCB group"
"1432","1","387661__234908_310298","387661","387661__234908_3102981","p__FCB group"
"1441","1","562__371601","562","562__3716011","p__Proteobacteria"
"1489","-1","562__371601","371601","562__371601-1","p__FCB group"
"1502","1","817__165179_360807","817","817__165179_3608071","p__FCB group"
"1530","-1","817__165179_360807","165179","817__165179_360807-1","p__FCB group"
"1548","-1","817__165179_360807","360807","817__165179_360807-1","p__Terrabacteria group"
"1589","1","158847__357276","158847","158847__3572761","p__Terrabacteria group"
"1607","-1","158847__357276","357276","158847__357276-1","p__FCB group"
"1623","1","818__40518","818","818__405181","p__FCB group"
"1640","-1","818__40518","40518","818__40518-1","p__Terrabacteria group"
"1692","1","28111__47678","28111","28111__476781","p__FCB group"
"1705","-1","28111__47678","47678","28111__47678-1","p__FCB group"
"1776","1","234908__310298","234908","234908__3102981","p__Proteobacteria"
"1783","-1","234908__310298","310298","234908__310298-1","p__FCB group"
"1830","1","165179__360807","165179","165179__3608071","p__FCB group"
"1848","-1","165179__360807","360807","165179__360807-1","p__Terrabacteria group"
