oldID,newID
214856_and_218538_and_39485,214856__39485_218538
516075_and_588,588__516075
218538_and_39485,39485__218538
166486_and_204516_and_28129,28129__166486_204516
1308_and_341225_and_645466,1308__341225_645466
1148157_and_133926_and_39484,39484__133926_1148157
146817_and_1691_and_633701,633701__1691_146817
387661_and_40214_and_53363,53363__40214_387661
166486_and_204516,166486__204516
1465754_and_169435_and_28117,1465754__28117_169435
1504_and_452084_and_850,452084__850_1504
1264_and_1827099,1264__1827099
29552_and_376804_and_82135,82135__29552_376804
39778_and_821,821__39778
169435_and_28117,28117__169435
291644_and_29430_and_40520,29430__40520_291644
28025_and_28127,28025__28127
387661_and_40214,40214__387661
137732_and_47770_and_76517,76517__47770_137732
410072_and_47877_and_536633,47877__410072_536633
47879_and_53412_and_76759,47879__53412_76759
1504_and_850,850__1504
33029_and_48296_and_726,726__33029_48296
37734_and_41276_and_55197,37734__41276_55197
2088_and_287_and_46503,2088__287_46503
1280_and_1725,1280__1725
291644_and_40520,40520__291644
199_and_60133,199__60133
1859290_and_187491,187491__1859290
225991_and_290309_and_32013,32013__225991_290309
1113741_and_481743,481743__1113741
234835_and_40681_and_45067,45067__40681_234835
29552_and_376804,29552__376804
1535_and_187327_and_39496,39496__1535_187327
33035_and_39483_and_658457,658457__33035_39483
34087_and_370979_and_490189,34087__370979_490189
196024_and_29375_and_839,196024__839_29375
28135_and_38288_and_454155,38288__28135_454155
410072_and_536633,410072__536633
28126_and_376805_and_840,28126__840_376805
1260_and_1515_and_36874,36874__1260_1515
1453492_and_243924_and_28454,1453492__28454_243924
28111_and_290588_and_329854,290588__28111_329854
1844653_and_328814_and_41976,1844653__41976_328814
137732_and_47770,47770__137732
1532_and_153721_and_254,153721__254_1532
287_and_46503,287__46503
310514_and_59310_and_626933,626933__59310_310514
189722_and_317_and_53440,53440__317_189722
28118_and_39497_and_45254,45254__28118_39497
33029_and_48296,33029__48296
1506_and_28125_and_35833,1506__28125_35833
108980_and_2173_and_856,2173__856_108980
53412_and_76759,53412__76759
38304_and_441500_and_76853,441500__38304_76853
301301_and_46506_and_535744,535744__46506_301301
1590_and_288965,1590__288965
191493_and_293,293__191493
1034636_and_1646377_and_239974,239974__1034636_1646377
1660_and_28137_and_589437,589437__1660_28137
1535_and_187327,1535__187327
1532_and_254,254__1532
35825_and_437898_and_45851,35825__45851_437898
137461_and_202956_and_28090,202956__28090_137461
33069_and_34038_and_40518,34038__33069_40518
1144673_and_36835,36835__1144673
101564_and_384638,101564__384638
1303_and_28037,1303__28037
303_and_310300_and_43263,43263__303_310300
1260_and_1515,1260__1515
202955_and_70775_and_83263,83263__70775_202955
28135_and_454155,28135__454155
