"","Part","BalanceID","Component","Group","d.group"
"176","-1","214856__39485_218538","39485","214856__39485_218538-1","p__Terrabacteria group"
"304","1","214856__39485_218538","214856","214856__39485_2185381","p__FCB group"
"309","-1","214856__39485_218538","218538","214856__39485_218538-1","p__Terrabacteria group"
"445","1","588__516075","588","588__5160751","p__Proteobacteria"
"797","-1","588__516075","516075","588__516075-1","p__Proteobacteria"
"1024","1","39485__218538","39485","39485__2185381","p__Terrabacteria group"
"1157","-1","39485__218538","218538","39485__218538-1","p__Terrabacteria group"
"1395","1","28129__166486_204516","28129","28129__166486_2045161","p__FCB group"
"1551","-1","28129__166486_204516","166486","28129__166486_204516-1","p__Terrabacteria group"
"1574","-1","28129__166486_204516","204516","28129__166486_204516-1","p__FCB group"
"1749","1","1308__341225_645466","1308","1308__341225_6454661","p__Terrabacteria group"
"2037","-1","1308__341225_645466","341225","1308__341225_645466-1","p__Terrabacteria group"
"2085","-1","1308__341225_645466","645466","1308__341225_645466-1","p__Terrabacteria group"
"2295","1","39484__133926_1148157","39484","39484__133926_11481571","p__Terrabacteria group"
"2383","-1","39484__133926_1148157","133926","39484__133926_1148157-1","p__Terrabacteria group"
"2524","-1","39484__133926_1148157","1148157","39484__133926_1148157-1","p__Proteobacteria"
"2639","-1","633701__1691_146817","1691","633701__1691_146817-1","p__Terrabacteria group"
"2814","-1","633701__1691_146817","146817","633701__1691_146817-1","p__Terrabacteria group"
"2932","1","633701__1691_146817","633701","633701__1691_1468171","p__FCB group"
"3153","-1","53363__40214_387661","40214","53363__40214_387661-1","p__Proteobacteria"
"3186","1","53363__40214_387661","53363","53363__40214_3876611","p__Terrabacteria group"
"3320","-1","53363__40214_387661","387661","53363__40214_387661-1","p__FCB group"
"3671","1","166486__204516","166486","166486__2045161","p__Terrabacteria group"
"3694","-1","166486__204516","204516","166486__204516-1","p__FCB group"
"3933","-1","1465754__28117_169435","28117","1465754__28117_169435-1","p__FCB group"
"4096","-1","1465754__28117_169435","169435","1465754__28117_169435-1","p__Terrabacteria group"
"4228","1","1465754__28117_169435","1465754","1465754__28117_1694351","p__FCB group"
"4271","-1","452084__850_1504","850","452084__850_1504-1","p__Fusobacteria"
"4306","-1","452084__850_1504","1504","452084__850_1504-1","p__Terrabacteria group"
"4601","1","452084__850_1504","452084","452084__850_15041","p__FCB group"
"4709","1","1264__1827099","1264","1264__18270991","p__Terrabacteria group"
"5086","-1","1264__1827099","1827099","1264__1827099-1","p__Terrabacteria group"
"5232","-1","82135__29552_376804","29552","82135__29552_376804-1","p__Terrabacteria group"
"5329","1","82135__29552_376804","82135","82135__29552_3768041","p__Terrabacteria group"
"5434","-1","82135__29552_376804","376804","82135__29552_376804-1","p__FCB group"
"5539","1","821__39778","821","821__397781","p__FCB group"
"5695","-1","821__39778","39778","821__39778-1","p__Terrabacteria group"
"6053","1","28117__169435","28117","28117__1694351","p__FCB group"
"6216","-1","28117__169435","169435","28117__169435-1","p__Terrabacteria group"
"6500","1","29430__40520_291644","29430","29430__40520_2916441","p__Proteobacteria"
"6551","-1","29430__40520_291644","40520","29430__40520_291644-1","p__Terrabacteria group"
"6687","-1","29430__40520_291644","291644","29430__40520_291644-1","p__FCB group"
"6892","1","28025__28127","28025","28025__281271","p__Terrabacteria group"
"6905","-1","28025__28127","28127","28025__28127-1","p__FCB group"
"7393","1","40214__387661","40214","40214__3876611","p__Proteobacteria"
"7560","-1","40214__387661","387661","40214__387661-1","p__FCB group"
"7842","-1","76517__47770_137732","47770","76517__47770_137732-1","p__Terrabacteria group"
