featureid,D065626
39491,-4.8066804536633905
29348,-2.565862366033493
457394,-11.101645590126486
328814,1.3227977519976823
573,1.5401936288732674
658081,17.551672448266437
360807,-0.7979916634993254
39486,-9.309674951642506
821,1.4112853619954753
154046,-4.9081244341410075
1343,-4.2911118379819735
410072,-20.462458762743882
626940,-6.672717137226284
216816,-2.088389887074731
40518,-8.668575580084712
46228,2.432893722817806
208479,-6.597315927796333
2173,-16.869407219705998
28116,-0.5594348340796186
548,-11.489002167275098
469592,-12.443146241377136
550,-9.720128092080685
329854,-3.7694899781166087
454154,-2.072544608962855
28111,3.813163508765305
33039,-1.9871888356500826
626935,-3.688140734300281
1623,-6.035179146483521
818,-4.913568003881999
1304,-3.661508149379268
47770,-1.4778098733821072
1680,-6.422696816949318
310298,-11.651519309785446
363265,-8.321189462924448
820,-2.446223978916328
1535,-0.333596297589234
469588,1.628800693937063
658089,-1.8355022251861555
469593,-5.5984416667046455
1512,-1.3482635455336096
100886,2.8476994187162754
204516,9.271958389280538
1689,-11.470016519462181
387090,0.1766300730514239
29361,-9.689022464064111
46506,-6.608688976181445
40519,-1.5925626272463955
187327,3.3994492755022994
239935,1.9017606914847762
729,0.24783010491172833
457412,2.3749772658393233
291644,1.4793066190230793
166486,8.384127458785322
310297,-4.324614675826808
47678,-6.585868872522853
214856,3.5071909095409164
33038,-4.8664639286302265
28025,1.3316576805209732
1318,-1.9811852025789203
33035,0.7502330629188508
39496,1.8710284020423267
46503,-1.4858424231612914
165179,8.023511992796124
