"","Part","BalanceID","Component","Group","d.group"
"74","1","46506__1118061","46506","46506__11180611","p__FCB group"
"145","-1","46506__1118061","1118061","46506__1118061-1","p__FCB group"
"149","-1","39485__296_204516","296","39485__296_204516-1","p__Proteobacteria"
"203","1","39485__296_204516","39485","39485__296_2045161","p__Terrabacteria group"
"239","-1","39485__296_204516","204516","39485__296_204516-1","p__FCB group"
"300","-1","626933__550_53345","550","626933__550_53345-1","p__Proteobacteria"
"367","-1","626933__550_53345","53345","626933__550_53345-1","p__Terrabacteria group"
"422","1","626933__550_53345","626933","626933__550_533451","p__FCB group"
"466","1","1352__28116_39492","1352","1352__28116_394921","p__Terrabacteria group"
"481","-1","1352__28116_39492","28116","1352__28116_39492-1","p__FCB group"
"497","-1","1352__28116_39492","39492","1352__28116_39492-1","p__Terrabacteria group"
"646","-1","310298__40518_46503","40518","310298__40518_46503-1","p__Terrabacteria group"
"653","-1","310298__40518_46503","46503","310298__40518_46503-1","p__FCB group"
"685","1","310298__40518_46503","310298","310298__40518_465031","p__FCB group"
"797","1","46228__246787_357276","46228","46228__246787_3572761","p__Terrabacteria group"
"825","-1","46228__246787_357276","246787","46228__246787_357276-1","p__FCB group"
"838","-1","46228__246787_357276","357276","46228__246787_357276-1","p__FCB group"
"877","-1","1747__329_29361","329","1747__329_29361-1","p__Proteobacteria"
"912","1","1747__329_29361","1747","1747__329_293611","p__Terrabacteria group"
"922","-1","1747__329_29361","29361","1747__329_29361-1","p__Terrabacteria group"
"1118","-1","457412__301301_338188","301301","457412__301301_338188-1","p__Terrabacteria group"
"1127","-1","457412__301301_338188","338188","457412__301301_338188-1","p__FCB group"
"1140","1","457412__301301_338188","457412","457412__301301_3381881","p__Terrabacteria group"
"1164","1","296__204516","296","296__2045161","p__Proteobacteria"
"1254","-1","296__204516","204516","296__204516-1","p__FCB group"
"1317","1","571__573_37734","571","571__573_377341","p__Proteobacteria"
"1318","-1","571__573_37734","573","571__573_37734-1","p__Proteobacteria"
"1362","-1","571__573_37734","37734","571__573_37734-1","p__Terrabacteria group"
"1470","-1","329854__820_28117","820","329854__820_28117-1","p__FCB group"
"1497","-1","329854__820_28117","28117","329854__820_28117-1","p__FCB group"
"1561","1","329854__820_28117","329854","329854__820_281171","p__FCB group"
"1614","1","818__310297","818","818__3102971","p__FCB group"
"1699","-1","818__310297","310297","818__310297-1","p__FCB group"
"1772","-1","1363__1353_1358","1353","1363__1353_1358-1","p__Terrabacteria group"
"1774","-1","1363__1353_1358","1358","1363__1353_1358-1","p__Terrabacteria group"
"1775","1","1363__1353_1358","1363","1363__1353_13581","p__Terrabacteria group"
