,D003248
46506__1118061,0.3124447654718695
39485__296_204516,0.05869725601025015
626933__550_53345,-0.19594341998385706
1352__28116_39492,-0.02292131968770996
310298__40518_46503,0.08236018652791871
46228__246787_357276,0.1348847604360113
1747__329_29361,0.4416741524203065
457412__301301_338188,-0.1901156479087327
296__204516,-0.28797437004337223
571__573_37734,0.6105912632319215
329854__820_28117,0.22457360015399075
818__310297,-0.09949497812734004
1363__1353_1358,0.19889847022142365
147802__33043_40324,0.6999294877190864
28116__39492,0.09733783298526567
823__1735,-0.2218090397322833
371601__28111_411489,0.5251476953154562
40519__751585,-0.5168438313369113
246787__357276,0.03027645738390923
584__817_626940,0.1584146177068566
1282__29382,0.2465237114302995
40518__46503,0.1829063369551344
287__1582,0.15689351415088526
1286__1283_216816,-0.37380685975457695
550__53345,-0.00018432528139657688
1353__1358,0.4501182870870959
1260__74426_754333,-0.0998093678046376
214856__328813_360807,-0.15799185206703634
301301__338188,-0.4730291900914602
582__88431,0.2690265514501706
573__37734,0.4792051809294241
28126__154046_384638,0.26200857934470395
665951__546_40545,-0.1319533696840412
329__29361,-0.05037975555209487
820__28117,0.07171219161753174
39486__218538_328814,0.10299919883078223
33043__40324,0.06546786647182283
454155__208479_658659,-0.9918421599837356
40215__303_501496,-0.1767609994283353
665950__33038_39488,0.4838823370343542
817__626940,-0.3851850185771492
158836__169292,-1.286314568570552
1689__1070699,-1.2745023457848057
40520__658086,-0.4151548561791241
100884__54291_665956,0.4083948359149148
101564__300_363265,0.09386186176825756
28123__548_386414,0.3908514724977029
208479__658659,0.20193098740848608
28090__410072,0.2906442292759522
2173__45851_239935,-0.16903499951277853
28111__411489,0.6593747272604942
54291__665956,-1.0213711463316315
548__386414,-0.7411651565812153
291645__552398,-0.06561058526848215
72556__293_147207,0.24212521572839826
328813__360807,0.03589567189961768
624__47678_166486,0.4799692194044378
328812__626930,0.2573398120050047
1283__216816,-0.3744007987242042
285__729,0.4466098872216532
74426__754333,-0.8380265593147801
546__40545,-0.06498529022040235
300__363265,0.34754071778600976
154046__384638,0.4644322508738792
1623__33039_39491,-0.19900606444134536
1354__80866,-0.7081384716767996
218538__328814,-0.15612455909648235
43765__387661,-1.4969425289629037
1318__658081,-1.5528331228810055
303__501496,0.6505129409876228
47678__166486,0.30863364434049584
45851__239935,-0.4178327246580901
28125__40214_165179,0.4201136445828398
33038__39488,1.7037241363482
33039__39491,0.2008602836594062
293__147207,0.9050462211773348
1681__853_487174,-0.21483021266085808
40214__165179,0.4788925592770186
853__487174,-0.3897048069270124
