"","46506__1118061","39485__296_204516","626933__550_53345","1352__28116_39492","310298__40518_46503","46228__246787_357276","1747__329_29361","457412__301301_338188","296__204516","571__573_37734","329854__820_28117","818__310297","1363__1353_1358","147802__33043_40324","28116__39492","823__1735","371601__28111_411489","40519__751585","246787__357276","584__817_626940","1282__29382","40518__46503","287__1582","1286__1283_216816","550__53345","1353__1358","1260__74426_754333","214856__328813_360807","301301__338188","582__88431","573__37734","28126__154046_384638","665951__546_40545","329__29361","820__28117","39486__218538_328814","33043__40324","454155__208479_658659","40215__303_501496","665950__33038_39488","817__626940","158836__169292","1689__1070699","40520__658086","100884__54291_665956","101564__300_363265","28123__548_386414","208479__658659","28090__410072","2173__45851_239935","28111__411489","54291__665956","548__386414","291645__552398","72556__293_147207","328813__360807","624__47678_166486","328812__626930","1283__216816","285__729","74426__754333","546__40545","300__363265","154046__384638","1623__33039_39491","1354__80866","218538__328814","43765__387661","1318__658081","303__501496","47678__166486","45851__239935","28125__40214_165179","33038__39488","33039__39491","293__147207","1681__853_487174","40214__165179","853__487174"
"ERR2239252",0,0,0,0,0,0,0,0,0,-3.67063969769951,0,0,0,0,0,0,0,0,0,-1.68642664033005,0,0,5.04796681374525,0,0,0,0,0,0,0,6.35773445269482,0,0,0,0,0,0,0,0,0,2.92097662428933,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12637245637123,0,0,0,0,0,0,0,0,0,0,-2.93295251834299,0,0,0,0,0,0,-3.18013583432882,0,0,3.55852129286256,0,5.50815684002797,0
"ERR2239253",0.163953896350153,-2.90745359328022,0,0,0,0,0,0,-5.03585734421004,0,-6.12548001492126,0,0,0,0,0,-3.22172006131072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962963637426327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58018283395409,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78757880826587,0,0,0,0,0,0,0,0,0,-4.82822812601879,0,-2.65489099510433,0,4.59840609207779
"ERR2239264",3.93857960954792,0,0,-4.19740947389656,0,0,0,0,0,0,-5.06676312184498,0,0,0,0.0294259174062862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03144580495466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28551242950678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95862364923593,0,0,0,0,-2.07931685360602,0,-3.60148243547989
"ERR2239265",0,0,0,0,-2.27082914895614,0,0,0,0,0,4.68690135632123,0,0,0,0,0,0,0,0,0,0,3.93319146130044,6.10749143956756,0,0,0,0,-2.39104934710707,0,3.9548625952479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83731582460566,0,0,0,0,0,4.14141895259384,0,4.14202538669302,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.91437516533619,0,0,0,0,-2.41448924084263,0,-4.18201803946785
"ERR2239270",0,-2.79831595075637,0,0,-2.11619724151589,0,0,0,4.84682540234044,0,-2.70928210769702,0,0,0,0,0,0,0,0,0,0,3.66536114114262,0,-2.23181016346242,0,0,0,0,0,0,0,0,0,0,4.69261426256853,-2.28850454630875,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26373780463492,0,0,0,0,0,0,0,0,-3.86560859596552,0,0,0,0,0,0,0,3.96380614755911,0,0,0,0,1.60621477651575,0,0,0,0,-2.2367076984188,0,3.87409137534181
"ERR2239271",0,0,0,0,0,-2.62685450916622,0,0,0,0,-3.07616883452887,0,0,0,0,0,0,0,-4.5498454739673,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48638673260958,0,5.32808071406394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43065723256976,0,0,0,0,0,0,0,0,0,0,0,4.30654814814497,0,0,-2.49033686622966,0,0,0,0,0,0,4.21002182259558,-2.83363638887256,0,-4.31338998027163,0,-2.85845121359766,-4.90800219570328,4.95098273290807
"ERR2239273",0,0,0,-2.5031276675716,0,0,0,0,0,0,1.81726930695198,4.15650511792804,0,0,4.3355442980654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09776673231385,-2.83488714831467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54415144509351,0,4.91016857460506,0,0,0,0,0,0,0,-4.40659956505173,0,-2.50696851429555,0,4.34219683973536
"ERR2239275",0,-2.88830447718743,0,0,0,4.81629922551805,0,0,5.00269010221729,0,-5.65742293441755,-4.70492915539269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29172240358821,0,0,0,0,0,0,1.38370290455222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96937963985864,0,0,0,0,0,0,0,0,-3.03647541083948,0,0,0,0,0,0,0,0,0,-5.25932968750756,0,-2.57835812755211,0,4.46584727702841
"ERR2239278",0,5.3728002785771,0,0,-2.4775350965051,-3.07376375597071,0,0,0,0,-2.62795091083957,0,0,0,0,0,0,0,-5.32391499580501,-2.41638441381197,0,4.29121666468189,0,0,0,0,0,0,0,0,0,0,0,0,4.55174449737105,0,0,0,0,0,4.18530057533986,0,0,0,0,0,0,0,0,-2.94036506724437,0,0,0,0,0,0,-2.43748094194165,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22184083392379,-5.09286168926792,0,0,0,0,-2.66311682202363,0,4.6126536422363
"ERR2239283",0,0,0,0,-2.40261721494964,-3.04215030762041,0,0,0,0,-2.16141655089006,0,0,0,0,0,0,0,-5.26915889705983,0,0,-4.1614550874324,0,0,0,0,0,-2.41222211965281,0,0,0,0,0,0,3.74368328246187,0,0,0,0,0,0,0,0,0,1.801507973812,0,0,0,0,0,0,-4.86473020542169,0,0,0,-4.17809127038015,-3.27313608225354,0,0,0,0,0,0,0,-3.24613902672124,0,0,0,0,0,5.66923799455007,0,0,0,5.62247772271338,0,0,0,0
"ERR2239284",3.88197534158576,0,-3.20682076356533,-3.2830833255976,4.18737177891866,0,0,0,0,0,-4.56492846388478,0,0,0,-5.68646712541724,0,0,0,0,0,0,0,0,0,5.55437649326198,0,0,0,0,0,0,0,0,0,0.120240887842578,-1.83274537261548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17001682337103,0,-3.17440810270677,0,0,0,0,0,0,0,-3.75857939135784,0,0,0,0
"ERR2239285",0,5.47264636702269,0,-3.3040100876789,0,0,0,0,0,0,-2.43135110595731,0,0,0,-5.72271334057996,0,0,-5.12629773229461,0,0,0,0,0,0,0,0,0,0,0,-4.12011905928947,0,0,0,0,4.21122364655685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75182509120209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33932648242473,0,0,0,0,0,0,-4.76630087150489,0,0,-4.05183232305101,0,-2.98984182518833,0,5.17855794782066
"ERR2239291",0,0,0,-4.21399041744669,-2.50268515452743,0,0,0,0,-2.94117907347971,-2.28875617167351,0,0,0,-0.367160490254563,0,-5.08576661056433,0,0,0,0,4.33477784298987,0,0,0,0,0,0,0,0,5.09427158942521,0,0,0,-3.96424197547535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112392114405422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41086570395734,0,4.17574188947942
"ERR2239293",0,4.61989908183795,0,0,0,0,0,0,0,0,0,2.0832859122585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2882155259068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10415290761006,0,0,0,0,0,0,0,-1.86584284904077,0,0,2.87594550800042,0,-2.23125474196964,3.6444997428744,0,0,0,-3.23173461347768,0,-2.15002021865688,0,3.72394425601407
"ERR2239294",-4.86966180717996,0,0,-2.17042716195443,0,0,0,0,0,0,-2.54687069877988,0,0,0,3.7592901186326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42593187666701,0,0,4.4113094505952,-6.13784758249934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.78883106477657,-2.32313465893659,0,1.18329568164075,0,0,0,0,0,0,0,-4.02378726210236,0,-2.87055870952326,0,4.97195353100364
"ERR2239303",0,-2.90159472895595,0,0,0,-3.22173884527311,0,0,-5.02570949352575,0,-3.08015714892059,4.85460148338117,0,0,0,0,0,0,-5.58021536873131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33498867722697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.70138306900992,0,0,0,0,0,0,0,-2.97396968513368,0,0,0,0,0,0.461579999483018,0,0,0,-5.15106659482115,0,-2.6000551362013,0,4.50342759838107
"ERR2239310",0,0,0,0,0,0,0,0,0,0,-5.90823840689091,0,0,0,0,0,0,-4.21948776800661,0,0,0,0,0,0,0,0,-3.16862687671627,0,0,0,0,0,0,0,0.933683050245336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.48822274070087,0,0,0,-2.42498403947097,0,0,0,0,0,0,0,0,0,-4.20019556390734,0,-0.491644846956414,0,0.892111227308935
"ERR2239312",4.01324817958406,4.62488812397072,0,-2.57136637634987,0,0,0,0,0,0,-2.64567562974756,0,0,0,-4.45373720871226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58244461106955,-2.76266740658656,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65285567751066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78508031262248,0,0,0,0,-4.59488081859602,-3.49398120623692,0,0,0,0,-6.05175296989313,0
"ERR2239317",0,4.13281942662522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17563867817488,0,0,0,2.36630685112585,0,0,0,0,0,-2.94247243979946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71279330222266,0,0,0,0,0,0,-5.09651176560383,0,-2.036265921942,-2.96664502231332,0,-2.63490730798718,0,4.56379333066833
"ERR2239318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11864142064667,0,0,0,0,0,0,0,0,0,-3.97332496003558,0,-2.34016157955124,0,0,0,0,0,0,0,0,-5.40164539114881,0,0,0,0,-2.40323660978267,0,0,0,-3.07168365620635,0,0,0,0,0,0,0,0,0,0,0,0,-4.16252791075317,-4.05327875370338,-3.0553740368334,0,0,0,0,0,0,5.32031215732833,-3.09173857817705,0,-5.29206306792227,0,-3.14323500937124,-5.35504830112341,5.44424273636022
"ERR2239320",4.85937972003616,0,0,-2.41626960025838,-2.65169240345554,-2.5774636571476,0,0,0,0,-3.25591624744107,0,0,0,4.18510171243166,0,0,0,-4.46429800884193,0,0,4.59286596882943,0,0,0,0,0,0,0,0,0,0,0,0,-5.63941236575693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82681081460829,0,0,0,0,0,0,0,0,0,-4.89617995428672,0,-5.51302769290796,0,1.10774716496117
"ERR2239324",0,0,0,-2.68050685535067,-2.78634058502907,0,0,0,0,0,-3.53942649626786,4.37630164901608,0,0,4.64277406350404,0,0,0,0,0,0,4.82608346046154,0,0,0,0,0,0,0,0,0,0,-2.70049346048534,0,6.13046652119143,-2.85701262316774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7685521478333,0,0,0,0,-4.6773918790681,0,0,0,0,-4.94849102119217,0,0,0,4.79527298345122,0,0,0,0,0,-2.71094450669482,0,-4.69549362209518
"ERR2239325",0,0,0,-2.91256466143508,0,0,0,0,0,0,-3.57579476325365,4.88787764385375,0,0,5.0447099739352,4.18793606892914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39278624469892,0,6.19345820739405,-2.81603911770049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80577497783805,0,0,0,0,-4.14442734747047,0,0,0,0,-4.87752282795868,0,0,0,4.85974481622094,0,0,0,0,0,-2.73729814480542,0,-4.74113946226702
"ERR2239326",0,0,0,-2.67939327238684,-2.67921417839667,0,0,0,0,0,-2.95645881208397,5.18057466272888,0,0,4.64084528123224,4.71899485484918,0,0,0,0,0,4.64053508134193,0,0,0,0,0,0,0,0,0,0,-2.96538666456009,0,5.12073687301416,-3.00536849149213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.13620036710529,0,0,0,0,-5.205450922731,0,0,0,0,0,0,0,0,0,-2.88487233727305,0,-4.9967454615069
"ERR2239330",0,0,0,0,-5.22375920020446,0,0,0,0,0,-5.62069845817913,0,0,0,0,0,0,0,0,0,0,0.143317627297247,0,0,0,0,0,-2.92831276057406,0,0,0,0,0,0,0.12959808826318,-2.84608207919653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07198648176654,0,0,0,0,0,0,0,0,-2.90833333592418,0,4.92955876367965,0,0,0,0,0,0,0,-5.03738110316696,0,-2.73066956215269,0,4.72965842033032
"ERR2239331",3.08775605862874,0,0,0,0,0,0,0,0,6.40804059364494,-3.94692981133849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00316618869198,0,0,0,0,0,0,-0.673585817753404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46958561481861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.13833374944419,0,0,0,-2.30381480162596,-5.43575350514547,3.99032428764538
"ERR2239338",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.54523464691281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69278491869451,0,0,0,-6.14052653320649,0,-2.84659736099251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63259311682108,0,0,5.03041898045119,0,2.93198948546525,0,0,0,-3.16778157412776,0,0,0,4.93045125793051,3.24425998412815,0,-2.50883710985171,0,0,0,0,-4.34543334217743,0
"ERR2239339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92183315213841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32709092785624,0,0,-3.597451647417,0,0,0,0,-2.89127039593742,0,0,0,0,0,4.03063972087961,0,-3.75154301666735,0,-5.00782722418339,0,-4.81340386278646,-6.49786311164807,0.382178736320326
"ERR2239340",0,0,0,-2.78208246032495,0,0,0,0,0,0,-2.67276075501861,0,0,0,-4.81870817212904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62696035118553,0,0,4.62935742416839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.48048476329635,0,0,0,0,0,0,4.55002879772231,-2.46773768512548,0,0,0,0,0,6.02837644499861,0,-2.50283407820212,0,4.27424705038973,0,-2.67336033252635,-4.33503578636088,4.63039592287486
"ERR2239344",-4.56061890337762,0,0,0,0,-2.76552994787941,0,0,0,0,-0.504205230289724,0,0,0,0,0,0,0,4.79003837958045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.670850201164346,-2.74681059573493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.75761551058143,0,0,0,0,0,0,0,0,0,-5.76748619898063,0,0.646975063876548
"ERR2239345",0,0,0,0,-2.40361824717245,4.7811209313715,0,0,0,0,-5.39072623830827,0,0,0,0,0,-2.54583803953922,-4.99492306225571,0,0,0,4.16318892610233,0,-2.6186746374641,0,0,0,0,0,0,0,0,0,0,0.85227996432076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40952083232347,0,0,0,0,0,0,0,-4.53567752057983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.41433837769486,0,5.91380754439979
"ERR2239352",0,0,0,0,0,0,-2.47113697571708,0,0,2.4423760290301,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64993744276435,0,0,0,0,0,0,4.65257393459128,0,-3.00961454373355,-4.28013479440408,0,0,0,0,0,-5.11474718390632,0,0,3.6098849070042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.589826287747,0,0,5.21280530094474,0,0,0,0,0,0,0,0,0,0,0,0.777554511607944,0,0,0,0,0
"ERR2239355",0,0,0,0,0,0,0,0,0,0,-3.93647893043577,0,0,0,0,0,-2.18584977614249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160359496351994,0,0,0,0,0,0,0,0,0,0,0.113757820926379,0,0,4.45733075882598,0,3.78600286999184,0,0,0,-2.17180018181065,0,0,0,0,0,0,0,6.02080345531723,0,0,0,0,0,0,0,0,0,-2.84552720365448,0,0,3.76166825878337,0,4.92859769104896,0
"ERR2239358",-4.07480186376029,-2.71640668707578,0,0,0,-3.10811252753201,0,0,-4.7049543960351,0,-3.05357729722264,0,0,0,0,0,0,0,-5.38340881332677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28895102362846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33715745033332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04807544926545,0,0,0,0,-5.71831544849012,0,0.804128370405049
"ERR2239365",0,-2.16123681764633,0,0,0,-2.71963544200963,-1.72468038864474,0,-3.74337197535192,0,0,0,0,0,0,0,0,0,-4.71054676362572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.98723405995032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4814770838236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36525255808379,-2.66031771791397,0,0,0,-2.20702112837667,4.60780545170269,-3.82267272772639
"ERR2239373",0,-2.82769385685549,0,0,-5.42495464214086,-6.65608284422133,0,0,-4.8977094283241,0,-5.60423803377475,0,0,0,0,0,0,0,-0.119731328659446,0,0,0.864621071098332,0,0,0,0,0,0,0,0,0,0,0,0,0.855147561791104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75478355908246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.77142508818623,0,0,0,0,-2.34469414347246,0,4.06112938470349
"ERR2239383",0,0,0,0,0,-3.11177610620381,0,0,0,0,0,0,0,0,0,0,0,0,-5.38975431772384,-3.12414601125387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41117962175535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59649338539423,0,0,0,0,0,0,0,0,0,6.22930927258821,0,0,0,0
"ERR2239385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31778380849228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01451931726912,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239386",4.98424798585293,0,0,0,-2.67406321879867,-3.26043449040929,0,-2.5657648539835,0,0,-5.78119647544596,0,0,0,0,0,-2.96857039100481,0,-5.64723819213883,0,0,-4.63161335761048,0,0,0,0,0,0,-4.44403508737397,0,0,0,0,0,1.18346978851538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14171474306493,0,0,0,0,0,-2.48472937707118,0,0,0,0,0,0,0,-2.94623362500548,0,0,0,0,0,4.30367752414625,0,0,0,-5.10302632947733,0,0,0,0
"ERR2239388",0,0,0,0,0,0,0,0,0,0,2.8482772135379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66995212549702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239390",0,0,0,0,0,-2.37794974676101,0,0,0,0,-2.46279976761119,0,0,0,0,0,0,0,4.11872977923561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26569432637141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",0,0,0,0,0,0,0,0,0,-2.37696203861918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11701901855092,0,0,0,0,0,0,0,0,-0.382736391129183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.706073418893285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662918875341301,0,-1.22295503539703,0,0,0
"ERR2239396",0.403644900305248,0,0,0,0,-4.44112967572341,0,0,0,0,-4.77362182099844,0,0,0,0,0,0,0,-0.503550077489456,0,0,0,0,0,0,0,0,-2.16760509375692,0,0,0,0,0,0,-0.056235791171007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75440215313208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41367432289412,0,-4.18060656017702
"ERR2239402",0,0,0,-3.87584693963637,0,0,0,0,0,0,0,0,0,0,-6.71316382181053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65769191636435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.60325743000815,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",0,0,0,0,-2.41284585492602,0,0,0,0,0,-2.52937779639059,0,0,0,0,0,0,0,0,0,0,-4.17917161156383,0,-2.61881963774638,0,0,0,0,0,0,0,0,-2.57315144523145,0,4.3810108548851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21393531455505,0,0,0,0,0,0,0,0,-4.53592866843585,0,0,-4.45682903871016,0,0,-2.63408804264864,0,0,0,0,0,0,5.56669925704921,0,0,-4.5623743214771,0,-3.12735820122705,0,5.41674329799246
"ERR2239476",0,-2.14436651555278,0,0,0,0,0,0,-3.71415175498686,-2.90646015023083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03413665037406,0,0,0,0,0,0,0,0,0,0,-3.87719042070998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25147981779932,0,0,0,0,0,0,0,-2.86861278025015,0,-3.89967743664433,0,-2.54341499631888,-4.96858308263467,4.4053239983569
"ERR2239506",0,0,-2.80250726577704,0,0,-2.88580152010506,0,0,0,0,-5.55823839904061,0,0,0,0,0,0,0,4.99835485338146,0,0,0,0,0,4.85408497290676,0,0,0,0,0,0,0,-2.48113079713276,0,-0.294236191806287,-2.72342020210436,0,0,-2.65770686104089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29744460085781,0,0,0,0,-4.71710216040425,0,0,4.60328331494723,0,0,0,0,0,0,-2.94308808611092,0,-5.09757809629476
"ERR2239509",5.8972448414205,-2.90800738876388,0,0,-2.35346335407431,0,0,0,-5.03681654612474,0,-5.27336767217565,0,0,0,0,0,0,0,0,0,0,-4.07631810300816,0,0,0,0,0,0,0,0,0,0,0,0,0.876692383178915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36977924370838,0,0,0,0,0,0,0,-2.84063407668974,0,0,0,0,0,-4.10457805282506,0,0,0,-4.92012254653814,0,-2.94352786250764,0,5.09833981135785
"ERR2239514",-4.60966111673909,0,0,-2.53669128003568,0,-2.99718540342728,0,0,0,0,-3.04562042627797,0,0,0,4.39367818013874,0,0,0,5.19127739843987,-3.01860249882301,0,0,0,0,0,0,0,0,0,0,0,0,-2.60344934508913,0,5.27516931888303,0,0,0,0,0,5.22837289581582,0,0,0,0,0,0,0,0,-3.13552171091111,0,0,0,0,0,0,0,0,0,0,0,-4.50930654062629,0,0,0,0,0,0,0,0,0,-5.43088291153334,0,0,0,0,-3.13314838748131,0,5.42677219477013
"ERR2239532",0,0,0,0,0,-5.83717603777179,0,0,0,0,-0.388989571597847,0,0,0,0,0,0,0,-0.168140502854955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12804383192416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46954833234092,0,0,0,0,0,0,0,-2.54057417440413,0,0,0,0,0,4.27738318336147,0,0,0,-4.40040355046531,0,-2.98191191428299,0,5.16482293923312
"ERR2239556",0,0,0,0,-2.10300145360851,1.35366910565589,0,0,0,0,-1.90049715527481,0,0,0,0,0,0,0,-4.39425286374695,0,0,-3.64250536604114,0,0,0,0,0,-1.88902374912038,0,0,0,0,0,0,3.29175763257609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27188511018075,0,0,0,0,0,0,0,0,-2.73992645883572,0,0,0,0,0,0,0,-3.20075828139797,0,-4.74569183570575,0,-2.21746997821396,-5.54387596612813,3.84077066652523
"ERR2239577",5.66459005400002,-2.56495966610132,0,0,0,0,0,0,-4.4426404610524,0,0,-4.81675829662249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52139607890681,0,0,0,0,-2.43583920133853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36718611467154,-3.34051835692347,0,0,0,0,-4.21899725578634,0,0,-3.16716416694308,0,0,0,0,0,-5.78594751780796,0,0,0,-5.48568925305697,0,-2.64841213553843,0,4.58718437813455
"ERR2239578",0,0,0,-2.43090331794438,0,0,0,0,0,0,-5.03805017370861,0,0,-2.4150875087558,-4.21044805496742,0,-2.54263632744704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961139885469055,-1.9896695385457,-4.18305426988999,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40397530430861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.44620873103327,0,0,0,0,0,-2.4328001963208,0,0,0,0,4.21373354469116,0
"ERR2239579",0,0,0,-2.16558177781839,0,0,0,0,0,0,0,0,0,0,3.75089766712678,0,-2.19183647763333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28496405152599,0,0,0,0,0,0,0,0,0,0,0,-4.90531650110992,3.79637214114374,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80645149743684,0,0,0,0,0,0,-0.233712879399997,0,0,-4.86091658253837,0,-2.66709441702461,0,4.61954303886993
"ERR2239582",0,-2.72692173932307,0,-2.41634558342951,0,-3.47299424326436,0,0,-4.72316700077165,0,-5.30627003011603,4.21398067583317,0,0,4.18523331914458,0,0,0,6.0154024837281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253993965570637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02795203207852,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24456676244143,0,0,0,0,0,-2.98360805794326,0,-5.16776074622963
