"","Part","BalanceID","Component","Group","d.group"
"43","1","46503__166486_357276","46503","46503__166486_3572761","p__FCB group"
"51","-1","46503__166486_357276","166486","46503__166486_357276-1","p__Terrabacteria group"
"72","-1","46503__166486_357276","357276","46503__166486_357276-1","p__FCB group"
"153","1","166486__357276","166486","166486__3572761","p__Terrabacteria group"
"174","-1","166486__357276","357276","166486__357276-1","p__FCB group"
"211","-1","1680__820_28116","820","1680__820_28116-1","p__FCB group"
"222","1","1680__820_28116","1680","1680__820_281161","p__Terrabacteria group"
"227","-1","1680__820_28116","28116","1680__820_28116-1","p__FCB group"
"308","1","562__817","562","562__8171","p__Proteobacteria"
"311","-1","562__817","817","562__817-1","p__FCB group"
"415","1","820__28116","820","820__281161","p__FCB group"
"431","-1","820__28116","28116","820__28116-1","p__FCB group"
"576","1","310298__387090","310298","310298__3870901","p__FCB group"
"586","-1","310298__387090","387090","310298__387090-1","p__FCB group"
"618","-1","469588__818_47678","818","469588__818_47678-1","p__FCB group"
"657","-1","469588__818_47678","47678","469588__818_47678-1","p__FCB group"
"695","1","469588__818_47678","469588","469588__818_476781","p__FCB group"
"739","1","28118__338188_491921","28118","28118__338188_4919211","p__FCB group"
"785","-1","28118__338188_491921","338188","28118__338188_491921-1","p__FCB group"
"801","-1","28118__338188_491921","491921","28118__338188_491921-1","p__Terrabacteria group"
"866","-1","261299__165179_301301","165179","261299__165179_301301-1","p__FCB group"
"878","1","261299__165179_301301","261299","261299__165179_3013011","p__Terrabacteria group"
"880","-1","261299__165179_301301","301301","261299__165179_301301-1","p__Terrabacteria group"
"921","1","573__40519","573","573__405191","p__Proteobacteria"
"957","-1","573__40519","40519","573__40519-1","p__Terrabacteria group"
"1026","1","818__47678","818","818__476781","p__FCB group"
"1065","-1","818__47678","47678","818__47678-1","p__FCB group"
"1192","-1","658089__329854_626940","329854","658089__329854_626940-1","p__FCB group"
"1214","-1","658089__329854_626940","626940","658089__329854_626940-1","p__Terrabacteria group"
"1217","1","658089__329854_626940","658089","658089__329854_6269401","p__Terrabacteria group"
"1289","-1","674529__310297_360807","310297","674529__310297_360807-1","p__FCB group"
"1297","-1","674529__310297_360807","360807","674529__310297_360807-1","p__Terrabacteria group"
"1320","1","674529__310297_360807","674529","674529__310297_3608071","p__FCB group"
"1370","-1","328813__46506_204516","46506","328813__46506_204516-1","p__FCB group"
"1381","-1","328813__46506_204516","204516","328813__46506_204516-1","p__FCB group"
"1394","1","328813__46506_204516","328813","328813__46506_2045161","p__FCB group"
"1452","-1","751585__28117_487174","28117","751585__28117_487174-1","p__FCB group"
"1514","-1","751585__28117_487174","487174","751585__28117_487174-1","p__FCB group"
"1525","1","751585__28117_487174","751585","751585__28117_4871741","p__Terrabacteria group"
"1550","1","1735__658082","1735","1735__6580821","p__Terrabacteria group"
"1624","-1","1735__658082","658082","1735__658082-1","p__Terrabacteria group"
"1649","1","1624__33043","1624","1624__330431","p__Terrabacteria group"
"1662","-1","1624__33043","33043","1624__33043-1","p__Terrabacteria group"
"1743","-1","1226323__823_40518","823","1226323__823_40518-1","p__FCB group"
"1772","-1","1226323__823_40518","40518","1226323__823_40518-1","p__Terrabacteria group"
"1835","1","1226323__823_40518","1226323","1226323__823_405181","p__Terrabacteria group"
"1925","1","626930__626935","626930","626930__6269351","p__FCB group"
"1927","-1","626930__626935","626935","626930__626935-1","p__Terrabacteria group"
"1988","1","165179__301301","165179","165179__3013011","p__FCB group"
"2002","-1","165179__301301","301301","165179__301301-1","p__Terrabacteria group"
"2082","-1","626932__46228_239935","46228","626932__46228_239935-1","p__Terrabacteria group"
"2100","-1","626932__46228_239935","239935","626932__46228_239935-1","p__PVC group"
"2130","1","626932__46228_239935","626932","626932__46228_2399351","p__FCB group"
"2221","1","454154__469592","454154","454154__4695921","p__FCB group"
"2226","-1","454154__469592","469592","454154__469592-1","p__FCB group"
"2285","-1","100886__45851_74426","45851","100886__45851_74426-1","p__Terrabacteria group"
"2290","-1","100886__45851_74426","74426","100886__45851_74426-1","p__Terrabacteria group"
"2292","1","100886__45851_74426","100886","100886__45851_744261","p__Terrabacteria group"
"2374","-1","208479__33038_246787","33038","208479__33038_246787-1","p__Terrabacteria group"
"2402","1","208479__33038_246787","208479","208479__33038_2467871","p__Terrabacteria group"
"2407","-1","208479__33038_246787","246787","208479__33038_246787-1","p__FCB group"
"2463","1","1604__411489","1604","1604__4114891","p__Terrabacteria group"
"2525","-1","1604__411489","411489","1604__411489-1","p__Terrabacteria group"
"2621","1","338188__491921","338188","338188__4919211","p__FCB group"
"2637","-1","338188__491921","491921","338188__491921-1","p__Terrabacteria group"
"2699","1","97478__626929","97478","97478__6269291","p__Terrabacteria group"
"2740","-1","97478__626929","626929","97478__626929-1","p__FCB group"
"2811","1","214856__371601_454155","214856","214856__371601_4541551","p__FCB group"
"2829","-1","214856__371601_454155","371601","214856__371601_454155-1","p__FCB group"
"2834","-1","214856__371601_454155","454155","214856__371601_454155-1","p__FCB group"
"2885","1","33039__39488","33039","33039__394881","p__Terrabacteria group"
"2890","-1","33039__39488","39488","33039__39488-1","p__Terrabacteria group"
"2994","1","39492__328812","39492","39492__3288121","p__Terrabacteria group"
"3025","-1","39492__328812","328812","39492__328812-1","p__FCB group"
"3097","1","39496__1118061","39496","39496__11180611","p__Terrabacteria group"
"3159","-1","39496__1118061","1118061","39496__1118061-1","p__FCB group"
"3163","1","550__853_39491","550","550__853_394911","p__Proteobacteria"
"3173","-1","550__853_39491","853","550__853_39491-1","p__Terrabacteria group"
"3197","-1","550__853_39491","39491","550__853_39491-1","p__Terrabacteria group"
"3329","1","310297__360807","310297","310297__3608071","p__FCB group"
"3337","-1","310297__360807","360807","310297__360807-1","p__Terrabacteria group"
"3436","1","329854__626940","329854","329854__6269401","p__FCB group"
"3458","-1","329854__626940","626940","329854__626940-1","p__Terrabacteria group"
"3477","1","823__40518","823","823__405181","p__FCB group"
"3506","-1","823__40518","40518","823__40518-1","p__Terrabacteria group"
"3629","1","218538__291644","218538","218538__2916441","p__Terrabacteria group"
"3633","-1","218538__291644","291644","218538__291644-1","p__FCB group"
"3716","1","46506__204516","46506","46506__2045161","p__FCB group"
"3727","-1","46506__204516","204516","46506__204516-1","p__FCB group"
"3816","1","46228__239935","46228","46228__2399351","p__Terrabacteria group"
"3834","-1","46228__239935","239935","46228__239935-1","p__PVC group"
"3904","1","33038__246787","33038","33038__2467871","p__Terrabacteria group"
"3937","-1","33038__246787","246787","33038__246787-1","p__FCB group"
"3986","-1","487173__821_40545","821","487173__821_40545-1","p__FCB group"
