@relation otu_table.xls.balance
@attribute 46503__166486_357276 numeric
@attribute 166486__357276 numeric
@attribute 1680__820_28116 numeric
@attribute 562__817 numeric
@attribute 820__28116 numeric
@attribute 310298__387090 numeric
@attribute 469588__818_47678 numeric
@attribute 28118__338188_491921 numeric
@attribute 261299__165179_301301 numeric
@attribute 573__40519 numeric
@attribute 818__47678 numeric
@attribute 658089__329854_626940 numeric
@attribute 674529__310297_360807 numeric
@attribute 328813__46506_204516 numeric
@attribute 751585__28117_487174 numeric
@attribute 1735__658082 numeric
@attribute 1624__33043 numeric
@attribute 1226323__823_40518 numeric
@attribute 626930__626935 numeric
@attribute 165179__301301 numeric
@attribute 626932__46228_239935 numeric
@attribute 454154__469592 numeric
@attribute 100886__45851_74426 numeric
@attribute 208479__33038_246787 numeric
@attribute 1604__411489 numeric
@attribute 338188__491921 numeric
@attribute 97478__626929 numeric
@attribute 214856__371601_454155 numeric
@attribute 33039__39488 numeric
@attribute 39492__328812 numeric
@attribute 39496__1118061 numeric
@attribute 550__853_39491 numeric
@attribute 310297__360807 numeric
@attribute 329854__626940 numeric
@attribute 823__40518 numeric
@attribute 218538__291644 numeric
@attribute 46506__204516 numeric
@attribute 46228__239935 numeric
@attribute 33038__246787 numeric
@attribute 487173__821_40545 numeric
@attribute 28117__487174 numeric
@attribute 45851__74426 numeric
@attribute 1304__457412_658081 numeric
@attribute 1257080__1681_28111 numeric
@attribute 371601__454155 numeric
@attribute 1623__850_28026 numeric
@attribute 853__39491 numeric
@attribute 821__40545 numeric
@attribute 1681__28111 numeric
@attribute 457412__658081 numeric
@attribute 850__28026 numeric
@attribute 188913__39485_216816 numeric
@attribute 39485__216816 numeric
@attribute Disease.MESH.ID {'D006262', 'D013167'}
@data
0.0,0.0,-3.0103438065114703,-0.36840118596806104,-5.21406842112816,6.03637982605226,5.25411081751284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7190608988478195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.43988846586869,0.0,0.0,4.70955162567832,0.0,0.0,0.0,0.0,-3.26569340592425,0.0,0.0,0.0,0.0,0.0,0.0,4.22601078768586,5.65634690100345,0.0,0.0,0.0,-2.42680478502973,-4.20334918772276,D013167
-3.5229727741076,-6.101967838436231,-6.195932437088139,4.63437323332766,0.36777834905866996,0.0,-1.84392769280224,0.0,0.0,0.0,3.19377644941674,0.0,-2.27858906236514,-3.3102653240414397,0.0,0.0,0.0,-2.02905881231363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7740599117830602,-3.94663202558716,0.0,3.5144329544725603,0.0,5.73354772777323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07276190287941,0.0,0.0,0.0,0.0,0.0,0.0,D013167
-2.95844801170118,5.12418226781757,-2.9634329759745497,-4.76254602940708,-5.13281647921296,0.0,-2.8603812391540098,0.0,0.0,0.0,4.95432563523156,0.0,-2.9183330171340494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.61167522964011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2630154845092796,-5.0547010590819506,0.0,0.0,0.0,0.0,4.523554190605781,0.0,-2.98007795548361,0.0,0.0,-2.88126521874473,0.0,0.0,0.0,5.65170860505405,5.161646429413599,0.0,4.99049774894693,0.0,0.0,0.0,D013167
-2.1894972851466497,3.79232054090812,0.0,0.0,0.0,6.300895407605231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.58567201733203,0.0,0.0,0.0,-2.39181629383735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.01725230767788,0.0,0.0,-4.14274734329738,0.0,-4.4785153057281795,0.0,0.0,-2.42691832239896,0.0,0.0,0.0,0.0,0.0,-2.54286452878394,5.22603429615252,4.20354584021482,0.0,0.0,-4.40437056061847,-2.30065780356111,-3.98485620659766,D013167
-2.85522209577075,-4.945389736768241,0.0,-4.1265004710626,0.0,5.686206885655951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6294867450635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.90956784777074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.48255013373016,4.554404640278889,0.0,0.0,-3.27465181922194,0.0,0.0,-0.47643127145030106,-4.29990296395755,-5.67186332799026,0.0,0.0,0.0,0.0,D013167
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6798990008728,0.0,0.0,0.0,0.0,-3.06192865158481,-6.600289366056219,0.0,0.0,0.0,-2.65469151449938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.641721228664769,0.0,0.0,0.0,0.0,0.0,-2.7183879031246,-5.30341599369576,0.0,-4.59806058153489,0.0,0.0969962116267439,0.0,0.0,0.0,0.0,0.0,-2.4204408977073597,0.0,0.0,0.0,4.70838596289244,0.0,0.0,4.19232661154677,0.0,0.0,0.0,D013167
0.0,0.0,-2.36938927938645,0.0,-4.10390261480634,5.31708834816318,-2.6078327234248997,0.0,0.0,0.0,-4.516898774612639,0.0,0.0,-3.04325748300111,-5.0470474158373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.39048005758836,0.0,0.0,0.0,0.0,5.2710765810721,0.0,0.0,-2.96182423407821,-0.5088395737856939,0.0,0.0,0.0,0.0,0.0,-0.0357457967147885,5.13003005651224,0.0,0.0,0.0,0.0,0.0,D013167
-2.2986624533472,3.98140015864828,-4.95725861143855,0.0,0.582880870392415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.68362252309747,-2.55565125756749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.17430435564515,0.0,0.0,0.0,0.0,0.7303977958928158,0.0,0.0,0.0,4.4265178245342005,0.0,0.0,0.0,0.0,0.0,-0.21053780913136397,0.0,0.0,0.0,0.0,0.0,0.0,D013167
4.70036457428632,0.0,0.0,0.0,0.0,0.0,-2.67942418431842,-2.27669420615531,0.0,0.0,-4.64089882226829,0.0,-3.56964938121593,-2.71874063972009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.94335003835869,0.0,0.0,0.0,0.0,0.0,0.0,6.182814093472789,0.0,0.0,0.0,4.7089969205975,0.0,0.0,-2.88370531598829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99472412134819,0.0,0.0,0.0,-2.4652464583570097,-4.26993211905357,D013167
0.0,0.0,0.0,3.6456996411924396,0.0,6.08668739426344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3822336391964503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.51925722240127,0.0,0.0,0.0,0.0,3.5994093264032,0.0,0.0,-3.10349840313706,0.0,0.0,0.0,0.0,5.858200506156829,0.0,4.36348150653384,-2.55438058413582,0.0,0.0,0.0,0.0,0.0,-2.51454824747346,5.375416915442259,4.4243169535907,0.0,0.0,-4.35532532270731,-2.41021606756839,-4.17461668624731,D013167
