"","46503__166486_357276","166486__357276","1680__820_28116","562__817","820__28116","310298__387090","469588__818_47678","28118__338188_491921","261299__165179_301301","573__40519","818__47678","658089__329854_626940","674529__310297_360807","328813__46506_204516","751585__28117_487174","1735__658082","1624__33043","1226323__823_40518","626930__626935","165179__301301","626932__46228_239935","454154__469592","100886__45851_74426","208479__33038_246787","1604__411489","338188__491921","97478__626929","214856__371601_454155","33039__39488","39492__328812","39496__1118061","550__853_39491","310297__360807","329854__626940","823__40518","218538__291644","46506__204516","46228__239935","33038__246787","487173__821_40545","28117__487174","45851__74426","1304__457412_658081","1257080__1681_28111","371601__454155","1623__850_28026","853__39491","821__40545","1681__28111","457412__658081","850__28026","188913__39485_216816","39485__216816"
"SRR5279281",0,0,0,0,0,0,0,-2.79962229778816,0,0,0,0,-5.61357878870024,-5.03433724544913,0,0,0,0,0,0,0,0,0,0,0,-4.84908806177181,0,0,0,0,0,-3.27070774108514,2.13416846619702,0,0,0,0.322289466394956,0,0,-4.81432295185103,0,0,0,0,0,-2.1399328399352,5.6650319842683,-0.477828898448014,0,0,-3.70647240355292,0,0
"SRR5279282",0,0,0,0,0,0,0,0,0,0,0,0,-3.10848974449238,0,-2.37905934625552,0,0,-3.42648287709784,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.41120776271638,5.38406217226761,0,-5.93484243439824,3.85335819501501,0,0,0,0,4.12065166193616,0,0,-2.99919828469555,0,-2.52492833365978,1.78594050708673,0,5.19476381106611,0,-4.37330415936895,-2.54459841612897,-4.40737374159467
"SRR5279283",-2.55184063758193,4.41991763711086,-5.4283196339888,0,0.627821383303209,0,-2.58548908590118,0,0,0,-4.47819845919566,0,0,-5.90466732865597,-2.50078031210382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2724699786183,0,0,0,0,-1.21357370816168,0,0,-3.13909043635008,-4.33147855913177,0,0,0,0,0,5.66808426921073,5.43706412531189,0,0,0,0,0
"SRR5279284",0,0,0,0,0,0,-2.70407344139225,0,0,0,-4.68359258788901,0,0,-6.02348837167006,0,0,0,-2.33990635288512,0,0,0,4.52660144966945,0,0,0,0,0,0,0,0,0,-3.1276771933128,0,0,-4.05283668815021,0,0.361583239487978,0,0,-5.90210243968152,0,0,0,0,0,0,5.4172958084922,0.605393860915676,0,0,0,-2.29369027652643,3.97278809577049
"SRR5279285",-2.61135072623575,4.5229921342222,-2.45550013970143,0,4.25305099995535,0,0,0,5.51427229348302,0,0,0,-2.52819960655369,-6.13694532032881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30675897211911,-4.37897017022663,0,0,0,-0.249587932631673,0,0,0,0,0,-5.30769549596366,0,0,0,5.72747454809453,0,0,0.290433203925222,0,0,0
"SRR5279286",0,0,0,-3.4680347199969,0,0,0,0,-3.67197660692241,0,0,0,-2.35038673831529,0,0,0,0,0,0,6.36005004739399,0,0,0,0,0,0,0,0,0,0,0,-3.0843221722743,-4.07098924819817,0,0,0,0,0,0,-5.39402571488181,0,0,0,0,0,0,5.34220270929029,0.66291032620103,0,0,0,-2.34549561387019,-4.06251757215312
"SRR5279287",4.75536514464924,0,0,0,0,0,-2.59536628912217,0,0,0,4.49530627701109,0,-2.4951872141953,-5.90989975404805,-5.46174628209749,0,0,-2.48774273226301,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97204009560994,4.32179102938251,0,-4.30889680843975,0,-0.172745019347438,0,0,0,0.721893821966521,0,0,0,0,0,5.14772444772827,0,0,0,0,0,0
"SRR5279288",0,0,-2.22194450812823,0,3.84852077967673,5.66806990252379,0,0,0,0,0,0,-5.72539736791068,-5.09293114324152,0,0,0,0,0,0,-2.37130362146324,0,0,0,0,0,0,0,0,0,0,-3.32133456331268,1.0795744737571,0,0,0,-0.0777711465566182,4.1072183525464,0,0,0,0,0,0,0,0,5.75272021259216,0,0,0,0,-2.47961663841962,4.29482200103593
"SRR5279289",0,0,-2.45372914139541,0,-4.2499835409092,1.40507802398274,0,0,0,0,0,0,-6.14367142555192,-2.50656727826728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65899783364229,0.236011403702121,0,0,0,4.34150187854857,0,0,0,0,0,0,0,0,-2.41612055627393,4.60551934508403,0,0,0,-4.18484356067802,-2.38022310543363,4.12266735196041
"SRR5279290",4.60226994253731,0,0,0,0,5.14287602494022,0,0,-3.59418269164517,0,0,0,-5.74850788784959,-2.06094990933202,0,0,0,0,0,6.2253070336141,0,0,0,0,0,0,0,0,0,0,0,-2.93149722892183,0.770502550507871,0,0,0,-3.56966995481753,0,0,-4.54952744439939,0,0,0,0,0,0,5.07750214273999,-0.673447457991769,0,0,0,0,0
"SRR5279291",-3.20755968878094,-5.55565634927841,-2.55622938391571,0,-4.42751916874249,0,-5.18027597270437,0,0,0,0.261583859076359,0,0,5.66381081019092,0,0,0,-2.70472877990324,0,0,0,0,0,0,0,0,0,0,0,0,-4.52766714776459,-5.6732022415633,0,0,-4.68472766748618,0,0,0,0,0,0,0,0,0,0,0,0.613919421836487,0,0,0,0,0,0
"SRR5279292",-5.38427055473545,-0.700152851384932,0,0,0,0,0,0,0,0,0,0,-5.85860036226767,-2.9972456488307,0,0,0,-2.68662148616386,0,0,0,-4.93041495656371,0,0,0,0,0,0,0,0,0,-5.67178322005327,1.29494422486884,0,-4.65336491474201,0,5.19138174653951,0,0,0,0,0,0,0,0,0,0.378446598605582,0,0,0,0,0,0
"SRR5279293",0,0,0,0,0,0,0,0,-2.92308475825921,0,0,0,-2.92388865551359,-2.91292742035678,0.242717063879545,0,0,0,0,5.06293131613514,0,0,0,0,0,0,0,0,0,0,0,-5.83877889600623,5.06432370702379,0,0,0,-5.0453382908185,0,0,0,-0.453355424765173,0,0,0,0,0,0.876929736487214,0,0,0,0,-2.75264999833257,4.7677296525664
"SRR5279294",5.1869930576874,0,-2.74620608285494,0,4.75656846355947,0,-2.50747185139938,0,-3.42359746603686,0,-4.34306864517252,0,0,0,-2.960599259383,0,0,-2.53414108456153,0,5.9298447558399,0,0,0,0,0,0,0,0,0,0,0,-2.98558922860047,0,0,-4.38926111200826,0,0,0,0,0,5.12790833810214,0,-2.35936813115154,0,0,0,5.17119223446638,0,0,4.0865454769133,0,0,0
"SRR5279295",0,0,-5.26429943316643,0,0.903597379407485,0,0,0,0,0,0,0,-3.30670367756257,-3.11717519489148,-5.27156211095349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.08676736074375,-3.24156644179963,5.72737877511323,0,0,0,5.39910581364546,0,0,0,1.01244082198784,0,0,0,0,0,5.61455777330721,0,0,0,0,-2.58276106594516,-4.47347339002777
"SRR5279296",0,0,-3.2138222578116,0,5.56650343702542,0,0,0,0,0,0,0,0,-2.97045194504225,2.65551837694562,0,0,-2.99559262964245,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73572502483,0,0,-5.18851863331958,0,5.14497369025496,0,0,-2.77213746420618,4.49045336396251,0,0,0,0,-2.74161045396611,4.73841473854319,-4.80148293357026,0,0,-4.74860860083128,-2.51255357860944,-4.35187045489055
"SRR5279297",-3.17432389359599,5.49809026338811,0,4.80271254025687,0,0,0,0,0,0,0,0,-2.85218385432408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.42279131811137,-4.94012734821694,0,0,0,0,0,0,-2.98043132999782,0,0,0,0,0,-2.31692134270819,0.178433987573691,5.16225849202631,0,0,-4.01302548271129,-2.43380771300924,-4.21547861478502
"SRR5279298",0,0,-2.77501463001024,-5.20173683226382,-4.80646633092469,5.48892767787757,0,-2.46062512813598,0,0,0,0,-3.19123690627225,0,0,0,0,0,0,0,0,0,0,0,0,-4.2619277403122,0,0,0,0,0,-2.98245784628169,5.52738446065245,0,0,0,0,0,0,0,0,0,-2.4179039725784,-2.38226550114092,0,0,5.16576852119234,0,4.12620488509461,4.18793252832842,0,-2.49862044893045,-4.3277375663781
"SRR5279299",-2.63286249787493,-4.56025161566209,0,0,0,0,0,-2.40458480075435,0,0,0,0,-5.99135588560115,-2.79022035822749,-2.90922714179583,0,0,-2.62450102142952,0,0,0,0,0,0,0,-4.16486304601442,0,0,0,0,0,-3.01784082959458,1.77285974223755,0,-4.54576911363235,0,4.83280342476305,0,0,0,5.03892922034876,0,0,0,0,0,5.22705364601362,0,0,0,0,-2.41142432388671,4.17670944757921
"SRR5279300",0,0,-2.51116125991409,0,4.34945888816988,5.51062650917925,0,0,0,0,0,0,-3.24840678180451,-5.41049324454061,-3.03722172954569,0,0,-2.40966551975812,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.48858567858267,5.62640558973671,0,-4.17366310946794,0,0.412654884711168,0,0,0,5.26062234942536,0,0,0,0,0,0.244743292191505,0,0,0,0,0,0
"SRR5279301",6.15072888801524,0,0,0,0,0,0,0,-2.52285121171754,0,0,0,-2.79585974249108,0,-2.59436534601195,0,0,-2.45783433075042,0,-4.36970647863149,0,0,0,0,0,0,0,0,0,0,0,-6.22810790335249,-4.84257112483099,0,-4.25709393744677,0,0,0,0,-2.64419208023058,-4.4935725926887,0,0,0,0,0,1.30163446404249,4.5798750279306,0,0,0,-2.44344146085966,4.23216475552926
"SRR5279302",4.80979147976531,0,0,-4.11286793828701,0,5.91372835046019,-2.31212215164639,0,0,0,4.00471303995702,0,0,-3.51383156472676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66620959609297,0,0,0,0,6.08613479934599,0,0,-4.99130196488782,0,0,0,0,0,0,4.61801048406072,0.0894537487007086,0,0,0,0,0
"SRR5279303",4.0443382115813,0,4.09173578915345,5.2249529850833,-4.08726466545074,0,0,0,0,0,0,0,0,-3.42794489281536,0,0,0,0,-4.67297426863234,0,0,0,0,-2.24683524845938,0,0,0,0,0,0,0,0,0,0,0,0,5.93737471990246,0,3.89163280656829,0,0,0,-2.13143799289147,0,0,0,0,0,0,3.69175889687065,0,-3.03937450611409,-5.26435106781916
"SRR5279304",-3.50509604153156,-6.07100442934122,-2.73291388479576,0,4.7335457011767,5.68442275299231,-4.8166824124192,0,0,0,-0.0833965986465519,0,0,0,0,0,0,-2.38178250502122,0,0,0,0,0,-2.39189517650679,0,0,0,0,4.13918569666567,0,0,0,0,0,4.12536831127543,0,0,0,-4.14288397208868,0,0,0,0,0,0,0,0,0,0,0,0,-2.73395210712423,4.73534395499916
"SRR5279305",0,0,4.36653923586044,0,0,-5.28346678531913,-2.06877362139665,0,-3.71289707235048,-4.0089283838026,-3.58322102161726,0,0,0,-2.18144868234041,0,0,-2.52611329780573,0,6.43092637258476,0,0,0,0,0,0,0,0,0,0,0,-2.70078087565945,0,0,-4.37535657747489,0,0,0,0,-2.19289994787759,-3.77837995191777,0,0,0,0,0,4.67788969675253,3.79821412563914,0,0,0,0,0
"SRR5279306",0,0,-2.12269676823305,5.73464368535229,3.67661865164189,0,-2.00372536636107,0,-3.64045806009401,0,-3.47055413895194,0,0,0,-2.11772723410499,0,0,0,0,6.30545832290645,0,0,0,0,0,0,0,0,0,0,0,-4.91951745690163,0,0,0,0,0,0,0,-2.28314888700214,3.66801116604215,0,0,0,0,0,1.28308158570417,3.95452987353204,0,0,0,-2.21538473098809,3.83715891238367
"SRR5279307",-2.60684709619965,-4.51519161818118,-5.87619864878781,0,1.88615779274388,0,0,0,0,0,0,0,0,-3.01675217200718,-2.51472608313205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.04687998246129,0,0,0,0,5.2251680357602,0,0,-2.85647865782942,4.35563334310338,0,0,-3.10934098756359,0,0,0.079518349743451,4.94756616609671,-5.38553656851652,0,0,0,0
"SRR5279308",2.16539991681153,-4.03946163870467,0,0,0,4.57067756105986,0,5.01726618208957,-3.57342900506965,0,0,0,-3.12207499906153,0,-4.93614703205868,0,0,0,0,6.18936059402094,0,0,0,0,0,0,0,0,0,0,0,-2.97047627791749,5.40759252341513,0,0,0,0,0,0,0,0.512428461996884,0,0,0,0,0,5.14501583603119,0,0,0,0,0,0
"SRR5279309",-5.55596406505712,-1.71573368971728,-2.45855056937277,4.06009578625093,-4.25833449913103,0,-2.8904342573841,0,0,0,-5.00637898972688,0,0,-3.59582672945216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22815459062536,0,0,-3.02435439422701,0,0,-2.75415332562951,0,0,-2.02865314412648,0,5.23833547089538,0,4.7703334918251,3.51373031656141,0,0
"SRR5279310",-2.36979633211169,-4.10460765080781,-2.2897080724681,0,-3.96589071601534,4.47718514331936,0,0,-3.62697088185565,0,0,0,-2.80174297368015,-2.13767363681967,-2.48703052428748,0,0,0,0,6.28209784494688,0,0,0,0,0,0,0,0,0,0,0,-2.55348863298401,4.85276118016313,0,0,0,3.70255934897221,0,0,0,4.30766322804058,0,0,0,0,0,4.42277204887791,0,0,0,0,0,0
"SRR5279311",1.53233635624105,4.8180267925145,0,0,0,0,0,0,-3.76967983890145,0,0,0,0,-1.88283853453715,0,0,0,0,0,6.52927700924538,0,0,0,0,0,0,0,0,0,0,0,-2.70466129361687,0,0,0,0,3.26117200426687,0,0,-3.0422018153607,0,0,0,-2.33644670487324,0,-1.83516139476147,4.68461077780939,5.269248111083,4.04684440201734,0,-3.17859277581583,0,0
"SRR5279312",0,0,-6.04018626511855,3.66954704219182,0.764483833172893,5.69011341823339,-2.4903285583369,0,0,0,-4.31337559057927,0,-3.29890311830975,0,0,0,0,0,0,0,0,0,-2.26186636959568,0,0,0,0,0,0,0,0,-2.59459017217749,5.71386781015989,0,0,0,0,0,0,0,0,-3.91766747207108,0,0,0,-2.96220927900604,4.49396200303029,0,0,0,-5.13069697389043,0,0
"SRR5279313",-6.15066652038208,-0.176873003568721,-2.54991095046791,0,-4.41657532098666,0,-2.56056196442009,0,0,0,4.43502341830397,0,-2.73651497651199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27644849122119,-4.73978297499193,0,0,0,0,0,0,0,0,0,0,-2.81504080052805,0,0,5.67497525517749,0,4.87579369189396,0,0,-5.22354992451357,-0.158115711829286
"SRR6466626",-3.23055565499678,5.59548653113338,0,0,0,-4.69042170004535,0,0,4.97676022265685,0,0,0,-6.31248402939387,0,0,0,0,0,0,0,-2.66490288060088,0,0,0,0,0,0,0,0,0,0,-2.81664250293627,-0.924299823425896,0,0,0,0,4.61574718643737,0,-2.42883709215766,0,0,0,0,0,0,4.8785679218436,4.20686924692492,0,0,0,-2.87146209889047,4.97351824728666
"SRR6466627",0,0,0,4.1888292439826,0,5.98317920068574,0,0,0,0,0,0,-6.15792688212741,-2.75803933509944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111163446418546,0,0,0,-4.77706425766572,0,0,-2.6307469383441,0,0,0,0,0,-2.3974766943725,0,4.55658735906824,0,0,4.15255144461546,0,0
"SRR6474206",-2.63265382007761,4.55989017511471,-3.50701626085784,0,6.07433034677601,0,-2.44999448827255,0,-2.4539108993086,0,4.24351493195177,0,0,0,0,0,0,-2.54726577512659,0,-4.25029835484953,-2.81121940381419,0,0,0,0,0,0,0,0,0,0,-5.49945717179121,0,0,4.41199374290057,0,0,-4.86917483862967,0,0,0,0,0,0,0,0,0.724151823339295,0,0,0,0,-2.53729319764737,4.39472073202415
"SRR6474207",0,0,-2.64364384343137,4.38471907352091,-4.57892545393979,4.86574932326776,0,-3.35797749294595,0,0,0,0,-5.82965819693116,-5.47722842177619,-2.51983025040224,0,0,0,0,0,0,0,0,0,0,5.81618762845515,0,0,0,0,0,0,0.122076841841641,0,0,0,-0.35147386763619,0,0,0,4.36447402014568,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6474208",-2.67827827764348,-4.63891405368657,-3.37705520076505,0,-5.84923118768977,0,-4.93467996788269,0,0,0,-0.536414988852297,0,-2.68370585154726,-3.32414148819606,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02760094877697,0,0,0,0,-4.64831488744976,0,0,0,-5.75758194910319,0,0,-2.90636633951592,0,0,0,0,5.24395866832545,-2.44394516412958,0,5.03397416544956,0,0,4.23303719518469,0,0
"SRR6474209",5.1669921549244,0,0,0,0,0,-2.91509337885517,-2.83779296106031,0,0,-5.04908984098479,0,-2.97004589348315,0,-2.87347393749188,0,0,0,0,0,0,0,0,0,0,4.91520158991779,0,0,0,0,0,-3.22435285388674,5.14427038832411,0,0,-4.76233272009764,0,0,0,-2.73401337055998,4.97700285396093,0,0,0,0,0,5.58474296446154,4.73545006638251,0,0,0,-3.06984282759061,5.31712374863785
"SRR6474210",0,0,-2.83785970755028,0,4.91531719822964,0,0,0,0,0,0,0,0,-5.49555892602481,-2.65313564842593,0,0,0,0,0,0,0,0,0,-4.54317556005323,0,0,0,0,0,0,-5.94899339216427,0,0,0,0,0.644475077813838,0,0,-2.8687652465429,4.5953657424459,0,0,0,0,0,-0.394475991399415,4.96884716200015,0,0,0,-2.66477335685155,4.61552284472275
"SRR6474211",0,0,0,0,0,5.58788787056948,0,0,0,0,0,0,-2.68580029404141,-6.31190981330119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.93838858669313,-4.65194256826316,0,0,0,0.487355312089331,0,0,-5.21895274468679,0,0,0,0,0,0,0.142027252841551,0.585505608547517,0,0,0,-2.48675069249511,4.30717854515862
"SRR6474212",-2.47989706646613,-4.29530771666035,-2.6141590635168,0,-4.52785631707777,0,0,-2.47529341838128,0,0,0,0,-2.84328484120223,-6.81023755629544,0,0,0,0,0,0,0,0,0,0,0,4.28733396427722,0,0,0,0,4.34012193776061,-2.75095889971606,-4.92471380535267,0,0,0,-0.316110633483328,0,0,-2.50658081430631,0,0,0,0,0,0,4.76480058384199,-4.34152532365589,0,0,0,0,0
"SRR6474213",5.00137662807167,0,0,0,0,0,-2.17275708891485,0,-3.50038436125182,0,-3.76332567050596,0,0,0,-2.49752306978864,0,0,0,0,6.06284355970768,0,0,0,0,0,0,0,0,0,0,0,-2.68409072556581,0,0,0,0,0,0,0,-2.09288149314833,4.32583684994931,0,-2.34003053425633,0,0,0,4.6489815088044,3.62497708035352,0,-4.0530517765945,0,-3.068354961036,5.31454668817038
"SRR6474214",2.02341425027077,-4.37055980214476,0,0,0,-4.585891093765,0,0,-3.70774765170104,0,0,0,0,0,-2.1798697672408,0,0,0,0,6.42200731439039,-2.37996293304497,0,0,0,0,0,0,0,0,0,0,-5.09323879414383,0,0,0,0,0,-4.12221672016453,0,0,3.77564519074441,0,0,0,0,0,-0.0547295658614057,0,0,0,0,0,0
"SRR6474215",5.2715811935488,0,0,0,0,0,0,0,0,0,0,0,0,5.0737271895826,-0.487804534880331,0,0,0,0,0,0,0,0,0,-4.58341420856355,0,0,0,0,5.02095501012823,0,-2.79840750544095,0,0,0,0,0,0,0,0,0.199685773504403,0,0,0,0,0,4.84698397970581,0,0,0,0,-3.19006629742043,5.5253569066453
"SRR6474216",0,0,-5.55952416079106,0,-0.975888799931966,-5.2448349012248,0,-2.54357726546519,0,0,0,4.81842778775252,0,0,0,0,0,-2.5832773955447,0,0,0,0,0,0,0,4.40560505676282,0,0,0,0,0,-2.91839126948763,0,0,4.47436769912762,0,0,0,0,-3.50981657685959,0,0,0,0,0,0,5.05480195511801,6.07918063636828,0,0,0,-2.62967602222194,4.55473247793403
"SRR6474217",-2.56980290246285,4.45102919250362,0,0,0,0,0,0,-3.01701976264882,0,0,-2.71241377373775,0,-2.96447094773659,0,0,0,0,0,5.22563151634716,0,0,0,0,0,0,0,0,0,0,0,-2.97020201462103,0,-4.69803846726341,0,0,5.13461429904164,0,0,-2.8634812949413,0,0,0,0,0,-2.83584711236245,5.14454079806705,4.95969508936145,0,0,4.91183128110925,-2.99274680229486,5.18358951576399
"SRR6474218",-5.43556878249741,-0.262432135684951,-2.58208098451708,0,4.47229545444105,0,-2.59227158364376,0,0,0,4.48994608988803,0,-3.02333261965909,-2.62099682763898,6.59394095393655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.93819939438676,5.23656570542986,0,0,0,4.53969967194756,0,0,0,0,0,0,0,0,0,5.08911063384598,0,0,0,0,-2.63025332605325,4.55573239750126
"SRR6474219",-2.9641471683498,-5.13405349669326,-3.32006503096972,0,-5.75052131807229,0,-2.42743953073032,0,0,0,-4.20444859952606,0,-2.50015101587515,-3.18119882030089,-2.45926859342489,0,0,0,0,0,0,0,0,0,0,0,0,-2.96638981769703,0,0,0,-2.67761286946022,-4.3303885860907,0,0,0,-5.50999798573932,0,0,-2.87916979866813,4.25957815327035,0,0,0,5.13793787930623,0,4.63776153290539,4.98686837491106,0,0,0,0,0
"SRR6474220",0,0,0,0,0,4.81067985044554,0,0,0,0,0,0,-5.40442985313993,-2.56568609767732,2.72436491335213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.33271132693357,-0.18743242042852,0,0,0,4.44389867745024,0,0,0,4.51067678133976,0,0,0,0,0,0.233764052415535,0,0,0,0,0,0
"SRR6474221",-5.67933535003998,-0.856431339626475,-3.03474955343264,0,-5.25634041479229,0,0,0,0,0,0,0,-6.17519391801232,-3.24133152124161,0,0,0,-5.07023794514491,0,0,0,0,0,0,0,0,-3.86410560827087,0,0,0,0,0,1.45677590999451,0,-0.616722291829258,0,-5.61415087896499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6474222",0,0,0,0,0,4.50640965613833,0,0,-2.84630969368457,0,0,0,-2.45792736037166,0,-5.41726751849517,0,0,0,0,4.92995300353748,0,0,-3.24671403772697,0,0,0,0,0,0,4.64700258734619,0,-2.93008650751485,4.25725506947738,0,0,0,0,0,0,0,0.547531451213296,5.6234736709902,0,0,0,0,5.07505870158777,0,0,0,0,-3.01902305015294,5.22910131208645
"SRR6474223",-2.49039897997001,-4.31349756442577,-3.40577284752214,0,5.89897161094687,0,0,0,-2.61754584943588,0,0,0,0,-3.06378595113502,0,0,0,-2.37431845072339,0,-4.53372240236399,-2.70404924210167,0,0,0,0,0,0,0,0,0,0,-2.98552181041801,0,0,-4.11244019000114,0,-5.3066329308816,-4.68355067348821,0,-2.35214119975173,0,0,0,-2.96242382387509,0,0,5.17107546274901,4.07402806454601,-5.13106857650413,0,0,0,0
"SRR6474224",0,0,-2.87473112735766,0,4.97918037068323,-4.64723542078623,-2.51260959950722,0,0,0,-4.35196748593179,0,0,-2.50146758162977,-2.91837251116247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.35809230068205,0,0,0,0,4.3326689448692,0,0,0,-5.05476946474577,0,0,0,0,0,0.519921958720075,0,0,0,0,-3.19272193389098,5.52995660393873
"SRR6474225",-2.4017528924255,4.15995803690648,0,0,0,4.57794271817106,0,-2.22024482170636,-3.75173011469362,0,0,0,-2.54082089924848,-2.40988857250794,0,0,0,0,0,6.49818717493556,0,0,0,0,0,-3.84557683643712,0,0,0,0,0,-2.41929427550272,4.40083089043121,0,0,0,-4.17404944816339,0,0,-2.3316402655659,0,0,0,0,0,0,4.19034060363124,4.03851940493352,0,0,0,-2.9034863725612,5.02898591635987
"SRR6474226",-5.26608047585269,-0.495695572830187,0,-4.87107765498837,0,0,0,0,-2.81018991914689,0,0,0,0,-3.15008973218598,-2.70736615278405,0,0,0,0,4.86739171888029,0,0,0,0,0,0,0,0,0,0,0,-2.7421276958186,0,0,0,0,5.45611546454716,0,0,0,4.68929573131425,0,0,0,0,0,4.74950448999959,0,0,0,0,-2.81015002419199,4.86732261879144
"SRR6474227",-6.08964805876525,-0.717528763284722,0,0,0,0,0,-2.7449706846603,0,0,0,0,0,-3.1522026918217,-2.50728812433247,0,0,0,0,0,0,0,0,0,0,4.75442869111877,0,0,0,0,0,-3.00753225792578,0,0,0,-4.92725378198503,-5.45977521799056,0,0,-2.51228670691756,4.3427504205579,0,0,-2.58563186867327,0,0,5.20919867612979,4.35140821956112,-4.47844576621137,0,0,0,0
"SRR6474228",-3.27228330910596,-5.66776094813114,-5.16423652454358,-4.36698201985534,0.127671820656124,5.69951328879227,0,0,-2.42404220634919,0,0,0,0,0,0,0,0,0,0,-4.19856426108816,0,0,0,0,0,0,0,-2.35854030512242,0,0,0,-2.94264901363231,0,0,0,0,0,0,0,0,0,0,0,0,4.08511164017103,0,5.09681760045359,0,0,0,0,-3.13823570084935,5.43558367999761
"SRR6474229",0,0,-2.98568049759194,0,5.17135031699676,0,0,0,0,0,0,0,0,-2.68276537402662,-5.86148828296481,0,0,-2.893605242215,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84276356193791,0,0,-5.01187129656403,0,4.64668593260062,0,0,0,1.0979371905798,0,0,0,0,-2.52183149394632,4.92381092318194,0,0,0,-4.36794027564236,-2.60819802740867,4.51753149967274
"SRR6474230",5.65354684191453,0,-5.22707609855106,0,-0.564287306532969,0,-2.83176200538581,0,0,0,-4.90475566827136,0,0,-3.38969427268833,0,0,0,-2.62847578212245,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92660306232818,0,0,-4.55265360110042,0,5.87112270242142,0,0,-3.1644154140127,0,0,-2.66432291904377,0,0,0,5.06902519753908,5.4809282733241,0,-4.61474266355404,0,0,0
"SRR6474231",-2.87907251743763,4.98669987887721,0,0,0,5.61046266885194,0,-2.64458322768226,0,0,0,0,0,-5.50993946338784,0,0,0,0,0,0,0,0,0,0,0,4.58055251519017,0,0,0,0,0,-5.80597240252066,0,0,0,0,0.0186719224158162,0,0,0,0,0,0,-2.90639277467252,0,0,-0.571373044223184,0,-5.03401995248388,0,0,-2.61978819762277,4.53760626335193
"SRR6474232",5.05196332285092,0,-2.96696214661529,0,5.13892918207131,5.20405982115537,-2.46529588299891,0,0,0,-4.27001772504449,-2.72622243798639,0,-2.42664676744914,-3.34375709961434,0,0,-2.87201272132637,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47825077624809,0,4.72195577532673,-4.97447195332142,0,-4.20307549324469,0,0,0,5.79155718470118,0,0,0,0,0,4.29245625835871,0,0,0,0,0,0
"SRR6474233",0,0,0,0,0,5.81941940479019,0,-2.49398982645579,0,0,0,0,-3.15637679402659,0,-2.56066394170979,0,0,0,0,0,-2.48891474179311,0,0,0,0,4.31971709298132,0,0,0,4.34133305082445,0,-5.40302248194292,5.46700497508542,0,0,0,0,4.31092678849285,0,0,4.43520004815095,0,0,-2.85260800843025,0,0,-0.55439443936729,0,-4.94086200467906,0,0,0,0
"SRR6474234",0,0,-2.75586655265543,0,4.7733008880789,0,0,4.97103372749605,-3.44974493750562,0,0,-2.933940304204,-2.63553505216266,0,0,0,-4.68523252432174,0,0,5.97513350491326,0,0,0,0,0,0,0,0,0,0,0,-5.56015850187866,-4.56488061547442,-5.08173367325541,0,0,0,0,0,0,0,0,0,0,0,0,-0.341500458924349,0,0,0,0,-2.6912801260642,4.66143391574357
"SRR6474235",-2.51741072744949,-4.36028328346144,-6.22761862739514,0,0.482222939115772,0,0,0,0,0,0,0,0,0,-2.92317112268326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.23912824488364,0,0,0,0,0,0,0,-2.5163601325286,5.06308090370556,0,0,-3.36121382663102,0,0,-0.0419346403404767,4.35846359968028,-5.82179312282794,0,0,-2.63494540689012,4.56385931990393
"SRR6474236",0,0,0,0,0,5.54333038498635,0,0,0,0,0,0,-5.538905485964,-5.64265704665066,0,0,0,-2.73660051428605,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6525684883848,1.21979473926714,0,-4.73993113076256,0,0.104796991449408,0,0,0,0,0,0,0,0,0,-0.547942977057352,0,0,0,0,-2.62828293358627,4.55231957763759
