"","46503__166486_357276","166486__357276","1680__820_28116","562__817","820__28116","310298__387090","469588__818_47678","28118__338188_491921","261299__165179_301301","573__40519","818__47678","658089__329854_626940","674529__310297_360807","328813__46506_204516","751585__28117_487174","1735__658082","1624__33043","1226323__823_40518","626930__626935","165179__301301","626932__46228_239935","454154__469592","100886__45851_74426","208479__33038_246787","1604__411489","338188__491921","97478__626929","214856__371601_454155","33039__39488","39492__328812","39496__1118061","550__853_39491","310297__360807","329854__626940","823__40518","218538__291644","46506__204516","46228__239935","33038__246787","487173__821_40545","28117__487174","45851__74426","1304__457412_658081","1257080__1681_28111","371601__454155","1623__850_28026","853__39491","821__40545","1681__28111","457412__658081","850__28026","188913__39485_216816","39485__216816"
"SRR5279266",-2.08067135911405,3.60382850783892,0,0,0,3.88367251210541,0,0,-3.79598256331031,0,0,-2.02581091295745,-4.66292123047421,0,0,0,0,0,0,6.574834664299,0,0,0,0,0,0,0,0,0,0,0,-2.45978958668737,0.409562708262912,-3.5088074277698,0,0,0,0,0,-2.0797097064569,0,0,0,0,0,0,4.26048054007137,-3.60216287657751,0,0,0,0,0
"SRR5279267",0,0,0,5.21284557864602,0,0,0,0,0,0,0,0,-3.54168745813168,0,0,0,0,0,0,0,0,0,0,-2.91651710829554,0,0,0,0,4.51067862701015,0,0,-5.44242110391482,6.13438262201354,0,0,0,0,0,5.05155581271174,-2.76352584014184,0,0,0,0,0,-2.51109031433706,0.770572791161451,4.78656716315514,0,0,-4.34933600682588,0,0
"SRR5279268",-2.30888812961418,-3.99911154948443,-2.40655412926926,0,4.16827402305903,0,-2.51229605037346,0,0,0,4.35142440290146,0,0,-3.29066709882064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3843864039679,0,0,0,0,5.69960260595263,0,0,-4.93949379331378,0,0,0,-2.67448483664243,0,0,5.86192920411772,-0.259101016140849,4.63234362113725,0,0,0,0
"SRR5279269",4.9633037313659,0,0,0,0,4.29552793132536,0,0,0,0,0,0,0,-3.23844553694828,-2.63789987282289,0,0,-2.65090332495118,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.25623095284536,0,0,-4.59149924476871,0,5.60915220753909,0,0,0,4.56897660500873,0,0,3.0443496024636,0,0,-0.0758108076409677,0,4.92942643745613,0,0,0,0
"SRR5279270",-2.3206201723344,4.01943204355242,0,0,0,0,0,0,-3.39174777660562,0,0,-2.79145365819349,0,0,4.4969170693669,0,0,-2.57064606552401,0,5.87467947553971,0,0,0,0,0,0,0,0,0,0,0,-5.98730974765059,0,-4.83493956296512,-4.45248959376461,0,0,0,0,0,0,0,0,0,0,0,-0.477092089684196,0,0,0,0,0,0
"SRR5279271",0,0,0,0,0,5.22811836941046,0,0,0,0,0,0,-5.43976150928773,-6.28907588034388,0,0,0,0,0,0,0,0,0,-2.43473038144285,0,0,0,0,4.63308755749255,0,0,-3.16073228048673,0.784096165321503,0,0,0,0.475825490828416,0,4.21707672339057,-2.5674763505798,0,0,0,0,0,0,5.47454889892605,4.44699948643574,0,0,0,0,0
"SRR5279272",0,0,4.07777265515229,0,3.95265103385315,0,0,0,-3.37652681541626,0,0,-2.79690202813803,0,0,0,0,0,0,0,5.8483159974197,0,0,2.45911164338658,0,0,0,0,0,0,0,0,-5.56448452675023,0,-4.84437641652752,0,0,0,0,0,0,0,-4.38882488410175,0,0,0,0,1.18700325837867,0,0,0,0,0,0
"SRR5279273",5.06074984300685,0,-2.43925045068042,0,4.22490571296378,0,-2.37874474680032,0,0,0,-4.12010675969573,0,-3.54559671315211,-2.54181791896164,0,0,0,-3.23193203703772,0,0,0,0,0,-2.30710042230598,0,0,0,0,0,0,0,-3.08562855741496,6.14115365032866,0,-5.5978704947589,0,4.40255777923056,0,3.99601514959758,-2.35239206905166,0,0,0,0,0,0,5.34446543472817,4.07446258291955,0,0,0,0,0
"SRR5279274",0,0,-2.29913745782209,0,3.98222289053261,0,5.04498412313684,0,0,0,0,0,-3.49174468177464,-2.42707787952685,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40660082011088,0,0,0,-5.04317945663039,6.04787919589211,0,0,0,4.20382220126704,0,0,0,0,0,-2.45855818218156,0,-4.16835489396898,0,0.538900064030945,0,0,4.25834768490263,0,0,0
"SRR5279275",-4.84814111733383,0.256176588574209,0,0,0,0,0,4.65114840117794,0,0,0,0,0,-2.13008002250994,-5.4202059464773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.05699156221422,0,0,0,0,0.36159109531059,0,0,0,0.650661096468141,0,0,0,0,0,5.29486470406438,0,0,0,0,0,0
"SRR5279276",0,0,0,4.02203744284111,0,6.17984549133594,0,0,0,0,0,0,0,-2.81738031688113,0,-4.14878344240244,0,0,0,0,0,0,0,-2.82062324333585,0,0,0,0,0,0,0,-3.24815375738296,0,0,0,0,4.87984585308262,0,4.8854627664674,-2.84564009390816,0,0,0,0,0,0,5.62596733858304,4.92879322270401,0,0,0,-2.78730517542392,-4.82775418003392
"SRR5279277",2.98724156303702,4.77318757509117,-2.41089593781813,0,-4.17579425606243,0,0,-2.83178885852602,0,0,0,0,0,-3.21284434249486,-3.0663431978933,0,0,0,0,0,0,0,0,-2.97671903275679,0,4.90480217927454,0,0,0,0,0,-2.96657190970047,0,0,0,0,-5.56480963801133,0,-5.15582860459204,-2.95105235393013,5.31106221219442,0,0,0,0,0,5.13825327190785,5.11137261280272,0,0,0,0,0
"SRR5279278",0,0,-3.10365521182984,0,5.37568851606523,0,0,0,0,0,0,0,0,-2.61683044189889,-2.70162120078801,0,0,-2.75964898677912,0,0,0,0,0,0,-4.46311657803703,0,0,0,0,4.67040208651987,0,-3.20540257381967,0,0,-4.77985225615741,0,4.53248328016179,0,0,-2.70811373628728,4.67934518257007,0,0,0,0,0,5.55192011656772,4.69059058392476,0,0,0,0,0
"SRR5279279",0,0,0,0,0,0,0,0,-3.30322801331673,0,0,0,-2.90152743761517,-2.77094916323643,-5.1784564952924,0,0,-2.50922659559421,0,5.72135874804938,0,0,0,0,0,0,0,0,0,0,0,-5.81985949751029,5.02559294150461,0,-4.34610795127226,0,-4.79942473591597,0,0,0,0.507139966305657,0,0,0,0,0,1.16657083525858,0,0,0,0,-2.47649146491314,4.28940904174024
"SRR5279280",-3.27230820330637,-5.66780406615107,-5.71798456718583,-4.3965189866439,-0.369502398134804,0,-2.65895683044932,0,0,0,-4.60544832547053,0,0,0,0,0,0,-5.32744643334973,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.81676722961255,0,0,-0.213285680464861,0,0,0,0,0,0,0,0,0,0,0,-0.202016865642661,0,0,0,0,0,0
