oldID,newID
166486_and_357276_and_46503,46503__166486_357276
166486_and_357276,166486__357276
1680_and_28116_and_820,1680__820_28116
562_and_817,562__817
28116_and_820,820__28116
310298_and_387090,310298__387090
469588_and_47678_and_818,469588__818_47678
28118_and_338188_and_491921,28118__338188_491921
165179_and_261299_and_301301,261299__165179_301301
40519_and_573,573__40519
47678_and_818,818__47678
329854_and_626940_and_658089,658089__329854_626940
310297_and_360807_and_674529,674529__310297_360807
204516_and_328813_and_46506,328813__46506_204516
28117_and_487174_and_751585,751585__28117_487174
1735_and_658082,1735__658082
1624_and_33043,1624__33043
1226323_and_40518_and_823,1226323__823_40518
626930_and_626935,626930__626935
165179_and_301301,165179__301301
239935_and_46228_and_626932,626932__46228_239935
454154_and_469592,454154__469592
100886_and_45851_and_74426,100886__45851_74426
208479_and_246787_and_33038,208479__33038_246787
1604_and_411489,1604__411489
338188_and_491921,338188__491921
626929_and_97478,97478__626929
214856_and_371601_and_454155,214856__371601_454155
33039_and_39488,33039__39488
328812_and_39492,39492__328812
1118061_and_39496,39496__1118061
39491_and_550_and_853,550__853_39491
310297_and_360807,310297__360807
329854_and_626940,329854__626940
40518_and_823,823__40518
218538_and_291644,218538__291644
204516_and_46506,46506__204516
239935_and_46228,46228__239935
246787_and_33038,33038__246787
40545_and_487173_and_821,487173__821_40545
28117_and_487174,28117__487174
45851_and_74426,45851__74426
1304_and_457412_and_658081,1304__457412_658081
1257080_and_1681_and_28111,1257080__1681_28111
371601_and_454155,371601__454155
1623_and_28026_and_850,1623__850_28026
39491_and_853,853__39491
40545_and_821,821__40545
1681_and_28111,1681__28111
457412_and_658081,457412__658081
28026_and_850,850__28026
188913_and_216816_and_39485,188913__39485_216816
216816_and_39485,39485__216816
