"","46228__216816_310297","40545__28026_28130","328814__820_28116","301301__1118061","384638__28111_328813","53345__316_322095","1680__751585","291644__821_204516","546__818","674529__1318_29382","37734__1351_1352","584__329854_626929","820__28116","571__46503_357276","1282__100886_626932","821__204516","548__562_817","28111__328813","216816__310297","1747__1358_103892","562__817","296__47678_246787","376804__39485_338188","29361__287_582","1735__823_1078764","46503__357276","1304__1582_469613","40520__411489","1351__1352","329854__626929","154046__1354_54291","39486__329_658089","116085__39488_626940","100886__626932","626933__166486_487174","1318__29382","39485__338188","88431__853_40518","293__47770","28025__147802","28125__573_360807","1363__454154","823__1078764","72556__457412","47678__246787","28026__28130","316__322095","291645__387661","310298__39491_46506","303__1623","1286__1681","106649__454155","587__43765","624__469610","1358__103892","287__582","158836__754333","521720__626930","166486__487174","1396__550_45851","569__387090_658081","147207__729_1531","39488__626940","40214__40324","1354__54291","363265__487173","1582__469613","40519__487175","39496__214856","2173__410072","649756__33039_39492","501496__658086","573__360807","853__40518","329__658089","729__1531","328812__165179_239935","39491__46506","550__45851","1689__33038","387090__658081","33039__39492","165179__239935"
"ERR2239227",0,0,-6.077485624681,0,0,0,0,-2.76962963576257,0,0,0,0,-0.756983950944596,0,0,4.79713924728925,0,0,0,0,0,0,-2.47527270775183,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28729809241475,-3.27361762174381,0,0,0,0,0,0,0,0,0,0,-3.12090147343162,0,0,0,0,0,0,0,0,0,0,-2.48648858599618,0,0,0,0,0,0,0,0,0,0,-2.85530406915921,0,0,5.67007204541308,0,0,0,5.40555991740014,-4.30672456338548,0,0,-4.94553171884191,0
"ERR2239230",0,0,-2.78566350829463,0,0,0,-5.21127794350843,-2.6668855506183,-4.66751158373168,0,0,0,4.82491072915686,-2.38168234978312,0,4.61918127164219,0,0,0,0,0,0,0,0,0,4.12519483731439,0,0,0,0,0,0,0,0,0,0,0,-3.41181340671123,0,0,0,0,0,0,0,0,0,0,-3.05396649555568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9094341663685,0,0,0,5.28962513491552,0,0,0,0,0
"ERR2239231",-2.34144904033578,0,-2.93604927995489,0,0,0,0,0,0,0,0,0,5.08538652640789,-2.81412943290208,0,0,0,0,4.05550870119496,0,0,0,0,0,2.81166300181114,-4.87421515686139,0,0,0,0,0,0,0,0,0,0,0,-1.33206972158372,0,0,0,0,4.13012154634886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28922928323896,0,0,0,0,0,0,0,0,0
"ERR2239234",0,0,0,0,0,0,0,-2.45931896242719,0,0,0,0,0,0,-2.47777139355605,4.25966539494147,-2.7364729762852,0,0,0,-4.73971022846519,2.26077269559145,0,0,-2.82256411460705,0,0,0,0,0,0,0,0,-4.29162594317981,0,0,0,-3.07585627580926,0,0,0,0,4.88882445412008,0,-5.25277461724905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32753934648123,0,0,-2.61561507061248,0,0,0,0,0,-4.53037819534368
"ERR2239235",0,0,-2.53392665711832,0,0,0,0,-2.41272440080793,0,0,0,0,4.3888897127821,0,0,4.17896124686052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57352215848591,0,0,-2.8762686933065,0,0,3.03753840419509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.45747113290193,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06527778972277,4.98184351302661,0,0,-3.60122595928216,0,0,0,0,0,6.23750633101268
"ERR2239236",0,0,-5.67384378274477,0,0,0,0,-3.41682056591776,-4.67496072597836,0,0,0,1.21554808392649,0,0,5.91810682051581,0,0,0,0,0,-2.64253515436105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46792914548369,0,0,-2.52610393632793,0,0,0,4.5770051481402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.37534036291971,4.27457866945779,0,0,-3.00583042050566,0,0,0,0,0,-5.20625100725193
"ERR2239237",0,0,-5.49138930189739,0,0,0,0,-3.51416619479696,0,0,0,0,-0.420114321589749,-2.84424066429324,0,6.08671439562932,0,0,0,0,0,0,0,0,0,4.92636933950934,0,0,0,0,0,0,0,0,-2.62356223970268,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00902971723926,0,0,0,0,0,0,0,0,0,4.54414309598423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32918559606289,0,0,0,0,0
"ERR2239240",0,0,-2.6467077607573,0,0,0,0,0,0,0,0,0,4.5842323144185,-2.76086227723166,0,0,-3.26744024151505,0,0,0,5.65937250899918,5.59582363021386,0,-3.0579241316821,0,-4.78195373686554,0,0,0,0,0,0,0,0,-2.47940075905353,0,0,-2.86585891014078,0,0,-2.79481420490244,0,0,0,0,0,0,0,-2.74987134911059,0,0,0,0,0,0,5.29647996176434,0,0,-4.29444808700555,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84076020060624,4.96381323968781,0,0,0,4.76291689093752,0,0,0,0,0
"ERR2239241",0,0,-5.18635095603856,0,0,0,0,-3.196980785406,0,0,0,0,0.889511083396947,-2.76212872188081,0,5.53733315114465,0,0,0,0,0,0,0,0,0,4.78414728334284,0,0,0,0,0,0,0,0,0,0,0,-2.41135940297441,0,0,0,0,0,0,0,0,0,0,-6.37505844268655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17659700126063,0,0,0,0.387579120877079,0,0,0,0,0
"ERR2239245",0,0,0,0,0,5.15546766746908,0,-2.70439096751029,0,0,-2.52790770714152,0,0,-2.5263735276333,-3.0451135589175,4.68414255925817,0,0,0,0,0,0,0,0,0,4.3758073087579,0,0,4.37846458561405,0,0,0,-2.89715863208953,5.27429139886199,0,0,0,-3.17494175086034,0,0,-2.68983901435592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01802594836582,0,0,0,0,0,0,0,0,0,-4.65893783704545,5.49916042356179,0,0,-2.9196671460212,0,0,0,0,0,5.05701183809834
"ERR2239246",0,0,-2.20714181021503,0,0,0,0,-2.27950591639783,4.19678508255561,0,0,0,3.82288175480198,0,0,3.9482200633549,0,0,0,0,0,6.84877052677465,-2.4358129156097,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21895172756848,-2.83900477271656,0,0,0,0,0,0,0,0,0,0,-3.09065834981818,0,0,0,0,0,0,0,0,0,0,-2.86169234961055,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91730050927562,0,0,-2.53414812024988,5.35317729072208,4.95659654515663,0,0,0,4.38927329817796
"ERR2239247",0,0,-1.03590057065791,-4.51624846072765,0,0,0,0,0,0,0,0,0.684000712091302,-3.03770759050949,0,0,0,0,0,0,0,0,0,0,-2.39297526748902,-5.26146388530007,0,0,0,0,0,0,0,0,-2.25063898844971,0,0,0,0,0,0,0,4.14475474454671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.89822107749033,0,0,0,0,0,0,0,0,0,0,0,-2.49380055653702,0,0,0,0,0,0,0,0,0,0,-4.31938926786567,0
"ERR2239250",0,0,4.27774564549257,0,0,0,0,-2.81410011891215,0,-2.1084640667156,0,0,0,-2.5466861751349,0,4.87416438354146,-3.54579077305315,0,0,0,6.14148977193698,0,0,0,0,-4.4109898462669,4.08757693997865,0,0,0,0,0,0,0,0,3.65196688948471,0,-5.55376417346024,0,3.43403691203538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925490576813603,0,0,0,0,0,0,0,0,0
"ERR2239251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30549959464276,0,0,0,6.49933490045385,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20096745711527,0,0,-2.52445360705278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.81218746152933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37248190876594,0,0,-1.94581573009556,0,0,0,0,0,-3.37025170669225
"ERR2239270",-2.23180963269238,0,-2.70928157692697,0,0,0,0,0,0,0,0,0,4.69261334324785,0,0,0,-3.4050257205957,0,3.86560767664484,0,5.89767754915058,5.59663083997266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35290387839461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09554263834628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208730234199191,0,0,-2.16819410474856,0,-5.36163712661157,0,0,0,-3.75542235009582
"ERR2239271",0,0,-3.07616830375883,0,0,0,0,-2.26813832370717,4.30654722882428,0,0,0,5.32807979474326,-2.62685397839618,0,3.92853081525492,-3.44952743124061,0,0,0,5.9747567730113,0,0,0,0,-4.54984455464662,0,0,0,0,0,0,0,0,0,0,0,-2.85845068282762,0,0,0,0,0,0,0,0,0,0,-2.49033633545962,0,0,0,0,0,0,0,0,0,0,-2.43065670179972,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95098181358739,0,0,-2.83363585810252,4.31338906095095,-4.2100209032749,0,0,0,4.9080012763826
"ERR2239273",0,0,-6.02367387038846,0,0,0,0,-3.23457256420891,-4.15650419860736,0,0,-2.66890775488442,1.76222243424845,0,0,5.60244402197817,-2.43399308366402,0,0,0,4.21579968617733,0,0,0,0,0,0,0,0,4.6226838321744,0,0,0,0,0,0,0,-2.50696798352551,0,0,0,0,0,0,0,0,0,0,-2.54415091432346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34219592041468,0,0,0,4.40659864573105,0,0,0,0,0
"ERR2239275",2.09990658036392,0,-3.22815155864958,0,-2.29172187281816,0,0,0,0,0,0,0,5.59132251411373,0,0,0,-3.352689501736,-3.96937872053796,-4.70492823607201,0,5.80702855900954,5.77660789283477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57835759678207,0,0,0,0,0,0,0,0,0,0,-3.03647488006944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46584635770773,0,0,0,5.25932876818688,0,0,0,0,0
"ERR2239278",0,0,-2.62795038006953,0,0,0,0,0,0,0,0,0,4.55174357805037,-3.07376322520067,0,0,-5.74909942596288,0,0,0,1.58713299149441,-2.43748041117161,-2.68639960851851,0,0,-5.32391407648433,0,0,0,0,0,0,0,0,0,0,4.65298061138719,-5.14065085698865,0,0,0,0,0,0,4.22183991460311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321436977554409,0,0,-2.94036453647432,0,0,0,0,0,-5.09286076994724
"ERR2239281",0,0,0,0,-2.66510947400209,0,0,-2.91265224620146,0,0,0,0,0,0,0,-5.04486167520054,-2.65904086657479,-4.61610501670478,0,0,4.60559388030951,0,-3.15742167058064,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46881475436466,-5.39270353014436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.28342988096925,0,0,-3.11393202841802,0,0,0.248781586759828,0,0,0,0,0,0,0,5.39348848453603,0
"ERR2239291",0,0,-2.00100457401117,0,-2.5753275832655,0,0,0,0,0,0,0,-3.46584158836506,0,0,0,-3.6859917104131,4.46059822034942,0,0,6.3843249187132,0,0,0,0,0,0,-4.348206105944,0,0,0,0,0,0,0,0,0,-4.91354979694468,0,0,-2.94117854270967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21298478189543,0,5.09427067010453,-0.159035953510444,0,0,0,0,0,0,0,-3.83300207861962,0
"ERR2239293",0,0,0,0,0,0,0,-2.72520153011403,-2.08328499293782,0,0,0,0,0,0,4.72018751102195,-3.74623966814326,0,0,0,6.48867744255409,-2.10415237684002,-2.30994901014893,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00094904847139,-2.15001968788684,0,0,0,0,0,0,3.64449882355372,0,0,0,-1.86584231827073,0,0,0,-2.87594458867974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23125382264895,0,3.72394333669339,0,0,0,3.231733694157,0,0,0,0,0
"ERR2239294",0,0,0.737373641438819,-4.86966088785928,4.37496420878545,0,0,0,0,0,0,0,0.652019331962594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87055817875322,0,0,0,0,0,0,0,0,0,0,-2.32313412816654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97195261168296,0,0,0,4.02378634278168,0,0,0,0,0
"ERR2239297",0,0,-6.15612780817566,0,0,0,0,0,5.00565936362134,0,0,0,0.796599749632044,0,0,0,-3.00975610572595,0,0,0,5.213050493508,0,0,0,-2.41436827258952,0,0,0,0,0,0,0,0,0,0,0,0,-2.52946429851974,0,0,0,0,4.18180851630735,0,0,0,0,0,-2.46042378474351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4322446804296,0,0,4.38116068096776,0,0,0,4.26157900332667,0,0,0,4.21277136294319,0
"ERR2239298",0,0,-2.70062843049995,0,-2.68892299480604,0,0,5.34854555917332,-5.20991299787131,0,0,0,4.67762565399091,-2.81162827537684,0,0,-2.81845053357068,-4.65735124464433,0,0,4.88169952276404,0,0,0,0,-4.86988302494994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55866240738887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63374070909068,-4.43173328901403,0,0,0,0,-4.56177272210754
"ERR2239303",0,0,-3.08015661815055,0,0,0,0,-2.90159419818591,-4.85460056406049,0,0,-2.48896781272501,5.33498775790628,-3.22173831450306,0,-5.02570857420507,0,0,0,0,0,-2.98393767221195,0,0,0,-5.58021444941063,0,0,0,-4.3110187100433,0,0,0,0,-2.71744433525788,0,0,-2.60005460543126,0,0,0,0,0,0,5.16833165488991,0,0,0,-2.97396915436364,0,0,0,0,0,0,0,0,0,4.70675165540689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50342667906039,0,0,0,5.15106567550046,0,0,0,0,0
"ERR2239304",0,0,-4.55763024708377,0,0,0,0,-2.66201615604415,0,0,0,0,-0.114673015334786,0,0,4.61074723283766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76340930479513,-3.79917851952811,0,0,0,0,0,0,-2.65071074700073,0,0,0,4.94080013536928,0,0,0,0,0,0,-2.3366174742052,0,0,0,0,0,0,0,0,0,0,-2.19053172707165,0,6.51841612558264,0,0,0,0,4.59116568997412,4.04714018317666,0,0,-3.7941122468797,0
"ERR2239309",0,0,0,0,0,0,0,0,0,0,-2.79156901673458,0,0,0,0,0,-3.46660364326346,0,0,0,-6.00433363983569,0,0,0,0,0,0,3.37894887773661,-4.83513936981939,0,0,0,2.10972511083536,0,0,0,0,2.22253359414179,0,0,0,0,0,0,0,0,0,0,-2.56003262882025,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57570334659217,0,0,0,0,0,3.15817301044828,0,0,0,0,-5.28668712453969,0,0,0,4.43410658215079,0,0,0,0,0
"ERR2239310",0,0,-3.22364975287388,0,0,0,-4.21948684868593,-2.68616428279087,0,0,0,0,5.58352515778441,0,0,4.65257301527059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66458038004311,0,0,-3.17964103727701,0,0,0,0,0,0,0,0,0,0,-2.42498350870093,0,-4.63546728563636,0,0,0,0,0,-5.48822182138018,0,-4.61518859908586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50729982639479,0,0,0,4.20019464458666,0,0,0,0,0
"ERR2239311",0,0,0,0,0,0,3.84249069988771,-2.20766008131897,0,0,0,0,0,0,0,3.8237794266861,0,0,0,0,0,-2.53154244812996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.69187137521572,0,0,0,0,0,0,4.38476014167839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35171384678901,0,0,0,0,0,0,0,0,0,0,-2.40217992602488,0,0,0.465395347278066,0,0,-2.8777414603613,0,-5.80533867507069,0,0,4.16069768079715,-4.98439442039322
"ERR2239312",0,0,0,0,0,0,0,-2.4604010506895,0,0,0,0,0,0,0,4.26153962679006,-3.1923770880882,0,0,0,5.52935931348755,0,-2.31244353121532,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00526968569892,0,0,0,0,0,0,0,0,0,0,0,-2.31704938603759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57136584557983,0,0,0,0,0,-6.14683582220749,-4.01324726026337,0,0,0,-4.45373628939157,1.45687215129711
"ERR2239313",0,5.33032542568813,-2.90826095717878,0,0,0,-4.66078959743754,-5.61317464488389,0,0,0,0,5.03725573950255,0,0,-0.012728122939013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7383093861194,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92914290787171,0,0,0,0,0,0,0,0,0,-4.74289098360154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66273421255546,-5.07342433906384,0,0,0,0,-4.61199094319797
"ERR2239316",-5.11629485715746,0,-2.89939252322554,4.73294839268169,0,0,0.233014789582546,-2.68784518931586,0,0,0,0,5.02189516131196,0,0,4.65548443077465,0,0,0.589345478045883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01220337586675,0,0,0,0,0,0,0,0,0,0,-2.69214545689703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21728928973171,0,0,0,4.66293271271138,0,0,0,0,0
"ERR2239317",0,0,0,0,0,0,3.12984313682004,-1.24663561819407,0,0,0,0,0,0,0,2.15923622923717,-3.79850855184824,0,0,0,6.57920980478603,0,-2.06640918254257,0,0,0,0,2.36630593180517,0,0,0,0,-1.17563814740483,0,0,0,3.5791256933906,-2.63490677721713,0,0,0,0,0,0,0,0,0,0,-1.71279277145262,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03626500262132,0,0,0,0,0,0,0,0,0,0,4.56379241134765,0,0,-2.94247190902942,2.96664410299264,0,0,0,0,-5.09651084628315
"ERR2239318",0,0,0,0,4.68032209756239,0,0,0,0,0,0,0,0,0,-2.63276511008569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11864088987663,-4.56008293506308,0,0,0,1.44476493036752,0,0,0,0,0,0,0,0,0,0,-3.05537350606336,0,0,0,0,0,0,0,0,0,0,-3.07168312543631,0,0,-5.40164447182813,0,0,4.16252699143249,0,0,0,0,0,0,0,5.44424181703954,0,0,-3.09173804740701,5.29206214860159,-5.32031123800765,0,0,0,5.35504738180273
"ERR2239320",0,0,-2.41626906948834,0,0,0,0,-2.41126710098237,0,0,0,0,-4.18510079311098,-2.57746312637756,0,4.17643712952078,0,0,0,0,0,0,0,0,0,-4.46429708952125,0,0,0,0,0,0,0,0,-2.43673425374175,0,0,-5.72798425031163,0,0,0,0,0,0,0,0,0,0,-5.63237394252569,0,0,0,0,0,0,0,0,0,-4.22054753202414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735429647476565,0,0,0,0.0368002342505595,0,0,0,0,0
"ERR2239327",-1.83081515443705,0,-1.99419549071384,0,0,0,3.25421368239903,-2.70437262436887,0,0,0,0,3.45404791014112,0,0,4.68411078800526,-3.79785922955547,0,3.17106486675203,0,6.57808514558447,0,-1.86541942818789,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23100122704751,-4.55363625834251,0,0,0,0,0,0,0,0,0,0,-2.79668529993171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363890500491289,0,0,0,4.84400103226272,0,0,0,0,0
"ERR2239330",0,0,-2.84776044389213,0,-2.92831222980401,0,0,-3.16064399048189,0,0,0,0,4.93246577660607,-2.57050683398235,0,5.47439597615188,0,-5.07198556244586,0,0,0,0,0,0,0,4.45224843766044,0,0,0,0,0,0,0,0,0,0,0,-5.38392033606468,0,0,0,0,0,0,0,0,0,0,-2.90833280515414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134091436051946,0,0,0,5.03738018384628,0,0,0,0,0
"ERR2239331",0,0,-1.77901689829808,0,0,0,0,-2.22980951979796,0,0,0,0,3.08134765537588,6.40803953210485,0,3.86214337949083,-3.48437235267998,0,0,0,6.03510994733003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30381427085592,0,0,-2.00316565792194,0,0,0,0,0,0,0,-1.78271626087116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46958469549793,3.9903233683247,0,0,-3.13833321867415,-3.08775513930805,0,0,0,0,5.43575258582479
"ERR2239333",0,0,-2.90132407648413,0,-2.89091944105274,0,-4.99020920684938,-2.50787839009849,0,0,0,0,5.02524070969336,-2.58590868586704,0,-4.34377279085462,-3.10325741207044,5.00721935249196,0,0,5.37499950667071,0,5.68765102292149,0,0,-4.47892522765538,0,0,0,0,0,0,0,0,0,0,0,-3.04942618236656,0,0,0,0,0,0,0,0,0,0,-2.8903842530245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28176108178969,0,0,0,5.00629237963545,0,0,0,0,0
"ERR2239335",0,0,0,0,-2.73976916217771,0,0,0,0,0,0,0,0,-2.55341234752002,0,0,-3.79805683440882,4.74541938990221,0,0,6.57842740723029,0,0,0,0,-4.4226399185784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239339",0,0,0,0,0,0,0,-2.52265452887106,0,0,0,0,0,0,0,4.3693658139484,0,0,0,0,0,-2.3270903970862,0,0,0,0,4.21967993690197,0,0,0,0,0,0,0,-2.29637590247664,0,0,-2.51702689876973,0,0,0,0,0,0,4.03063880155893,0,0,0,-2.89126986516737,0,0,0,0,0,0,0,0,0,-3.97743973636638,0,0,-2.07698914626282,0,0,0,0,0,0,0,0,0,0,0,4.3596184726867,0,3.59745072809632,-3.75154248589731,5.00782630486271,0,0,0,0,6.49786219232738
"ERR2239340",0,0,-2.67276022424857,0,0,0,0,-2.43921296716254,0,0,0,0,4.6293565048477,0,0,4.22484078960635,-3.17436996522365,0,0,0,5.49817006178802,-3.48048423252631,0,0,0,0,0,0,0,0,5.25391964083097,0,0,0,0,0,0,-2.6733598017563,0,0,0,0,0,0,6.02837552567793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.24981908391034,0,0,4.63039500355418,0,0,-2.50283354743207,0,0,0,0,-0.544461121739309,4.3350348670402
"ERR2239345",2.16244576313736,0,-2.94139462179685,0,-2.54583750876918,0,-4.99492214293502,-2.89856324134267,0,0,0,0,5.09464493006198,0,0,5.02045880295703,0,4.40951991300279,4.53567660125915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.81795556332722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75061861829746,0,0,0,0,0,0,0,0,0
"ERR2239352",-2.64993691199431,0,0,0,0,0,0,0,5.21280438162406,0,0,0,0,5.12853978105092,0,0,-3.50907354330227,0,4.58982536842631,0,6.07789366449527,0,0,4.94227288989408,0,0,0,0,0,0,0,0,-2.33291240788989,0,0,0,0,0,0,0,-2.68616428279087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04072282007314,0,0,0,0,0,0,0,0,0,4.65257301527059,0,0,0,0,0,0,-1.20839334399756,0,0,0
"ERR2239356",0,0,-5.35332007181011,0,0,0,0,-3.3606726274283,5.19005594858567,0,0,0,0.0937965772486696,-2.81077593394803,0,5.82085573831182,0,0,0,0,0,-3.03276544740306,0,0,0,-4.86840672628986,-2.60139808018304,0,0,0,0,0,-2.60234766472863,0,0,0,0,-2.6740842408572,0,0,0,0,0,0,5.25290384234145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5073983742682,0,0,0,-4.50575364558916,0,0,0,0,0,0,4.63164976888392,0,0,0,0,0,0,0,0,0
"ERR2239358",0,0,0,-4.07480094443961,0,0,0,-5.21378578762359,0,0,0,0,0,-3.10811199676197,0,-0.379365069484258,-3.45579801867174,0,0,0,5.98561774903532,0,0,0,0,-5.38340789400609,0,0,0,0,0,0,0,0,-2.62702532791683,0,0,-3.0912890590332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.55014134072224,-2.33715691956328,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35426971112729,0,0,0,0,-4.04807452994477,0,0,0,0
"ERR2239361",0,0,-6.00067505716526,0,0,0,0,0,0,0,0,0,0.333606436455636,0,0,0,-2.61575598165267,0,0,0,-4.53062226042463,-2.78363604392502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36449912332712,0,0,-3.66902371441696,0,0,0,4.82139905785816,0,0,0,-2.2085570494887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35493548754526,4.09543261605464,0,0,0,3.82533302112884,0,0,0,0,0
"ERR2239365",0,0,0,0,0,0,0,-3.7545538108899,0,0,0,0,0,-2.71963491123959,0,-0.983664151849824,-3.23844261012675,0,0,0,5.60914713813549,0,0,3.44935971574939,0,-4.71054584430504,0,0,0,0,0,0,0,0,-2.20702059760663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8226718084057,0,0,0,0,4.60780453238201,0,0,0,0,0,2.76565397378993,0,0,0,0,0,0,-3.67497974709959,0,0,0,0,0,-6.36525163876311
"ERR2239372",0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37187383754818,0,0,-2.27571365777819,0,0,0,3.94165167875023,0,-2.72639066010274,0,0,-4.10820599577682,0,0,0,0,0,0,0,0,0,0,4.7222471445792,-2.31365253170741,0,0,0,0,0,0,0,0,0,0,-2.65198015818814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.791134966164905,0,0,0,0,-2.22338150730796,0,0,4.0073637359776,0,0,-3.5816155508547,4.59336437464641,0,0,0,-3.85100973526645,6.20354010725913
"ERR2239373",0,0,-3.04897832361581,0,0,0,0,-2.82769332608545,0,0,0,0,5.28098536767876,-5.82548653498417,0,-4.89770850900342,0,0,0,0,0,-3.29347743392464,0,0,0,-1.55836449819603,0,0,0,0,0,0,0,0,0,0,0,-5.30676500707563,0,0,0,0,0,0,-5.70447024913905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.06932968531799,0,0,-2.75478302831241,0,0,0,0,0,-4.77142416886555
