@relation otu_table.xls.balance
@attribute 46228__216816_310297 numeric
@attribute 40545__28026_28130 numeric
@attribute 328814__820_28116 numeric
@attribute 301301__1118061 numeric
@attribute 384638__28111_328813 numeric
@attribute 53345__316_322095 numeric
@attribute 1680__751585 numeric
@attribute 291644__821_204516 numeric
@attribute 546__818 numeric
@attribute 674529__1318_29382 numeric
@attribute 37734__1351_1352 numeric
@attribute 584__329854_626929 numeric
@attribute 820__28116 numeric
@attribute 571__46503_357276 numeric
@attribute 1282__100886_626932 numeric
@attribute 821__204516 numeric
@attribute 548__562_817 numeric
@attribute 28111__328813 numeric
@attribute 216816__310297 numeric
@attribute 1747__1358_103892 numeric
@attribute 562__817 numeric
@attribute 296__47678_246787 numeric
@attribute 376804__39485_338188 numeric
@attribute 29361__287_582 numeric
@attribute 1735__823_1078764 numeric
@attribute 46503__357276 numeric
@attribute 1304__1582_469613 numeric
@attribute 40520__411489 numeric
@attribute 1351__1352 numeric
@attribute 329854__626929 numeric
@attribute 154046__1354_54291 numeric
@attribute 39486__329_658089 numeric
@attribute 116085__39488_626940 numeric
@attribute 100886__626932 numeric
@attribute 626933__166486_487174 numeric
@attribute 1318__29382 numeric
@attribute 39485__338188 numeric
@attribute 88431__853_40518 numeric
@attribute 293__47770 numeric
@attribute 28025__147802 numeric
@attribute 28125__573_360807 numeric
@attribute 1363__454154 numeric
@attribute 823__1078764 numeric
@attribute 72556__457412 numeric
@attribute 47678__246787 numeric
@attribute 28026__28130 numeric
@attribute 316__322095 numeric
@attribute 291645__387661 numeric
@attribute 310298__39491_46506 numeric
@attribute 303__1623 numeric
@attribute 1286__1681 numeric
@attribute 106649__454155 numeric
@attribute 587__43765 numeric
@attribute 624__469610 numeric
@attribute 1358__103892 numeric
@attribute 287__582 numeric
@attribute 158836__754333 numeric
@attribute 521720__626930 numeric
@attribute 166486__487174 numeric
@attribute 1396__550_45851 numeric
@attribute 569__387090_658081 numeric
@attribute 147207__729_1531 numeric
@attribute 39488__626940 numeric
@attribute 40214__40324 numeric
@attribute 1354__54291 numeric
@attribute 363265__487173 numeric
@attribute 1582__469613 numeric
@attribute 40519__487175 numeric
@attribute 39496__214856 numeric
@attribute 2173__410072 numeric
@attribute 649756__33039_39492 numeric
@attribute 501496__658086 numeric
@attribute 573__360807 numeric
@attribute 853__40518 numeric
@attribute 329__658089 numeric
@attribute 729__1531 numeric
@attribute 328812__165179_239935 numeric
@attribute 39491__46506 numeric
@attribute 550__45851 numeric
@attribute 1689__33038 numeric
@attribute 387090__658081 numeric
@attribute 33039__39492 numeric
@attribute 165179__239935 numeric
@attribute Disease.MESH.ID {'D008881', 'D006262'}
@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7503344301380803,0.0,0.0,3.73876398971709,6.49576977837402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D008881
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8798342447672702,0.0,0.0,0.0,6.72007003688254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.43496661259853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48543508018567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D008881
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4812502093816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.87161023162727,0.0,0.0,0.0,6.70582562828195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D008881
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.356898168465929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.86089503051485,0.0,0.0,0.0,6.68726635554192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16079854116173,0.0,0.0,0.0,0.0,0.0,-3.55026415562194,0.0,0.0,0.0,6.14923789782782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90706764680184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5681335709062005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7285485343480897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.180188633001701,0.0,0.0,0.0,0.0,0.0,4.72598469240848,0.0,0.0,0.0,0.0,D008881
0.0,0.0,0.0,0.0,0.0,7.87066856265016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5936820713288941,0.0,0.0,0.0,1.02828751108438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.69716929065423,0.0,0.0,2.3354634128478997,6.40368505559652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0356259500072,0.0,0.0,0.0,0.0,0.0,-3.88376283201862,0.0,0.0,0.0,6.72687454960384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.257858378187009,0.0,-2.04534823506418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5426470623024904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.71050934668417,0.0,0.0,0.0,6.42679071041618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59419451560983,0.0,0.0,0.0,0.0,-3.83921898503362,0.0,0.0,0.0,6.64972234346125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D008881
