"","Part","BalanceID","Component","Group","d.group"
"20","1","820__39492","820","820__394921","p__FCB group"
"67","-1","820__39492","39492","820__39492-1","p__Terrabacteria group"
"153","-1","39485__546_357276","546","39485__546_357276-1","p__Proteobacteria"
"209","1","39485__546_357276","39485","39485__546_3572761","p__Terrabacteria group"
"261","-1","39485__546_357276","357276","39485__546_357276-1","p__FCB group"
"311","1","818__310297","818","818__3102971","p__FCB group"
"399","-1","818__310297","310297","818__310297-1","p__FCB group"
"491","-1","328814__28117_301301","28117","328814__28117_301301-1","p__FCB group"
"544","-1","328814__28117_301301","301301","328814__28117_301301-1","p__Terrabacteria group"
"550","1","328814__28117_301301","328814","328814__28117_3013011","p__FCB group"
"644","1","33039__751585","33039","33039__7515851","p__Terrabacteria group"
"727","-1","33039__751585","751585","33039__751585-1","p__Terrabacteria group"
"791","1","33043__218538","33043","33043__2185381","p__Terrabacteria group"
"830","-1","33043__218538","218538","33043__218538-1","p__Terrabacteria group"
"879","1","296__116085_371601","296","296__116085_3716011","p__Proteobacteria"
"966","-1","296__116085_371601","116085","296__116085_371601-1","p__Terrabacteria group"
"994","-1","296__116085_371601","371601","296__116085_371601-1","p__FCB group"
"1040","1","817__28116_239935","817","817__28116_2399351","p__FCB group"
"1074","-1","817__28116_239935","28116","817__28116_239935-1","p__FCB group"
"1123","-1","817__28116_239935","239935","817__28116_239935-1","p__PVC group"
"1214","1","1747__204516","1747","1747__2045161","p__Terrabacteria group"
"1265","-1","1747__204516","204516","1747__204516-1","p__FCB group"
"1324","-1","1118061__562_821","562","1118061__562_821-1","p__Proteobacteria"
"1335","-1","1118061__562_821","821","1118061__562_821-1","p__FCB group"
"1460","1","1118061__562_821","1118061","1118061__562_8211","p__FCB group"
"1544","1","74426__328813_338188","74426","74426__328813_3381881","p__Terrabacteria group"
"1571","-1","74426__328813_338188","328813","74426__328813_338188-1","p__FCB group"
"1574","-1","74426__328813_338188","338188","74426__328813_338188-1","p__FCB group"
"1615","-1","1282__550_571","550","1282__550_571-1","p__Proteobacteria"
"1618","-1","1282__550_571","571","1282__550_571-1","p__Proteobacteria"
"1632","1","1282__550_571","1282","1282__550_5711","p__Terrabacteria group"
"1759","1","546__357276","546","546__3572761","p__Proteobacteria"
"1867","-1","546__357276","357276","546__357276-1","p__FCB group"
"1951","1","28117__301301","28117","28117__3013011","p__FCB group"
"2004","-1","28117__301301","301301","28117__301301-1","p__Terrabacteria group"
"2071","1","1283__28111","1283","1283__281111","p__Terrabacteria group"
"2095","-1","1283__28111","28111","1283__28111-1","p__FCB group"
"2200","1","562__821","562","562__8211","p__Proteobacteria"
"2211","-1","562__821","821","562__821-1","p__FCB group"
"2388","1","28116__239935","28116","28116__2399351","p__FCB group"
"2437","-1","28116__239935","239935","28116__239935-1","p__PVC group"
"2599","-1","376804__363265_487174","363265","376804__363265_487174-1","p__FCB group"
"2601","1","376804__363265_487174","376804","376804__363265_4871741","p__FCB group"
"2612","-1","376804__363265_487174","487174","376804__363265_487174-1","p__FCB group"
"2670","1","1680__246787","1680","1680__2467871","p__Terrabacteria group"
"2730","-1","1680__246787","246787","1680__246787-1","p__FCB group"
"2843","1","40214__147802","40214","40214__1478021","p__Proteobacteria"
"2866","-1","40214__147802","147802","40214__147802-1","p__Terrabacteria group"
"2976","1","28130__47770","28130","28130__477701","p__FCB group"
"3001","-1","28130__47770","47770","28130__47770-1","p__Terrabacteria group"
"3090","1","1260__100886_487173","1260","1260__100886_4871731","p__Terrabacteria group"
"3153","-1","1260__100886_487173","100886","1260__100886_487173-1","p__Terrabacteria group"
"3195","-1","1260__100886_487173","487173","1260__100886_487173-1","p__Terrabacteria group"
"3270","1","29382__626933","29382","29382__6269331","p__Terrabacteria group"
"3349","-1","29382__626933","626933","29382__626933-1","p__FCB group"
"3428","1","40324__46228","40324","40324__462281","p__Proteobacteria"
"3435","-1","40324__46228","46228","40324__46228-1","p__Terrabacteria group"
"3510","-1","291645__545_54291","545","291645__545_54291-1","p__Proteobacteria"
"3587","-1","291645__545_54291","54291","291645__545_54291-1","p__Proteobacteria"
"3609","1","291645__545_54291","291645","291645__545_542911","p__FCB group"
"3759","1","322095__1078764","322095","322095__10787641","p__FCB group"
"3795","-1","322095__1078764","1078764","322095__1078764-1","p__Terrabacteria group"
"3900","1","291644__384638","291644","291644__3846381","p__FCB group"
"3916","-1","291644__384638","384638","291644__384638-1","p__Terrabacteria group"
"4040","1","214856__387090","214856","214856__3870901","p__FCB group"
"4063","-1","214856__387090","387090","214856__387090-1","p__FCB group"
"4199","1","328813__338188","328813","328813__3381881","p__FCB group"
"4202","-1","328813__338188","338188","328813__338188-1","p__FCB group"
"4263","1","1304__1363","1304","1304__13631","p__Terrabacteria group"
"4270","-1","1304__1363","1363","1304__1363-1","p__Terrabacteria group"
"4425","1","1735__40545_329854","1735","1735__40545_3298541","p__Terrabacteria group"
"4454","-1","1735__40545_329854","40545","1735__40545_329854-1","p__Proteobacteria"
"4493","-1","1735__40545_329854","329854","1735__40545_329854-1","p__FCB group"
"4591","1","39488__40518_46503","39488","39488__40518_465031","p__Terrabacteria group"
"4597","-1","39488__40518_46503","40518","39488__40518_46503-1","p__Terrabacteria group"
"4604","-1","39488__40518_46503","46503","39488__40518_46503-1","p__FCB group"
"4700","1","1286__469613_626940","1286","1286__469613_6269401","p__Terrabacteria group"
"4800","-1","1286__469613_626940","469613","1286__469613_626940-1","p__Proteobacteria"
"4810","-1","1286__469613_626940","626940","1286__469613_626940-1","p__Terrabacteria group"
"4827","1","550__571","550","550__5711","p__Proteobacteria"
"4830","-1","550__571","571","550__571-1","p__Proteobacteria"
"5081","1","363265__487174","363265","363265__4871741","p__FCB group"
"5094","-1","363265__487174","487174","363265__487174-1","p__FCB group"
"5145","-1","40520__1358_88431","1358","40520__1358_88431-1","p__Terrabacteria group"
"5183","1","40520__1358_88431","40520","40520__1358_884311","p__Terrabacteria group"
"5196","-1","40520__1358_88431","88431","40520__1358_88431-1","p__Terrabacteria group"
"5258","-1","454155__287_387661","287","454155__287_387661-1","p__Proteobacteria"
"5378","-1","454155__287_387661","387661","454155__287_387661-1","p__FCB group"
"5382","1","454155__287_387661","454155","454155__287_3876611","p__FCB group"
"5468","-1","166486__39491_46506","39491","166486__39491_46506-1","p__Terrabacteria group"
"5481","-1","166486__39491_46506","46506","166486__39491_46506-1","p__FCB group"
"5498","1","166486__39491_46506","166486","166486__39491_465061","p__Terrabacteria group"
"5571","-1","154046__853_47678","853","154046__853_47678-1","p__Terrabacteria group"
"5628","-1","154046__853_47678","47678","154046__853_47678-1","p__FCB group"
"5641","1","154046__853_47678","154046","154046__853_476781","p__Terrabacteria group"
"5707","-1","1270__573_310298","573","1270__573_310298-1","p__Proteobacteria"
"5719","1","1270__573_310298","1270","1270__573_3102981","p__Terrabacteria group"
"5802","-1","1270__573_310298","310298","1270__573_310298-1","p__FCB group"
"5884","1","1689__658089","1689","1689__6580891","p__Terrabacteria group"
"5979","-1","1689__658089","658089","1689__658089-1","p__Terrabacteria group"
"6020","1","1354__28025","1354","1354__280251","p__Terrabacteria group"
"6034","-1","1354__28025","28025","1354__28025-1","p__Terrabacteria group"
"6222","1","116085__371601","116085","116085__3716011","p__Terrabacteria group"
"6250","-1","116085__371601","371601","116085__371601-1","p__FCB group"
"6372","1","158836__454154","158836","158836__4541541","p__Proteobacteria"
"6403","-1","158836__454154","454154","158836__454154-1","p__FCB group"
"6461","1","1408__552398","1408","1408__5523981","p__Terrabacteria group"
"6557","-1","1408__552398","552398","1408__552398-1","p__Terrabacteria group"
"6638","1","39496__43765","39496","39496__437651","p__Terrabacteria group"
"6645","-1","39496__43765","43765","39496__43765-1","p__Terrabacteria group"
"6826","1","328812__626930","328812","328812__6269301","p__FCB group"
"6851","-1","328812__626930","626930","328812__626930-1","p__FCB group"
"6911","1","28026__29361","28026","28026__293611","p__Terrabacteria group"
"6919","-1","28026__29361","29361","28026__29361-1","p__Terrabacteria group"
"7055","1","2173__626929","2173","2173__6269291","p__Euryarchaeota"
"7142","-1","2173__626929","626929","2173__626929-1","p__FCB group"
"7194","1","1590__626932","1590","1590__6269321","p__Terrabacteria group"
"7290","-1","1590__626932","626932","1590__626932-1","p__FCB group"
"7339","1","1582__487175","1582","1582__4871751","p__Terrabacteria group"
"7431","-1","1582__487175","487175","1582__487175-1","p__Proteobacteria"
"7476","1","1318__53345","1318","1318__533451","p__Terrabacteria group"
"7528","-1","1318__53345","53345","1318__53345-1","p__Terrabacteria group"
