oldID,newID
39492_and_820,820__39492
357276_and_39485_and_546,39485__546_357276
310297_and_818,818__310297
28117_and_301301_and_328814,328814__28117_301301
33039_and_751585,33039__751585
218538_and_33043,33043__218538
116085_and_296_and_371601,296__116085_371601
239935_and_28116_and_817,817__28116_239935
1747_and_204516,1747__204516
1118061_and_562_and_821,1118061__562_821
328813_and_338188_and_74426,74426__328813_338188
1282_and_550_and_571,1282__550_571
357276_and_546,546__357276
28117_and_301301,28117__301301
1283_and_28111,1283__28111
562_and_821,562__821
239935_and_28116,28116__239935
363265_and_376804_and_487174,376804__363265_487174
1680_and_246787,1680__246787
147802_and_40214,40214__147802
28130_and_47770,28130__47770
100886_and_1260_and_487173,1260__100886_487173
29382_and_626933,29382__626933
40324_and_46228,40324__46228
291645_and_54291_and_545,291645__545_54291
1078764_and_322095,322095__1078764
291644_and_384638,291644__384638
214856_and_387090,214856__387090
328813_and_338188,328813__338188
1304_and_1363,1304__1363
1735_and_329854_and_40545,1735__40545_329854
39488_and_40518_and_46503,39488__40518_46503
1286_and_469613_and_626940,1286__469613_626940
550_and_571,550__571
363265_and_487174,363265__487174
1358_and_40520_and_88431,40520__1358_88431
287_and_387661_and_454155,454155__287_387661
166486_and_39491_and_46506,166486__39491_46506
154046_and_47678_and_853,154046__853_47678
1270_and_310298_and_573,1270__573_310298
1689_and_658089,1689__658089
1354_and_28025,1354__28025
116085_and_371601,116085__371601
158836_and_454154,158836__454154
1408_and_552398,1408__552398
39496_and_43765,39496__43765
328812_and_626930,328812__626930
28026_and_29361,28026__29361
2173_and_626929,2173__626929
1590_and_626932,1590__626932
1582_and_487175,1582__487175
1318_and_53345,1318__53345
40519_and_749535,40519__749535
197_and_410072,197__410072
103892_and_501496,103892__501496
303_and_674529_and_76759,76759__303_674529
411489_and_754333,411489__754333
54291_and_545,545__54291
147207_and_1531_and_329,147207__329_1531
40518_and_46503,40518__46503
216816_and_261299_and_33038,261299__33038_216816
100886_and_487173,100886__487173
329854_and_40545,40545__329854
1358_and_88431,1358__88431
1351_and_1352_and_569,569__1351_1352
102862_and_45851_and_624,624__45851_102862
1681_and_729,729__1681
47678_and_853,853__47678
310298_and_573,573__310298
303_and_674529,303__674529
469613_and_626940,469613__626940
165179_and_582_and_584,582__584_165179
1531_and_329,329__1531
287_and_387661,287__387661
28125_and_360807_and_823,28125__823_360807
102862_and_45851,45851__102862
39491_and_46506,39491__46506
216816_and_33038,33038__216816
165179_and_584,584__165179
1351_and_1352,1351__1352
360807_and_823,823__360807
