"","820__39492","39485__546_357276","818__310297","328814__28117_301301","33039__751585","33043__218538","296__116085_371601","817__28116_239935","1747__204516","1118061__562_821","74426__328813_338188","1282__550_571","546__357276","28117__301301","1283__28111","562__821","28116__239935","376804__363265_487174","1680__246787","40214__147802","28130__47770","1260__100886_487173","29382__626933","40324__46228","291645__545_54291","322095__1078764","291644__384638","214856__387090","328813__338188","1304__1363","1735__40545_329854","39488__40518_46503","1286__469613_626940","550__571","363265__487174","40520__1358_88431","454155__287_387661","166486__39491_46506","154046__853_47678","1270__573_310298","1689__658089","1354__28025","116085__371601","158836__454154","1408__552398","39496__43765","328812__626930","28026__29361","2173__626929","1590__626932","1582__487175","1318__53345","40519__749535","197__410072","103892__501496","76759__303_674529","411489__754333","545__54291","147207__329_1531","40518__46503","261299__33038_216816","100886__487173","40545__329854","1358__88431","569__1351_1352","624__45851_102862","729__1681","853__47678","573__310298","303__674529","469613__626940","582__584_165179","329__1531","287__387661","28125__823_360807","45851__102862","39491__46506","33038__216816","584__165179","1351__1352","823__360807"
"ERR2239272",3.94936853995082,0,3.73517378511711,0,0,0,0,0,0,-6.52663615934193,0,0,0,0,0,1.64920734760398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44139920608723,-4.868898099866,-2.38707800935913,0,0,0,0,0,0,3.81120188099747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54967201311262,4.13454039384039,0,0,0,0,0,0,0,-4.22862746650141,0,0,0,0
"ERR2239273",6.09776627265366,0,4.15650465826785,0,0,-4.91016811494487,0,-2.50312740218667,0,-5.66856617864314,0,0,0,0,0,-1.38664433580084,4.33554383840521,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66890802026953,0,0,0,0,0,0,-2.54415117970857,-2.50696824891062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.62268429183489,0,0,0,0,4.34219638007517,0,0,0,0,0,0,0,0,4.40659910539154,0,0,0,0
"ERR2239274",5.00928169284597,0,4.07979881449069,-2.8568476733941,0,0,0,4.33228564001787,0,-0.965054300727991,0,0,0,4.94820531980353,-5.054806524632,1.29303871427021,0,-2.16998568878354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75852546467044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239275",5.59132297377422,0,-4.7049286957325,-2.42927057961299,0,0,5.77660842360499,0,0,-3.35268976712111,-2.29172213820327,0,0,4.207620069222,0,5.80702901867003,0,0,0,0,0,0,0,-4.17103702186576,0,0,0,0,3.96937918019845,0,0,0,0,0,0,0,0,-3.03647514545455,-2.57835786216717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46584681736822,0,0,0,0,0,0,0,0,5.25932922784737,0,0,0,0
"ERR2239281",0,6.31484387193149,0,0,5.39348894419652,0,0,0,-5.04486213486103,-2.6590411319599,3.06094922826817,0,0,0,0,4.60559433997,0,0,0,0,0,0,0,0,0,0,0,0,4.61610547636527,0,0,-2.62453497241468,0,0,0,0,0,0,-2.76816908849989,0,0,0,0,0,0,0,0,0,0,0,-4.28343034062974,0,0,0,0,0,0,0,0,4.54582791846361,0,0,0,0,0,0,0,4.79460950522344,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239291",-3.83300253828011,0,0,-2.28875590628857,0,0,0,-2.00100483939628,0,-3.68599197579821,0,0,0,3.96424151581516,-4.46059868000991,6.38432537837369,3.46584204802555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50268488914249,0,0,0,0,0,0,-2.41086543857241,-2.94117880809477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34820656560449,0,0,4.33477738332968,0,0,0,0,0,0,0,4.17574142981923,5.09427112976502,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239293",0,4.61989855106808,2.08328545259831,0,0,0,0,0,0,-6.4714417290275,0,0,0,0,0,1.76848993153215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86584258365583,-4.25417259549707,0,0,0,0,0,0,-2.87594504834023,0,0,0,0,0,0,0,0,-2.23125428230945,0,0,0,0,0,0,0,0,0,0,0,0,0.0794445131396621,0,0,0,0,0,0,0,0,3.23173415381749,0,0,0,0
"ERR2239294",4.41130899093501,0,0,5.45467097140326,0,-5.90717931216151,0,-2.1704268965695,0,5.62300057970571,0,0,0,0,0,0,3.75928965897241,0,0,0,0,0,0,0,0,0,-3.78883060511638,0,0,0,0,0,0,0,0,0,0,-2.32313439355165,-2.87055844413833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97195307134345,0,0,0,0,0,0,0,0,4.02378680244217,0,0,0,0
"ERR2239299",3.55580539879373,0,3.67409645589826,0,0,0,0,-2.07364169150996,0,-6.5445751860933,-2.03326738769522,0,0,0,0,1.52638301572584,3.59165276638832,0,0,0,0,0,0,0,0,0,0,0,3.52172242086096,0,-2.2464346589781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77307192349423,0,0,0,0,0,0,-3.89093896523374,0,0,0,0,0,0,4.41199473874426,0,0,0,0,0,0,0,0,0,0,0
"ERR2239303",5.33498821756678,-3.22173857988817,4.85460102372098,0,0,0,0,0,-5.02570903386556,0,0,0,-5.58021490907112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46091978153724,-5.58399280841342,0,0,0,0,0,0,0,0,0,-4.31101916970379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.664904975829517,0,0,0,0,0,0,0,0,5.15106613516096,0,0,0,0
"ERR2239305",5.44504525022104,0,0,-2.66222633175242,0,0,0,0,0,-5.50484398843843,0,0,0,4.61111126784291,0,-0.151523849353216,0,0,-4.7415678669916,0,0,0,0,0,0,0,-0.270889997639505,0,0,0,0,0,0,0,0,0,0,0,0,-3.3295782603873,0,0,0,0,0,0,0,0,0,0,0,0,-4.36290877729757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76699871476759,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239310",5.5835256174449,0,0,-2.68458785786205,-4.21948730834642,0,0,0,0,-2.68616454817597,0,0,0,4.64984256719957,0,-4.65257347493108,0,-2.66458064542822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.61518905874635,0,0,-2.42498377408604,-3.17964130266212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.48822228104067,0,0,0,0,0,0,0,0,0,-4.63546774529685,5.50730028605529,0,0,0,0,0,0,0,0,4.20019510424715,0,0,0,0
"ERR2239312",-4.45373674905206,4.62488759320086,0,-2.64567536436262,0,-4.78507985296228,0,-2.65285541212573,0,-5.65277866954791,0,0,0,4.58244415140936,0,1.26781968669749,-4.59488035893583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3170496514227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.49398094085198,0,0,0,0,-4.01324771992386,0,-6.05175251023294,0,0
"ERR2239317",0,4.13281889585535,0,0,0,0,0,-2.94247217441453,0,-5.04514470081253,0,0,0,0,0,4.41997357554887,-5.09651130594364,0,3.12984359648053,0,0,0,0,0,0,0,0,0,0,0,0,2.35127682557988,0,0,0,2.73237526419566,0,-1.71279303683773,-2.63490704260224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56379287100814,0,0,0,0,0,0,0,0,2.96664456265313,0,0,0,0
"ERR2239318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40323634439774,0,0,0,0,0,0,0,0,-4.05327829404319,0,0,0,0,0,-3.11864115526173,0,4.16252745109298,-2.29399996986947,0,-3.05537377144847,-3.1432347439863,0,0,0,0,0,0,0,0,0,0,-4.56008339472357,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97332450037539,0,-3.07168339082142,0,5.44424227670003,0,0,-5.40164493148862,-3.09173831279211,0,0,0,5.32031169766814,5.29206260826208,0,-5.35504784146322,0,0
"ERR2239320",0,-2.57746339176266,0,-3.25591598205613,0,0,0,-2.41626933487345,0,-2.41126736636748,0,0,-4.46429754918174,5.63941190609674,0,-4.17643758918127,4.18510125277147,-2.43673451912686,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65169213807061,0,0,-4.22054799168464,0,0,-5.63237447329591,-3.07629264301123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59286550916924,0,0,0,0,0,0,0,5.32829515664581,0,0,0,0,0,0,0,0,0.0368002342505595,0,0,0,0
"ERR2239321",-4.40814979751508,0,0,-3.1685223056838,3.48856545774778,-4.21548640900676,0,0,0,-3.38286645302407,0,0,0,5.48804161835963,0,-5.85929657185801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50408181443646,0,0,0,0,0,-3.43278406580393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33719692891321,-2.335083711912,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30419247601403,0,-5.94575641338527,4.04448362895811,0,0,3.99097843887423
"ERR2239322",-4.0548483757609,0,0,-3.20150874047135,2.80602194073158,-3.85395959851549,0,0,0,-3.40767600760691,0,0,0,5.54517579937221,0,-5.90226798090864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4420893414563,0,0,0,0,0,-3.45303893296667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22982281602474,-2.06210189025603,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40077766304464,0,-5.98083887241169,3.57166524430727,0,0,4.1582688900698
"ERR2239328",0,0,0,0,0,0,0,-2.04639604706109,0,-5.75409246439524,0,0,0,0,0,1.65788583532395,3.54446192591792,0,4.07168359896226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1436457682788,-2.09057759360197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.43393756508284,0,-3.7129033840889,3.62098660928369,0,0,-2.65326291021868,0,0,-2.2650833274838,-5.94775433274284,0,0,4.59558616633681,0,3.92323940657912
"ERR2239330",4.93246623626656,0,0,-2.77293721813203,0,-4.92955830401946,0,0,0,-3.160644255867,-2.92831249518912,0,0,4.80286814800338,0,-5.47439643581237,0,0,0,0,0,0,0,0,0,0,0,0,5.07198602210635,0,0,-5.22375866943459,0,0,0,0,0,-2.90833307053925,-2.73066929676775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143317627297247,0,0,0,0,0,0,0,4.72965796067013,0,0,0,0,0,0,0,0,5.03738064350677,0,0,0,0
"ERR2239331",3.08134811503637,0,0,-2.16791211688543,0,0,0,0,0,-5.71418240324816,0,-3.20402003143753,0,3.75493393278977,0,2.1729665678392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.54952548291824,0,0,0,-1.78271652625626,-2.30381453624103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99032382798519,0,0,0,-3.13833348405925,0,0,-2.00316592330704,0,-3.08775559896855,0,-5.43575304548528,0,-3.46958515515842
"ERR2239332",4.87283018501242,5.47852762035769,0,-2.54738762231637,0,0,0,0,0,-5.38798775356629,0,0,0,4.41220478842403,0,0.433736975883736,0,0,-4.70088700576985,0,0,0,0,0,0,0,-5.13581499242781,0,0,0,0,0,0,0,0,0,0,-2.97413093345763,-2.92739659973489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07039964464521,0,0,0,0,0,0,0,0,5.15134588511087,0,0,0,0
"ERR2239335",0,-2.55341261290617,0,0,0,0,0,0,0,-3.79805709979496,0,0,-4.42264037824068,0,-4.74541984956449,6.57842786689257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239339",0,0,0,0,0,0,-2.46091631068427,0,0,-2.52265479425616,0,0,0,0,0,-4.36936627360889,0,-2.29637616786175,0,0,0,0,0,0,0,0,0,0,0,3.65435048085712,0,0,0,0,-3.97744019602687,0,0,-2.89127013055248,-4.84411782662615,0,0,0,-4.26243208328011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59745118775681,0.328979671127776,0,0,0,-3.75154275128242,0,0,0,0,5.0078267645232,0,-6.49786265198788,0,0
"ERR2239340",-0.189350747960657,0,0,0,4.27424659072954,0,0,0,0,-5.61358346315641,0,0,0,0,0,1.27332927218167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.899924393451642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39798052212375,0,0,0,-2.50283381281718,0,0,0,0,0,0,-4.33503532670069,0,0
"ERR2239344",4.37101420080911,0,0,2.58269889100302,0,0,0,0,0,2.72693441518654,0,0,0,5.04186440197346,0,4.39804793142365,0,-2.69697722046133,-4.79003791992026,0,0,0,0,0,0,0,0,0,0,0,-2.46516138243803,0,0,0,-4.67130157269491,0,0,0,-3.07050844774943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2697847632394,0,0,0,0,5.31827663657146,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239352",0,-3.00961427834862,0,0,0,0,0,0,0,-3.50907380868737,0,-2.56427015591057,5.21280484128455,0,0,6.07789412415576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66582534654999,0,-4.44144619436967,0,0,0,0,0,-2.68616454817597,3.60988444734401,0,0,0,0,0,0,-4.28013433474389,0,0,0,0,0,0,0,0,0,0,0,0,-5.43177115724087,0,0,0,0,0,0,0,4.65257347493108,0,0,0,0,0,0,0,0,0.228451963254766,0,0,0
"ERR2239356",4.68300992506151,-5.8072566637434,0,0,0,0,0,-2.64958356172837,0,-3.36067289281341,0,0,0.321649222295813,0,0,-5.82085619797231,4.58921334781285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.20374627568188,0,0,0,0,0,-5.70685021903048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.621254073457529,0,0,-0.00164472867904046,0,0,0,0,0,0,0,0,0,0
"ERR2239358",0,-3.10811226214708,0,-3.05357703183771,0,0,0,0,-4.70495393637491,-1.2480028056569,0,0,-5.38340835366658,5.28895056396827,0,1.66002934180516,0,-2.62702559330194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.55014180038273,0,0,0,-3.09128932441831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33715718494839,0,5.35427017078778,0,0,0,0,0,0,0,4.04807498960526,0,0,0,0,0
"ERR2239361",5.36354071724906,0,0,-2.33376511332883,0,-4.30901160619085,0,2.32747858305334,0,0,0,0,0,4.04219974921727,0,0,5.02993428079342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20855731487381,-5.14813569802235,-3.66902397980207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.725966441803518,6.35493594720575,0,0,0,0,0,0,0,3.82533348078933,0,0,0,0
"ERR2239372",-3.85101019492694,3.08090774804241,0,0,0,0,0,0,0,-2.27571392316329,0,0,-4.10820645543731,0,0,3.94165213841072,0,-2.79636754444919,0,0,0,-3.25312953012982,0,0,0,0,0,0,0,0,0,0,0,0,4.84345066362262,0,0,-2.65198042357325,-2.31365279709252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.63458562978752,0,0,0,0,0,4.00736419563809,0,0,0,-3.58161581623981,0,0,0,0,4.5933648343069,0,-6.20354056691962,0,0
"ERR2239373",5.28098582733925,-3.36260461414171,0,-2.55525891400397,0,0,0,-2.75478329369752,-4.89770896866391,0,0,0,-5.82420203745898,4.42583826554814,0,0,-4.77142462852604,0,-5.70447070879954,0,0,0,0,0,0,0,0,0,0,0,0,-5.42495411137099,0,0,0,0,0,0,-2.34469387808752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864621071098332,0,0,0,0,0,0,0,4.0611289250433,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239380",0.958672699746965,-3.05508781281945,0,-2.9906822615141,0,0,0,0,0,4.50539790958054,0,0,-5.29156731338777,5.18001362623741,0,0,0,0,-4.14406122412641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.98214184032741,0,0,0,0,-3.4779910523432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16522118282403,0,0,0,0,0,0,-2.09169352812998,0,0,0,0,0,3.62291946458412
"ERR2239381",4.07974110492827,-3.01937385287558,0,-2.83811070149744,0,0,0,0,0,1.19454691692796,0,0,-5.22970892022551,4.91575193249852,0,5.49401140807779,0,0,-3.4834952741779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.82460614465866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19878963158298,0,0,0,0,0,0,-1.93087761873616,0,0,0,0,0,3.34437813884863
"ERR2239383",0,-3.11177584081801,0,0,6.22930881292652,0,0,6.24829149173614,0,0,0,0,-5.38975385806216,0,0,0,0,0,0,0,0,0,0,0,0,4.24659603991284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239385",0,0,0,0,0,-4.01451885760684,0,0,0,-3.86963527863135,0,0,0,0,0,6.70240490935045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",0,0,0,-1.54149731299332,0,0,0,0,0,-3.86946288857797,0,0,0,2.66995166583533,0,6.70210632101928,0,0,2.72487249143923,0,0,0,0,0,0,0,0,0,0,0,-2.19488713057271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.801656027031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239390",4.26569386670943,0,0,0,0,0,0,0,0,-3.15156253779208,0,0,0,0,0,5.45866643868659,0,0,-4.11872931957362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",0,0,0,0,0,0,0,0,0,-3.85333837331419,0,0,0,0,0,6.67417784133499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37696177323338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41214630701497,0,-0.382736125743386,0,0,0,0,0,0,0,4.11701855888923,0,0,0,0,0,0,0,0,0.662918415679616,0,0,0
"ERR2239396",4.10595940979868,-2.36592695887127,0,-2.40304451969962,0,0,0,0,0,0.827231957760323,-2.16760482837199,0,-4.09790569976196,4.16219520096969,0,6.55740005255035,0,-2.41367405750918,-3.5943556222725,0,0,0,0,0,0,0,0,0,3.75440169347189,0,0,0,0,0,-4.18060610051683,0,0,-2.53961881349042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3987488168232,0,0,0,0
"ERR2239402",-6.71316336214825,0,0,5.31538330195641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",4.38101039522491,0,0,0,0,0,0,0,0,-2.74519748434483,0,0,0,0,0,-4.75482151969552,0,0,4.86814228232967,0,0,0,0,0,0,0,0,0,0,0,-2.57315117984652,-2.41284558954109,0,0,0,0,0,-2.6340877772637,-3.12735793584211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17917115190364,-2.61881937236144,0,4.45682857904997,0,0,-3.21393504917012,0,5.41674283833227,0,0,0,0,0,0,0,5.56669879738902,4.56237386181691,-4.53592820877566,0,0,0
"ERR2239509",5.00521609952899,0,0,-2.38360427899047,0,0,0,0,-5.03681608646455,-2.70236182683474,0,0,0,4.12852371635008,0,4.68062798451242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35346308868937,0,0,0,0,0,-1.50585148594424,-2.94352759712271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.07631764334797,0,0,0,0,0,0,0,5.09833935169766,0,0,0,0,0,0,0,0,-0.977122294882362,0,0,0,0
"ERR2239514",5.27516885922284,0,0,0,0,0,0,0.364992006699216,0,5.32277764247466,0,0,0,0,0,0,-1.03720473139461,0,-1.07036359942125,0,0,0,0,0,0,0,0,0,0,0,-2.6034490797042,0,0,0,0,0,0,0,-3.13314812209638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5093060809661,0,0,0,0,5.42677173510994,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239532",5.34249560420701,-2.96712573579345,0,-2.4332148652142,0,0,0,0,0,-3.03685938264531,0,0,-5.13921252683945,4.21445177228285,0,-5.25999474618393,0,0,-4.97107202398449,0,0,0,0,0,0,0,0,0,0,0,-2.56435828442483,0,0,0,0,0,0,-2.5405739090192,-5.45145971585405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44159883743397,0,0,0,0,0.887439755871648,0,0,0,0,0,0,0,0,4.40040309080512,0,0,0,0
"ERR2239556",3.2917571729159,-2.53702280838665,0,0,0,0,0,0,0,-3.64921928662363,0,0,-4.39425240408676,0,0,6.32063321239237,0,0,0,0,0,0,0,-3.36943780602944,0,0,0,0,0,0,0,-2.10300118822358,0,0,0,0,0,-2.73992619345079,-2.21746971282902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.64250490638095,0,0,0,0,0,0,0,3.84077020686504,0,0,0,-3.20075801601304,0,0,-1.88902348373545,0,4.74569137604556,0,-5.54387550646794,0,-3.27188465052055
"ERR2239571",5.95590521879161,0,4.9776237155756,-3.06489633426022,0,0,0,-2.97353021016004,0,-2.58536917328729,0,0,0,5.30855617087031,0,-4.47799076445594,5.15030540183815,0,-4.42461781214922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42367912151355,0,-5.75349623866851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.454808621228456,0,0,0,0,0,-4.19793537970538,0,0,0,0,0,0,0
"ERR2239572",5.82516043231337,-2.64001884472045,4.75584657441816,-3.01951644274858,4.40879598272864,0,0,-2.91484724984062,0,0,0,0,4.57264677199511,5.22995589313018,0,0,5.04866353302637,0,-4.39233497292203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.82066339799378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138216991200573,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239576",6.00795681908812,0,0,0,0,-4.40339727192957,0,2.97029885028686,0,0,0,0,0,0,0,0,-4.59760145034426,0,4.37460291129273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87108200370656,-3.32030241264201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75093247518948,0,0,0,-2.70365018146792,0,0,-2.27628774878509,0,4.97285990311641,0,4.68285948019526,0,-3.94264603354236
"ERR2239577",0,0,-4.8167578369623,0,0,0,0,0,-4.44264000139221,-2.9354416488724,0,0,0,0,0,-5.08433407850076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4358389359536,0,0,0,0,0,0,0.243419954378077,-2.64841187015349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21899679612615,0,0,0,0,4.58718391847435,0,0,0,0,0,0,-2.52139581352188,0,-0.178900800943049,0,0,0,-4.36718565501135
"ERR2239578",0.633201323739363,0,0,1.73777091065438,0,0,0,0,0,-6.27836829740821,0,0,0,3.88250903357754,-4.40397484464842,1.70976802561637,0,0,0,4.21373308503097,0,0,0,4.1830538102298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239579",0,0,0,0,0,0,0,-4.68570659452081,0,-5.85086844568619,0,0,0,0,-3.79637168148355,2.82213184652339,-0.614087476137408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28496352075612,-2.80645123205191,-2.66709415163968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38519088825269,0,4.61954257920974,0,0,0,0,0,0,0,4.131271804204,4.86091612287818,0,0,0,0
"ERR2239580",0,0,0,4.24871173578891,0,0,0,-2.24285569837182,-3.64624367743609,-6.06647774146772,0,0,0,0,-4.09095977791018,2.43796174159622,-3.88474002362537,0,-4.16918774297985,0,0,0,0,0,0,0,0,0,0,0,0,-2.08767238167869,0,0,0,0,0,-2.16553782281358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61595463462581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75082153482521,0,0,0,0
"ERR2239582",4.72236116854563,0,4.21398021617298,-2.57981300747571,0,0,0,-2.41634531804458,-4.72316654111146,-2.84658650207425,0,0,0,4.46836720297499,0,-4.93043244973237,4.18523285948439,-2.98360779255832,-6.01540202406791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.16776028656944,0,0,0,-3.02795176669359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.24456630278124,0,0,0,0,0,0,0,0,0,0,0,0,0
