"","Part","BalanceID","Component","Group","d.group"
"43","-1","397865__40519_40520","40519","397865__40519_40520-1","p__Terrabacteria group"
"44","-1","397865__40519_40520","40520","397865__40519_40520-1","p__Terrabacteria group"
"79","1","397865__40519_40520","397865","397865__40519_405201","p__FCB group"
"94","1","820__28117_45851","820","820__28117_458511","p__FCB group"
"115","-1","820__28117_45851","28117","820__28117_45851-1","p__FCB group"
"136","-1","820__28117_45851","45851","820__28117_45851-1","p__Terrabacteria group"
"184","-1","28116__818_84030","818","28116__818_84030-1","p__FCB group"
"205","1","28116__818_84030","28116","28116__818_840301","p__FCB group"
"233","-1","28116__818_84030","84030","28116__818_84030-1","p__Terrabacteria group"
"280","1","853__47246","853","853__472461","p__Terrabacteria group"
"321","-1","853__47246","47246","853__47246-1","p__Terrabacteria group"
"365","1","817__187327","817","817__1873271","p__FCB group"
"421","-1","817__187327","187327","817__187327-1","p__Terrabacteria group"
"469","-1","46503__1515_328813","1515","46503__1515_328813-1","p__Terrabacteria group"
"501","1","46503__1515_328813","46503","46503__1515_3288131","p__FCB group"
"528","-1","46503__1515_328813","328813","46503__1515_328813-1","p__FCB group"
"576","-1","39485__29466_166486","29466","39485__29466_166486-1","p__Terrabacteria group"
"583","1","39485__29466_166486","39485","39485__29466_1664861","p__Terrabacteria group"
"601","-1","39485__29466_166486","166486","39485__29466_166486-1","p__Terrabacteria group"
"649","-1","39488__1335_84032","1335","39488__1335_84032-1","p__Terrabacteria group"
"675","1","39488__1335_84032","39488","39488__1335_840321","p__Terrabacteria group"
"689","-1","39488__1335_84032","84032","39488__1335_84032-1","p__Terrabacteria group"
"775","1","46506__261299","46506","46506__2612991","p__FCB group"
"792","-1","46506__261299","261299","46506__261299-1","p__Terrabacteria group"
"832","1","1496__28118","1496","1496__281181","p__Terrabacteria group"
"844","-1","1496__28118","28118","1496__28118-1","p__FCB group"
"931","-1","36847__1735_291645","1735","36847__1735_291645-1","p__Terrabacteria group"
"946","1","36847__1735_291645","36847","36847__1735_2916451","p__Terrabacteria group"
"976","-1","36847__1735_291645","291645","36847__1735_291645-1","p__FCB group"
"1006","1","823__1624","823","823__16241","p__FCB group"
"1020","-1","823__1624","1624","823__1624-1","p__Terrabacteria group"
"1152","1","214856__1465754","214856","214856__14657541","p__FCB group"
"1182","-1","214856__1465754","1465754","214856__1465754-1","p__FCB group"
"1191","-1","28111__1264_84026","1264","28111__1264_84026-1","p__Terrabacteria group"
"1205","1","28111__1264_84026","28111","28111__1264_840261","p__FCB group"
"1233","-1","28111__1264_84026","84026","28111__1264_84026-1","p__Terrabacteria group"
"1291","1","1596__310297","1596","1596__3102971","p__Terrabacteria group"
"1344","-1","1596__310297","310297","1596__310297-1","p__FCB group"
"1389","1","28117__45851","28117","28117__458511","p__FCB group"
"1410","-1","28117__45851","45851","28117__45851-1","p__Terrabacteria group"
"1467","-1","1195760__1308_28129","1308","1195760__1308_28129-1","p__Terrabacteria group"
"1482","-1","1195760__1308_28129","28129","1195760__1308_28129-1","p__FCB group"
"1544","1","1195760__1308_28129","1195760","1195760__1308_281291","p__FCB group"
"1587","1","39492__197614","39492","39492__1976141","p__Terrabacteria group"
"1605","-1","39492__197614","197614","39492__197614-1","p__Terrabacteria group"
"1680","1","40518__357276_1755626","40518","40518__357276_17556261","p__Terrabacteria group"
"1715","-1","40518__357276_1755626","357276","40518__357276_1755626-1","p__FCB group"
"1729","-1","40518__357276_1755626","1755626","40518__357276_1755626-1","p__Terrabacteria group"
"1783","1","165179__371601","165179","165179__3716011","p__FCB group"
"1807","-1","165179__371601","371601","165179__371601-1","p__FCB group"
"1849","1","29348__39491_246787","29348","29348__39491_2467871","p__Terrabacteria group"
