featureid,D050177
39491,6.456195432141569
52226,3.524229101420898
158847,6.544634112735656
291644,6.456137270490659
658081,9.139983049077275
100886,-0.25768193169739967
33039,0.053951965496245244
328814,-1.5055791455943044
28111,13.493548974990299
387090,3.274115440236667
487174,14.698047015537806
573,2.0593998379925247
1623,1.1653740877474772
487173,29.110409255138432
821,6.819704892083073
261299,7.594805970686306
384638,2.392184189133145
214856,0.009352959847840651
39488,10.441887189649337
310298,-5.978993837608259
817,-5.732511140776245
665951,7.4248340878428145
88431,-0.6433682099402365
28116,-7.011767108290579
165179,2.9868036236864373
40520,0.9675467070957265
46506,-5.278655627612674
818,-5.303429073365317
46228,23.01836867636502
674529,9.57258119710724
751585,-2.3529498061258245
187327,3.576091765184906
329854,-4.194155734600197
39496,-1.542438873061035
246787,-6.2504591710728885
571,-0.02481880064318254
357276,-5.553094545458335
338188,-10.020060690242532
29348,-1.8034361191641661
28118,-1.188364987349656
301301,-2.104977890519006
40545,-2.479911656629357
562,-6.956895705358147
820,1.6063600847295545
1161942,-2.7428744225814614
