oldID,newID
39485_and_820,820__39485
216816_and_363265,216816__363265
166486_and_33038_and_573,573__33038_166486
204516_and_39492_and_46506,39492__46506_204516
28117_and_328814,28117__328814
1118061_and_28116_and_29361,29361__28116_1118061
166486_and_33038,33038__166486
40518_and_853,853__40518
218538_and_47678_and_487174,218538__47678_487174
487173_and_52226,52226__487173
469588_and_626929_and_626930,626930__469588_626929
39491_and_674529_and_821,674529__821_39491
214856_and_626940_and_751585,214856__626940_751585
33039_and_33043,33039__33043
204516_and_46506,46506__204516
246787_and_457394_and_823,457394__823_246787
437898_and_850,850__437898
548_and_654_and_729,654__548_729
1118061_and_28116,28116__1118061
387090_and_46228,46228__387090
29466_and_46503_and_818,29466__818_46503
154046_and_208479_and_239935,154046__208479_239935
39491_and_821,821__39491
47678_and_487174,47678__487174
1304_and_546,546__1304
310297_and_328813_and_329854,329854__310297_328813
626940_and_751585,626940__751585
310298_and_360807_and_411489,411489__310298_360807
487175_and_626932,487175__626932
39486_and_39488,39486__39488
246787_and_823,823__246787
548_and_729,548__729
1308_and_97478,1308__97478
1535_and_454154,1535__454154
550_and_658089,550__658089
39777_and_658081,39777__658081
88431_and_905,905__88431
28026_and_40545_and_469610,469610__28026_40545
469588_and_626929,469588__626929
1685_and_28111_and_371601,1685__28111_371601
410072_and_457412_and_469592,410072__457412_469592
47770_and_74426,47770__74426
46503_and_818,818__46503
1352_and_357276_and_562,1352__562_357276
28118_and_291644_and_338188,291644__28118_338188
208479_and_239935,208479__239935
310297_and_328813,310297__328813
40519_and_454155,40519__454155
310298_and_360807,310298__360807
1624_and_301301_and_33945,33945__1624_301301
28111_and_371601,28111__371601
28026_and_40545,28026__40545
28118_and_338188,28118__338188
357276_and_562,562__357276
165179_and_1680_and_491921,491921__1680_165179
457412_and_469592,457412__469592
1624_and_301301,1624__301301
165179_and_1680,1680__165179
