,D001172
820__39485,-0.09616392306073304
216816__363265,0.050357847390106986
573__33038_166486,-0.043040659854769965
39492__46506_204516,0.21660287937045752
28117__328814,0.13858480681423305
29361__28116_1118061,0.3329212318703084
33038__166486,-0.12976464928033954
853__40518,0.12144777808096616
218538__47678_487174,-0.09305258263785868
52226__487173,0.20569022049279492
626930__469588_626929,-0.0
674529__821_39491,0.03889524819522865
214856__626940_751585,-0.03691690235016225
33039__33043,0.109325705695217
46506__204516,0.021020313149751804
457394__823_246787,0.20220429482747185
850__437898,0.1568151894640604
654__548_729,0.24942333692100746
28116__1118061,0.051276184459538174
46228__387090,-0.06003964470366103
29466__818_46503,-0.1904065337201432
154046__208479_239935,-0.056927865656797014
821__39491,0.07354139657959984
47678__487174,0.01466875593899746
546__1304,-0.23641581334058506
329854__310297_328813,-0.10495218223015594
626940__751585,0.35460678591302336
411489__310298_360807,-0.18325970279702053
487175__626932,0.5301147493028413
39486__39488,-0.4297957599529497
823__246787,-0.07962288521102649
548__729,0.4791695505738185
1308__97478,0.21105644521924574
1535__454154,-0.7527925109293279
550__658089,0.6146157631503004
39777__658081,0.3633947551328256
905__88431,-0.6788680854243795
469610__28026_40545,0.06344791414681775
469588__626929,0.5716142571010939
1685__28111_371601,0.7769062526351459
410072__457412_469592,0.04000322217984057
47770__74426,-0.4750040160131015
818__46503,0.3041610469470618
1352__562_357276,0.027827233128943533
291644__28118_338188,0.24613271384170984
208479__239935,0.7443729926031181
310297__328813,-0.21382818429535647
40519__454155,-0.60197174039067
310298__360807,0.036208485612495137
33945__1624_301301,-0.14245419353278624
28111__371601,0.5882951460694215
28026__40545,-0.2066827300255112
28118__338188,-0.3693103106879991
562__357276,0.2743457734518211
491921__1680_165179,-0.0684652949086544
457412__469592,-0.5952284887260528
1624__301301,-0.8236411762188246
1680__165179,0.33288228501596284
