"","Part","BalanceID","Component","Group","d.group"
"10","1","820__39485","820","820__394851","p__FCB group"
"35","-1","820__39485","39485","820__39485-1","p__Terrabacteria group"
"167","1","216816__363265","216816","216816__3632651","p__Terrabacteria group"
"182","-1","216816__363265","363265","216816__363265-1","p__FCB group"
"217","1","573__33038_166486","573","573__33038_1664861","p__Proteobacteria"
"243","-1","573__33038_166486","33038","573__33038_166486-1","p__Terrabacteria group"
"269","-1","573__33038_166486","166486","573__33038_166486-1","p__Terrabacteria group"
"357","1","39492__46506_204516","39492","39492__46506_2045161","p__Terrabacteria group"
"364","-1","39492__46506_204516","46506","39492__46506_204516-1","p__FCB group"
"376","-1","39492__46506_204516","204516","39492__46506_204516-1","p__FCB group"
"451","1","28117__328814","28117","28117__3288141","p__FCB group"
"495","-1","28117__328814","328814","28117__328814-1","p__FCB group"
"556","-1","29361__28116_1118061","28116","29361__28116_1118061-1","p__FCB group"
"559","1","29361__28116_1118061","29361","29361__28116_11180611","p__Terrabacteria group"
"636","-1","29361__28116_1118061","1118061","29361__28116_1118061-1","p__FCB group"
"667","1","33038__166486","33038","33038__1664861","p__Terrabacteria group"
"693","-1","33038__166486","166486","33038__166486-1","p__Terrabacteria group"
"756","1","853__40518","853","853__405181","p__Terrabacteria group"
"783","-1","853__40518","40518","853__40518-1","p__Terrabacteria group"
"895","-1","218538__47678_487174","47678","218538__47678_487174-1","p__FCB group"
"910","1","218538__47678_487174","218538","218538__47678_4871741","p__Terrabacteria group"
"940","-1","218538__47678_487174","487174","218538__47678_487174-1","p__FCB group"
"1003","1","52226__487173","52226","52226__4871731","p__Terrabacteria group"
"1045","-1","52226__487173","487173","52226__487173-1","p__Terrabacteria group"
"1148","-1","626930__469588_626929","469588","626930__469588_626929-1","p__FCB group"
"1156","-1","626930__469588_626929","626929","626930__469588_626929-1","p__FCB group"
"1157","1","626930__469588_626929","626930","626930__469588_6269291","p__FCB group"
"1177","-1","674529__821_39491","821","674529__821_39491-1","p__FCB group"
"1204","-1","674529__821_39491","39491","674529__821_39491-1","p__Terrabacteria group"
"1270","1","674529__821_39491","674529","674529__821_394911","p__FCB group"
"1332","1","214856__626940_751585","214856","214856__626940_7515851","p__FCB group"
"1371","-1","214856__626940_751585","626940","214856__626940_751585-1","p__Terrabacteria group"
"1377","-1","214856__626940_751585","751585","214856__626940_751585-1","p__Terrabacteria group"
"1410","1","33039__33043","33039","33039__330431","p__Terrabacteria group"
"1411","-1","33039__33043","33043","33039__33043-1","p__Terrabacteria group"
"1530","1","46506__204516","46506","46506__2045161","p__FCB group"
"1542","-1","46506__204516","204516","46506__204516-1","p__FCB group"
"1602","-1","457394__823_246787","823","457394__823_246787-1","p__FCB group"
"1654","-1","457394__823_246787","246787","457394__823_246787-1","p__FCB group"
"1675","1","457394__823_246787","457394","457394__823_2467871","p__FCB group"
"1709","1","850__437898","850","850__4378981","p__Fusobacteria"
"1778","-1","850__437898","437898","850__437898-1","p__Proteobacteria"
"1804","-1","654__548_729","548","654__548_729-1","p__Proteobacteria"
"1808","1","654__548_729","654","654__548_7291","p__Proteobacteria"
"1809","-1","654__548_729","729","654__548_729-1","p__Proteobacteria"
"1934","1","28116__1118061","28116","28116__11180611","p__FCB group"
"2014","-1","28116__1118061","1118061","28116__1118061-1","p__FCB group"
"2058","1","46228__387090","46228","46228__3870901","p__Terrabacteria group"
"2092","-1","46228__387090","387090","46228__387090-1","p__FCB group"
"2129","-1","29466__818_46503","818","29466__818_46503-1","p__FCB group"
"2150","1","29466__818_46503","29466","29466__818_465031","p__Terrabacteria group"
"2165","-1","29466__818_46503","46503","29466__818_46503-1","p__FCB group"
"2280","1","154046__208479_239935","154046","154046__208479_2399351","p__Terrabacteria group"
"2285","-1","154046__208479_239935","208479","154046__208479_239935-1","p__Terrabacteria group"
"2289","-1","154046__208479_239935","239935","154046__208479_239935-1","p__PVC group"
"2343","1","821__39491","821","821__394911","p__FCB group"
"2370","-1","821__39491","39491","821__39491-1","p__Terrabacteria group"
"2485","1","47678__487174","47678","47678__4871741","p__FCB group"
"2530","-1","47678__487174","487174","47678__487174-1","p__FCB group"
"2545","1","546__1304","546","546__13041","p__Proteobacteria"
"2560","-1","546__1304","1304","546__1304-1","p__Terrabacteria group"
"2717","-1","329854__310297_328813","310297","329854__310297_328813-1","p__FCB group"
"2720","-1","329854__310297_328813","328813","329854__310297_328813-1","p__FCB group"
"2722","1","329854__310297_328813","329854","329854__310297_3288131","p__FCB group"
"2855","1","626940__751585","626940","626940__7515851","p__Terrabacteria group"
"2861","-1","626940__751585","751585","626940__751585-1","p__Terrabacteria group"
"2930","-1","411489__310298_360807","310298","411489__310298_360807-1","p__FCB group"
"2937","-1","411489__310298_360807","360807","411489__310298_360807-1","p__Terrabacteria group"
"2942","1","411489__310298_360807","411489","411489__310298_3608071","p__Terrabacteria group"
"3061","1","487175__626932","487175","487175__6269321","p__Proteobacteria"
