"","820__39485","216816__363265","573__33038_166486","39492__46506_204516","28117__328814","29361__28116_1118061","33038__166486","853__40518","218538__47678_487174","52226__487173","626930__469588_626929","674529__821_39491","214856__626940_751585","33039__33043","46506__204516","457394__823_246787","850__437898","654__548_729","28116__1118061","46228__387090","29466__818_46503","154046__208479_239935","821__39491","47678__487174","546__1304","329854__310297_328813","626940__751585","411489__310298_360807","487175__626932","39486__39488","823__246787","548__729","1308__97478","1535__454154","550__658089","39777__658081","905__88431","469610__28026_40545","469588__626929","1685__28111_371601","410072__457412_469592","47770__74426","818__46503","1352__562_357276","291644__28118_338188","208479__239935","310297__328813","40519__454155","310298__360807","33945__1624_301301","28111__371601","28026__40545","28118__338188","562__357276","491921__1680_165179","457412__469592","1624__301301","1680__165179"
"SRR5091463",-5.23918392044259,0,0,-5.9289357496024,4.49924509299272,0,0,5.2317472795342,0,4.66736038355069,0,0,0,0,0.706420145147011,0,0,0,0,0,0,0,0,0,0,0,0,-5.6532615996179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04033758738261,0,0,0,0,0.947977693079782,0,0,0,0,-5.26601917350805,0,0,0,0
"SRR5091464",0,0,0,0,5.19420760729828,-2.34941610702353,0,5.49816607187096,0,0,0,-2.41327830411543,0,0,0,2.93253781347842,0,0,4.06930806548544,0,0,0,4.17992063553158,0,0,-3.00865260050824,0,-2.68559673187751,0,0,-5.48028030734528,0,0,0,0,0,0,0,0,0,-2.42536614678387,0,0,0,0,0,-5.2111391664045,0,-4.65158998825277,0,0,0,0,0,0,-4.20085739318721,0,0
"SRR5091465",-4.55512592386597,0,0,-2.77365070936186,4.66786005448574,0,0,-0.209193985444842,0,0,0,-5.5644025836116,0,0,4.80410395106419,0,0,0,0,0,0,0,-0.236245695165583,0,0,-2.844551542394,0,-3.21665776460962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92690779617482,0,5.57141467886479,0,0,0,0,0,0,0,0,0
"SRR5091466",-5.70137446615388,3.42307373815619,0,0,0,0,0,4.99495494643195,0,0,0,-4.87112836164789,0,0,0,0,0,0,0,0,0,0,-1.06482036608847,0,0,-3.26922116757676,0,-5.63609485842342,0,0,0,0,0,0,0,0,4.5805623805507,0,0,0,0,0,0,0,0,0,5.6624571634226,0,2.3704955602564,0,0,0,0,0,0,0,0,0
"SRR5091467",0,0,5.46044149362232,0,0,0,0,1.34596122383968,0,0,0,0,0,0,0,-2.19770950920937,0,0,0,-4.25459117121193,0,0,0,0,0,0,0,-4.45889534308066,0,0,3.80654453022789,0,0,0,0,0,0,0,0,0,0,0,0,-2.90726717254972,0,0,0,0,0.84346198260173,0,0,0,0,5.03553445403323,-3.66671622407085,0,0,-6.35093879702783
"SRR5091468",0,0,0,-0.505580814339639,0.62765995688068,0,0,5.72947107257274,0,0,0,0,0,4.76330769839715,0.55680344682074,0,0,0,0,0,0,0,0,0,0,-2.53065851948657,0,-3.08382108459171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38322913235778,0,5.34133479996499,0,0,0,0,0,0,0,0,0
"SRR5091469",3.89269769118873,0,0,-3.26912082594454,5.12958300023303,0,0,0,-2.50903586794202,0,0,-2.59667647335069,0,0,5.66228336661747,-2.66571018366142,0,0,0,0,-2.22469043283062,0,4.49757558266217,4.34577760128825,0,-3.04975921736559,0,-3.518786400458,0,0,4.61714547635535,0,0,0,0,0,0,0,0,0,0,0,-3.85327686077502,0,0,0,5.28233791532869,0,6.09471682657566,0,0,0,0,0,0,0,0,0
"SRR5091470",0,0,0,-6.69024328955273,4.9460283681918,0,0,0,-5.12788549812177,0,0,-2.76757234265692,0,0,0.0362977482961245,-2.8368129008317,0,0,0,0,-2.63232760491164,0,4.7935759111042,0.630796131795299,0,0,0,0,0,0,-4.91350407580736,0,0,0,0,0,0,0,0,0,0,0,4.55932515387306,0,-2.48846254355519,0,0,0,0,0,0,0,-4.31014355816966,0,0,0,0,0
"SRR5091471",0.0375201204984862,0,0,5.31855804651247,0,-2.65071306923351,0,5.50680451769295,0,0,0,-2.58091835756774,0,0,0,0,0,0,4.59116971219927,0,0,0,-4.47028172549454,0,0,0,0,-2.55391932632022,0,0,0,0,0,0,0,0,0,0,0,-3.1333978576379,0,0,0,0,0,0,0,0,-4.4235180316187,0,5.42720428975632,0,0,0,0,0,0,0
"SRR5091472",-3.24838220867823,3.57849648148585,0,-1.9902364642296,0,0,0,4.90737586326908,-1.90567159228065,0,0,-1.98030651590983,0,0,3.4471906751219,0,0,0,0,-4.47798015599059,0,0,-3.42999150011552,3.30072002037076,0,-2.75597866725905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77349507626863,0,0,0,0,0,0,0,-3.79805042215527,0,0,-6.57841630088135
"SRR5091473",0,4.14858759370528,0,-3.25931139275826,0,0,0,0.730084148282839,-2.43508587079327,0,0,-2.93819127906796,0,0,5.64529292994538,0,0,0,0,0,-2.63032024660637,0,5.0890965777015,4.21769244900705,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85369056936428,0,0,-2.60077001818955,0,-4.55584830729932,0,0,0,0,0,0,0,0,4.94273705521909,0,0,0,4.50466581030614,0,0
"SRR5091474",-4.84475671756686,0,0,0,0,0,0,5.26442551033395,0,0,0,-2.23423574462956,-2.6444952768964,0,0,-1.96971577203694,0,0,0,3.51144955013866,0,0,-3.86980982578488,0,0,-2.56196145361168,-4.5804001799605,0,0,0,3.41164779363774,0,0,0,0,0,0,0,0,0,0,0,0,-2.71677471437622,0,0,4.43744740468845,0,0,0,0,0,0,-4.70559183801804,-3.69438604617001,0,0,-6.39886433473996
"SRR5091475",0,0,4.80061480778625,2.58182624973352,0.548959577041902,0,0,4.19490548387137,0,0,0,0,0,0,3.43199685139662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13367682468418,-1.92759229928543,0,0,0,0,0,0,0,3.33868779864088,3.69563666728522,-2.54266402475786,0,0,-4.40402327745818
"SRR5091476",-4.17916594169953,4.35927845473963,0,0,0,0,0,1.26114928347942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85112891522998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21941100638718,0,0,0,0,-4.93830014010707,0,0,0,0,-5.57618343350905,0,0,0,0
"SRR5091477",-5.4437774542388,3.91982268320315,0,-6.17519889302096,0,0,0,5.83892446749024,0,0,0,-2.98122159947289,0,0,0.316993310066646,0,0,0,0,0,-2.40312141186711,0,5.16362727890879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.481161315032,0,0,4.1623283821105,-2.37439411266365,0,0,0,0,0,0,-4.29749745940983,0,0,4.11257124032587,0,0,0,0
"SRR5091478",-0.361338505549202,0,0,-2.87947618904819,4.97441551503364,0,0,0.829230879840554,0,0,0,-2.91312242142187,0,0,-4.98739905861628,0,0,0,0,0,0,0,-5.04567604257075,0,0,-2.59063776648484,0,-3.06519990329085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48711623555851,0,5.30908196785496,0,0,0,0,0,0,0,0,0
"SRR5091479",6.05266588785772,0,-2.29436812536263,0,3.4451780437566,0,3.97396216439464,4.13631279268113,0,0,0,6.0007965152161,0,0,0,-2.80634624904075,0,0,0,0,0,-2.14420590718261,0,0,0,0,0,0,0,0,4.86073428696893,0,0,0,0,0,0,0,0,-3.15691824426159,0,0,0,-3.13127881345285,0,3.71387357312959,0,0,0,0,5.46794279440221,0,0,5.42353399756433,0,0,0,0
"SRR5091480",-5.12887807588831,4.61451138347869,-2.76767660750351,0,0,0,-4.79375650311594,5.32940447064693,0,0,0,0,0,0,0,-2.66332729745922,0,0,0,0,5.34979430966977,0,0,0,0,0,0,-2.97119672191981,0,0,4.61301819638448,0,0,0,0,0,0,0,0,0,0,0,0,-3.36904745700558,0,0,0,0,-5.1462636816472,-2.75196161315202,0,0,0,-5.83536136864438,0,0,4.7665373344585,0
"SRR5091481",0,-4.83072588346848,0,-2.106950316184,4.1709479894438,0,0,0.90494399547803,0,0,0,-2.21814207716483,-2.34127935958988,0,3.649344996654,0,0,0,0,0,0,0,-3.84193477605585,0,0,0,-4.05521480552199,-1.93493265111114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35140166094844,0,0,0,0,0,-3.75729629761846,0,0,-6.50782808656561
"SRR5091482",0,3.74147535658709,0,0,0.936036277790685,0,0,5.76416659814657,0,0,0,-2.35058209166987,0,0,0,0,0,0,0,-4.89048798997836,0,0,4.07132761013375,0,0,0,0,-2.18977277675685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19168292996682,0,0,0,3.79279770637404,0,0,0,3.79610618878396,0,-3.29794467258347,0,0,-5.71220773346568
"SRR5091483",-4.43321372377406,0,0,-5.50127649722053,4.63623604115348,0,0,5.70753232250154,0,0,0,0,0,0,-0.195154503550812,0,0,0,0,4.4899689584644,0,0,0,0,0,-3.07149389351363,0,-3.00725334146634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59209601366304,0,0,5.31998347870316,0,5.20871557865099,0,0,0,0,-4.48964199376114,0,0,0,0
"SRR5091484",-4.99571196936401,0,-2.91347379796892,-2.23767903650964,0,0,-5.04628464460282,4.92466263623978,0,0,0,-2.6886852702431,0,0,3.87577378226646,0,0,0,0,0,0,0,-4.65693949362312,0,0,-2.29382827852671,0,-2.69285422812168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7286099822772,0,0,3.97302712224652,0,-4.66416034048342,0,0,0,0,4.72609112334373,-3.59381748489879,0,0,-6.2246744769741
"SRR5091485",-4.20959065701277,0,0,-2.3682899929034,3.86738900061878,0,0,0.429387614525166,0,0,0,0,0,0,-4.10199859476562,0,0,0,0,0,0,0,0,0,0,-2.6154165671114,0,1.9863537287989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53003437719432,0,4.40661749156612,0,0,0,0,0,-3.75062109158988,0,0,-6.49626629057311
"SRR5091486",5.78793270071417,0,0,0,0,0,0,-0.479409979398523,4.57296473264174,0,0,-2.64505683427513,-2.39474336956295,0,0,0,0,0,0,0,-2.54615317890222,0,4.58137282587182,0,0,0,-4.14781718717172,-2.62621105465101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41006666971166,0,0,0,0,0,-4.5487309780546,0,0,0,0,0,0,0,0,0
"SRR5091487",-0.178676795062486,0,0,-2.43341983583971,0,0,0,4.84662759953238,-2.19436432066855,0,0,0,0,0,-4.2148067918203,0,0,0,0,0,-2.28701810248231,0,0,-3.8007504937143,0,-2.35681017247272,0,-2.23329040105089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.96123155132913,0,0,0,4.08211496251793,0,3.86817244267602,0,0,0,0,0,-3.73484082348635,0,0,-6.46893406446074
"SRR5091488",0,0,0,-2.42303916555684,4.84940181060907,0,0,4.0213353780547,-2.90268583384791,0,0,0,0,0,4.19682694347374,0,0,0,0,0,-5.3950506966179,0,0,5.02759934263501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.711007717285738,-3.18529503441076,0,0,0,0,0,0,0,0,0,-5.51709283669629,-3.5499924921103,0,0,-6.1487673628231
"SRR5091489",5.85416867982938,0,0,0,0,-3.51020373776673,0,0,-2.89502056640759,0,0,4.34028273801469,0,0,0,0,0,0,6.07985121873016,0,-2.41624448648281,0,0,5.01432270997478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18505821409641,-2.74021032092918,0,0,0,0,0,0,0,0,0,-4.74618349927396,0,0,0,0
"SRR5091490",-4.77160254965633,-4.6343775925753,0,0,4.54549148037208,0,0,0.730691976852203,0,0,0,0,-5.31206764515261,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.297889243839868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32765345127501,0,0,0,0,0,0,0,0,0,-4.03161404002137,-3.62558561625506,0,0,-6.27969849454468
"SRR5091491",4.5260453905869,-5.41293829423344,0,-5.81953588971464,4.80679482583571,0,0,4.87579515719272,0,0,0,-2.78997665124474,0,0,-0.539505822116678,0,0,0,0,0,-2.63009826329908,0,4.83238131188676,0,0,-2.77681412293849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55546382093267,0,0,0,4.80958314410427,0,0,0,0,0,0,0,0,0,0,0
"SRR5091492",0,0,0,0,4.5148008803896,-2.9104615590289,0,4.54785420294966,-2.78659506258305,0,0,-2.67419029955631,0,0,0,0,0,0,5.04106729371417,0,-2.57614859285178,0,4.63183346793936,4.82652422851441,0,0,0,-3.15015023223606,0,0,0,0,0,0,0,0,0,0,0,-3.20495893223489,-2.82555033336441,0,-4.46202025066635,0,0,0,0,0,-5.45622025370776,0,5.55115170680254,0,0,0,0,-4.89399673673033,0,0
"SRR5091493",5.19905583080945,0,0,-3.22034977431203,0.944759639303865,0,0,1.64927084497532,0,0,0,-2.22591438062697,0,0,5.57780942725141,0,0,0,0,0,0,0,3.85539680054413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84723811946473,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.93156108415977,0,0,-2.55991999759919,0,0,4.43391149915339
"SRR5091494",-4.67232512145992,0,-2.52460102977631,-3.21129010834688,0,0,-4.37273725241327,5.05925253789362,0,0,0,-5.7922118651183,0,0,5.56211762550017,0,0,0,0,0,0,0,0.564402051522919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75269634691216,0,0,0,0,0,0,0,0,0,-4.7678099306611,0,0,0,0
"SRR5091495",0,0,0,-5.32565090780745,4.44274779110185,0,0,4.54023968987191,0,0,0,-2.57175882718341,-2.51781018580908,0,-0.624953316481955,0,0,0,0,0,-2.34320258936492,0,4.45441695349541,0,0,0,-4.36097516563577,0,0,0,0,0,0,0,0,0,0,-2.59495228161652,0,0,0,0,4.058545937207,0,0,0,0,0,0,0,0,-4.49458919497659,0,0,-3.65099359151162,0,0,-6.3237063986065
"SRR5091496",0,5.77337123164667,-2.72943341116594,0,0,5.78193561222835,4.72751734401544,4.31577033838465,-3.05664585974554,0,0,-2.7418072387879,0,0,0,-2.31819560449387,0,0,0,0,-2.34250924680239,0,4.74894944214078,5.29426592982434,0,-3.36113100049047,0,0,0,0,4.01523256886622,0,0,0,0,0,0,0,0,0,0,0,-4.05734503266164,0,0,0,5.82164966374431,0,0,0,0,0,0,0,0,0,0,0
"SRR5091497",0.557201459758945,0,0,-5.90221983361422,0.738072586671902,-2.61243834839382,0,5.54261693841954,0,0,0,0,0,0,0.0771112381043517,0,0,0,4.52487595105942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90681444303506,0,0,0,0,0,0,0,0,0,0,5.03475030351175,0,0,0,0,0,0,0
"SRR5091498",0,3.62603365944836,-1.90851645769424,0,4.14696568236714,0,-3.30564747180779,4.64778720476074,0,0,0,-2.39009395195143,0,0,0,0,0,0,0,0,0,0,-4.13976415964297,0,0,-2.24042901863208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27192077327107,0,0,3.88053689102245,0,0,0,0,0,0,-3.93508221007667,-3.81157993314676,0,0,-6.60185010132016
"SRR5091499",0,6.51882653716823,0,-2.34051972186052,0,0,0,0,-2.69212282939278,0,5.00243946016652,0,0,0,4.0538990743794,0,0,0,0,0,2.00569335070253,-2.32499702530542,0,4.66289352072437,0,-2.58663890378113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54548796637022,-2.25461342690846,0,4.02701297527548,4.48019000218317,0,0,0,0,0,0,3.90510500683243,0,0,0,0
"SRR5091500",0,0,0,0,0,0,0,0,0,0,0,-1.94601420176019,0,0,0,0,0,0,0,0,0,0,3.37059546969924,0,0,-2.87224772953422,0,-2.98305717977364,0,0,0,0,0,0,0,0,0,0,0,0,-1.86024865029203,0,0,-3.4006550390373,0,0,4.97487899947762,0,5.16680659725108,0,0,0,0,5.89010730662773,-0.0893866853114638,3.22204517701722,0,-6.16123993968829
"SRR5091501",0.276435613753319,0,0,0,0,0,0,0.856927096607537,0,0,0,-0.586293441432783,0,0.480776714230692,0,0,0,0,0,0,0,0,1.01549002870599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301160240799817,0,0,0,0.564640926176925,0,0,0,0,0,1.40050255064248,0,0,0,6.66110075802264,-0.539662555868399,0,0,-0.934722965706546
"SRR5091502",-4.81824839236269,0,0,-5.73785358899419,5.4448371227101,0,0,4.93417600152696,-2.47409224989836,0,0,-5.29270521667918,0,0,0.0125241688494779,0,0,0,0,0,0,0,0.420652117785856,-4.28525347943636,0,-3.05498893410539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29139605043122,0,0,0,0,0,0,0,0,0,0,0
"SRR5091503",-5.05605327597844,0,0,-3.10986526265801,0,0,0,5.10244185371427,0,0,0,-2.99581540683464,-2.52027577629233,0,5.3864446396172,0,0,0,0,0,0,0,-5.18890449473522,0,0,0,-4.3652456936234,-2.8996892759344,0,0,0,0,0,0,0,0,0,0,0,-2.52658680720544,0,0,0,-2.67713610616904,0,0,0,0,-5.02240915208098,-3.12365640739647,4.37617671981306,0,0,-4.63693575466188,0,0,-5.41033160299876,0
"SRR5091504",0,0,0,0,4.75154839636587,0,0,5.42143973837862,-4.79467126372262,0,0,0,0,3.95046379459638,0,0,0,0,0,-5.2356773202988,0,0,0,0.0016667010423058,0,0,0,-5.09500843650108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729735702095993,0,0,0,0,0,-3.59378539435946,0,0,-6.22461889452953
"SRR5091505",0,6.10924939321204,0,-2.68885506580108,0,0,0,4.95771574485163,0,0,0,0,0,0,4.65723358815644,0,0,0,0,0,0,0,0,0,0,0,0,-2.89170149046904,0,0,0,0,0,0,0,-4.47657926590095,0,-5.36963082270655,0,0,0,0,0,-2.68683808603482,0,0,0,0,5.00857390181502,0,0,0.256442181971147,0,-4.65374007672342,0,0,0,0
"SRR5091506",4.40505053323853,0,-2.61323967020509,-3.08151039474947,5.59908534960867,0,4.52626388114975,5.04637030894352,0,0,0,0,0,0,5.33733256775771,0,0,0,0,0,-5.18864469400276,0,0,0,0,-5.68549166423559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229846925105264,0,0,0,0.755014604666055,0,0,0,0,0,0,0,0,0,0,0
"SRR5091507",4.11608856449818,0,0,-3.55566895941689,3.93596892188417,0,0,3.93556108929546,0,0,0,-5.43448152045379,0,0,6.15859929260561,0,0,0,0,0,-2.60123294871524,0,0.364001665808003,0,0,2.55072252275495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50546762949701,0,0,0,4.66870484791009,0,0,0,0,0,0,0,0,0,0,0
"SRR5091508",-4.34416311631677,0,-2.53353860113098,-2.80141596593751,0,0,-4.38821758009584,5.52080930138673,0,0,0,-2.96266332630333,0,0,-4.85219478613841,0,0,0,0,0,0,0,-5.13148340687838,0,0,-2.7659535401456,0,-6.10720447182657,0,0,0,0,3.90189911607236,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79077206290719,0,1.02284837507842,0,0,0,0,0,0,0,0,0
"SRR5091509",-5.09029696136188,0,-2.30446077891436,0,0,-2.95716645105975,-3.99144315312941,5.7468758052292,0,0,0,-2.91869564990983,0,0,0,0,0,0,5.12196253967364,-1.12603671280608,0,0,5.05532915747409,0,0,0,0,-3.02955956120978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.24735108457142,0,0,0,0,0,0,0,0,0
"SRR5091510",4.74585403420601,0,0,-3.23725043944082,4.67816754392448,0,0,0.0266745917096384,0,0,0,-5.33541302130996,0,0,5.60708223793617,0,0,0,0,0,0,0,0.345628659543935,0,0,-2.84997834791658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93630729906272,0,0,0,0,0,0,0,-2.44746055333144,0,0,4.23912602789069
"SRR5091511",0,4.50481843064564,0,-3.28986203720705,1.19497763289284,-5.12765498056643,0,5.46997048542453,0,0,0,-2.75560742048186,0,0,5.69820819833465,0,0,0,0.179934028172807,0,0,0,4.7728520579884,0,0,-2.70276104981626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.68131945899996,0,0,0,0,0,0,0,0,0,0,0
"SRR5091512",-0.417021159391295,0,0,0,0,-2.748001311313,0,5.11734692900758,0,0,0,-2.80397969516867,0,0,0,-2.29206711292029,0,0,4.75967789046001,0,-4.34149029295598,0,4.85663529542362,0,0,-3.58242594238134,0,0,0,0,3.96997669393566,0,0,0,0,0,0,0,0,0,0,0,-0.0318971788239023,0,0,0,6.20494374655729,0,0,0,0,0,0,0,0,0,0,0
"SRR5091513",0,0,0,-5.71586554783791,5.47832428371766,-4.88091556455766,0,0.375155586621765,0,0,-2.52384267480475,-2.58183459094619,0,0,0.438424838598642,0,0,0,0.509954382392437,0,0,0,-4.47186868825761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37142374307236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR5091514",4.22353117887,0,0,-2.79570537507399,4.86127183375847,0,0,0,-2.57626386838282,0,-2.65206213060796,-5.3671374563439,0,0,-4.84230375262155,0,0,0,0,0,0,0,0.880736202550933,4.46221991374298,0,-3.0894016343508,0,-3.46457823973174,0,0,0,0,0,0,0,0,0,0,-4.59350635504235,0,0,0,0,0,0,0,5.3510005956819,0,6.00082553801292,0,0,0,0,0,0,0,0,0
"SRR5091515",0,0,-2.44930717340574,0,1.20498748406475,0,-4.24232446768166,6.32679192117806,0,0,0,-2.746879556632,0,0,0,0,0,0,0,0,0,0,-4.75773495435889,0,0,-4.96311057726492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94246245456564,0,-2.52956347300104,0,0,0.347677929657379,0,0,0,0,0,0,-4.38133245620819,0,0,0,0
"SRR5091516",0,0,0,-5.81083014378701,5.27744364858683,0,0,0,-4.90265708003624,0,0,0,0,0,0.191351153493791,0,0,0,0,0,-2.45078096187526,0,0,-0.0361152007862585,0,-2.65367589691522,0,-3.22409041040163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.24487714419048,0,0,0,4.59630148027807,0,5.58428839901122,0,0,0,0,0,-2.88147872849053,0,0,-4.99086755867456
