,D002446
1264__820_46506,0.3463877023988754
820__46506,-0.0368326498990815
253239__536633,-0.11350137114003615
1571__47877_1661032,0.1933758147556376
1428__13690_56810,-0.3962201213643309
153151__28901_78342,0.5775161937953368
29370__1559_308892,0.2909299148444705
351091__626930,-0.04240239678560605
254__329854,-0.11466908319118554
626933__28126_1844653,0.23036914394786895
1580__28025_34038,0.5667069725606948
1465521__1613_118748,-0.009037350877260328
511__1547_29355,-0.2670938651477306
376805__1512_341225,-0.06433449732813731
305719__535744,-0.2670189179711595
182710__317_39484,-0.7304491278967992
2173__1710_1661050,0.4447499899577247
28901__78342,-0.3618685517176895
1727__1358_46228,0.19552439970819596
1113741__1401_290588,0.3752651665522997
1613__118748,-0.001757892298143552
199__60133_470565,0.03642757454980618
38286__38304_441500,0.02194307255822662
245__191295_588932,0.8436354409658605
36835__143393,-0.450839485024219
104663__153721_1611423,-0.2716393305163239
529__294_587753,0.08891182598853964
180282__32013_80866,0.25600841140763403
39483__29360_29375,0.43668363655899856
452084__204516_1755626,-0.15347911792913865
100884__1280_1282,-0.12439427560460288
108980__421767,-0.3799339418274677
214856__437898,-0.34007164996864425
376806__671267,-0.6932219052026132
202611__840_33935,-1.0106290380217815
187452__1467_487698,0.19542128909486398
166486__301301,0.06840798492601835
658457__316_137732,-0.2950781806041634
1532__41976_163877,0.9229993235158759
310514__136857_626932,0.7487595411108391
225991__290309,-0.1477553093626868
47715__40518_239935,0.18527105019346732
317__39484,-0.5482665869796812
370979__490189,-0.12809713385305402
28454__1113609,-0.02608690305515049
28135__477666,-0.0197274965677779
38304__441500,-0.2704169138086884
386414__28130_76517,-0.43326339092646177
1559__308892,-0.6593946965868422
153721__1611423,0.547825439395186
28137__1308_28132,1.0414984698055132
34087__196024,0.4530919219555107
1680__1685_216816,0.5186672397868786
28126__1844653,0.18585385229336032
53408__1670_1034636,-0.6410949591730151
1597__82135,-0.3453951082691287
1735__33069,0.10627832101121426
13690__56810,-0.5605027235151039
204516__1755626,0.01380654920222462
184870__187491,-0.17957913248661422
471__106654,-0.05317892838552031
28025__34038,0.4090350999681899
1401__290588,0.7486981063005258
43770__1746653,-1.545502035206278
860__726_1379,-0.7592465262363054
47877__1661032,-0.1300245512388115
1710__1661050,0.3867283032050902
901__871324,-0.4039925916240829
60133__470565,0.07276658600966251
32013__80866,0.8824747970515818
1547__29355,-0.3317426335441908
40518__239935,-0.10684328009710198
876__28116_397865,-0.040010294416683787
840__33935,-0.5715226075831931
1633__103892,0.18547510028156625
470__28127,0.4550628273141224
67269__285_83617,0.3666166565796185
33031__40681,-0.4933171380696371
1254__1582_2741,-0.21996911727257404
243924__582_44749,0.7551715175766416
1512__341225,-0.3037987654871511
1487956__1725_191493,0.11680775264152872
1408__102862,-1.0790253877620823
191295__588932,1.4798690813625146
316__137732,-0.31427435974792794
76759__83263,-0.3752605106370601
57706__376804,0.3867213995567466
488__29466_43675,0.26777423037824105
1504__39489,-0.8846395452402478
41976__163877,-0.4069230225772045
48296__487316,-0.8307242987080177
1148157__588_516075,0.5283328893766407
185293__1515_310297,-0.04991261583939178
1308__28132,-0.5659681687813156
288965__228603_1465754,0.012419405338823502
1280__1282,-0.4905459532039414
28116__397865,0.06804921885726771
1267__216935,0.4969543071043364
905__1691,-1.8382701447620655
294__587753,-0.6091935570261718
29360__29375,0.8099274887017631
28091__729_45851,-0.5921867217652272
33039__52787,0.7186809903205772
1590__483012,-0.2942754990910693
582__44749,-0.3800604598475984
79883__84032,1.052936660386427
35833__358742,-0.4997381510955438
136857__626932,1.3852997075465128
1358__46228,-0.3559399666308896
43131__53363,-0.7957756879401371
626931__1902_384638,-0.80792789715404
79880__454154_487175,0.2886239086015185
454155__39029_251535,-0.2755390430530318
1510__106648_284042,-1.2597752881487676
425941__1623_28037,1.0528146783177923
349096__291645_1463864,-0.7882554270603156
69825__165179,-0.15970471547232104
52226__28026_40520,0.29715545242421404
28129__839_40519,0.4889439289747087
310300__1630_189722,0.16764854891350156
1515__310297,-0.06309895838235582
1582__2741,-0.8683130066148471
39486__387661_410072,0.5849864119348342
301__29552_328812,0.07534695293909748
584__821_46503,-0.2759618840611056
33035__47678_187327,0.5947473507169377
53412__287_28111,-0.20055694316311845
729__45851,0.4448750896083377
228603__1465754,-0.23810362611488795
1307__1303_39778,1.0804081663605032
208479__40214_40324,0.11818662001198753
2088__169435_626937,0.652768015884964
454154__487175,0.11382195513010016
1623__28037,-0.8002856738767401
28026__40520,0.03913770345983959
1630__189722,-0.0523027581673084
839__40519,-0.4522301064026876
28136__28125_882211,1.6152694665269975
574375__216947_261299,0.2211438858026604
287__28111,0.3619395158424426
29552__328812,-0.3320625615865235
387661__410072,0.2650911733157483
29466__43675,-0.11522922382397473
47678__187327,-0.3691664562353799
38288__293_33038,1.8699661533129208
169435__626937,-0.5245940461592645
821__46503,-0.0184046098956062
28038__246787_310298,0.2473334041643799
1685__216816,1.4237170143846711
237258__29348_387090,0.29272498300983674
33029__1827099,-0.6484494606890362
84030__39492_589436,0.6803798729799692
1725__191493,-0.679067768234653
28125__882211,-0.06321496077617023
216947__261299,1.2637709018594965
78346__122355_1161942,0.5297178078249427
293__33038,0.7154667602157249
907__216778,-0.8740289501557021
28118__818_823,0.22890557326394445
246787__310298,0.0396782445542613
39497__33043_39485,0.2897289654232232
1303__39778,1.1455385061082757
29348__387090,0.5034775000286993
588__516075,1.1791066318632726
47880__101564,-1.5549582716077186
28090__202956,-0.24552380676711585
1467__487698,1.3783122429047874
39492__589436,0.5810944061931272
122355__1161942,1.1908251339894331
726__1379,-0.36892396956979545
285__83617,0.7848580984843514
1260__28128,-0.310291956959718
1670__1034636,-0.7912217665948362
36874__817_218538,-0.27750682042456104
47770__59310,0.7556719833818142
55197__999468,-0.3147659983282087
1646377__1535_328813,0.4800296239782438
40214__40324,-1.3434440703528812
818__823,0.275850048123658
1902__384638,0.07205833857190905
33043__39485,-0.3091013123764385
562__291644,-0.4378209582829886
271420__1144673,-0.44678071018269705
39029__251535,-0.4297960997906026
1010__41276,0.6249657735471037
817__218538,0.45289543889631
106648__284042,1.695926666467356
291645__1463864,0.8207719495916808
1535__328813,-0.7007566277938497
1463837__76853_218284,-1.4871668600426966
879__1604_97478,-1.0847200862221953
45067__173480,1.1158609653105014
29356__1113922,1.2271397487151996
76853__218284,0.1870576483352136
1604__97478,0.4140997761047989
28130__76517,-0.2297725019594937
