"","Part","BalanceID","Component","Group","d.group"
"25","-1","1264__820_46506","820","1264__820_46506-1","p__FCB group"
"41","1","1264__820_46506","1264","1264__820_465061","p__Terrabacteria group"
"187","-1","1264__820_46506","46506","1264__820_46506-1","p__FCB group"
"408","1","820__46506","820","820__465061","p__FCB group"
"570","-1","820__46506","46506","820__46506-1","p__FCB group"
"1053","1","253239__536633","253239","253239__5366331","p__Terrabacteria group"
"1107","-1","253239__536633","536633","253239__536633-1","p__Terrabacteria group"
"1218","1","1571__47877_1661032","1571","1571__47877_16610321","p__Terrabacteria group"
"1340","-1","1571__47877_1661032","47877","1571__47877_1661032-1","p__Proteobacteria"
"1525","-1","1571__47877_1661032","1661032","1571__47877_1661032-1","p__Proteobacteria"
"1588","1","1428__13690_56810","1428","1428__13690_568101","p__Terrabacteria group"
"1629","-1","1428__13690_56810","13690","1428__13690_56810-1","p__Proteobacteria"
"1735","-1","1428__13690_56810","56810","1428__13690_56810-1","p__Proteobacteria"
"2035","-1","153151__28901_78342","28901","153151__28901_78342-1","p__Proteobacteria"
"2129","-1","153151__28901_78342","78342","153151__28901_78342-1","p__Terrabacteria group"
"2159","1","153151__28901_78342","153151","153151__28901_783421","p__Terrabacteria group"
"2366","-1","29370__1559_308892","1559","29370__1559_308892-1","p__Terrabacteria group"
"2423","1","29370__1559_308892","29370","29370__1559_3088921","p__Terrabacteria group"
"2596","-1","29370__1559_308892","308892","29370__1559_308892-1","p__Terrabacteria group"
"2991","1","351091__626930","351091","351091__6269301","p__Terrabacteria group"
"3028","-1","351091__626930","626930","351091__626930-1","p__FCB group"
"3067","1","254__329854","254","254__3298541","p__FCB group"
"3371","-1","254__329854","329854","254__329854-1","p__FCB group"
"3556","-1","626933__28126_1844653","28126","626933__28126_1844653-1","p__FCB group"
"3797","1","626933__28126_1844653","626933","626933__28126_18446531","p__FCB group"
"3829","-1","626933__28126_1844653","1844653","626933__28126_1844653-1","p__Terrabacteria group"
"3900","1","1580__28025_34038","1580","1580__28025_340381","p__Terrabacteria group"
"3928","-1","1580__28025_34038","28025","1580__28025_34038-1","p__Terrabacteria group"
"3973","-1","1580__28025_34038","34038","1580__28025_34038-1","p__Proteobacteria"
"4289","-1","1465521__1613_118748","1613","1465521__1613_118748-1","p__Terrabacteria group"
"4449","-1","1465521__1613_118748","118748","1465521__1613_118748-1","p__Terrabacteria group"
"4584","1","1465521__1613_118748","1465521","1465521__1613_1187481","p__Terrabacteria group"
"4610","1","511__1547_29355","511","511__1547_293551","p__Proteobacteria"
"4663","-1","511__1547_29355","1547","511__1547_29355-1","p__Terrabacteria group"
"4718","-1","511__1547_29355","29355","511__1547_29355-1","p__Terrabacteria group"
"5041","-1","376805__1512_341225","1512","376805__1512_341225-1","p__Terrabacteria group"
"5287","-1","376805__1512_341225","341225","376805__1512_341225-1","p__Terrabacteria group"
"5293","1","376805__1512_341225","376805","376805__1512_3412251","p__FCB group"
"5659","1","305719__535744","305719","305719__5357441","p__FCB group"
"5702","-1","305719__535744","535744","305719__535744-1","p__Proteobacteria"
"5755","-1","182710__317_39484","317","182710__317_39484-1","p__Proteobacteria"
"5904","-1","182710__317_39484","39484","182710__317_39484-1","p__Terrabacteria group"
"6000","1","182710__317_39484","182710","182710__317_394841","p__Terrabacteria group"
"6215","-1","2173__1710_1661050","1710","2173__1710_1661050-1","p__Terrabacteria group"
"6223","1","2173__1710_1661050","2173","2173__1710_16610501","p__Euryarchaeota"
"6505","-1","2173__1710_1661050","1661050","2173__1710_1661050-1","p__Proteobacteria"
"6631","1","28901__78342","28901","28901__783421","p__Proteobacteria"
"6725","-1","28901__78342","78342","28901__78342-1","p__Terrabacteria group"
"6945","-1","1727__1358_46228","1358","1727__1358_46228-1","p__Terrabacteria group"
"6983","1","1727__1358_46228","1727","1727__1358_462281","p__Terrabacteria group"
"7079","-1","1727__1358_46228","46228","1727__1358_46228-1","p__Terrabacteria group"
"7330","-1","1113741__1401_290588","1401","1113741__1401_290588-1","p__Terrabacteria group"
"7570","-1","1113741__1401_290588","290588","1113741__1401_290588-1","p__Terrabacteria group"
"7637","1","1113741__1401_290588","1113741","1113741__1401_2905881","p__Terrabacteria group"
"7736","1","1613__118748","1613","1613__1187481","p__Terrabacteria group"
"7896","-1","1613__118748","118748","1613__118748-1","p__Terrabacteria group"
"8044","1","199__60133_470565","199","199__60133_4705651","p__Proteobacteria"
"8249","-1","199__60133_470565","60133","199__60133_470565-1","p__FCB group"
"8374","-1","199__60133_470565","470565","199__60133_470565-1","p__FCB group"
"8579","1","38286__38304_441500","38286","38286__38304_4415001","p__Terrabacteria group"
"8581","-1","38286__38304_441500","38304","38286__38304_441500-1","p__Terrabacteria group"
"8753","-1","38286__38304_441500","441500","38286__38304_441500-1","p__Terrabacteria group"
"8811","1","245__191295_588932","245","245__191295_5889321","p__FCB group"
"9073","-1","245__191295_588932","191295","245__191295_588932-1","p__Proteobacteria"
"9153","-1","245__191295_588932","588932","245__191295_588932-1","p__Proteobacteria"
"9340","1","36835__143393","36835","36835__1433931","p__Terrabacteria group"
"9434","-1","36835__143393","143393","36835__143393-1","p__Terrabacteria group"
"9806","1","104663__153721_1611423","104663","104663__153721_16114231","p__FCB group"
"9820","-1","104663__153721_1611423","153721","104663__153721_1611423-1","p__FCB group"
"9949","-1","104663__153721_1611423","1611423","104663__153721_1611423-1","p__FCB group"
"9965","-1","529__294_587753","294","529__294_587753-1","p__Proteobacteria"
"9973","1","529__294_587753","529","529__294_5877531","p__Proteobacteria"
"10301","-1","529__294_587753","587753","529__294_587753-1","p__Proteobacteria"
"10472","-1","180282__32013_80866","32013","180282__32013_80866-1","p__Proteobacteria"
"10559","-1","180282__32013_80866","80866","180282__32013_80866-1","p__Proteobacteria"
"10595","1","180282__32013_80866","180282","180282__32013_808661","p__Proteobacteria"
"10848","-1","39483__29360_29375","29360","39483__29360_29375-1","p__Terrabacteria group"
"10850","-1","39483__29360_29375","29375","39483__29360_29375-1","p__Terrabacteria group"
"10882","1","39483__29360_29375","39483","39483__29360_293751","p__Terrabacteria group"
"11376","-1","452084__204516_1755626","204516","452084__204516_1755626-1","p__FCB group"
"11435","1","452084__204516_1755626","452084","452084__204516_17556261","p__FCB group"
"11486","-1","452084__204516_1755626","1755626","452084__204516_1755626-1","p__Terrabacteria group"
"11534","-1","100884__1280_1282","1280","100884__1280_1282-1","p__Terrabacteria group"
"11535","-1","100884__1280_1282","1282","100884__1280_1282-1","p__Terrabacteria group"
"11717","1","100884__1280_1282","100884","100884__1280_12821","p__Terrabacteria group"
"12107","1","108980__421767","108980","108980__4217671","p__Proteobacteria"
"12196","-1","108980__421767","421767","108980__421767-1","p__Terrabacteria group"
"12527","1","214856__437898","214856","214856__4378981","p__FCB group"
"12582","-1","214856__437898","437898","214856__437898-1","p__Proteobacteria"
"12954","1","376806__671267","376806","376806__6712671","p__FCB group"
"12993","-1","376806__671267","671267","376806__671267-1","p__FCB group"
"13051","-1","202611__840_33935","840","202611__840_33935-1","p__FCB group"
"13163","-1","202611__840_33935","33935","202611__840_33935-1","p__Terrabacteria group"
"13289","1","202611__840_33935","202611","202611__840_339351","p__Terrabacteria group"
"13462","-1","187452__1467_487698","1467","187452__1467_487698-1","p__Terrabacteria group"
"13666","1","187452__1467_487698","187452","187452__1467_4876981","p__Terrabacteria group"
"13742","-1","187452__1467_487698","487698","187452__1467_487698-1","p__Proteobacteria"
"14038","1","166486__301301","166486","166486__3013011","p__Terrabacteria group"
"14084","-1","166486__301301","301301","166486__301301-1","p__Terrabacteria group"
