featureid,D006262
165179,-2.256391970572767
1260,-0.05532204200817631
261299,3.5665566660738075
1280,-0.8216133076273192
1515,0.8562635635021157
1686,-15.515954962270877
1755626,15.48126562409956
1504,-5.702858531894645
47678,-0.3026545642254301
853,-10.60082290449432
46506,0.22821622116537263
137591,3.966287261355102
78448,0.18673679072135999
1559,-14.170192761871007
931533,-0.6351948317945142
1282,-3.1783818465707165
1623,6.588842534445362
1267,-4.737686379991008
28117,-2.515073881505399
310298,4.185427163681836
1352,7.735287259130171
40519,-1.891788906405445
817,7.370862079098787
28026,0.8227208775564907
1304,-3.454278175330946
45851,2.4303093195954237
1685,0.5040520698684756
2317,-0.3928712139525986
40520,0.9006539333320858
29466,-0.5374437950233786
562,5.150960525095866
820,-8.36592997973085
1520,-1.513668670240146
308994,-0.13603228891341312
39777,-0.580281628070854
301302,-2.405483128169871
521157,7.00572437005072
158787,-0.8586660672095637
218538,7.71217320237188
204516,-0.5128359303835424
36745,-0.40327784625039653
39778,-0.3787887969938164
387661,-0.29557006510077755
1343,-3.165133123570723
78345,-2.6299016249863985
40518,2.486638173772684
1596,-0.0617478382099181
74426,-0.09487946469279464
39485,0.5785082210741631
84026,1.4466375399234617
309120,1.5591556454838305
