"","Part","BalanceID","Component","Group","d.group"
"17","-1","755171__28130_239935","28130","755171__28130_239935-1","p__FCB group"
"45","-1","755171__28130_239935","239935","755171__28130_239935-1","p__PVC group"
"58","1","755171__28130_239935","755171","755171__28130_2399351","p__Terrabacteria group"
"71","-1","39492__1735_35833","1735","39492__1735_35833-1","p__Terrabacteria group"
"84","-1","39492__1735_35833","35833","39492__1735_35833-1","p__Proteobacteria"
"85","1","39492__1735_35833","39492","39492__1735_358331","p__Terrabacteria group"
"121","1","726__850_859","726","726__850_8591","p__Proteobacteria"
"125","-1","726__850_859","850","726__850_859-1","p__Fusobacteria"
"128","-1","726__850_859","859","726__850_859-1","p__Fusobacteria"
"193","1","28116__423605","28116","28116__4236051","p__FCB group"
"235","-1","28116__423605","423605","28116__423605-1","p__Elusimicrobia"
"256","1","28128__46506_137732","28128","28128__46506_1377321","p__FCB group"
"268","-1","28128__46506_137732","46506","28128__46506_137732-1","p__FCB group"
"275","-1","28128__46506_137732","137732","28128__46506_137732-1","p__Terrabacteria group"
"317","1","28130__239935","28130","28130__2399351","p__FCB group"
"345","-1","28130__239935","239935","28130__239935-1","p__PVC group"
"404","-1","1644106__228604_454154","228604","1644106__228604_454154-1","p__FCB group"
"416","-1","1644106__228604_454154","454154","1644106__228604_454154-1","p__FCB group"
"420","1","1644106__228604_454154","1644106","1644106__228604_4541541","p__Terrabacteria group"
"426","1","853__40519","853","853__405191","p__Terrabacteria group"
"446","-1","853__40519","40519","853__40519-1","p__Terrabacteria group"
"495","1","28125__228603_487175","28125","28125__228603_4871751","p__FCB group"
"523","-1","28125__228603_487175","228603","28125__228603_487175-1","p__FCB group"
"537","-1","28125__228603_487175","487175","28125__228603_487175-1","p__Proteobacteria"
"549","-1","78345__1515_83771","1515","78345__1515_83771-1","p__Terrabacteria group"
"572","1","78345__1515_83771","78345","78345__1515_837711","p__Terrabacteria group"
"573","-1","78345__1515_83771","83771","78345__1515_83771-1","p__Proteobacteria"
"644","1","228604__454154","228604","228604__4541541","p__FCB group"
"656","-1","228604__454154","454154","228604__454154-1","p__FCB group"
"700","1","204516__386414","204516","204516__3864141","p__FCB group"
"712","-1","204516__386414","386414","204516__386414-1","p__FCB group"
"747","1","40520__357276","40520","40520__3572761","p__Terrabacteria group"
"770","-1","40520__357276","357276","40520__357276-1","p__FCB group"
"814","1","85831__185293","85831","85831__1852931","p__FCB group"
"817","-1","85831__185293","185293","85831__185293-1","p__FCB group"
"847","1","856__214856","856","856__2148561","p__Fusobacteria"
"881","-1","856__214856","214856","856__214856-1","p__FCB group"
"903","-1","28111__820_376804","820","28111__820_376804-1","p__FCB group"
"912","1","28111__820_376804","28111","28111__820_3768041","p__FCB group"
"951","-1","28111__820_376804","376804","28111__820_376804-1","p__FCB group"
"965","1","850__859","850","850__8591","p__Fusobacteria"
"968","-1","850__859","859","850__859-1","p__Fusobacteria"
"1040","1","31971__310298","31971","31971__3102981","p__Terrabacteria group"
"1067","-1","31971__310298","310298","31971__310298-1","p__FCB group"
"1090","1","1686__397865","1686","1686__3978651","p__Terrabacteria group"
"1134","-1","1686__397865","397865","1686__397865-1","p__FCB group"
"1169","1","47678__387661","47678","47678__3876611","p__FCB group"
"1193","-1","47678__387661","387661","47678__387661-1","p__FCB group"
"1211","1","1735__35833","1735","1735__358331","p__Terrabacteria group"
"1224","-1","1735__35833","35833","1735__35833-1","p__Proteobacteria"
"1269","1","1515__83771","1515","1515__837711","p__Terrabacteria group"
"1293","-1","1515__83771","83771","1515__83771-1","p__Proteobacteria"
"1324","-1","310514__823_165179","823","310514__823_165179-1","p__FCB group"
"1356","-1","310514__823_165179","165179","310514__823_165179-1","p__FCB group"
"1368","1","310514__823_165179","310514","310514__823_1651791","p__FCB group"
"1423","1","228603__487175","228603","228603__4871751","p__FCB group"
"1437","-1","228603__487175","487175","228603__487175-1","p__Proteobacteria"
"1462","1","33033__1297750","33033","33033__12977501","p__Terrabacteria group"
"1499","-1","33033__1297750","1297750","33033__1297750-1","p__FCB group"
"1514","-1","328814__28117_218538","28117","328814__28117_218538-1","p__FCB group"
"1542","-1","328814__28117_218538","218538","328814__28117_218538-1","p__Terrabacteria group"
"1549","1","328814__28117_218538","328814","328814__28117_2185381","p__FCB group"
"1562","1","818__187327","818","818__1873271","p__FCB group"
"1598","-1","818__187327","187327","818__187327-1","p__Terrabacteria group"
"1624","1","823__165179","823","823__1651791","p__FCB group"
"1656","-1","823__165179","165179","823__165179-1","p__FCB group"
"1708","1","46506__137732","46506","46506__1377321","p__FCB group"
"1715","-1","46506__137732","137732","46506__137732-1","p__Terrabacteria group"
"1754","1","28117__218538","28117","28117__2185381","p__FCB group"
"1782","-1","28117__218538","218538","28117__218538-1","p__Terrabacteria group"
"1803","1","820__376804","820","820__3768041","p__FCB group"
"1851","-1","820__376804","376804","820__376804-1","p__FCB group"
