"","Part","BalanceID","Component","Group","d.group"
"57","1","46506__218538","46506","46506__2185381","p__FCB group"
"72","-1","46506__218538","218538","46506__218538-1","p__Terrabacteria group"
"195","1","100886__165179_310298","100886","100886__165179_3102981","p__Terrabacteria group"
"199","-1","100886__165179_310298","165179","100886__165179_310298-1","p__FCB group"
"212","-1","100886__165179_310298","310298","100886__165179_310298-1","p__FCB group"
"267","1","167__363265","167","167__3632651","p__Spirochaetes"
"353","-1","167__363265","363265","167__363265-1","p__FCB group"
"465","1","165179__310298","165179","165179__3102981","p__FCB group"
"478","-1","165179__310298","310298","165179__310298-1","p__FCB group"
"642","1","552396__626931","552396","552396__6269311","p__Terrabacteria group"
"646","-1","552396__626931","626931","552396__626931-1","p__FCB group"
"683","1","1343__328813_487173","1343","1343__328813_4871731","p__Terrabacteria group"
"746","-1","1343__328813_487173","328813","1343__328813_487173-1","p__FCB group"
"771","-1","1343__328813_487173","487173","1343__328813_487173-1","p__Terrabacteria group"
"807","-1","371601__821_387090","821","371601__821_387090-1","p__FCB group"
"886","1","371601__821_387090","371601","371601__821_3870901","p__FCB group"
"890","-1","371601__821_387090","387090","371601__821_387090-1","p__FCB group"
"966","-1","457395__28111_40545","28111","457395__28111_40545-1","p__FCB group"
"984","-1","457395__28111_40545","40545","457395__28111_40545-1","p__Proteobacteria"
"1031","1","457395__28111_40545","457395","457395__28111_405451","p__FCB group"
"1092","1","1624__33043_39490","1624","1624__33043_394901","p__Terrabacteria group"
"1107","-1","1624__33043_39490","33043","1624__33043_39490-1","p__Terrabacteria group"
"1111","-1","1624__33043_39490","39490","1624__33043_39490-1","p__Terrabacteria group"
"1278","1","328813__487173","328813","328813__4871731","p__FCB group"
"1303","-1","328813__487173","487173","328813__487173-1","p__Terrabacteria group"
"1403","-1","387661__239935_751585","239935","387661__239935_751585-1","p__PVC group"
"1423","1","387661__239935_751585","387661","387661__239935_7515851","p__FCB group"
"1455","-1","387661__239935_751585","751585","387661__239935_751585-1","p__Terrabacteria group"
"1467","-1","658089__573_39486","573","658089__573_39486-1","p__Proteobacteria"
"1508","-1","658089__573_39486","39486","658089__573_39486-1","p__Terrabacteria group"
"1584","1","658089__573_39486","658089","658089__573_394861","p__Terrabacteria group"
"1611","1","1304__28116_1118060","1304","1304__28116_11180601","p__Terrabacteria group"
"1632","-1","1304__28116_1118060","28116","1304__28116_1118060-1","p__FCB group"
"1724","-1","1304__28116_1118060","1118060","1304__28116_1118060-1","p__Terrabacteria group"
"1738","1","821__387090","821","821__3870901","p__FCB group"
"1821","-1","821__387090","387090","821__387090-1","p__FCB group"
"1935","1","239935__751585","239935","239935__7515851","p__PVC group"
"1987","-1","239935__751585","751585","239935__751585-1","p__Terrabacteria group"
"2030","1","28111__40545","28111","28111__405451","p__FCB group"
"2048","-1","28111__40545","40545","28111__40545-1","p__Proteobacteria"
"2171","1","33043__39490","33043","33043__394901","p__Terrabacteria group"
"2175","-1","33043__39490","39490","33043__39490-1","p__Terrabacteria group"
"2329","-1","471189__204516_301301","204516","471189__204516_301301-1","p__FCB group"
"2338","-1","471189__204516_301301","301301","471189__204516_301301-1","p__Terrabacteria group"
"2366","1","471189__204516_301301","471189","471189__204516_3013011","p__Terrabacteria group"
"2480","1","360807__626940","360807","360807__6269401","p__Terrabacteria group"
"2510","-1","360807__626940","626940","360807__626940-1","p__Terrabacteria group"
"2537","-1","1226323__823_39488","823","1226323__823_39488-1","p__FCB group"
