,D009765
46506__218538,0.0251270564033283
100886__165179_310298,0.15741429197838244
167__363265,0.5587027611912725
165179__310298,0.01191694399125244
552396__626931,-0.5352603930189955
1343__328813_487173,0.6570042546965957
371601__821_387090,-0.09230256681468488
457395__28111_40545,0.32952604566253146
1624__33043_39490,-0.13419063968592398
328813__487173,-0.009439400299559413
387661__239935_751585,0.16407349827686
658089__573_39486,0.07996900611440931
1304__28116_1118060,-0.2572073106196678
821__387090,-0.06015003833961737
239935__751585,-0.02956904219410712
28111__40545,-0.01856370278223539
33043__39490,0.24182473840840404
471189__204516_301301,0.0631301073166659
360807__626940,0.07061452333991178
1226323__823_39488,0.2172313766226211
28116__1118060,-0.010995538692264628
454155__562_310297,-0.1568813233584835
261299__820_28117,-0.048212333499483714
1584__384638,-0.08771250869700457
214856__1308_47678,-0.09930481884738818
33038__454154,-0.06531066859757095
158847__40518_166486,0.091285428553789
573__39486,-0.398078541695402
28118__817_147207,0.27878428571809105
204516__301301,-0.2280878685550357
658082__1735_457412,0.22741568600242826
823__39488,-0.014790469989425755
1308__47678,0.12768243327827392
820__28117,-0.03805447192760724
571__40520_246787,-1.0502436596844216
487175__33039_329854,0.4465420600182597
562__310297,0.3429513191297689
1352__1623_46503,-1.0804572785777573
40518__166486,0.15043892463294106
817__147207,-0.2976310286517652
1735__457412,-0.02013225268596045
29348__410072_411489,-0.2923417492784506
1531__469588,0.8173713823252171
1351__39491_487174,0.12636686693540633
40520__246787,0.8973152380762148
901__853_39492,0.14148649944061994
33039__329854,0.23268351525765385
1161942__216816_357276,0.019223843488733117
1623__46503,0.6947380187542896
376805__39485_88431,-0.5370620265061602
39491__487174,0.19867651506215409
410072__411489,0.31800033066094296
1683__1680_2173,0.7605623039969807
853__39492,0.1134199648642788
216816__357276,0.033664229195294916
39485__88431,-0.435027281116343
376804__45851_74426,-0.23601341186245975
1680__2173,0.169110666237329
45851__74426,-0.5550475687844176
