oldID,newID
218538_and_46506,46506__218538
100886_and_165179_and_310298,100886__165179_310298
167_and_363265,167__363265
165179_and_310298,165179__310298
552396_and_626931,552396__626931
1343_and_328813_and_487173,1343__328813_487173
371601_and_387090_and_821,371601__821_387090
28111_and_40545_and_457395,457395__28111_40545
1624_and_33043_and_39490,1624__33043_39490
328813_and_487173,328813__487173
239935_and_387661_and_751585,387661__239935_751585
39486_and_573_and_658089,658089__573_39486
1118060_and_1304_and_28116,1304__28116_1118060
387090_and_821,821__387090
239935_and_751585,239935__751585
28111_and_40545,28111__40545
33043_and_39490,33043__39490
204516_and_301301_and_471189,471189__204516_301301
360807_and_626940,360807__626940
1226323_and_39488_and_823,1226323__823_39488
1118060_and_28116,28116__1118060
310297_and_454155_and_562,454155__562_310297
261299_and_28117_and_820,261299__820_28117
1584_and_384638,1584__384638
1308_and_214856_and_47678,214856__1308_47678
33038_and_454154,33038__454154
158847_and_166486_and_40518,158847__40518_166486
39486_and_573,573__39486
147207_and_28118_and_817,28118__817_147207
204516_and_301301,204516__301301
1735_and_457412_and_658082,658082__1735_457412
39488_and_823,823__39488
1308_and_47678,1308__47678
28117_and_820,820__28117
246787_and_40520_and_571,571__40520_246787
329854_and_33039_and_487175,487175__33039_329854
310297_and_562,562__310297
1352_and_1623_and_46503,1352__1623_46503
166486_and_40518,40518__166486
147207_and_817,817__147207
1735_and_457412,1735__457412
29348_and_410072_and_411489,29348__410072_411489
1531_and_469588,1531__469588
1351_and_39491_and_487174,1351__39491_487174
246787_and_40520,40520__246787
39492_and_853_and_901,901__853_39492
329854_and_33039,33039__329854
1161942_and_216816_and_357276,1161942__216816_357276
1623_and_46503,1623__46503
376805_and_39485_and_88431,376805__39485_88431
39491_and_487174,39491__487174
410072_and_411489,410072__411489
1680_and_1683_and_2173,1683__1680_2173
39492_and_853,853__39492
216816_and_357276,216816__357276
39485_and_88431,39485__88431
376804_and_45851_and_74426,376804__45851_74426
1680_and_2173,1680__2173
45851_and_74426,45851__74426
