"","46506__218538","100886__165179_310298","167__363265","165179__310298","552396__626931","1343__328813_487173","371601__821_387090","457395__28111_40545","1624__33043_39490","328813__487173","387661__239935_751585","658089__573_39486","1304__28116_1118060","821__387090","239935__751585","28111__40545","33043__39490","471189__204516_301301","360807__626940","1226323__823_39488","28116__1118060","454155__562_310297","261299__820_28117","1584__384638","214856__1308_47678","33038__454154","158847__40518_166486","573__39486","28118__817_147207","204516__301301","658082__1735_457412","823__39488","1308__47678","820__28117","571__40520_246787","487175__33039_329854","562__310297","1352__1623_46503","40518__166486","817__147207","1735__457412","29348__410072_411489","1531__469588","1351__39491_487174","40520__246787","901__853_39492","33039__329854","1161942__216816_357276","1623__46503","376805__39485_88431","39491__487174","410072__411489","1683__1680_2173","853__39492","216816__357276","39485__88431","376804__45851_74426","1680__2173","45851__74426"
"ERR1297456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22545742319578,0,-3.38683629976045,0,0,0,0,0,0,-2.52608184415705,0,0,3.85460532705641,-5.86617254810369,0,-2.58405139768937,0,-3.32921014757335,0,0,4.37530209815731,-2.95152685760708,0,-2.32890739235131,5.76636112467092,4.47570831016736,-3.02299214680605,0,5.11219447727957,-4.03378592967521,0,5.23597598914979,0
"ERR1297457",0,-3.12919162216665,0,5.4199188762115,0,0,0,0,0,0,-2.67465331140732,0,0,0,4.63263542798983,0,0,0,-5.12797041480957,0,0,0,-3.05913601984429,0,0,0,0,0,0,0,0,0,0,-5.29857901363435,0,-2.3998891159512,0,0,0,0,0,0,0,-2.9888484985735,0,-5.59717913981352,4.15672988135903,0,0,0,5.17683745565526,0,0,0.29526595122791,0,0,-2.72463675329761,0,-4.71920928888097
"ERR1297458",0,0,0,0,0,0,0,0,0,0,-2.75874039981904,0,0,0,4.77827853737946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87060739945875,0,0,0,0,0,0,0,0,0,-4.97203786444572,0,0,-2.91171524781868,0,-3.17142300774809,0,-2.55587102067674,0,-2.58024950542269,5.04323874639495,0,0,5.4930657817126,4.42689846540504,-4.46912323959657,-2.90135146681145,0,-5.02528815113192
"ERR1297459",0,-2.48658470946494,0,4.30689105411718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.81169125599973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02649572711334,0,-2.68015805829679,0,-2.66552973559809,0,0,2.13272753111628,5.24204436825042,4.64216992928519,-4.61683293114152,-5.25610032044208,5.96618975591724,-0.404656084976143
"ERR1297460",5.1290958433889,0,0,0,0,0,0,0,0,0,-2.94842426284757,0,0,0,5.1068206255208,0,0,0,0,0,0,-2.92077014979822,-2.46554516661524,0,0,0,-2.72005367099163,0,-2.76926152506736,0,0,0,0,4.27044949693347,0,0,5.05892229668109,0,4.71127115747175,-4.79650166086234,0,0,0,-2.90026409173191,0,-2.95222444136679,0,0,0,0,5.02340476224728,0,-2.90799234503833,5.11340272779393,0,0,0,5.03679048962775,0
"ERR1297461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1354494873357,0,0,0,0,-2.68715806511715,0,-2.93391972251764,0,0,0,0,-5.43075781663123,4.65429429675138,0,0,0,0,0,5.08169802472893,0,0,-2.67340489689986,0,-3.28220468109423,0,-2.96715678331419,0,0,0,-2.69955109681783,5.68494526849562,4.630473110634,-2.58476172464662,5.13926630272282,0,-4.67575965731678,-2.94867412831072,4.4769386325473,-5.10725340519803
"ERR1297462",0,-2.46465516844817,0,4.26890797488946,0,0,0,0,0,0,-2.22816751216346,0,0,0,3.85929933884146,0,0,-2.36303178282843,0,0,0,0,-2.36511007037456,0,0,0,-3.01168895977347,0,0,4.0928911077589,0,0,0,-4.09649080738153,0,-2.47290789896818,0,0,5.2163982949219,0,0,0,0,-3.52667040418004,0,-3.05045275426582,4.28320212345129,0,0,0,6.10837232158929,0,0,5.28353915647682,0,0,-2.52559248251086,0,-4.37445449892282
"ERR1297463",0,-3.07139172523136,0,5.31980651804735,0,0,0,-2.05609857257722,0,0,0,0,0,0,0,-3.5612671930736,0,0,0,0,0,0,-4.68798507635583,0,0,0,-2.26987631032812,0,0,0,0,0,0,0.463139521356594,0,0,0,0,-3.93154109638528,0,0,0,0,-3.65653262814286,0,-2.82464240791959,0,0,0,0,6.3333002914768,0,0,4.89242416373043,0,0,-2.23715368994613,0,-3.8748638553269
"ERR1297464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29655625754421,-2.63457229965972,0,0,0,-2.50537697963519,0,0,0,0,0,0,-4.56321307922421,0,-2.81149091253642,3.97775212050681,0,4.33944022084161,0,0,0,0,0,0,-2.6944657238843,4.86964510553127,-3.10742039857962,0,0,0,0,-3.20618539365686,4.66695153302047,5.38221001081583,0,-3.37235113828491,5.5532760002989,-5.8410835124722
"ERR1297465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92276263569664,0,0,0,0,-5.07621355405059,0,0,0,0,0,0,0,0,-2.39696065750576,5.0623733834905,0,0.104607858079499,0,0,0,0,-3.00047991744841,0,-3.22702114096846,4.15165764254368,-2.35715448249329,0,-2.39682076609396,5.19698366411072,0,-2.67020631867012,5.58936457325626,4.08271132496709,4.1514153435109,0,4.6249330106281,0
"ERR1297466",0,-3.05746113115092,-5.15187227403481,5.2956780213204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.06278942765498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53918761659893,0,0,0,0,0,0,0,-2.35666428646231,0,-3.33155649130312,4.39800196189907,0,0,-2.55756973077696,4.08186228053577,0,-2.63797406414877,5.77042511122291,0,-4.42984071760595,-2.70429128350031,4.56910510815463,-4.68396990148819
"ERR1297467",-5.88703946886283,-3.13281014560453,0,5.4261863426543,0,0,0,0,0,0,-2.93439701515228,0,0,0,-5.08252471982221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58814200238361,0,0,0,0,0,0,0,-2.24035949999095,0,-3.08285492039598,4.48279344533146,0,0,0,3.88041648120393,0,1.79278293463919,5.33966135448954,0,0,-2.53246188381149,5.4303055159356,-4.38635265099309
"ERR1297468",0,0,0,0,0,0,0,0,0,0,-2.9713439372755,0,0,0,-5.14651866612292,0,0,0,0,0,0,0,-5.22275743293525,0,0,0,-3.09562310835379,0,0,0,0,0,0,0.449400539257487,0,0,0,0,5.36177650475305,0,0,-2.58852423402418,0,-3.09068472290695,0,-3.05881768939162,0,0,0,-2.60961515695282,5.35322297025178,4.4834554899532,0,5.29802764911672,0,-4.51998604004412,-2.68583744155898,0,-4.65200690965095
"ERR1297469",0,4.79017348552723,0,0,0,-3.1234640900868,0,0,0,-5.40999849964723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.66940082289373,0,0,0,0,0,0,0,0,0,0,0,0.128449061131289,0,0,0,0,-3.34213315144883,0,-3.15783197222193,0,-2.79015942407708,0,0,5.78874442396967,0,-3.03197388456001,5.46952541765382,4.83269788371862,0,-2.62425341886071,5.2515328152799,-4.54534025340308
"ERR1297470",0,0,0,0,0,0,-2.65737245442707,0,0,0,-3.22988741449762,0,0,4.60270410570169,5.59432910463716,0,0,0,0,0,0,0,-5.76302543563554,0,0,0,-2.65106520301062,0,0,0,0,0,0,-0.0858080677261817,0,-2.83632018267852,0,0,4.59177962579229,0,0,0,0,0,0,-2.73951214594003,4.91265066293224,0,0,0,0,0,-2.76186671541437,4.74497422472018,0,0,-2.70239711636801,4.78369347483106,-4.68068910777702
"ERR1297471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63580900057244,0,0,0,-2.51470591458923,0,-2.34087630288355,0,0,0,0,-4.56535510803881,0,-2.77100468319356,0,0,4.3555984101625,4.05451669082831,0,0,0,0,0,-2.65569532871956,4.79952089930255,-3.12636311099515,0,0,0,0,-3.21704980842611,4.59979923876561,5.41501975115271,0,-3.37864562545522,5.57209371867374,-5.85198588405877
"ERR1297472",0,0,0,0,0,0,-2.71128477108236,0,0,0,0,0,0,4.6960829773024,0,0,0,-2.57845099202395,0,0,0,-2.90358871932692,-3.25280890015956,0,0,0,-2.41135970013004,0,0,4.46600812301185,0,0,0,-5.63403028238859,0,0,5.02916318615807,0,4.17659751594928,0,0,-2.32154368622875,0,-4.78411163469775,0,0,0,0,0,0,0.0635096658175372,4.02103161653893,0,0,0,0,-2.23300026352156,0,-3.86766990973403
"ERR1297473",0,-2.65942454621496,0,4.60625843294011,0,0,0,0,0,0,-3.43890494824639,0,0,0,-5.95635809276277,0,0,0,0,0,0,0,0,0,0,0,-2.45515582966021,0,0,0,0,0,0,0,0,0,0,-2.55455653141747,4.2524546374704,0,0,0,0,-3.34790006930362,0,-3.27760500157063,0,-2.41707243176262,4.42462170322197,0,5.79873301869723,0,-2.59467467740017,5.6769783898622,4.18649225738691,0,-2.38261685459074,4.49410837036947,-4.12681344712111
"ERR1297474",-5.88224043310155,-3.07754479004258,0,5.33046393892264,0,0,0,0,0,0,-2.91862682252974,0,0,0,-5.05520994495483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60273551613169,0,0,0,0,0,0,0,0,0,-3.09257705204444,4.50807015260409,0,0,0,0,0,1.76337902936895,5.35650058046255,0,0,-2.56200983240512,5.49161062052037,-4.43753119921669
"ERR1297475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11545251792382,0,0,0,0,-2.7510138996037,0,-2.90605347657231,0,0,0,0,-5.39612204961245,4.7648958464418,0,0,0,0,0,5.0334322709354,0,0,-2.71262214273015,0,-3.27102010908511,0,-2.94488501348981,0,0,0,-2.69924049291999,5.6655730215149,4.69839937294497,-2.60311608551238,5.10069046581251,0,-4.67522167558469,-2.93877245255808,4.50872931810725,-5.0901031997144
"ERR1297476",0,-2.76617577336084,0,4.79115698212711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.49810821503042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84368521648973,0,-3.2693080501915,0,-2.40477810342871,0,0,4.92540727569272,0,1.81979908445997,5.66260764852562,4.16519785606765,0,-5.75645586674146,4.99830017575412,1.47160859689497
"ERR1297477",0,-2.86653126536662,0,4.9649777930997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58441004669934,0,0,-2.54600593704424,-5.38338671828921,0,0,0,0,0,0,0,0,0,0,0.574580481256398,0,-2.49350529330119,4.40981163933263,0,0,0,0,0,0,-2.96521251434617,0,-2.98835639925241,4.3188778569396,0,0,0,5.13589873008663,0,0,5.17598511462877,0,0,-2.69763306089376,0,-4.67243752164554
"ERR1297478",-5.94286569105455,-3.11993919087596,0,5.40389319512249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69700614086633,0,0,0,0,0,0,0,-2.22173236586901,0,-3.07592375821799,4.67135166430575,0,0,0,3.84815333850533,0,1.79798084464582,5.32765622944176,0,0,-2.6612449508859,5.53187404978421,-4.60941146632051
"ERR1297479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.397146514964,0,0,0,-3.19055256823405,-5.65619082803077,0,0,0,-2.55044405337837,0,0,-4.15197955710431,0,0,0,-0.1727113286537,0,0,5.52619915240074,0,4.41749868231325,0,0,0,0,-2.70667862210834,0,-2.51458382322917,0,0,0,-2.46077744477655,4.68810489325217,0,0,4.35538694172372,0,4.26219156047251,-2.60246376927027,0,-4.50759947323332
"ERR1297480",0,-2.58835919817419,0,4.48316963947594,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51021636225658,-4.81092396506834,0,0,0,0,0,0,0,0,0,0,-4.34782227741913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04723608054797,0,-2.67553030471605,0,-2.52506501984412,0,0,2.13436774597104,5.27796771416613,4.63415442495844,-4.37354090678493,-2.79373012276902,5.98523210696916,-4.83888251527159
"ERR1297481",0,4.60532397793764,0,0,0,-2.46561550458164,0,0,0,-4.27057132586497,0,0,0,0,0,0,0,0,0,0,0,0,-2.30278464867304,0,-2.4225334128942,0,-5.54713535766671,0,0,0,0,0,4.19595095416599,-3.98854001039135,0,0,0,0,0.0433712929340434,0,0,0,0,-3.09838623687612,0,-3.3029523823306,0,0,0,0,5.36656238374159,0,-2.75225487727239,5.72088134117727,0,0,0,4.76704528281503,0
"ERR1297482",0,0,0,0,0,0,0,0,0,0,-2.76274720595946,0,0,0,4.78521852919074,0,0,0,0,0,0,0,0,0,0,0,-5.20076579613323,0,0,0,0,0,0,0,0,0,0,0,1.03677782368606,0,0,0,0,-3.27046828001416,0,-2.55650152934862,0,-2.67937518261105,0,0,5.66461722552692,0,-3.32469562217985,4.42799053845934,4.64081394882148,0,-2.88320722206311,5.75854173731732,-4.99386139736282
"ERR1297483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6562642047665,0,0,0,0,-2.80665657578548,0,0,0,0,0,0,-4.60078456098211,0,0,0,-4.86127178865774,-2.7472283851895,-2.51488235170764,0,0,0,0,0,0,0,-2.79348553811803,4.75833914314361,-3.2119520606707,4.35590400821594,-2.53019682568476,0,0,4.83845888222932,0,0,5.5632641605572,4.3824294552355,0,-3.1084102423363,0,-5.38392447049396
