oldID,newID
328813_and_46503_and_562,46503__562_328813
46506_and_821,821__46506
1283_and_1353_and_328814,1283__1353_328814
328813_and_562,562__328813
33039_and_88431,33039__88431
1351_and_296,296__1351
218538_and_28116_and_338188,338188__28116_218538
301301_and_39488_and_571,301301__571_39488
166486_and_37734,37734__166486
28111_and_39485_and_54291,54291__28111_39485
1680_and_626940,1680__626940
1582_and_158836_and_53346,158836__1582_53346
1353_and_328814,1353__328814
287_and_573,287__573
246787_and_328812_and_817,328812__817_246787
329854_and_501496,329854__501496
310297_and_310298,310297__310298
363265_and_40324,40324__363265
39492_and_47678,39492__47678
291644_and_360807_and_548,548__291644_360807
1118061_and_626932_and_823,626932__823_1118061
218538_and_28116,28116__218538
214856_and_357276_and_820,214856__820_357276
216816_and_29361,29361__216816
165179_and_1735_and_40518,1735__40518_165179
371601_and_74426,74426__371601
246787_and_817,817__246787
1747_and_329,329__1747
100886_and_410072_and_665951,665951__100886_410072
28031_and_376804,28031__376804
28111_and_39485,28111__39485
46228_and_47770_and_626929,47770__46228_626929
1396_and_28126,1396__28126
1270_and_28125,1270__28125
1363_and_2173,1363__2173
33945_and_582_and_584,33945__582_584
1354_and_53345,1354__53345
1286_and_310575_and_80866,80866__1286_310575
261299_and_303,303__261299
39496_and_457412,39496__457412
1318_and_40520_and_40545,40520__1318_40545
626933_and_658086,626933__658086
1260_and_28025,1260__28025
239935_and_38304_and_751585,38304__239935_751585
154046_and_674529,154046__674529
322095_and_72556,72556__322095
291645_and_457402,291645__457402
1623_and_469610,1623__469610
204516_and_28117_and_28130,28130__28117_204516
1286_and_310575,1286__310575
1683_and_39486,1683__39486
1070699_and_454155,454155__1070699
1118061_and_823,823__1118061
1689_and_208479_and_33038,208479__1689_33038
39490_and_552398,39490__552398
102862_and_43765,43765__102862
165179_and_40518,40518__165179
1282_and_137591,1282__137591
39488_and_571,571__39488
1681_and_387090_and_40214,1681__40214_387090
291644_and_360807,291644__360807
487173_and_626930,487173__626930
357276_and_820,820__357276
1582_and_53346,1582__53346
40216_and_40519,40216__40519
147207_and_1531_and_384638,147207__1531_384638
1512_and_546_and_818,1512__546_818
1304_and_1358,1304__1358
239935_and_751585,239935__751585
1352_and_45851_and_658082,658082__1352_45851
46228_and_626929,46228__626929
1318_and_40545,1318__40545
204516_and_28117,28117__204516
387090_and_40214,40214__387090
100886_and_410072,100886__410072
582_and_584,582__584
1531_and_384638,1531__384638
546_and_818,546__818
487174_and_729_and_853,729__853_487174
39491_and_550_and_624,624__550_39491
1352_and_45851,1352__45851
39491_and_550,550__39491
487174_and_853,853__487174
1689_and_33038,1689__33038
