"","46503__562_328813","821__46506","1283__1353_328814","562__328813","33039__88431","296__1351","338188__28116_218538","301301__571_39488","37734__166486","54291__28111_39485","1680__626940","158836__1582_53346","1353__328814","287__573","328812__817_246787","329854__501496","310297__310298","40324__363265","39492__47678","548__291644_360807","626932__823_1118061","28116__218538","214856__820_357276","29361__216816","1735__40518_165179","74426__371601","817__246787","329__1747","665951__100886_410072","28031__376804","28111__39485","47770__46228_626929","1396__28126","1270__28125","1363__2173","33945__582_584","1354__53345","80866__1286_310575","303__261299","39496__457412","40520__1318_40545","626933__658086","1260__28025","38304__239935_751585","154046__674529","72556__322095","291645__457402","1623__469610","28130__28117_204516","1286__310575","1683__39486","454155__1070699","823__1118061","208479__1689_33038","39490__552398","43765__102862","40518__165179","1282__137591","571__39488","1681__40214_387090","291644__360807","487173__626930","820__357276","1582__53346","40216__40519","147207__1531_384638","1512__546_818","1304__1358","239935__751585","658082__1352_45851","46228__626929","1318__40545","28117__204516","40214__387090","100886__410072","582__584","1531__384638","546__818","729__853_487174","624__550_39491","1352__45851","550__39491","853__487174","1689__33038"
"ERR2238682",-3.85708720754822,0,0,6.68067101269748,0,-4.19034771845252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.40573178175963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94115255094927,0,3.36217484348607,0,0
"ERR2238684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91900601807233,0,6.78791753846947,0,0
"ERR2238686",-3.56381108757142,0,0,6.172701872251,0,0,0,-0.493985693124526,0,7.22236991023689,0,4.97513691522683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855608318703805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51600628948334,0,4.35785072554799,0,0
"ERR2238687",-3.92660211503497,0,0,6.80107436434798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238694",-1.86503932145012,0,0,3.23034286286539,0,0,0,0,0,0,0,0,0,-1.58435344867641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759145120804058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93159658878314,0,0,0,0,0,0,0,0,0,0,6.80972504663689,0,0,0
"ERR2238695",-3.8471854386977,0,6.53868223634354,6.66352064596358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238696",-1.49537771343212,0,0,2.5900701761706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93300679979797,0,0,0,0,0,0,0,0,0,0,6.81216760376395,0,0,0
"ERR2238705",-3.9341533605788,0,0,6.81415350529033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238712",-3.84750167966481,0,0,6.66406839138605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25818272974853,0,0,0,0,-1.32675011099311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29799860118772,0,0,0,-5.64333802826791,0,0,0,0,0,0,0,0
"ERR2238715",-3.73726840246587,0,0,6.47313875459265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14533497350597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238721",-3.93324371898833,0,0,6.81257795983895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238738",-3.82070953133549,0,0,6.61766302923575,0,0,0,-2.80337437526516,0,0,0,0,0,-4.58526410186887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33432452693972,0,0,0,0,0,0,0,0,0,0,0,4.04316868201377,0,0,0,0,0,0,0,0,4.85558685059591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06862797101265,0,5.31501955532091,0,0
"ERR2238745",-3.91844078767353,0,0,6.78693853070077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5746571438584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238748",-2.34051635226431,0,0,4.05389323806757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09132796180445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238749",-2.00753388390265,0,7.85688265845518,3.47715068483547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.74411842320678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238754",-0.742696678123462,0,7.8693898361025,1.28638838112247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2238756",-3.83760104112289,0,0,6.64691998240406,0,-3.76741632957569,0,0,0,4.62839058600243,0,0,0,-4.07155629680019,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56272940308461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30218773955464,0,0,0,0,0,0,0,0,0,0,3.98750613347079,0,0,0,0,0,0
"ERR2238757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49397327360517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239105",-3.17551956346226,0,0,5.50016122434558,0,4.74724935790017,0,0,0,-2.56207595182522,0,0,0,0,0,0,0,4.90938176981165,0,0,0,0,-1.1207409636589,0,0,0,0,0,0,0,-4.43764572141167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.04856143258207,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.742692238034767,0,0,0,0,0,0,0,0,0,0.334642144251566,0,0,0,0,0,0,0,0,0,0,0
"ERR2239107",0,0.926240288340519,0,0,0,0,-2.10136335967927,5.78333166721983,-5.46977867151938,0,0,0,0,0,0,0,0,0,0,0,0,3.63966810412813,-2.92566834982626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43062140471144,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06740622799528,0,0,0,0,0,0,0,0,0,4.20995976692466,0,0,0,0,0,-3.20379059652167,-3.18541143424968,0,-5.5172944471313,5.54912808998693,0
"ERR2239113",0,4.82283365464478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03074891325881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91913479096609,0,0,-2.46999555908485,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.81011493924348,0,0,0,0,5.24941110274843,0,0,0,-2.78356356372236,4.9053164254322,4.27815780280446,0,0,5.05608977209523,0,0,0,0,0,-4.82127351846462,-3.39429067391847,0,0,0,5.879083902884,0
"ERR2239132",0,0,0,0,0,0,0,0,0,0,0,-2.53922532558389,0,0,0,0,0,0,0,0,-2.63095656425579,0,-5.57979183254972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49026061732781,0,0,0,0,0,0,0,0,4.55695044179788,0,0,0,0,0,0,0,0,0,0.595012380257262,4.39806727577693,0,0,-2.55901266549322,0,4.3132579132996,0,0,0,0,0,0,0,0,-4.43233995384651,-5.38206761658432,0,0,0,0.354257260470694,0
"ERR2239172",-3.39556418256745,4.60307976407737,0,5.88128968456791,0,0,-2.64822115279223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58685358631477,-2.47502020327531,0,-3.05486746856373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69008844051058,0,0,0,0,0,0,0,-5.29118566594169,0,0,0,0,0,4.28686074183228,0,0,0,-2.78224763892268,0,0,0,0,0,4.65936985581805,0,0,0,0,4.81899426985263,-2.64799625713543,-2.39434851619597,0,-4.14713328107858,4.58646405561078,0
"ERR2239203",0,0,-2.20337769962389,0,0,0,0,0,0,0,3.51770275768266,0,-3.81636212401281,0,0,0,0,0,0,-2.32372450817781,0,0,-2.06268315823725,0,-3.77111269610704,0,0,0,-2.07744916118051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6328673758798,0,0,0,0,0,0,0,-6.53175879072545,0,0,0,-4.02480891095696,0,-3.57267202998354,0,0,0,0,0,0,0,0,0,4.56026006461436,0,-3.59824749730598,0,0,0,-2.95796710775683,-2.51304315418014,0,-4.35271842465316,5.1233493177524,0
"ERR2239206",-2.35357794642591,0,0,4.0765165827833,3.57374217223506,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.14683385640888,0,0,0,-4.67828536550452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.23855790187564,0,-3.81306063334324,0,0,0,0,-1.85634844204059,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16141844325686,0,0,0,0,0,6.60441474929125,0,0,0,3.21528981816563,0,0,0,0,0,-2.5416422267072,0,0,0,-4.40225347131937,0
"ERR2239207",-3.67299339276791,3.35258766794462,0,6.36181117213881,2.63951707097876,3.00745433252205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865838171471921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.97656841636996,0,0,0,0,0,-0.334820732046013,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46293018706256,0,0,0,0,0,0,0,0,0,-3.42351692178873
"ERR2239210",0,5.64572092553088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54887992288717,0,0,0,-6.1613764342897,0,0,0,0,0,0,0,0,-4.85684303662673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37755075958003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835565312238392,0,0,0,0,0,0,0,-0.12103531292508,0,4.11803871316659,0,0,0,0,0,-5.64795887686522,0,0,0,0.116521874819123,0
"ERR2239212",-3.7153302170277,4.66785119226033,0,6.43514070278788,0,0,0,0,0,0,4.56963189908768,0,0,0,0,0,0,0,0,4.09464257293552,-2.07348398655598,0,-2.61677610653914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34364280754591,0,0,0,0,0,0,0,0,3.59137961339542,0,0,0,0,0,0,0,0,0,4.53238916855805,0,0,0,-2.12106876691277,0,4.05930841746289,0,0,0,0,0,0,0,0,-3.67379887064039,0,-2.64228080243113,0,-4.57656459767457,0,0
"ERR2239213",0,4.24385856644555,0,0,0,0,0,0,0,-3.14399253110799,-4.82177294646503,0,0,0,0,0,0,-4.23229546592621,0,0,0,0,-2.61704262221884,0,-3.37977755530299,0,0,0,0,0,5.44555480249612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46656193422898,0,0,0,0,0,0,0,-5.85394644406572,0,0,0,0,0,4.53285078725631,0,0,0,0,0,0,0,0,0,0.560422098772015,0,0,0,0,0,-2.79871359416964,0,0,0,4.84751414093552,0
"ERR2239217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75680354238744,0,0,0,-6.86229090048761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69136871986955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85441181696209,0,0,0,0,0,2.9295365571468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239222",-3.51958688843506,0,-2.36250914779315,6.09610331242277,0,0,0,0,0,0,0,0,-4.09198587732399,-4.25577574128423,-2.46524543693664,0,0,0,5.4212714085257,-2.21839617965519,-2.33110126106629,0,-2.45724437523208,0,0,0,-4.26993034990159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32639754059058,0,0,0,-4.03758582175469,0,0,0,0,0,0,0,-3.84237489447949,0,4.2560721045148,0,0,0,0,0,0,0,0,0,4.02943873890616,0,0,0,0,0,0,0,0,0,0,0
"ERR2239227",0,4.7971374086443,0,0,0,0,-3.25726419472339,0,0,-2.47527164620967,0,0,0,0,0,0,0,0,4.94552988019696,0,0,5.64174707893584,-2.8202193068733,0,0,0,0,0,0,0,-4.2872962537698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73778700275692,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88476312799124,0,0,0,0,0,0,-2.48648752445402,0,0,4.7419861890767,0,0,0,0,0,-3.27361656020166,-3.12090041188946,-4.30672272474053,-5.40555807875519,5.67007020676813,0
"ERR2239228",-3.80651173380829,0,0,6.59307172256305,3.02879734181871,0,0,0,-4.5964552781888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.72262592966114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71901234918413,0,0,0,0,0,0,0,0,-2.28389766789798,0,0,0,0,0,0,0,0,0,0,0,0,2.17289487307081,0,0,2.09834090070545,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95582680008737
"ERR2239230",4.76336257648193,4.61917943299724,6.08558684880639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78566244675247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0087316619644,0,0,0,0,-2.56526064499869,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82490889051192,0,0,0,-2.69478800777103,0,-5.21127610486349,0,0,0,4.44316177179464,0,0,0,0,-4.66750974508673,-3.41181234516907,-3.05396543401353,0,-5.28962329627057,5.90943232772355,0
"ERR2239231",0,0,4.69647766055313,0,-4.129139007635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38452572502824,0,-5.75017658977266,-4.05550686255001,2.51836172378848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13011970770392,0,0,0,4.63813058451908,0,0,0,0,0,0.211171369546503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42216281523389,0,0,0,5.92735986775805,0
"ERR2239233",-3.86143368875194,0,0,6.68819933897647,0,0,0,0,0,0,2.67420155155554,0,0,0,0,0,0,0,-3.19790126158192,0,0,0,-1.72716139184362,0,0,2.88895514445468,0,0,0,0,0,0,0,2.74376195880684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14098179943106,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99153128354453,0,0,0,0,0,0,0,0,0,3.70828925469483,0,0,0,0,0,-1.82468209764032,-1.89735944272771,0,-3.28632295502497,-3.1604421007744,0
"ERR2239234",0,4.25966355629652,0,0,0,4.58427205654399,0,0,0,0,0,0,0,0,-5.76916169246206,0,0,0,0,0,2.13297761096288,0,0,0,0,0,-0.513064388783852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61561400907033,0,0,0,0,-2.47995197254153,0,0,0,4.88882261547513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53037635669873,0,0,0,4.29540281677258,0,0,0,0,0,-3.07585521426711,0,0,0,5.32753750783628,0
"ERR2239235",0,4.17895940821557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34708816468489,0,0,-2.53392559557617,0,-3.60122489774001,4.33154877277961,0,0,0,0,0,0,0,-4.66322247922023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86835236763766,0,0,0,0,0,0,0,-6.23750449236773,0,0,0,-4.06527595107782,0,4.38888787413715,0,0,0,0,0,0,0,0,0,4.96813203475891,0,0,0,0,0,-5.44978872870811,0,0,0,0.524372380124683,0
"ERR2239236",0,5.91810498187086,0,0,0,0,-2.48602232309628,0,0,0,0,0,0,0,0,0,0,0,-4.57700330949526,-2.52610287478577,0,4.30591697235317,-3.18781933656417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00582935896351,0,0,0,0,-2.99572995451755,0,0,0,0,0,0,0,0,0,0,0,-4.37533852427476,0,5.52146505627966,0,0,0,-2.69908877205238,0,5.20624916860698,0,0,0,5.18875648698039,0,0,0,0,-4.67495888733342,-2.46792808394153,0,0,0,4.27457683081284,0
"ERR2239237",5.68847920550216,6.08671255698437,0,0,0,0,-5.44420914223892,0,-4.54414125733928,0,0,0,0,0,0,0,-5.63651253904244,0,0,0,0,0.501829077937527,-2.62441703107641,0,0,-4.56531437578874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54562363807341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4994554077166,0,-4.32918375741794,0,0
"ERR2239245",5.0527449321823,4.68414072061322,0,0,0,-4.3784627469691,0,0,0,0,-5.01802410972087,0,0,0,0,0,0,0,0,-2.68983795281377,0,0,0,0,-2.91966608447904,0,0,0,-3.04511249737534,0,0,0,0,0,0,0,-4.46476412977258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.05700999945339,0,0,0,-4.6589359984005,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27428956021704,0,0,0,-3.17494068931818,0,0,0,5.49915858491685,0
"ERR2239246",0,3.94821822470995,0,0,0,5.93120742223203,0,0,0,-2.43581185406754,0,0,0,0,0,0,0,0,0,0,0,0,-2.20714074867288,0,-2.53414705870773,0,0,0,0,0,-4.21894988892353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.38927145953302,0,0,0,0,0,3.82287991615704,0,0,0,-2.42301393560233,0,0,0,0,0,0,0,0,0,0,4.19678324391066,-2.83900371117441,-5.95234857634442,0,-0.396580745565445,4.91729867063067,0
"ERR2239247",0,0,-2.31228564628948,0,0,0,-2.63278193399253,0,0,0,0,0,-4.00499622098561,0,0,0,0,0,4.31938742922072,0,-5.00043040893306,4.56011207492451,-6.06539645821167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7540421424654,0,0,0,-0.371493716180939,0,0,0,0,0,0,0,0,0,-0.0173492596393092,0,0,0,0,0,0,0,0,0,4.77014091693591,0,0,0,0,0,-2.25063792690756,0,0,0,-3.89821923884538,0
"ERR2239250",-3.54578971151099,4.87416254489651,-2.13887176120413,6.14148793329203,0,0,0,0,0,0,0,0,-3.70463456127988,0,0,0,0,0,0,0,0,0,-2.54668511359275,0,-2.50971490836007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10846300517344,0,-3.43403507339043,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3469537337927,0,0,0,0,0,-4.41098800762196,0,0,0,0,3.53994363130002,0,0,0,3.65196505083976,0,0,0,0,0,0,-3.04404714201586,0,0,0,5.27244431060631,0
"ERR2239251",-3.75239169278703,0,0,6.49933306180651,0,0,-2.65431242698455,0,0,0,0,0,0,0,0,0,0,0,0,6.05789022588625,0,-4.5974039826987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94581466855203,0,0,0,0,-2.89358383976068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37024986804491,0,0,0,5.01183422642573,0,0,0,0,0,-4.72541894108098,0,0,0,0.56029444723661,0
