"","46503__562_328813","821__46506","1283__1353_328814","562__328813","33039__88431","296__1351","338188__28116_218538","301301__571_39488","37734__166486","54291__28111_39485","1680__626940","158836__1582_53346","1353__328814","287__573","328812__817_246787","329854__501496","310297__310298","40324__363265","39492__47678","548__291644_360807","626932__823_1118061","28116__218538","214856__820_357276","29361__216816","1735__40518_165179","74426__371601","817__246787","329__1747","665951__100886_410072","28031__376804","28111__39485","47770__46228_626929","1396__28126","1270__28125","1363__2173","33945__582_584","1354__53345","80866__1286_310575","303__261299","39496__457412","40520__1318_40545","626933__658086","1260__28025","38304__239935_751585","154046__674529","72556__322095","291645__457402","1623__469610","28130__28117_204516","1286__310575","1683__39486","454155__1070699","823__1118061","208479__1689_33038","39490__552398","43765__102862","40518__165179","1282__137591","571__39488","1681__40214_387090","291644__360807","487173__626930","820__357276","1582__53346","40216__40519","147207__1531_384638","1512__546_818","1304__1358","239935__751585","658082__1352_45851","46228__626929","1318__40545","28117__204516","40214__387090","100886__410072","582__584","1531__384638","546__818","729__853_487174","624__550_39491","1352__45851","550__39491","853__487174","1689__33038"
"ERR2239252",-2.44824104275274,0,0,4.24047787522316,0,0,0,0,0,0,0,0,0,-1.30976763894957,-1.68642504801785,0,0,0,0,0,0,0,0,0,0,0,2.9209738663237,0,0,0,0,0,0,0,0,0,0,1.03687884658722,0,0,0,0,0,0,0,3.62075045359065,0,0,0,-4.06997267717224,0,0,0,0,0,0,0,0,0,-3.18013424201663,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50815408206234,0,0,0,0,0,0,0,0,0,0
"ERR2239257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11473614334275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58238914688433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.88079364734073,0,0,0,0,0,-4.47282920731812,0,0,0,0,-6.72173177088467,0,0,0,0,0,0
"ERR2239263",1.76035789550461,-0.282982152684302,0,5.91081978223103,0,0,-2.64992346478414,0,0,0,0,0,0,0,0,0,0,0,0.481896096211578,0,0,-4.58980207717509,-2.67892161253626,0,0,-4.00422982408535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64002834240714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239266",-3.47160601049982,0,0,6.01299799404718,0,0,-2.25945035691974,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36220274404318,3.91348281536463,0.836107448540972,0,-2.30405112985535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.394163165085,0,0,0,4.0914551704614,0,0,0,3.99073362014594,0,0,0,0,0,-5.97010758539012,0,0,0,-2.7016778663942,0,0,0,0,0,4.14681224353714,0,0,0,0,-4.67944333027903,-2.45137068476424,0,0,0,-4.24589857419657,0
"ERR2239270",-3.40502465905354,0,0,5.89767571050563,0,4.84682264437482,-2.28850295399655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.96380338959348,-2.70928051538482,-3.86560583799989,-2.11619564920369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1681930432064,0,0,0,0,0,0,0,0,0,0,0,0,3.66535838317699,0,0,0,0,0,4.6926115046029,0,0,0,0,0,3.75542051145087,-3.09554157680413,0,0,0,0,0,0,0,0,-2.23670610610661,0,-5.36163528796662,0,3.87408861737619,0
"ERR2239271",-3.44952636969846,3.92852897660997,0,5.97475493436635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7030201590707,0,-2.83363479656036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.90799943773765,0,0,0,0,0,0.778235240096641,0,0,0,-2.48638514029738,0,0,-2.43065564025756,0,0,0,0,0,0,0,4.30654539017934,-2.85844962128546,-2.49033527391746,-4.21001906462995,-4.313387222306,4.95097997494244,0
"ERR2239273",-2.43399202212187,5.60244218333322,0,4.21579784753238,0,0,-5.33801163126188,0,0,0,0,0,0,0,0,4.62268199352945,0,0,0,0,0,-0.574624276539663,-3.52054567204475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09776397434822,0,0,0,-2.39975775641161,0,0,0,0,0,0,0,0,0,0,-4.15650235996241,-2.50696692198335,-2.54414985278131,0,-4.4065968070861,4.34219408176973,0
"ERR2239275",-5.64440925146985,0,0,1.83764983847158,0,5.00268734425166,0,0,0,0,0,0,0,0,0,0,4.70492639742706,0,0,0,0,0,-3.22815049710742,0,0,0,0,0,0,0,0,-2.40814802044683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42926925268573,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59132067546878,0,0,0,0,0,0,0,4.17103472356032,0,4.20761777091656,0,0,0,0,0,-2.57835653523991,-3.03647381852728,0,-5.25932692954193,4.46584451906278,0
"ERR2239277",5.50060680865688,0,0,0,0,0,0,0,0,-2.90257949104129,-5.52080188664547,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92075147618849,0,0,0,-2.5848698150301,0,-5.02741515149092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40524626137173,0,0,0,0,0,0,0,0,0,0,0,-2.65694927568449,0,0,0,0,0,0,0,-4.4771258505833,0,0,-4.60197113861887,-3.0409220528553,-3.07859491022884,0,-5.33228280043929,5.26703149740203,0
"ERR2239279",-3.51125721873566,4.86869082763653,0,6.08167590129314,0,0,0,0,0,0,4.49760002113681,0,0,0,0,0,0,0,0,-2.64308767882849,0,0,-2.81112937504003,0,-2.45496985202055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53205546031796,0,0,0,0,0,0,0,4.25213251474945,0,0,0,-4.57796214859024,0,4.86901890421867,0,0,0,0,0,0,0,0,0,4.38564870485291,0,0,0,0,0,-2.55804491312538,-2.44002843755885,0,-4.22625322576484,4.43066375757628,0
"ERR2239289",0,5.81331928428545,0,0,0,0,-6.37132199967862,0,0,0,0,0,0,0,0,0,0,0,0,-2.0912207352725,0,0.966874030535947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.65414369733353,-3.97674313759509,0,0,0,0,0,2.38117005530366,0,0,0,0,0,0,-3.62210056333352,0,0,0,0,-2.73310687179189,0,0,0,0,0,0,0,0,0,0,4.7338799644592,0,0,0,0,0,0,-4.40763952017833
"ERR2239291",-3.68599064887095,0,0,6.38432308006825,0,0,-2.00100351246901,0,0,-2.57532652172335,0,0,0,-5.09426883145958,0,0,0,0,3.83300023997468,0,0,3.46583974972011,0,0,-2.50268356221523,0,0,0,0,0,4.46059638170447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28875457936131,0,0,0,0,0,0,0,4.33477508502424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96423921750972,0,0,0,0,0,-2.41086411164514,0,0,0,4.1757391315138,0
"ERR2239293",-3.7462386066011,4.720185672377,0,6.48867560390915,0,0,0,0,0,-2.30994794860678,0,0,0,0,0,-2.23125198400401,0,0,-3.64449698490878,0,0,0,0,0,0,0,0,0,0,0,-4.00094720982644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87594275003479,0,0,0,0,0,0,0,0,0,0,-1.2027840899292,0,0,0,0,0,0,0,0,0,0,-2.08328315429288,-2.15001862634468,-1.86584125672857,0,-3.23173185551205,3.72394149804844,0
"ERR2239294",0,0,-2.72733415877437,0,0,0,-5.58093580874281,0,0,0,0,0,-4.72388133221533,0,0,0,0,0,0,0,-2.81149896292559,-2.1478896531891,-2.54686910646768,0,0,0,0,0,0,0,0,0,-4.86135681125118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.86965904921433,0,0,0,0,0,0,0,0,0,4.41130669262957,0,0,-2.18748104285057,0,0,0,0,0,0,0,0,0,0,-3.78882830681094,0,-2.87055711721106,-2.32313306662439,0,-4.02378450413673,4.97195077303801,0
"ERR2239298",-5.50737140529242,-4.43173145036908,0,0.224348278119707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67427171804451,0,0,-5.51225458279248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63373964754852,0,0,0,0,-3.44607548732484,0,0,0,0,0,0,0,0,0,0,0,4.6319744888976,0,-0.192257370959031,0,0,0,-3.00794361023337,0,4.56177088346259,0,0,0,5.9687778307643,0,0,0,0,-5.20991115922636,0,0,0,0,0,0
"ERR2239303",0,0,0,0,0,0,0,0,-4.70674981676194,0,0,0,0,0,0,0,0,0,-5.16832981624496,0,0,0,-6.3018928095693,0,0,0,0,0,0,0,0,-2.48896675118286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90159313664375,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.245226691504342,0,0,0,-2.80280388092628,0,0,0,-4.31101687139836,0,-5.02570673556013,0,0,0,0,-4.85459872541555,-2.6000535438891,-2.97396809282148,0,-5.15106383685552,4.50342484041544,0
"ERR2239309",0,0,0,0,-4.56811227691602,0,0,-2.6417824973447,0,0,0,0,0,0,-3.4666025817213,0,0,0,0,0,0,0,0,0,-3.05226917293216,0,6.00433180119074,0,0,0,0,0,0,0,0,0,0,0,0,3.15817117180333,3.90167196519412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28668528589474,0,-4.57570150794722,0,0,0,0,0,0,0,0,0,0,-2.79156795519243,0,0,0,0,0,0,0,0,0,-2.56003156727809,4.83513753117444,-4.43410474350584,0,0
"ERR2239312",-3.19237602654604,0.248292366526682,0,5.5293574748426,0,0,-2.76266581427437,0,0,-2.31244246967316,0,0,0,0,0,0,0,0,4.45373445074663,0,0,-4.78507755465685,0,0,-3.49397961392472,0,0,0,0,0,-4.00526784705397,0,0,0,0,0,0,0,0,0,0,0,0,-2.65285408519846,0,0,0,0,-2.64567403743536,0,0,0,0,0,0,0,-6.0517502119275,0,0,0,0,0,0,0,0,0,0,0,4.5948780606304,0,0,0,4.58244185310392,0,0,0,0,0,0,0,0,0,0,0
"ERR2239317",-3.79850749030609,2.15923439059222,0,6.57920796614108,0,0,0,-1.17563708586268,0,-2.06640812100041,3.12984129817509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.57912385474565,0,0,0,0,0,0,0,0,0,2.73237261034113,0,0,-2.94247084748727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03626316397637,0,0,0,0,0,0,0,0,0,5.0965090076382,0,0,0,0,0,0,0,0,0,-2.63490571567498,-1.71279170991046,0,-2.9666422643477,4.5637905727027,0
"ERR2239318",0,0,0,0,-3.97332220206995,0,0,0,0,0,-5.40164263318319,0,0,0,0,0,0,-4.16252515278754,0,0,5.26552809708707,0,0,0,-3.09173698586485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.35504554315778,0,0,0,0,0,0,0,0,-2.34015998723904,0,0,0,-3.07168206389415,0,0,0,0,0,0,-4.05327599573776,0,-3.14323341705904,-3.0553724445212,-5.3203093993627,-5.29206030995664,5.44423997839459,0
"ERR2239320",0,-0.682941671194703,0,0,0,0,-2.41626800794619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18509895446603,-2.5774620648354,0,-2.65169081114335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25591465512887,0,0,0,0,0,0,0,4.5928632108638,0,0,0,0,0,-4.4642952508763,0,0,0,0,0,0,0,0,0,5.6394096077913,0,0,0,0,0,-5.51302450828357,-2.82680922229609,0,-4.8961771963211,1.10774716496117,0
"ERR2239321",0,-0.0864598415272659,0,0,3.48856315944234,0,-2.433810886078,0,0,0,0,0,0,0,0,0,0,0,4.40814749920965,0,-2.30419114908677,-4.21548411070132,0,0,-2.50408048750919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.16852097875654,0,0,0,3.99097614056879,-2.33508238498473,0,0,4.33719463060777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4880393200542,0,0,0,0,0,0,0,0,0,0,-4.04448133065267
"ERR2239322",0,-0.0785708915030559,0,0,2.80601964242614,0,-2.22508328472159,0,0,0,0,0,0,0,0,0,0,0,4.05484607745546,0,-2.40077633611738,-3.85395730021005,0,0,-2.44208801452904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20150741354408,0,0,0,4.15826659176436,-2.06210056332877,0,0,4.2298205177193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54517350106678,0,0,0,0,0,0,0,0,0,0,-3.57166294600183
"ERR2239330",2.21270037661853,5.47439413750693,0,-5.07198372380091,0,0,-2.84608048688433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.92955600571403,-2.84775938234997,0,-2.65325024313988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77293589120476,0,0,0,0,0,0,0,4.59556422631274,0,0,0,0,0,4.93246393796112,0,0,0,0,0,0,0,0,0,4.80286584969794,0,0,0,0,0,-2.73066796984049,-2.90833174361198,0,-5.03737834520134,4.72965566236469,0
"ERR2239331",-3.48437129113782,0.774388240182774,0,6.03510810868508,0,0,0,-3.20401870451027,0,0,0,0,0,0,0,0,0,0,0,-2.00316459637978,0,0,-1.77901583675593,0,-3.13833215713199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16791078995817,0,0,0,0,0,0,0,-5.43575074717984,0,5.5495231846128,0,-3.46958285685298,0,3.08134581673093,0,0,0,0,0,0,0,0,0,3.75493163448433,0,0,0,0,0,-2.30381320931376,0,0,0,3.99032152967975,0
"ERR2239335",-3.79805577286252,0,0,6.57842556857817,0,0,0,0,0,-2.73976810063141,0,0,0,0,0,0,0,0,0,0,0,0,-2.55341128597373,0,0,0,0,0,0,0,4.74541755125009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42263807992628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239339",0,4.36936397530345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03063696291398,0,0,0,0,0,-3.75154142435515,-4.26242978497467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.49786035368244,0,0,0,0,0,0,0,0,0,0,3.65434818255168,0,0,0,0,0,0,0,0,0,0,-0.659424508720728,-2.89126880362522,0,-5.00782446621776,0.382178736320326,0
"ERR2239340",-3.1743689036815,4.2248389509614,0,5.49816822314307,4.2742442924241,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20966827286957,0,0,0,-2.67275916270641,0,-2.50283248588992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55002603975668,0,0,0,0,0,0,0,0,0,0,0,-4.33503302839525,0,0,0,0,0,4.62935466620276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67335874021415,0,0,0,4.63039316490923,0
"ERR2239346",-3.72494618327369,3.61518003549868,0,6.4517960448898,3.41458139834501,0,0,0,0,-2.29302920519805,0,0,0,0,0,0,0,0,0,0,0,0,-2.21394392628102,0,0,0,0,0,0,0,3.97164308664231,0,0,0,0,-2.59112238904328,0,0,0,0,0,0,0,-1.99326743986884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83466336542725,0,0,0,0,0,3.45244047892557,0,0,0,0,0,0,4.4879556264522,0,0,-2.03950937530646,-1.93921893264496,0,-3.35882571834055,3.53253386054385,0
"ERR2239349",5.17699018718912,5.24455092975998,-2.33258396696018,0,0,0,-2.70687361157282,0,0,-3.39257152346544,0,0,-4.0401539436956,0,0,0,0,0,0,0,0,4.68844262491158,-3.12636426576321,0,-2.41263475295881,0,0,0,0,0,5.87610624695349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17880597223105,0,0,0,0,0,5.41502175126965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39108367886262,-2.95613423032698,0,-5.12017468091985,4.14147841693877,0
"ERR2239352",-3.50907248176011,0,0,6.07789182585032,0,0,0,-4.89718017533104,0,0,0,0,0,-4.65257117662565,0,0,0,0,0,0,0,0,0,-0.309691493342913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.86599908342443,0,0,0,0,0.400722914636043,0,0,0,0,0,0,0,-3.00961295142135,0,0,0,0,0,0,0,0,0,0,5.21280254297911,0,0,0,0,0,-1.20839334399756
"ERR2239358",-3.45579695712959,4.32558656858521,0,5.98561591039037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35258636062419,0,-3.10811093521981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.76998079967402,0,0,0,-4.07479910579466,0,0,0,0,0,0,0,0,0,-5.38340605536114,0,0,0,0,0,0,-2.33715585802113,0,0,0.583996627593367,0,0,0,0,0,-5.71831226386572,0,-4.04807269129982,0,0.804128370405049,0
"ERR2239365",-3.23844154858459,2.75970506553647,0,5.60914529949055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71963384969743,2.98723130198469,0,0,0,0,0,0,0,0,0,0,-2.76565213514498,0,0,0,0,0,0,0,0,-3.67497868555743,0,0,0,0,-2.16123522533413,0,0,0,0,0,0,0,0,0,0,-2.66031612560177,0,0,-4.71054400566009,0,0,0,0,0,6.36524980011816,0,0,0,-3.74336921738629,4.60780269373706,0,0,0,0,-2.20701953606447,0,0,0,-3.82266996976076,0
"ERR2239366",-3.58561958820816,0,0,6.21047530339073,0,3.95321339338597,0,0,0,0,0,0,0,0,0,0,-0.429549306752328,0,4.8724241205618,0,0,0,-2.54435473474725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.23097782565124,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40695167306068,0,0,0,0,0,0,0,0,0,-0.689600928057363,0,0,0,0,0,0,-2.25670125005435,0,-3.90872122259834,0,0
"ERR2239369",-2.56261200212166,0,0,4.43857418776053,4.14143797305973,0,0,0,0,0,0,0,0,0,-4.82801716601981,0,0,0,-6.29638964065845,0,0,0,-2.38902372422565,0,0,0,0.213299384838002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64111714301689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13791047084624,0,0,0,0,0,4.57454908044641,0,0,0,0,0,0,0,0,0,-2.26053741838065,-2.55466486600229,0,-4.4248093442271,3.91536566104588,0
"ERR2239370",-3.25937439799894,4.47948876495595,0,5.64540205822339,0,5.35595081520411,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24849647318814,0,0,-2.40036745341039,0,-2.62650899290746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54924702225228,0,0,0,-3.89451013220129,0,4.15755838614152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.39781362717086,-2.94410186071284,0,5.09933400541271,0.446864516293757,0
"ERR2239373",4.92576224937082,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.29347637238248,0,0,0,0,0,0,0,-6.4115805492881,0,-2.96207033283106,0,-5.7044684104941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75478196677026,0,0,0,0,-5.38294985161999,0,0,0,0,0,0,0,5.13045631205584,0,0,0,0,0,-0.543216210119734,0,0,0,0,0,4.7714223302206,0,0,0,-0.471870703115771,0,0,0,0,0,-2.34469255116026,0,0,0,4.06112662673786,0
"ERR2239378",-2.712664756356,4.54007384273318,0,-4.69847318191004,0,0,-2.66163846501461,0,0,0,0,0,0,0,0,0,0,0,-4.61514536633924,0,0,4.61009305278494,-5.37299648679785,0,-3.16471031839828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.13103823462668,0,0,0,0,0,0,0,-5.48143906270331,0,0,0,0,0,0.462142079850523,0,0,0,0,0,0,0,0,0,5.42311730281417,0,0,0,0,0,-2.83969921793263,0,0,0,-4.91850332367292,0
"ERR2239382",4.11827720684764,0,0,0,0,0,0,0,0,-2.14839777282226,0,0,0,0,0,0,-4.50336516942916,0,4.07309800850972,0,0,0,-2.85455742636885,0,-4.57753580106192,0,0,0,0,0,-3.72113409739597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.608375632261431,0,0,0,0,0,4.9442384955939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20273178364647,-3.66731092738788,0,-6.35196885338834,5.54729417229137,0
"ERR2239383",0,0,0,0,6.22930651461362,0,0,0,0,0,0,0,0,0,-3.1241444189365,0,0,0,0,0,0,0,-3.11177451388644,0,0,0,5.41117686378076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.24659374159994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.38975155974925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239385",-3.86963395169805,0,0,6.70240261103456,0,0,-2.31778221617283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.01451655929094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",-3.8694615616464,0,0,6.70210402270637,0,0,0,0,0,0,2.72487019312632,0,0,0,0,3.80165372871809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54149598606174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66994936752242,0,0,0,0,0,0,0,0,0,0,0
"ERR2239390",-3.15156121085964,0,0,5.45866414037219,0,0,0,0,0,0,0,0,0,0,-2.3779481544426,0,0,0,0,0,0,0,-2.46279817529278,0,0,0,-4.11872702125922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26569156839503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",-3.85333704638261,0,0,6.67417554302208,0,0,0,0,0,0,0,0,0,-4.11701626057632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38273479881181,0,0,0,0,0,0,0,0,0,0,0,1.41214365315182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.662916117366708
"ERR2239396",-5.95351886004147,-4.39874651851776,0,2.80299835907845,0,0,0,0,0,0,0,0,0,0,-2.07520085915501,0,0,0,0,0,-2.3065729947149,0,-4.73650107554569,0,0,0,-3.59435332396706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40304319277236,0,0,0,-3.99510161821251,0,0,0,0,0,0,0,0,0,0.00805371003672704,0,0,0,0,0,0,0,0,0,4.16219290266425,0,0,0,0,0,-2.41367273058192,0,0,0,-4.18060380221139,0
"ERR2239402",0,0,-2.65769032404491,0,0,0,0,0,0,0,0,0,-4.60325467202997,0,0,0,0,0,6.71316106383235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",4.82568852522765,4.75481922139008,0,0,0,0,0,0,0,0,4.86813998402423,0,0,0,0,0,0,0,0,0,0,0,-2.52937620407839,-4.53592591047022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57314985291925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38100809691947,0,0,0,0,0,0,-3.21393372224285,0,-4.45682628074453,0,0,0,0,0,0,-3.12735660891485,-2.63408645033644,-5.56669649908358,-4.56237156351147,5.41674054002683,0
"ERR2239509",2.00456302361674,-5.89724208345487,0,4.68062568620698,0,0,0,0,-4.10457529485943,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.88976153548805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.29160874851489,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00521380122355,0,0,0,0,0,0,0,0,0,-0.908292370114471,0,0,0,0,0,-2.94352627019544,-2.84063248437754,0,-4.92011978857251,5.09833705339222,0
"ERR2239514",0,0,0,0,0,0,-2.53668968772349,0,0,0,4.12091104105299,0,0,0,-6.01578471762589,0,0,0,0,0,-2.66138749431006,4.39367542217311,-3.04561883396577,0,0,0,0.0370954973759528,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60344775277693,0,0,-3.13552011859891,0,0,0,0,0,0,0,0,-4.60965835877346,0,0,0,0,0,0,0,0,0,5.2751665609174,0,0,0,0,0,5.43088015356771,0,0,-4.50930378266067,0,0,0,0,0,0,-3.13314679516911,0,0,0,5.4267694368045,0
"ERR2239528",5.20749529706988,4.75501912574672,0,0,0,0,0,0,-4.82913412020725,-2.75512008379391,0,0,0,0,0,0,0,0,0,0,0,0,-2.78026403335788,0,0,0,0,0,0,0,4.77200796608447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90692639154591,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81555856423222,0,0,0,-2.79315218411367,0,0,0,0,0,5.03494420402038,0,0,0,0,-4.83788149615686,-5.78133471594175,0,0,0,0.888102010047097,0
"ERR2239532",0,5.25999244787849,0,0,0,0,0,0,0,0,0,0,0,0,-2.8700484442812,4.44159653912853,0,0,-4.27738042539584,0,0,0,-6.05161435717224,0,0,0,-4.97106972567905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43321353828694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203283077367566,0,0,0,0,0,0,0,0,0,4.21444947397741,0,0,0,0,0,-2.9819103219708,-2.54057258209193,0,-4.40040079249968,5.16482018126749,0
"ERR2239556",0.556781762896262,0,0,6.32063091408694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.88902215680818,0,0,-4.437517044422,0,-3.20075668908578,0,0,0,0,0,0,-1.94534449740154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.54387320816251,0,0,0,-3.27188235221512,0,-1.10249523117086,0,0,0,0,0,0,0,3.36943550772401,0,0,0,0,0,0,0,-2.21746838590176,-2.73992486652353,0,-4.74568907774012,3.8407679085596,0
