"","Part","BalanceID","Component","Group","d.group"
"9","-1","46503__562_328813","562","46503__562_328813-1","p__Proteobacteria"
"80","1","46503__562_328813","46503","46503__562_3288131","p__FCB group"
"118","-1","46503__562_328813","328813","46503__562_328813-1","p__FCB group"
"170","1","821__46506","821","821__465061","p__FCB group"
"232","-1","821__46506","46506","821__46506-1","p__FCB group"
"327","1","1283__1353_328814","1283","1283__1353_3288141","p__Terrabacteria group"
"333","-1","1283__1353_328814","1353","1283__1353_328814-1","p__Terrabacteria group"
"421","-1","1283__1353_328814","328814","1283__1353_328814-1","p__FCB group"
"462","1","562__328813","562","562__3288131","p__Proteobacteria"
"571","-1","562__328813","328813","562__328813-1","p__FCB group"
"662","1","33039__88431","33039","33039__884311","p__Terrabacteria group"
"694","-1","33039__88431","88431","33039__88431-1","p__Terrabacteria group"
"758","1","296__1351","296","296__13511","p__Proteobacteria"
"784","-1","296__1351","1351","296__1351-1","p__Terrabacteria group"
"956","-1","338188__28116_218538","28116","338188__28116_218538-1","p__FCB group"
"1012","-1","338188__28116_218538","218538","338188__28116_218538-1","p__Terrabacteria group"
"1027","1","338188__28116_218538","338188","338188__28116_2185381","p__FCB group"
"1067","-1","301301__571_39488","571","301301__571_39488-1","p__Proteobacteria"
"1122","-1","301301__571_39488","39488","301301__571_39488-1","p__Terrabacteria group"
"1169","1","301301__571_39488","301301","301301__571_394881","p__Terrabacteria group"
"1269","1","37734__166486","37734","37734__1664861","p__Terrabacteria group"
"1309","-1","37734__166486","166486","37734__166486-1","p__Terrabacteria group"
"1408","-1","54291__28111_39485","28111","54291__28111_39485-1","p__FCB group"
"1422","-1","54291__28111_39485","39485","54291__28111_39485-1","p__Terrabacteria group"
"1445","1","54291__28111_39485","54291","54291__28111_394851","p__Proteobacteria"
"1550","1","1680__626940","1680","1680__6269401","p__Terrabacteria group"
"1653","-1","1680__626940","626940","1680__626940-1","p__Terrabacteria group"
"1699","-1","158836__1582_53346","1582","158836__1582_53346-1","p__Terrabacteria group"
"1746","-1","158836__1582_53346","53346","158836__1582_53346-1","p__Terrabacteria group"
"1760","1","158836__1582_53346","158836","158836__1582_533461","p__Proteobacteria"
"1843","1","1353__328814","1353","1353__3288141","p__Terrabacteria group"
"1931","-1","1353__328814","328814","1353__328814-1","p__FCB group"
"1964","1","287__573","287","287__5731","p__Proteobacteria"
"1974","-1","287__573","573","287__573-1","p__Proteobacteria"
"2130","-1","328812__817_246787","817","328812__817_246787-1","p__FCB group"
"2222","-1","328812__817_246787","246787","328812__817_246787-1","p__FCB group"
"2231","1","328812__817_246787","328812","328812__817_2467871","p__FCB group"
"2385","1","329854__501496","329854","329854__5014961","p__FCB group"
"2402","-1","329854__501496","501496","329854__501496-1","p__FCB group"
"2529","1","310297__310298","310297","310297__3102981","p__FCB group"
"2530","-1","310297__310298","310298","310297__310298-1","p__FCB group"
"2639","1","40324__363265","40324","40324__3632651","p__Proteobacteria"
"2691","-1","40324__363265","363265","40324__363265-1","p__FCB group"
"2786","1","39492__47678","39492","39492__476781","p__Terrabacteria group"
"2800","-1","39492__47678","47678","39492__47678-1","p__FCB group"
"2876","1","548__291644_360807","548","548__291644_3608071","p__Proteobacteria"
"2979","-1","548__291644_360807","291644","548__291644_360807-1","p__FCB group"
"2992","-1","548__291644_360807","360807","548__291644_360807-1","p__Terrabacteria group"
"3040","-1","626932__823_1118061","823","626932__823_1118061-1","p__FCB group"
"3161","1","626932__823_1118061","626932","626932__823_11180611","p__FCB group"
"3171","-1","626932__823_1118061","1118061","626932__823_1118061-1","p__FCB group"
"3221","1","28116__218538","28116","28116__2185381","p__FCB group"
"3277","-1","28116__218538","218538","28116__218538-1","p__Terrabacteria group"
"3340","-1","214856__820_357276","820","214856__820_357276-1","p__FCB group"
"3426","1","214856__820_357276","214856","214856__820_3572761","p__FCB group"
"3444","-1","214856__820_357276","357276","214856__820_357276-1","p__FCB group"
"3528","1","29361__216816","29361","29361__2168161","p__Terrabacteria group"
"3578","-1","29361__216816","216816","29361__216816-1","p__Terrabacteria group"
"3668","1","1735__40518_165179","1735","1735__40518_1651791","p__Terrabacteria group"
"3697","-1","1735__40518_165179","40518","1735__40518_165179-1","p__Terrabacteria group"
"3724","-1","1735__40518_165179","165179","1735__40518_165179-1","p__FCB group"
"3863","1","74426__371601","74426","74426__3716011","p__Terrabacteria group"
"3900","-1","74426__371601","371601","74426__371601-1","p__FCB group"
"3942","1","817__246787","817","817__2467871","p__FCB group"
"4034","-1","817__246787","246787","817__246787-1","p__FCB group"
"4082","1","329__1747","329","329__17471","p__Proteobacteria"
"4122","-1","329__1747","1747","329__1747-1","p__Terrabacteria group"
"4319","-1","665951__100886_410072","100886","665951__100886_410072-1","p__Terrabacteria group"
"4357","-1","665951__100886_410072","410072","665951__100886_410072-1","p__Terrabacteria group"
"4374","1","665951__100886_410072","665951","665951__100886_4100721","p__Terrabacteria group"
"4427","1","28031__376804","28031","28031__3768041","p__Terrabacteria group"
"4505","-1","28031__376804","376804","28031__376804-1","p__FCB group"
"4579","1","28111__39485","28111","28111__394851","p__FCB group"
"4593","-1","28111__39485","39485","28111__39485-1","p__Terrabacteria group"
"4760","-1","47770__46228_626929","46228","47770__46228_626929-1","p__Terrabacteria group"
