,D008171
46503__562_328813,-0.012005723706733916
821__46506,-0.004879294408385804
1283__1353_328814,-0.07107322336447232
562__328813,-0.00542621657186695
33039__88431,-0.08412583497754145
296__1351,0.21674544722609088
338188__28116_218538,0.12922230855281122
301301__571_39488,0.37096352175073655
37734__166486,0.21933146275727786
54291__28111_39485,-0.04619866149623425
1680__626940,0.10343602431824407
158836__1582_53346,0.037775097639534315
1353__328814,0.19373729997030215
287__573,-0.21725237094382566
328812__817_246787,-0.108593818324841
329854__501496,0.017755029697041298
310297__310298,-0.39939479268711336
40324__363265,0.050021760311309504
39492__47678,0.06422651236123618
548__291644_360807,-0.4088224691997721
626932__823_1118061,0.1504311087203394
28116__218538,0.10745515811442666
214856__820_357276,-0.0748339470301145
29361__216816,-0.17504022274456993
1735__40518_165179,-0.216452123591207
74426__371601,-0.11737836696241175
817__246787,0.14612047068872658
329__1747,-0.2330826733882432
665951__100886_410072,-0.10843382923001756
28031__376804,0.7743534526460404
28111__39485,0.23875864746396044
47770__46228_626929,-0.38946899506975335
1396__28126,0.5087530826765939
1270__28125,0.5031592135709233
1363__2173,-0.2392664997095301
33945__582_584,0.4808203117966504
1354__53345,0.3265507881345193
80866__1286_310575,0.13697426164455712
303__261299,0.0
39496__457412,0.15188043433213094
40520__1318_40545,-0.24749843847546524
626933__658086,-0.9946414740429432
1260__28025,-0.5022844173290941
38304__239935_751585,0.3860660704733085
154046__674529,0.3857280136144936
72556__322095,0.5690705489885468
291645__457402,-0.10539164965892303
1623__469610,-0.10878714362712567
28130__28117_204516,-0.0779182329159704
1286__310575,-0.3224082004715928
1683__39486,0.7063264478096438
454155__1070699,-0.1616981825621705
823__1118061,0.22869996843027704
208479__1689_33038,-0.05330838178493298
39490__552398,0.5659635271417609
43765__102862,-0.2944199785888236
40518__165179,0.05415478615500936
1282__137591,-0.4305061409091834
571__39488,-0.4942952787929635
1681__40214_387090,0.6759484520263567
291644__360807,0.40175901693366173
487173__626930,0.3336720051855626
820__357276,-0.08616861695250112
1582__53346,-0.8947317092974031
40216__40519,0.4703483994874384
147207__1531_384638,-0.1526117941683742
1512__546_818,0.1963436083824628
1304__1358,0.05810675696387201
239935__751585,0.24486236823660185
658082__1352_45851,0.4420366974625719
46228__626929,-0.2223241873605064
1318__40545,0.4070253521099334
28117__204516,-0.3599819789312689
40214__387090,0.3871829208452692
100886__410072,-1.0889544661844548
582__584,1.018009828535422
1531__384638,0.546045898078934
546__818,-0.17914242476213518
729__853_487174,-0.4046033049364565
624__550_39491,-0.26733413357167485
1352__45851,0.4003957879406847
550__39491,0.2937315263835093
853__487174,-0.263896466979067
1689__33038,-1.089024578042103
