"","Part","BalanceID","Component","Group","d.group"
"31","-1","371601__46506_204516","46506","371601__46506_204516-1","p__FCB group"
"39","-1","371601__46506_204516","204516","371601__46506_204516-1","p__FCB group"
"44","1","371601__46506_204516","371601","371601__46506_2045161","p__FCB group"
"84","1","165179__179995_1465754","165179","165179__179995_14657541","p__FCB group"
"85","-1","165179__179995_1465754","179995","165179__179995_1465754-1","p__Proteobacteria"
"95","-1","165179__179995_1465754","1465754","165179__179995_1465754-1","p__FCB group"
"98","1","483__1018_1303","483","483__1018_13031","p__Proteobacteria"
"107","-1","483__1018_1303","1018","483__1018_1303-1","p__FCB group"
"108","-1","483__1018_1303","1303","483__1018_1303-1","p__Terrabacteria group"
"169","1","36847__47678_387661","36847","36847__47678_3876611","p__Terrabacteria group"
"176","-1","36847__47678_387661","47678","36847__47678_387661-1","p__FCB group"
"189","-1","36847__47678_387661","387661","36847__47678_387661-1","p__FCB group"
"208","-1","214856__28111_28124","28111","214856__28111_28124-1","p__FCB group"
"213","-1","214856__28111_28124","28124","214856__28111_28124-1","p__FCB group"
"232","1","214856__28111_28124","214856","214856__28111_281241","p__FCB group"
"250","1","860__425941","860","860__4259411","p__Fusobacteria"
"286","-1","860__425941","425941","860__425941-1","p__FCB group"
"291","1","488__851_41976","488","488__851_419761","p__Proteobacteria"
"297","-1","488__851_41976","851","488__851_41976-1","p__Fusobacteria"
"316","-1","488__851_41976","41976","488__851_41976-1","p__FCB group"
"368","1","47678__387661","47678","47678__3876611","p__FCB group"
"381","-1","47678__387661","387661","47678__387661-1","p__FCB group"
"410","-1","328814__39485_310298","39485","328814__39485_310298-1","p__Terrabacteria group"
"426","-1","328814__39485_310298","310298","328814__39485_310298-1","p__FCB group"
"427","1","328814__39485_310298","328814","328814__39485_3102981","p__FCB group"
"438","-1","28117__820_46503","820","28117__820_46503-1","p__FCB group"
"451","1","28117__820_46503","28117","28117__820_465031","p__FCB group"
"462","-1","28117__820_46503","46503","28117__820_46503-1","p__FCB group"
"509","-1","122355__43131_185300","43131","122355__43131_185300-1","p__Terrabacteria group"
"515","1","122355__43131_185300","122355","122355__43131_1853001","p__Proteobacteria"
"518","-1","122355__43131_185300","185300","122355__43131_185300-1","p__FCB group"
"534","1","820__46503","820","820__465031","p__FCB group"
"558","-1","820__46503","46503","820__46503-1","p__FCB group"
"613","1","179995__1465754","179995","179995__14657541","p__Proteobacteria"
"623","-1","179995__1465754","1465754","179995__1465754-1","p__FCB group"
"629","1","818__29552","818","818__295521","p__FCB group"
"646","-1","818__29552","29552","818__29552-1","p__Terrabacteria group"
"703","1","46506__204516","46506","46506__2045161","p__FCB group"
"711","-1","46506__204516","204516","46506__204516-1","p__FCB group"
"737","1","28112__76122","28112","28112__761221","p__FCB group"
"754","-1","28112__76122","76122","28112__76122-1","p__FCB group"
"769","1","204__824","204","204__8241","p__Proteobacteria"
"776","-1","204__824","824","204__824-1","p__Proteobacteria"
"832","1","28111__28124","28111","28111__281241","p__FCB group"
"837","-1","28111__28124","28124","28111__28124-1","p__FCB group"
"868","1","584__1755626","584","584__17556261","p__Proteobacteria"
"912","-1","584__1755626","1755626","584__1755626-1","p__Terrabacteria group"
"926","1","1515__33043","1515","1515__330431","p__Terrabacteria group"
"936","-1","1515__33043","33043","1515__33043-1","p__Terrabacteria group"
"967","1","821__28116","821","821__281161","p__FCB group"
"978","-1","821__28116","28116","821__28116-1","p__FCB group"
"1017","1","851__41976","851","851__419761","p__Fusobacteria"
"1036","-1","851__41976","41976","851__41976-1","p__FCB group"
"1082","1","39485__310298","39485","39485__3102981","p__Terrabacteria group"
"1098","-1","39485__310298","310298","39485__310298-1","p__FCB group"
"1127","1","33033__40518","33033","33033__405181","p__Terrabacteria group"
"1131","-1","33033__40518","40518","33033__40518-1","p__Terrabacteria group"
"1181","1","43131__185300","43131","43131__1853001","p__Terrabacteria group"
"1190","-1","43131__185300","185300","43131__185300-1","p__FCB group"
"1211","1","1018__1303","1018","1018__13031","p__FCB group"
"1212","-1","1018__1303","1303","1018__1303-1","p__Terrabacteria group"
