"","33039__820_821","550__46503","29382__218538_239935","40545__338188_487174","1735__216816_387090","411489__40518_363265","218538__239935","820__821","1582__74426_204516","1351__571_37734","338188__487174","1363__329_1747","1078764__287_166486","40518__363265","216816__387090","74426__204516","287__166486","457412__584_28116","46228__310297","54291__384638","1282__291644_751585","147802__546_165179","28126__371601_1118061","548__28111_39492","1260__45851_674529","40519__100886","584__28116","33043__46506_357276","296__1318","301301__328812","546__165179","571__37734","322095__39485_328814","28125__573_360807","329__1747","626932__626940","28111__39492","1613__1680","371601__1118061","40214__33035_292800","626933__47678_246787","582__88431","1502__40324","33945__1354_28118","45851__674529","469610__28123_501496","1288121__28117_328813","46506__357276","291644__751585","658086__214856_552398","457394__43765_154046","1689__33038_39488","28130__116085","2173__1535_908612","1632__658081","840__1596","1681__169435_208479","1535__908612","291645__665951","573__360807","39485__328814","47678__246787","1286__562_817","29361__454155","28117__328813","1352__1353","1354__28118","33035__292800","28123__501496","39777__624_1531","47715__1512_147207","214856__552398","729__40520","39486__823_39491","562__817","43765__154046","626930__818_853","29466__36834","33038__39488","823__39491","169435__208479","624__1531","818__853","1512__147207"
"ERR2239331",-4.00882535655458,0,0,0,0,0,0,-0.780795724114952,0,-3.20401923528169,0,0,0,0,0,0,0,0,0,0,0,-3.13833268790341,0,0,0,0,0,-1.78271573010042,0,0,-5.43575166650291,5.54952410393587,0,-2.0031651271512,0,0,0,0,0,0,0,0,0,0,0,0,-2.16791132072959,3.08775421998618,0,0,0,0,0,0,0,0,0,0,0,-3.46958377617605,0,0,-3.48437182190925,0,3.7549325538074,0,0,0,0,0,0,0,0,0,6.03510902800815,0,-2.30381374008519,0,0,0,0,0,-3.99032244900282,0
"ERR2239339",-2.52265399810032,0,0,-2.29637537170591,0,0,0,-4.36936489462652,0,0,-3.9774388170445,0,0,0,0,0,0,0,0,0,0,-3.75154195512658,-2.46091551452843,0,0,0,0,0,0,0,-6.49786127300551,0,0,0,0,0,0,0,4.26243070429774,0,-2.32708986631547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03063788223705,0,0,0,0,0,0,0,0,0,0,3.59744980877444,-2.89126933439664,0,0,-2.517026367999,0,0,-5.00782538554083,0,0,-4.35961755336483,0
"ERR2239340",-0.176498882700235,0,0,0,0,0,0,0.404515715241357,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50283301666134,0,-2.78208139878418,0,0,0,0,0,0,-4.33503394771833,0,0,0,0,0,-4.81870633348649,0,0,0,-3.48048370175557,0,0,0,0,0,0,0,0,0,-2.62695928964475,0,0,0,0,0,0,0,0,0,0,6.02837460635606,-3.17436943445292,0,0,0,0,0,0,0,0,0,0,0,5.49816914246614,-4.55002695907976,-2.67335927098557,0,0,0,0,0,-4.6303940842323,0
"ERR2239352",0,0,0,0,-2.64993638122357,0,0,0,0,-2.56426935975473,0,0,0,0,4.58982444910444,0,0,0,0,0,0,-3.00961348219278,0,0,0,0,0,0,0,0,5.21280346230218,4.4414448153873,0,-2.68616375202013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.946411138301432,0,0,0,0,0,0,0,4.65257209594872,0,0,-3.50907301253153,4.28013295576153,0,0,0,0,0,0,0,0,0,0,6.0778927451734,0,0,0,0.777554511607944,0,0,0,0,0
"ERR2239358",-2.49737910054712,0,0,-2.6270247971461,0,0,0,-4.32558748790828,-2.716405625535,0,-4.55014042140037,0,0,0,0,-4.70495255739254,0,0,0,0,0,0,-2.35258689139562,0,-2.33715638879255,0,0,-3.10811146599124,0,0,0,0,0,0,0,0,0,0,-4.07480002511773,0,0,0,0,0,4.04807361062289,0,-3.05357623568186,-5.38340697468421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.45579748790101,0,5.28894918498591,0,0,0,0,0,0,0,0,0,5.98561682971345,0,-3.09128852826247,0,0,0,0,0,-5.35426879180542,0
"ERR2239373",-3.04897779284507,-4.26583616028058,-2.75478249754168,0,0,-2.96207086360248,-4.77142324954368,5.28098444835688,-2.82769279531471,0,0,0,0,5.13045723137892,0,-4.89770758968155,0,0,0,0,0,0,0,0,0,0,0,-3.36260381798587,0,0,0,0,0,0,0,0,0,0,0,0,-3.29347690315391,0,0,0,0,0,-2.55525811784813,-5.82420065847662,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.70446932981717,0,0,4.42583688656578,0,0,0,0,0,0,0,0,0,0,0,-2.34469308193168,0,0,0,0,0,-4.06112754606093,0
"ERR2239383",7.19298464770002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11177504465958,0,0,0,0,4.9035451412497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.38975247907531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.12414494970964,0,0,0,0,0,0,0,0,0,0,0,-5.41117778310682,0,0,0,0,0,0,0,0,0
"ERR2239385",0,0,-2.31778274694667,0,0,0,4.01451747861819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86963448247189,0,0,0,0,0,0,0,0,0,0,0,6.70240353036181,0,0,0,0,0,0,0,0,0
"ERR2239388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72487111245239,0,0,0,0,0,0,0,0,-1.54149651683489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.86946209241954,0,2.66995028684848,0,0,0,0,0,0,0,0,0,6.70210494203243,0,0,0,0,0,0,0,0,0
"ERR2239390",-2.46279870606628,0,0,0,0,0,0,4.26569248772168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37794868521609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11872794058588,-3.15156174163313,0,0,0,0,0,0,0,0,0,0,0,5.45866505969885,0,0,0,0,0,0,0,0,0
"ERR2239395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37696097707496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.382735329584959,0,0,0,0,0,0,0,4.11701717990238,0,0,-3.85333757715576,0,0,0,0,0,0,0,-0.706072357349059,0,0,0,6.67417646234814,0,0,0,0.662917036692768,0,0,0,0,-1.2229531967485
"ERR2239396",-2.37057597437311,0,0,-2.41367326135334,0,0,0,4.10595803081632,0,0,-4.18060472153446,0,0,0,0,0,0,0,0,0,0,0,-2.30657352548633,0,0,0,0,-4.90554418005001,0,0,0,0,0,0,0,0,0,0,-3.99510253753558,0,-2.07520138992643,0,0,0,0,0,-4.57064775575992,0.30084311706124,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59435424329014,-3.78591588936817,0,0.407793507497797,0,0,0,0,0,0,0,0,0,6.55739867356798,0,0,0,0,0,0,0,0,0
"ERR2239402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87584587809076,0,0,0,0,0,0,0,0,-2.65769085481874,0,0,0,-6.71316198315961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.60325559135722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",-5.2745734230388,-4.17916977292128,0,5.14630076738135,-2.6188185762056,0,0,-0.373811124470605,0,0,0,0,0,0,4.53592682979329,0,0,0,0,0,0,0,0,0,-3.21393425301428,0,0,0,0,0,0,0,0,0,0,0,0,-4.8681409033473,0,0,0,0,0,0,5.56669741840666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63408698110786,0,0,-3.12735713968627,0,0,-4.56237248283454,0,0,-5.4167414593499,0
"ERR2239509",-2.88976206625947,-4.07631626436561,0,0,0,0,0,5.00521472054662,-2.9080063272231,0,0,0,-2.3697781821676,0,0,-5.03681470748218,-4.1045762141825,0,0,0,0,0,0,0,0,0,0,-3.40477483513048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38360348283463,5.89724300277794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7023610306789,0,4.12852233736771,0,0,0,0,0,0,0,0,-2.84063301514896,4.68062660553005,0,-2.94352680096687,0,0,-4.92012070789558,0,0,-5.09833797271529,0
"ERR2239514",-3.0456193647372,0,-3.13552064937034,5.20689656709671,0,0,-5.43088107289079,5.27516748024047,0,0,0,0,0,0,0,0,0,-2.53669021849491,0,0,0,0,-2.66138802508149,0,0,0,-4.39367634149618,0,0,0,0,0,0,0,0,0,0,-4.12091196037606,-4.60965927809653,0,-2.9971843418865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.19127555979731,-3.01860143728223,0,0,0,0,0,0,0,0,0,0,0,-5.22837105717326,0,-3.13314732594053,0,0,0,0,0,-5.42677035612757,0
"ERR2239532",-6.12134906556694,0,0,0,0,0,0,0.0825008580230802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96712493963761,0,0,0,0,0,0,0,0,0,0,0,0,-5.33959624585277,0,0,0,0,0,-2.43321406905836,-5.13921114785708,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.693689300283216,0,0,4.21445039330049,0,0,0,0,0,0,0,0,-2.54057311286336,0,0,-2.98191085274222,0,0,-4.40040171182275,0,0,-5.16482110059056,0
"ERR2239556",-1.90049609373404,-3.64250352739859,0,0,0,0,0,3.29175579393354,0,0,0,0,0,0,0,0,0,0,3.36943642704708,0,0,-3.2007572198572,0,0,0,0,0,-2.53702201223081,0,0,-5.54387412748558,0,0,-1.88902268757961,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.3942510251044,0,0,0,0,0,0,0,0,0,0,0,-3.27188327153819,0,0,-3.64921849046779,0,0,0,0,0,0,0,0,0,0,-2.73992539729495,6.32063183341001,0,-2.21746891667318,0,0,-4.74568999706319,0,0,-3.84076882788267,0
"ERR2239577",-2.93544085271656,0,0,4.87167627959552,0,0,0,-5.0843326995184,-2.56495860456055,0,0,0,-3.3405172953827,0,0,-4.44263862240984,-5.7859456791654,0,-4.81675645797994,0,0,0,0,0,0,0,0,-3.27045153098501,0,0,0,0,0,-2.52139501736604,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66458821535746,0,0,0,0,0,0,0,0,0,0,0,-4.36718427602899,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1671631054023,0,0,-2.64841107399765,0,0,-5.48568741441441,0,0,-4.58718253949199,0
"ERR2239578",-5.44209704874331,0,0,0,0,0,0,0.261306491984416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.97353752230987,0,0,0,0,0,0,0,0,-1.98966847700492,0,0,0,0.193527249341189,0,0,4.86559826956005,0,0,-4.18305243124743,0,0,0,-2.24156683951131,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.44620689239071,0,-3.63275086746898,0,3.88250765459518,0,0,0,0,0,0,0,0,0,6.29210907369618,0,0,0,0,0,0,0,0,0
"ERR2239579",-2.11075413604781,0,-2.52012428593152,0,0,0,-4.36498330462163,-3.65593340592095,0,0,0,0,0,0,0,0,0,-2.16558071627761,0,0,0,0,0,-2.19183541609256,-2.38519009209685,0,-3.75089582848423,0,0,0,0,0,0,0,0,0,3.79637030250118,0,0,0,0,0,0,0,4.13127042522164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7401127173267,-3.71088588428204,0,0,0,0,0,0,0,0,0,-2.80645043589607,6.47806525244434,0,-2.66709335548384,0,0,-4.86091474389581,0,0,-4.61954120022737,0
"ERR2239582",-5.57304140163303,0,0,-2.98360699640248,0,0,0,-0.208071281186743,-2.72692067778229,0,-5.16775890758707,0,0,0,0,-4.72316516212909,0,-2.41634452188874,0,0,0,0,0,0,0,0,-4.18523148050202,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.50094415226134,0,0,0,0,0,-2.57981221131987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.770835721286673,0,0,4.46836582399263,0,0,0,0,0,0,0,0,0,0,0,-2.43294181601139,0,0,0,0,0,4.21397883719062,0
"ERR2239583",2.70694334197889,0,0,0,0,0,0,-4.08957371153265,-2.83900124409012,0,0,0,0,0,0,4.91729439751534,0,0,0,0,-3.4299944520643,0,0,0,0,0,0,0,0,0,0,0,-2.38143177839452,0,0,0,0,0,0,0,-2.25911353339136,0,0,0,0,0,-2.45191319499488,0,-5.94092466065474,0,0,0,0,0,0,0,0,0,0,0,4.12476083493841,-3.91289941990028,0,0,4.24683822947967,0,0,0,0,0,0,0,0,0,0,0,-3.47867334598739,0,0,0,0,0,-6.0252389781858,0
"ERR2239584",0,0,-1.99698222994998,2.84969544099469,0,0,3.45887468408555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.88583458367865,0,0,-1.50121951905933,0,0,0,0,0,-6.73046292873969,0,0,0,0,0,0,0,0,0,-1.35565977163433,0,0,0,-2.60018848032487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34807160224789,-2.34110354757175,0,0,0,0,0,0,0,0,0,2.21602354795541,-2.50477497345918,4.05491029017401,0,-2.5421914166499,0,0,-4.33839751555829,0,0,-4.40320469620313,0
"ERR2239585",-3.01877903893969,-4.66149731038022,-2.75758576449857,0,0,0,4.77627865034019,-5.22867867226748,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.98623987518785,0,0,0,0,0,-2.76296693939167,0,0,-5.1723191874135,0,0,-3.24525231685833,0,0,0,0,0,0,0,0,0,0,0,0,-5.85236895728164,-4.78559911865945,0,0,0,0,0,0,0,0,0,0,0,-5.62094189617924,0,0,0,0,0.358166444688339,0,0,0,0,0,0,0,0,-2.5522180935798,0,0,0,0,0,-4.42057141007679,0,0,0,0
"ERR2239586",0,0,0,0,0,0,0,0,-2.61348459994495,0,0,0,-2.82296475182538,0,0,-4.52668811190348,4.88951837813763,0,0,0,0,0,0,0,-2.5306853879245,0,0,0,0,0,0,0,0,-4.77257374510721,0,0,0,0,0,0,0,0,0,0,-4.38327566985738,0,-2.7028793710954,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387439740386932,0,0,-3.55501249281184,0,4.68152439746704,0,0,0,0,0,0,0,0,-2.46256668334809,6.1574622590922,0,-2.6267889209319,0,0,-4.26529061258528,0,0,-4.54973187181308,0
"ERR2239590",-3.034124125645,-4.623728104693,0,0,0,-2.33839053189024,0,-5.25525714208764,0,0,0,0,0,4.0502112091719,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.91279436219927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18097068848722,5.04510782732932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.58499856403541,0,3.77755204227834,0,0,0,0,0,0,0,0,-3.0362968870105,6.20939965797079,0,-4.76735454539054,0,0,-5.2590204751654,0,0,0.649446124293259,0
"ERR2239595",-0.584115144117414,-4.78562789312244,-2.7818393909222,0,0,0,4.81828716357372,0.021669261872439,0,0,0,0,-2.91955194588312,0,0,0,-5.05681230560614,-2.69554498288644,0,0,0,0,0,0,0,0,-4.66882086444669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70059087292463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67756060236224,0,0,0,0,0,0,0,0,-2.89265699048165,0,0,0,0,0,5.01022887638351,0,0,0,0
"ERR2239596",-2.34011778622456,-4.29947592546387,0,0,0,0,0,4.05320290143655,0,0,0,0,0,0,0,0,0,-2.98096210904342,0,0,0,0,0,0,0,0,-5.16317782830088,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57406352033228,0,0,0,0,0,-2.58504014670738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.45840879912511,-3.60914913945357,0,4.47742087370249,0,0,0,0,0,0,0,0,-2.9594179496594,6.25122968162708,0,-5.00643731607254,0,0,-5.12586224964139,0,0,-0.102206269782303,0
"ERR2239599",-5.94001362348042,0,0,-5.20626153104364,-2.58711227392172,0,0,-0.634992701608519,0,0,0.406221148194098,0,-2.65144936638556,0,-4.48100990331748,0,-4.59244501627609,0,0,0,0,0,0,0,0,0,0,-2.84170057322813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.92196977272872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28297719176347,0,0,0,0,0,0,0,0,0,0,0,5.68628329622413,0,-2.66330205563246,0,0,0,0,0,-4.61297447625806,0
"ERR2239604",-2.80138417423612,0,-5.32695566087729,0,0,0,0.556551476763109,4.85213972129634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.19222514769256,0,0,0,0,-2.63510685427647,0,0,4.04098373303984,0,0,0,0,0,0,0,0,0,0,-2.47917013425903,-5.52909614500257,0,-2.52936777452738,0,0,0,0,0,0,0,0,0,0,-4.56413895497985,0,-3.3704526765581,0,-4.294048633144,0,0,0,0,0,0,4.38099349650885,0,0,5.83779528030513,0,0,0,0,0,0,0,0,0
"ERR2239606",-2.99731048447914,0,0,-2.62480580934096,0,0,0,5.19149404517675,0,0,-4.54629702178049,0,0,0,0,0,0,0,0,0,0,0,0,-2.64921357296662,0,0,0,-5.48599320241802,0,0,0,0,0,0,0,0,-4.58857250847926,0,0,0,2.4924693728181,0,0,0,0,0,0,-1.078713054887,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.56710000150486,0,0,0,0,0,0,0,0,0,0,0,-2.87194438992296,0,0,-3.03337618963648,0,0,-4.97435359985897,0,0,-5.25396167892006,0
"ERR2239610",-2.78831494479604,0,-2.20556836017708,2.28886819314291,0,0,3.82015645939307,4.82950315189035,0,0,4.31129922723398,0,0,0,0,0,0,0,0,0,0,0,0,-2.9833229000817,0,0,0,-3.45589276233248,0,0,0,0,-2.78862098335275,0,0,0,5.16726683832523,0,0,0,0,0,0,0,0,0,-2.92715817444458,-5.98578184986941,0,0,0,0,0,0,0,0,0,0,0,0,4.83003322621964,0,0,0,5.06998667992857,0,0,0,0,0,0,0,0,0,0,0,-3.26944379076787,0,0,0,0,0,-5.66284275810054,0
"ERR2239613",-5.31454227595472,0,0,0,0,0,0,-0.236144596654635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.25268926250309,4.29756002722858,0,0,0,0,0,0,0,0,0,0,0,-2.71984958187004,0,0,0,0,0,-2.84243193723386,-0.0127312730063688,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.71091766474388,-3.38023857253387,0,4.92323653234547,0,0,0,0,0,0,0,0,0,5.85474494933276,0,-2.58268007415436,0,0,0,0,0,-4.47333310813111,0
"ERR2239615",-2.94780272104368,-4.25369066937353,0,-2.85308470902078,0,0,0,-5.10574408353744,0,0,-4.94168767432187,0,0,0,0,0,0,0,0,0,0,0,0,-2.54659975263603,0,0,0,0,0,0,0,0,0,0,0,0,4.41084015810793,0,0,0,-3.32095398239979,0,0,0,0,0,-2.99383302640328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75206102711464,-2.36731829883981,4.49242313614599,5.18547091110818,0,0,0,0,0,0,0,0,0,4.10031557127808,0,-3.04513112241421,0,0,0,0,0,5.27432181973066,0
"ERR2239623",-5.67444794581519,0,-2.75716836786349,0,0,-2.75135165153878,4.77555569816132,0.413012998329856,0,0,0,0,0,4.7654808499537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58531815488255,0,0,0,0,0,-2.75427368957086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47790239798679,-3.19485169640063,0,4.77054196828693,0,0,0,0,0,0,0,0,-2.46126201277119,5.5336454608135,0,-3.09258891437024,0,0,-4.26303085685894,0,0,-5.35652112661353,0
"ERR2239627",-6.01774742045919,-4.53704077913652,0,-2.62585213595642,0,0,0,0.365582178477614,0,0,-4.54810931263977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7984510713009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128883509016277,0,0,0,0,0,0,0,0,-3.02157187205891,0,0,0,0,0,-5.23351600112704,0,0,0,0
"ERR2239629",-5.34490409375531,0,-3.30653672153172,0,0,0,-5.72708959878517,-0.208845097784295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93501245622276,0,0,-2.90125302739707,0,0,0,0,0,-2.32592217646017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02511764906474,-5.63410393164455,0,4.0286153840802,0,0,0,0,0,0,0,0,0,1.68248023213271,0,-2.46976655759498,0,0,0,0,0,-4.277761160589,0
"ERR2239630",-2.56814077026716,0,0,0,0,5.61937370730827,0,4.44815029509179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33025419200654,0,0,0,-3.22568897004406,0,0,0,0,-2.71252228167278,0,0,0,4.03611865510568,0,0,0,-2.42941043296993,0,0,0,0,0,-2.49035552301822,-5.58705718553083,0,0,0,0,0,0,0,0,0,0,0,0,4.69822640851991,4.20786230234182,-3.284463870878,0,4.31342229477732,0,0,0,0,0,0,0,0,0,5.68885829998505,0,-3.02410957789797,0,0,0,0,0,-5.23791143657496,0
"ERR2239632",-5.33052608877108,0,-2.53832771350673,5.46128540186157,0,0,-4.3965125660538,0.0699991544617301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7446697407875,0,0,0,0,-2.49379862917904,0,0,0,0,0,0,0,0,0,0,-4.75390744104085,0,-2.49447401958665,0,0,0,0,0,-2.74484043146558,-4.31938592958372,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32055574008464,-3.45405481245805,0,-4.75420308596767,0,0,0,0,0,0,0,0,0,5.98259842730514,0,0,0,0,0,0,0,0,0
"ERR2239633",-5.98249272854462,0,0,0,-5.69754175282118,-2.46539721376372,0,0.612105536160626,0,0,0,0,0,4.27019323507751,-1.5029371994836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.60944905340835,0,0,0,0,0,0,0,0,-2.5397091345734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39890525752791,0,0,0,0,0,0,0,0,-3.15796773974692,0,0,-2.55128503454668,0,0,-5.46976057390511,0,0,-4.41895530442497,0
"ERR2239634",-6.06205113237331,0,0,0,0,0,0,0.589208703137818,0,0,0,0,0,0,0,0,0,0,0,0,-2.72911213326184,0,0,-2.86772077679716,0,0,0,-2.85240295104672,0,0,0,0,-4.96771594144026,-2.43583331086675,0,0,4.96703808733358,0,0,0,0,0,0,0,0,0,0,-4.94050683487232,-4.72696087436219,0,0,0,0,0,0,0,0,0,0,-4.21898705318992,-0.0206285550704583,0,0,0,0,0,0,0,0,0,0,0,0,-3.48245470681598,0,0,0,0,0,-6.03178848726266,0,0,0,0
"ERR2239635",0,0,0,-2.1942801986346,0,0,0,0,0,0,-3.80060479007746,0,0,0,0,0,0,0,0,0,0,0,0,-2.73016550387804,0,0,0,0,0,0,0,0,0,0,0,0,-4.72878536578865,0,0,0,-5.08441245768091,0,0,0,0,0,-2.25300307072457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58763175695022,-3.52965894217687,0,3.90231578810364,0,0,0,0,0,0,0,0,-5.06764969050871,6.11354862124016,0,-2.53828012438491,0,0,-1.20725681265494,0,0,-4.39643013927692,0
"ERR2239636",-2.14907146294538,-3.80240609342441,0,-2.16433059613562,0,0,0,3.72230096291777,0,0,-3.74873055688273,0,0,0,0,0,0,0,0,0,0,-3.49604432550555,0,0,-2.14806945050924,0,0,-2.60860641001295,0,0,-6.05532639728847,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72056542646856,0,-2.53527960231172,-4.51823883909228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5555041545784,0,4.39123308259692,0,0,0,0,0,0,0,0,0,6.15831384225202,0,-2.32130936782898,0,0,0,0,0,-4.02062576516538,0
"ERR2239639",-6.29569836573824,0,0,0,0,0,0,-0.334031875329624,0,0,0,0,0,0,0,0,0,-2.82094869135229,0,0,0,0,-5.33364531920584,0,0,0,-4.8860264589671,0,0,0,0,0,0,0,0,0,0,0,-0.39073482902009,0,0,0,0,0,0,0,-5.84997797632548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155565292638413,0,0,0,0,0,0,0,0,0,0,0,-5.55527370945097,0,0,0,0,0,-0.661224998281225,0
"ERR2239640",-6.13268410344702,0,0,0,0,0,0,0.261156592788969,-2.39324996913103,0,0,0,0,0,0,-4.1452305417476,0,0,0,0,0,0,0,-2.21173204013198,0,0,0,0,0,0,0,0,0,0,0,0,-3.83083226623656,0,0,0,-2.49256637586398,0,0,0,0,0,-2.33527241069018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31725160423424,-3.55539114553128,0,4.04481046482924,0,0,0,0,0,0,0,0,0,6.15811810484069,0,-5.50163277191158,0,0,0,0,0,-0.779837304649644,0
"ERR2239642",-0.889752335021541,0,0,-2.92063190667508,0,0,0,-1.21841518419071,0,0,5.058682852568,0,-2.88323202944114,0,0,0,-4.99390436500197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84059658544431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92005760979622,0,-2.51912007166405,0,0,0,0,0,0,0,0,0,0,0,-4.36324395448869,0,-6.11865552665282,0,0,0,0,0,-0.70932542251733,0
"ERR2239645",-3.01453023375563,0,0,0,0,0,0,5.22131952581724,0,0,0,0,-2.43591217625499,0,0,0,4.21912365204931,-3.60927092593886,0,0,0,0,0,0,0,0,6.25144062200728,-2.72774513228185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246944436175746,0,0,0,0,0,-4.72459315921086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.98117929223234,0,0,0,0,0,0,0,0,0,0,-2.47584903307324,5.16355400061864,0,-2.37570718007272,0,0,-4.28829631715313,0,0,-4.11484553979214,0
"ERR2239648",-5.72373988235268,0,0,0,0,-2.8540300955986,0,-0.44186925085654,0,0,0,0,0,4.94332513190744,0,0,0,0,0,-4.90963468652913,-5.75267668394212,0,0,0,0,0,0,0,0,0,0,0,0,-2.56231861889918,0,0,0,0,0,0,0,0,0,0,0,0,-2.62669412885638,0,-0.805493963426906,0,0,0,0,0,0,0,0,0,0,-4.4380660331131,0,0,0,0,4.54956768712213,0,0,0,0,0,0,0,0,0,0,0,-2.5747891261195,0,0,0,0,0,-4.45966558521485,0
"ERR2239669",-2.92188768976472,0,-2.8259984615926,0,0,-2.79056111927848,4.89477291758987,5.06085793268254,0,0,0,0,0,4.8333936402166,0,0,0,0,0,0,0,0,0,-2.79319765838331,0,0,0,-2.69145788898989,0,0,0,0,0,0,0,0,-4.83796025990232,0,0,0,-2.57701747203227,0,0,0,0,0,-2.68421755946313,-4.66174181016257,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4635251935526,0,0,4.64920119155868,0,0,0,0,0,0,0,0,-2.71720147556598,0,0,-3.28768686613101,0,0,-4.70633101008139,0,0,-5.6944406915158,0
