"","Part","BalanceID","Component","Group","d.group"
"16","-1","33039__820_821","820","33039__820_821-1","p__FCB group"
"17","-1","33039__820_821","821","33039__820_821-1","p__FCB group"
"62","1","33039__820_821","33039","33039__820_8211","p__Terrabacteria group"
"155","1","550__46503","550","550__465031","p__Proteobacteria"
"231","-1","550__46503","46503","550__46503-1","p__FCB group"
"356","1","29382__218538_239935","29382","29382__218538_2399351","p__Terrabacteria group"
"403","-1","29382__218538_239935","218538","29382__218538_239935-1","p__Terrabacteria group"
"404","-1","29382__218538_239935","239935","29382__218538_239935-1","p__PVC group"
"525","1","40545__338188_487174","40545","40545__338188_4871741","p__Proteobacteria"
"566","-1","40545__338188_487174","338188","40545__338188_487174-1","p__FCB group"
"580","-1","40545__338188_487174","487174","40545__338188_487174-1","p__FCB group"
"642","1","1735__216816_387090","1735","1735__216816_3870901","p__Terrabacteria group"
"700","-1","1735__216816_387090","216816","1735__216816_387090-1","p__Terrabacteria group"
"722","-1","1735__216816_387090","387090","1735__216816_387090-1","p__FCB group"
"820","-1","411489__40518_363265","40518","411489__40518_363265-1","p__Terrabacteria group"
"867","-1","411489__40518_363265","363265","411489__40518_363265-1","p__FCB group"
"873","1","411489__40518_363265","411489","411489__40518_3632651","p__Terrabacteria group"
"999","1","218538__239935","218538","218538__2399351","p__Terrabacteria group"
"1000","-1","218538__239935","239935","218538__239935-1","p__PVC group"
"1059","1","820__821","820","820__8211","p__FCB group"
"1060","-1","820__821","821","820__821-1","p__FCB group"
"1229","1","1582__74426_204516","1582","1582__74426_2045161","p__Terrabacteria group"
"1281","-1","1582__74426_204516","74426","1582__74426_204516-1","p__Terrabacteria group"
"1293","-1","1582__74426_204516","204516","1582__74426_204516-1","p__FCB group"
"1349","-1","1351__571_37734","571","1351__571_37734-1","p__Proteobacteria"
"1368","1","1351__571_37734","1351","1351__571_377341","p__Terrabacteria group"
"1407","-1","1351__571_37734","37734","1351__571_37734-1","p__Terrabacteria group"
"1609","1","338188__487174","338188","338188__4871741","p__FCB group"
"1623","-1","338188__487174","487174","338188__487174-1","p__FCB group"
"1642","-1","1363__329_1747","329","1363__329_1747-1","p__Proteobacteria"
"1671","1","1363__329_1747","1363","1363__329_17471","p__Terrabacteria group"
"1686","-1","1363__329_1747","1747","1363__329_1747-1","p__Terrabacteria group"
"1789","-1","1078764__287_166486","287","1078764__287_166486-1","p__Proteobacteria"
"1887","-1","1078764__287_166486","166486","1078764__287_166486-1","p__Terrabacteria group"
"1935","1","1078764__287_166486","1078764","1078764__287_1664861","p__Terrabacteria group"
