oldID,newID
387090_and_40519_and_818,818__40519_387090
821_and_856,821__856
1605_and_40518_and_45851,45851__1605_40518
1304_and_328813_and_820,1304__820_328813
165179_and_1735_and_853,1735__853_165179
309120_and_397865,309120__397865
1502_and_729,729__1502
1515_and_84026_and_850,850__1515_84026
328813_and_820,820__328813
28125_and_28136,28125__28136
454155_and_46503,46503__454155
189722_and_228603,189722__228603
218538_and_234908_and_351091,218538__234908_351091
387090_and_40519,40519__387090
310297_and_310298,310297__310298
1605_and_40518,1605__40518
28026_and_762212,28026__762212
228604_and_29363_and_39491,228604__29363_39491
165179_and_853,853__165179
1018_and_28111_and_39492,1018__28111_39492
358742_and_562,562__358742
1264_and_28117_and_47678,1264__28117_47678
158847_and_39485_and_52226,52226__39485_158847
1297750_and_817_and_823,823__817_1297750
204516_and_28116_and_371601,371601__28116_204516
308994_and_360807_and_840,840__308994_360807
39484_and_46506_and_487175,39484__46506_487175
28117_and_47678,28117__47678
158847_and_39485,39485__158847
357276_and_437898_and_454154,437898__357276_454154
1297750_and_817,817__1297750
308994_and_360807,308994__360807
46506_and_487175,46506__487175
28111_and_39492,28111__39492
234908_and_351091,234908__351091
204516_and_28116,28116__204516
357276_and_454154,357276__454154
376804_and_589436,376804__589436
29363_and_39491,29363__39491
1515_and_84026,1515__84026
1161942_and_40520,40520__1161942
