"","Part","BalanceID","Component","Group","d.group"
"3","1","820__204516_357276","820","820__204516_3572761","p__FCB group"
"63","-1","820__204516_357276","204516","820__204516_357276-1","p__FCB group"
"78","-1","820__204516_357276","357276","820__204516_357276-1","p__FCB group"
"110","1","1735__28111_33043","1735","1735__28111_330431","p__Terrabacteria group"
"113","-1","1735__28111_33043","28111","1735__28111_33043-1","p__FCB group"
"123","-1","1735__28111_33043","33043","1735__28111_33043-1","p__Terrabacteria group"
"231","1","204516__357276","204516","204516__3572761","p__FCB group"
"246","-1","204516__357276","357276","204516__357276-1","p__FCB group"
"288","-1","218538__29466_52226","29466","218538__29466_52226-1","p__Terrabacteria group"
"304","-1","218538__29466_52226","52226","218538__29466_52226-1","p__Terrabacteria group"
"318","1","218538__29466_52226","218538","218538__29466_522261","p__Terrabacteria group"
"358","1","1630__28026","1630","1630__280261","p__Terrabacteria group"
"364","-1","1630__28026","28026","1630__28026-1","p__Terrabacteria group"
"435","-1","33038__1352_37734","1352","33038__1352_37734-1","p__Terrabacteria group"
"457","1","33038__1352_37734","33038","33038__1352_377341","p__Terrabacteria group"
"461","-1","33038__1352_37734","37734","33038__1352_37734-1","p__Terrabacteria group"
"525","1","1623__301301_341225","1623","1623__301301_3412251","p__Terrabacteria group"
"574","-1","1623__301301_341225","301301","1623__301301_341225-1","p__Terrabacteria group"
"579","-1","1623__301301_341225","341225","1623__301301_341225-1","p__Terrabacteria group"
"593","1","823__1680_29389","823","823__1680_293891","p__FCB group"
"611","-1","823__1680_29389","1680","823__1680_29389-1","p__Terrabacteria group"
"623","-1","823__1680_29389","29389","823__1680_29389-1","p__Terrabacteria group"
"696","1","1681__40520","1681","1681__405201","p__Terrabacteria group"
"721","-1","1681__40520","40520","1681__40520-1","p__Terrabacteria group"
"772","-1","40519__1354_2173","1354","40519__1354_2173-1","p__Terrabacteria group"
"783","-1","40519__1354_2173","2173","40519__1354_2173-1","p__Euryarchaeota"
"804","1","40519__1354_2173","40519","40519__1354_21731","p__Terrabacteria group"
