,D015209
820__204516_357276,-0.2751175610522669
1735__28111_33043,0.05629471752380815
204516__357276,-0.006716760530948554
218538__29466_52226,0.0
1630__28026,-0.08094626047271393
33038__1352_37734,0.0
1623__301301_341225,-0.0063606790458514105
823__1680_29389,0.0
1681__40520,-0.00587554683517585
40519__1354_2173,0.05019731497228883
1161942__850_185293,0.0
179995__1303_46503,0.0
261299__309120,0.12122192761096386
39485__821_1264,0.1082575680947264
84030__74426_216816,0.014041064731984337
454154__208479_387090,0.0
840__905,-0.05569673794738077
29375__165179_187327,-0.0992705410825136
29466__52226,0.2979087174994815
1680__29389,0.31144618535911656
301301__341225,0.1119845247746551
28111__33043,0.07562710037092843
39496__33959_589436,0.0
1515__1584_39491,-0.03370004168226605
29363__40518_239935,-0.2124323176979272
817__907,0.0
310297__1689_1755626,-0.15824696892863185
166486__28116_329854,0.01568929207315719
1502__33039,0.2505091088765469
88431__39778_351091,0.02429759693413651
1308__1304_46506,0.012556612627015316
1358__437898,-0.16198275990317726
228603__349096,-0.2384018082631913
1352__37734,0.013372928893591741
74426__216816,-0.6981882981968317
850__185293,0.046617334111028697
208479__387090,0.02715388144955659
1303__46503,0.14380455339511294
1354__2173,0.01906340160810565
821__1264,0.06433854903792309
97478__573_310298,0.028534030078313486
33959__589436,0.11963311085497767
1584__39491,0.2595403887840605
165179__187327,-0.21502174970788854
1689__1755626,0.4963686388707268
40518__239935,-0.6365407267122224
39778__351091,0.6788171237803382
573__310298,0.4854767287275053
1304__46506,0.60113864621983
28116__329854,0.3811057096381985
