"","584__821","46503__28111_28117","674529__296_310297","1351__166486_360807","37734__46228_74426","384638__39492_204516","40518__1260_147802","33043__328814","310298__165179_218538","28111__28117","301301__820_751585","88431__216816","39492__204516","29361__1582_658081","296__310297","1282__29382_291644","40519__303_626932","548__363265_1118061","820__751585","166486__360807","411489__39485_246787","1747__562_328813","165179__218538","39488__546_571","46228__74426","291645__552398_1070699","1260__147802","40214__40324","582__1304_487173","665951__28116_100886","1352__47770","562__328813","116085__729_371601","363265__1118061","1735__818_626940","1363__1358_387661","39485__246787","28126__626929_626930","39486__410072","29382__291644","40520__40545_329854","28116__100886","546__571","154046__287_47678","823__1078764","28026__550_54291","818__626940","729__371601","552398__1070699","316__43765","624__35833","1353__2173","1358__387661","39490__158836","39496__33039_338188","303__626932","1582__658081","454155__853_239935","1304__487173","545__501496","214856__39491_357276","40545__329854","626929__626930","569__1283_469613","287__47678","1512__329_33038","550__54291","1396__387090_487174","33039__338188","39491__357276","853__239935","1318__658086","1283__469613","658082__817_45851","329__33038","387090__487174","817__45851"
"ERR2239247",0,-2.75404559246731,0,0,0,-2.49380294499678,0,-4.00500219656421,0,-4.77014689251451,-3.02769337924625,0,4.31939340479932,0,0,0,0,-2.6074596529881,5.24411876259441,0,0,0,0,0,0,0,0,0,0,-2.63278538399444,0,0,0,-4.51625259766131,0,0,0,0,0,0,0,4.56011805050311,0,0,4.14475888148037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03770997896925,0,0,0,0,0,0,-2.25064137690947,0,-5.26146802223372,0,0,0,0,0,-3.89822521442398,0
"ERR2239248",0,5.85330118579082,0,-2.56250924256721,0,0,0,0,0,0,-2.83540227240732,0,0,0,0,0,0,0,4.91106079570573,-4.43839620299125,0,0,0,0,0,0,0,0,0,-2.67245978863479,0,0,0,0,-5.55581521517654,0,0,0,0,0,0,4.62883613510024,0,0,0,0,0.492139283870715,0,0,0,0,0,0,0,-2.52504816899885,0,0,-2.67403184698158,0,0,-3.5558811282661,0,0,0,0,0,0,0,4.37351172026478,-6.15896677983223,4.63155902002934,0,0,0,0,0,0
"ERR2239251",0,-2.89358728976707,0,0,0,0,0,0,-2.65431587699095,-5.0118402020121,0,0,0,0,0,0,0,6.05789712589905,0,0,0,-3.75239514279342,-4.59740995828507,0,0,0,0,0,0,0,0,6.49933903739288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47027411407407,0,0,0,0,0,0,0,0,0,-2.20096984557814,0,0,1.00223020207369,0,0,0,0,-3.81219159846836,0
"ERR2239253",-4.94247485410712,-6.00648012650683,0,0,0,-2.90745545096993,0,0,0,0.75684334937155,-3.3407255227943,0,-5.03586056182301,0,0,0,0,-2.41245756362938,5.78630633962183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17849907130992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65489285279404,0,0,-2.78758066595559,0,0,0,0,0,0,0,0,4.82823134363176,4.59840930969076,0,0,0,0,0,0
"ERR2239259",0,-2.44270446790495,0,0,0,0,0,0,0,-4.23088824628687,0,0,0,0,0,-2.69564672476655,0,0,0,0,0,-2.69788511302481,0,-2.41200561530521,0,0,0,0,0,0,0,4.67287408874268,0,0,4.84528697996791,0,0,0,0,-4.6689970865523,0,0,4.17771627385005,-3.39541882636231,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96497608907035,0,0,-3.17195252153106,0,0,0,5.8810379202354,0,0,0,0,-5.49398292648801,5.13548922949671,0,0,-2.5552442171092,0,0,4.4258128097797
"ERR2239261",-4.9496786983287,0,0,0,0,0,0,-4.41842434167337,0,0,-3.39062816094438,0,0,0,0,0,0,0,5.87274024432949,0,0,-5.81705209985395,0,0,0,0,0,0,0,0,0,-0.525425426980142,0,0,0,0,0,0,0,0,0,0,0,-2.51408047651689,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63049265152778,0,0,0,0,0,0,-4.35451511964424,0,0,-2.61251653323623,0,0,4.5561469213827,0,0,0,0,-4.52501137117886,0
"ERR2239264",-3.72440213430241,-2.23563066203966,0,0,0,-2.09021206397016,0,0,0,-3.87222589361154,-2.83113617518475,0,3.62035349338972,0,0,0,0,0,4.90367169856621,0,0,-3.77870729317233,0,0,0,0,0,0,0,-2.10720112530583,0,6.54491301870554,0,0,0,0,0,0,0,0,0,3.64977941079601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2855142871965,0,0,0,0,0,0,0,0,0,-2.07931871129574,0,0,-3.9586268668489,0,0,0,0,-3.60148565309286,0
"ERR2239266",0,-2.39416661508691,0,0,0,0,4.60810915971453,0,0,-4.14681821911574,0,0,0,0,0,0,0,0,0,0,0,-3.47160946050173,0,0,0,0,0,0,0,-2.25945380692166,0,6.01300396962578,0,0,-2.70168131639611,0,0,0,0,0,0,3.91348879094323,0,0,4.09146114604,0,4.67944930585764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836110898542886,0,0,0,0,0,0,-2.45137413476615,0,-5.97011356096872,0,0,0,0,0,-4.24590454977518,0
"ERR2239270",0,0,-2.79831780844609,0,0,0,4.23239819841121,0,-2.28850640399846,0,-2.70928396538673,-3.86561181357849,0,0,4.84682861995342,0,0,0,4.6926174801815,0,0,-3.40502810905546,-3.96380936517208,0,0,0,0,0,0,0,0,5.89768168608423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.40490604931683,0,0,0,0,0,0,0,0,0,0,0,0,0.118668105925317,0,0,-3.09554502680604,0,0,-5.36164126354522
"ERR2239271",-3.92853495218857,0,0,0,0,0,0,0,-2.83363824656228,0,-3.07617069221859,0,0,0,0,0,0,0,5.32808393167692,0,0,-3.44952981970037,4.90800541331625,-2.4863885902993,0,0,0,0,0,0,0,5.97476090994495,0,0,0,0,0,0,0,0,0,0,4.30655136575794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85845307128738,0,0,-5.11719509077531,0,0,0,0,0,0,0,0,-0.236455493695672,4.95098595052104,0,0,-2.43065909025947,0,0,-4.21002504020855
"ERR2239273",-5.60244815891182,0,0,0,0,0,0,0,-2.83488900600439,0,-3.52054912204666,0,0,0,0,0,0,0,6.09776994992682,0,0,-2.43399547212378,-4.91017179221803,0,0,0,0,0,0,-2.50312952526132,0,4.21580382311098,0,0,-2.39976120641353,0,0,0,0,0,-2.66891014334418,4.33554751567837,0,0,0,0,4.15650833554101,0,0,0,0,0,0,0,0,0,0,-2.50697037198527,0,0,-2.54415330278322,-4.62268796910805,0,0,0,0,0,0,0,4.4066027826647,4.34220005734833,0,0,0,0,0,0
"ERR2239274",-4.86732947692391,-5.77524582724117,0,0,0,0,0,0,0,0.106601204828477,-2.89211225688593,0,0,0,0,0,0,-2.70089495825088,5.00928537011913,0,0,-3.55669023349314,0,0,0,0,0,0,0,0,0,6.16036819119413,0,-4.67808729359715,-2.35547506686037,0,0,0,0,0,0,0,0,0,0,0,4.07980249176385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16998781185819,0,0,0,0,0,-2.16614494308359,0,-3.7585291419436,3.75187309797917
"ERR2239275",0,-2.42927270268765,-5.60470030695094,0,-2.40815147044874,0,0,0,0,-4.20762374649516,-3.22815394710933,0,0,0,0.2977609468246,0,0,0,5.59132665104738,0,0,-5.64441615147368,0,0,4.17104069913892,0,0,0,0,0,0,1.83764983847158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57835998524182,0,0,-3.0364772685292,0,0,0,0,0,0,0,0,5.25933290512053,4.46585049464138,0,0,0,0,0,0
"ERR2239276",0,2.58942158475886,0,0,0,0,0,0,0,-4.93666048698793,0,0,0,0,0,0,0,0,0,0,0,-5.72374726342759,0,0,0,0,0,0,0,-2.79178483104186,0,0.0870929428774072,0,0,0,0,0,0,0,0,0,4.8355131711646,0,-3.24129958710394,0,0,0,0,0,0,0,0,0,0,-2.75836595365206,0,0,0,0,0,-2.66797595924124,0,0,0,-5.61409556741604,0,0,0,4.77762997759355,-4.62106991477814,0,0,0,-2.74100373635935,0,0,4.74755773511053
"ERR2239277",0,5.50061370866071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9025829410432,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.923634254893359,0,5.02742112706952,0,-4.4771318261619,0,0,0,0,0,0,0,-0.918830748026606,0,0,0,0,0,0,4.40525223695033,0,0,0,-3.04092550285721,0,0,-3.07859836023075,0,0,0,0,0,0,0,0,5.33228877601789,5.26703747298063,0,0,0,0,0,0
"ERR2239286",-4.63573436804684,1.84661503802529,5.01584250789956,0,0,0,0,0,-2.10017082784563,-4.18653374488111,-2.23785096822178,0,0,0,0,0,0,0,3.87607157672734,0,0,-3.69867280042324,-3.63760257840262,0,0,0,0,0,0,0,0,6.40628921090612,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52291969234617,0,0,0,0,0,0,0,0,-2.11168395283949,0,0,0,0,0,0,0,0,0,0,0,4.36982509055962,0,-3.65754389584587,0,0,0,0,0,0,0,0
"ERR2239288",-5.62939990452505,0,0,0,-2.53407712280976,0,5.02662328421477,0,0,0,-3.02752716975064,0,0,0,0,0,0,0,5.24383087930331,0,0,0,0,0,4.38915032700447,0,0,0,0,-2.73974103070926,0,0,0,0,0,0,0,0,0,0,0,4.74537066476956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87183114330103,0,0,-5.97310012677942,0,0,0,0,0,0,0,0,-0.981132865179855,4.974157450956,0,0,0,0,0,0
"ERR2239291",0,-4.86408800108848,0,0,0,-2.21298717035519,5.00537402443428,0,0,0.496357164194746,0,0,3.83300621555328,0,0,0,0,0,0,0,5.020880708437,-3.68599409887286,0,0,0,0,0,0,0,-2.00100696247093,0,6.38432905564685,0,0,0,0,0,0,0,0,0,3.46584572529871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41086756164706,0,0,0,0,0,0,0,0,0,0,0,0,4.1757451070924,0,0,0,0,0,0
"ERR2239293",-4.7201916479556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30995139860869,-3.74624205660302,0,0,0,0,0,0,0,0,0,6.48868157948775,0,0,-1.20278753993112,0,4.00095318540504,0,0,0,0,0,0,-2.10415476529977,0,0,2.08328912987148,0,0,-2.8759487256134,0,0,0,0,0,0,0,-2.1500220763466,0,-2.23125795958261,-1.86584470673049,0,0,0,-3.64450296048738,0,0,0,0,3.23173783109065,3.72394747362704,0,0,0,0,0,0
"ERR2239294",0,0,0,0,0,4.37496898570497,0,-4.72388730779393,-3.41051368910249,0,-2.54687255646959,0,0,0,0,0,0,-2.81150241292751,4.41131266820817,0,0,0,-5.90718298943468,0,0,0,0,0,0,-2.17042901964415,0,0,0,-4.86966502479293,0,0,0,5.61341822720921,0,0,0,3.75929333624558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87056056721298,0,0,-2.3231365166263,0,0,0,0,0,0,0,0,4.02379047971533,4.97195674861661,0,0,0,0,0,0
"ERR2239297",0,-2.79396787807791,0,0,0,0,0,0,0,-4.83929431954634,-3.30802483249081,0,0,0,0,0,0,0,5.72966708257361,0,0,-3.00975849418571,0,-2.89002116951811,0,0,0,0,0,-2.84810775260436,0,5.21305463044165,0,0,0,0,0,0,0,0,0,4.93306733294157,5.00566350055499,0,4.181812653241,0,0,0,0,0,0,0,0,0,-2.43224706888935,0,0,-2.5294666869795,0,0,-2.46042617320327,0,0,0,0,0,0,0,4.21277549987684,4.26158314026032,4.38116481790141,0,0,0,0,0,0
"ERR2239303",0,0,0,-2.71744672371764,0,-2.90159658664567,0,0,0,0,-3.08015900661031,0,-5.02571271113873,0,0,0,0,0,5.33499189483994,4.70675579234054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80280733092819,0,0,-2.48897020118477,0,0,0,0,0,-2.98394006067171,0,0,4.85460470099415,0,0,0,0,0,0,0,0,0,0,-2.60005699389102,0,0,-6.19571224578621,0,4.31102284697696,0,-5.16833579182356,0,0,0,0,-0.429148773910162,4.50343081599404,0,0,0,0,0,0
"ERR2239309",0,0,0,0,0,0,6.10454524586815,0,0,0,0,4.56811825249462,0,0,0,0,0,0,0,0,0,0,0,5.28357189469324,0,0,0,0,0,0,4.83514350675304,0,4.75151344664173,0,0,0,0,0,0,0,3.90167886519795,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64674885237896,0,0,0,0,0,-2.56003501728001,0,0,0,0,0,0,0,0,4.43411071908444,0,0,0,-3.46660603172322,0,0,6.00433777676934
"ERR2239312",-4.26154376372371,-2.64567748743727,0,0,0,-2.57136823403959,0,0,-6.25665232820291,-4.58244782868252,0,0,4.45374042632523,0,0,0,0,0,0,0,-2.31244591967508,-3.19237947654796,1.26667265727066,0,0,0,0,0,0,0,0,5.5293634504212,0,0,0,0,4.00527382263257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65285753520038,0,0,0,0,0,0,0,0,0,0,0,0,-4.594884036209,0,0,0,0,0,0
"ERR2239314",-4.66831955846762,3.1632394018674,0,0,0,-2.83256397877127,0,0,0,-5.11886759941737,-3.00786381019398,0,-4.90614472692128,0,0,0,0,0,5.20977294150368,0,0,-2.85814367550253,0,0,0,0,0,0,0,0,0,4.95045006130203,0,0,-2.90802038558874,0,0,0,0,0,0,0,0,0,0,0,5.03683905728574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73528822988212,0,0,0,0,0,0,0,-4.73765818750097,0
"ERR2239316",-4.65548856770831,0,-2.38802043184075,0,0,0,0,0,0,0,-0.294252607016866,-4.72551819550663,0,0,-4.13617271746075,0,0,0,0.0682330716477256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01220576432651,0,0,-2.69214784535679,0,0,0,0,0,0,0,0,4.66293684964503,5.21729342666536,0,0,0,0,0,0
"ERR2239317",-2.15924036617082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06641157100232,-3.798510940308,0,2.35128107172918,0,0,0,0,0,0,0,6.57921394171969,0,0,0,0,3.57912983032425,0,0,0,2.73237951034496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.57738346316607,0,0,-1.71279515991238,0,0,0,0,0,0,0,0,2.9666482399263,-0.532718434935503,0,0,0,0,0,0
"ERR2239318",0,0,0,0,0,4.68032687448191,0,0,-3.09174043586676,0,0,3.97332817764855,0,0,0,0,-2.63276749854545,-2.40323846747239,0,0,0,0,5.35505151873638,0,0,0,0,0,0,0,0,0,0,4.16253112836614,-3.11864327833638,0,0,0,0,0,0,0,0,0,0,0,-5.40164860876179,0,0,0,0,0,0,0,0,-4.56008707199674,0,-3.14323686706095,0,0,-3.05537589452312,0,0,0,0,0,0,0,0,5.29206628553524,5.44424595397319,0,0,-3.07168551389607,0,0,-5.3203153749413
"ERR2239320",-4.17644126645443,-3.25591810513078,0,0,0,0,5.30338852229052,0,0,-5.6394155833699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4162714579481,0,0,0,0,0,0,0,0,0,0,0,4.18510493004463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07629476608588,0,0,-5.40427818713532,0,0,0,0,0,0,-2.43673664220151,0,0.431881945444794,5.32829883391897,0,0,0,0,-4.2205516689578,0
"ERR2239327",-4.68411492493891,0,0,0,0,0,4.34354875684783,0,0,0,-1.9941978791736,-3.17106900368568,0,0,0,0,0,0,3.45405204707478,0,-1.86542181664765,-3.79786161801523,0,0,0,0,0,0,0,0,0,6.57808928251813,0,0,0,0,3.23100536398116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38186665683811,0,0,-2.79668768839147,0,0,0,0,0,0,0,0,4.84400516919638,4.12551406649783,0,0,0,0,0,0
"ERR2239329",0,0,0,-5.67583094618741,0,0,5.61996814082649,0,0,0,-2.80008723007501,0,0,0,0,0,0,0,4.84989334811473,0.351981011992742,0,-2.73722461464403,0,0,0,0,0,0,0,0,0,4.74101210429161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.95992857831177,0,0,-3.05970077756034,0,0,-2.92827655717557,0,0,0,0,0,5.2995572026925,5.1267466844111,0,-5.07192377564096,0,0,0,0
"ERR2239330",-5.47440011308553,2.36807910367753,0,0,0,0,5.30650738628358,0,-2.84608393688624,-4.80287182527654,-2.84776283235189,0,0,0,0,0,0,0,4.93246991353972,0,0,-2.92831461826377,-4.92956198129263,0,0,0,0,0,0,0,0,-5.07198969937951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7306714198424,0,0,-2.9083351936139,0,0,0,0,0,0,0,0,5.03738432077994,4.72966163794329,0,0,0,0,0,0
"ERR2239331",-3.86214751642448,-2.16791423996008,0,-2.00316804638169,0,0,0,0,-3.1383356071339,-3.75493761006293,-1.77901928675784,0,0,0,0,0,0,0,3.08135179230953,-3.46958883243158,0,-3.48437474113974,5.43575672275844,-3.20402215451218,0,0,0,0,0,0,0,6.03511408426368,0,0,0,0,0,0,0,0,0,0,-5.5495291601914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30381665931568,0,0,0,0,0,0,0,0,0,0,0,0,3.99032750525835,0,0,0,0,0,0
"ERR2239336",0,0,-2.31115687533857,0,0,0,0,-4.1652497067094,-2.22951051071284,0,0,0,0,0,4.00304113234853,0,0,-2.57640484351056,0,0,0,-3.53733436646326,3.86162548056348,0,0,0,0,0,0,0,0,6.12684284607384,0,-4.46246408982684,0,0,0,0,0,0,0,0,0,0,0,-2.33856507587439,0,0,0,0,0,0,0,0,0,0,0,-2.84799984970003,0,0,-2.26596246118674,0,0,0,0,0,4.05051352822061,0,0,3.92476211081925,4.93288043962897,0,0,0,0,0,0
"ERR2239339",-4.36936995088205,0,0,0,0,0,0,0,-3.75154487435707,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49786632926104,0,0,0,0,0,-2.10984235691074,0,0,0,-4.5379099684815,0,0,0,0,0,0,0,0,0,0,-2.32709278554596,0,0,0,-0.664980895523303,0,0,0,0,0,0,0,0,0,-2.51702928722949,3.65435415813028,0,-2.89127225362713,0,0,0,-4.03064293849258,0,0,-2.2963782909364,0,5.00783044179636,4.35962260962036,0,0,0,0,-3.97744387330003,0
"ERR2239340",-4.22484492654,0,0,0,0,-2.78208431801467,0,0,-2.50283593589183,0,-2.67276261270833,0,4.81871138974202,0,0,0,0,0,4.62936064178136,0,0,-3.17437235368341,4.33503900397385,0,0,0,0,0,0,0,0,5.49817419872167,0,0,0,0,0,0,0,0,0,0,0,1.77343779676442,0,0,0,0,0,0,0,0,0,0,-2.46773954281519,0,0,-2.67336219021606,0,0,0,0,0,0,-6.02837966261158,0,0,0,4.27425026800271,0,4.63039914048783,0,0,0,0,0,0
"ERR2239343",-3.92677539279428,-4.49176998349389,0,0,0,0,0,0,5.75402390670464,-0.192381847496438,-2.73192971421554,0,0,0,0,0,0,0,4.73184106772844,0,0,-3.66000655082608,0,-3.09766326638017,0,0,0,0,0,0,0,6.33931730206569,0,0,0,0,0,0,0,0,0,0,5.36531016211022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95926849837746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239344",0,-2.91092389277162,0,0,0,0,0,-4.7576187281944,0,-5.04186807924662,-2.52360834854347,0,0,0,0,0,0,-2.63307640922608,4.37101787808228,0,-2.76553180556913,-2.53921628019097,0,0,0,0,0,0,0,0,0,4.39805160869681,0,-4.56062212099059,0,0,-4.79004159719342,0,0,0,-2.46516350551268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07051057082408,0,0,0,-4.26978844051257,0,0,0,0,0,-2.69697934353598,0,0,5.31828031384462,0,0,0,0,-4.67130524996807,0
"ERR2239348",-5.10199060188135,-3.10437246339781,0,0,0,-5.25594659812743,0,0,0,-5.37693083222276,-3.07474280866485,0,-0.522889980703776,0,0,0,0,0,5.32561076481456,0,0,-2.84685690996928,0,0,0,0,0,0,0,0,0,4.93090080994533,0,0,0,0,0,0,0,0,0,0,0,-2.73890675692406,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65831026668324,0,0,0,0,0,0,-4.74392566018617,0,0,-2.93134710916547,0,0,-4.60432844417734,0,0,0,0,-5.07724212769475,0
"ERR2239352",0,0,0,0,0,0,0,0,0,0,0,-4.58982950535997,0,4.94227766681359,0,0,0,0,0,0,0,-3.50907593176202,0,-0.908059087709192,0,0,0,0,0,0,0,6.07789780142893,0,0,0,0,0,0,0,0,0,0,0.771358646914878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7818361029361,0,0,0,0,0,0,0,0,-4.81828146861473,0,0
"ERR2239358",-4.32559254416381,-3.05357915491236,0,0,0,-2.71640854476549,0,0,0,-5.28895424124143,0,0,-4.70495761364807,0,0,0,0,-2.35258981062611,0,0,0,-3.4558004071315,0,0,0,0,0,0,0,0,0,5.98562188596897,0,-4.07480508137326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.09129144749296,0,0,-3.10811438522173,0,0,0,0,0,0,-2.62702771637659,0,-5.38341203093974,5.35427384806094,0,0,-2.33715930802304,0,-4.55014547765589,-4.04807866687842
"ERR2239360",0,0,0,0,0,0,0,0,0,0,3.55975353418132,0,0,0,0,0,0,0,4.70406242265476,0,-2.96869009307674,0,0,0,0,0,0,0,0,-2.6078242259886,0,0,0,0,-3.17007023404566,0,5.14192207313528,0,0,0,0,4.51688405662124,0,0,0,0,5.49072270892884,0,0,0,0,0,0,0,0,0,0,-2.38784304590676,0,4.44307027562288,-3.40556428079206,0,0,0,0,0,0,0,0,-5.89861036277362,4.13586547601053,0,0,-2.46212310147187,0,0,4.26452230623834
"ERR2239369",0,0,0,0,0,0,0,0,0,0,-2.38902717422756,0,0,0,0,0,0,0,4.13791644642485,0,-2.35243780438472,-2.56261545212358,0,0,0,0,0,0,0,0,0,4.43858016333913,0,0,0,0,-4.0745417988401,0,0,0,0,0,0,-3.63522570395884,0,0,0,0,0,0,0,0,0,0,-2.39106377858008,0,0,-4.90166146140137,0,0,-2.5546683160042,0,0,0,-6.29639561623705,0,0,0,4.14144394863833,4.4248153198057,-0.659183419400528,0,0,-2.47558626163892,0,0,4.28784118367811
"ERR2239370",-4.47949474053455,0,-3.0922630949264,-2.24849992319006,0,0,0,0,-2.62651244290937,0,-2.40037090341231,0,0,0,5.35595679078271,0,0,0,4.15756436172012,-3.8945161077799,0,-3.25937784800085,4.54925299783088,0,0,0,0,0,0,0,0,5.64540803380199,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94410531071476,0,0,0,0,0,0,0,0,0,0,0,-2.82790893797409,0,0,0,0,0,0,0,0,5.09933998099131,-2.5699115892006,0,0,4.89808195974927,0,0,0,0,-4.45121744345552,0
"ERR2239373",0,2.37050811229603,0,0,0,-2.82769571454521,5.92414756566594,0,0,-4.42584194282131,-3.04898071207556,0,-4.89771264593708,0,0,0,0,0,5.28098950461241,0,-3.2934798223844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7044743860727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.09948141793434,0,0,-3.36260673721636,0,0,0,0,0,0,0,0,-5.82420571473214,-0.710295703482746,0,0,0,0,0,0
"ERR2239383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59649524308999,0,0,0,0,0,-3.11177796389956,0,0,0,0,0,0,0,6.22931249021164,-5.38975753534727,0,0,0,-3.12414786894962,0,0,5.41118283937878
"ERR2239385",0,0,0,0,0,0,0,0,-2.31778566619045,0,0,0,0,0,0,0,0,0,0,0,0,-3.86963740171566,-4.01452253489673,0,0,0,0,0,0,0,0,6.70240858664035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",0,-1.54149943607487,0,0,0,0,0,0,0,-2.66995534312045,0,0,0,0,0,0,0,0,0,0,0,-3.86946501165952,0,0,0,0,0,0,0,0,0,6.70210999830439,0,0,0,0,0,0,0,0,-2.19488925365426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.80165970431612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239389",-5.39308956586884,-2.52427613811239,0,0,0,0,0,0,-2.48903069954677,-4.37217452354441,-3.1674876835574,0,0,0,0,0,0,0,5.48624960027007,0,0,0,-4.31112763321371,0,0,0,0,0,0,-3.07257608449443,0,0,0,0,-2.03636429731782,0,0,0,0,0,0,5.3218578884654,0,0,0,0,3.52708642567375,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80239115416727,0,0,0,0,0,0,0,0,2.55157961296732,0,0,0,0,0,0,0
"ERR2239390",0,0,0,0,0,0,0,0,0,0,-2.46280162530815,0,0,0,0,0,0,0,4.26569754399693,0,-2.37795160445797,-3.15156466087501,0,0,0,0,0,0,0,0,0,5.4586701159741,0,0,0,0,-4.11873299686113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.85334049639574,0,0,0,0,0,0,0,0,0,6.6741815186201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.382738248824937,0,0,0,0,0,0,0,0,-0.662922092964731,0,0
"ERR2239396",0,-2.40304664277427,0,0,0,0,0,0,0,-4.16219887824285,-2.3705788936036,0,0,0,0,0,0,-2.30657644471682,4.10596308707185,0,-2.07520430915692,-5.9535257600453,0,0,0,0,0,0,0,0,0,2.80299835907845,0,-3.99510759379111,0,0,-3.59435929954566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36592908194592,0,0,0,0,0,0,-2.41367618058383,0,-4.09790937703512,0,0,0,0,0,-4.18060977778999,0
"ERR2239398",0,-2.49005692946509,0,-4.13420607312373,0,0,0,0,-2.9042992600044,-4.31290511557249,0,0,0,0,0,0,0,0,0,-0.0800130137341487,0,0,5.03039387871232,0,0,0,0,0,0,0,0,0,0,0,-2.58412507700643,0,0,0,0,0,0,0,0,0,0,0,-4.47583592648798,0,0,4.16156112483044,0,0,0,0,0,0,0,-2.68929411418896,0,0,-4.57173840420007,0,0,0,0,0,0,0,0,-0.592116528081222,4.65799404227121,0,0,0,0,0,0
"ERR2239399",-4.94527437356186,-2.7756049767446,0,0,0,0,5.65922022918395,0,0,-4.80748884146268,-2.88743555890872,0,0,0,0,0,0,0,5.00118509161094,0,0,-2.93403005133761,0,0,0,0,0,0,0,0,0,5.08188911985067,0,0,0,0,0,0,0,0,-2.99988066712943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.81933708576306,-5.1959457321118,0,0,0,0,0,-2.82897154438154,0,-0.820659973550593,0,0,0,0,0,-4.89992244803542,0
