"","Part","BalanceID","Component","Group","d.group"
"15","1","584__821","584","584__8211","p__Proteobacteria"
"21","-1","584__821","821","584__821-1","p__FCB group"
"184","-1","46503__28111_28117","28111","46503__28111_28117-1","p__FCB group"
"186","-1","46503__28111_28117","28117","46503__28111_28117-1","p__FCB group"
"213","1","46503__28111_28117","46503","46503__28111_281171","p__FCB group"
"278","-1","674529__296_310297","296","674529__296_310297-1","p__Proteobacteria"
"376","-1","674529__296_310297","310297","674529__296_310297-1","p__FCB group"
"410","1","674529__296_310297","674529","674529__296_3102971","p__FCB group"
"444","1","1351__166486_360807","1351","1351__166486_3608071","p__Terrabacteria group"
"504","-1","1351__166486_360807","166486","1351__166486_360807-1","p__Terrabacteria group"
"523","-1","1351__166486_360807","360807","1351__166486_360807-1","p__Terrabacteria group"
"610","1","37734__46228_74426","37734","37734__46228_744261","p__Terrabacteria group"
"626","-1","37734__46228_74426","46228","37734__46228_74426-1","p__Terrabacteria group"
"633","-1","37734__46228_74426","74426","37734__46228_74426-1","p__Terrabacteria group"
"754","-1","384638__39492_204516","39492","384638__39492_204516-1","p__Terrabacteria group"
"781","-1","384638__39492_204516","204516","384638__39492_204516-1","p__FCB group"
"803","1","384638__39492_204516","384638","384638__39492_2045161","p__Terrabacteria group"
"852","-1","40518__1260_147802","1260","40518__1260_147802-1","p__Terrabacteria group"
"896","1","40518__1260_147802","40518","40518__1260_1478021","p__Terrabacteria group"
"914","-1","40518__1260_147802","147802","40518__1260_147802-1","p__Terrabacteria group"
"1022","1","33043__328814","33043","33043__3288141","p__Terrabacteria group"
"1071","-1","33043__328814","328814","33043__328814-1","p__FCB group"
"1193","-1","310298__165179_218538","165179","310298__165179_218538-1","p__FCB group"
"1198","-1","310298__165179_218538","218538","310298__165179_218538-1","p__Terrabacteria group"
"1205","1","310298__165179_218538","310298","310298__165179_2185381","p__FCB group"
"1288","1","28111__28117","28111","28111__281171","p__FCB group"
"1290","-1","28111__28117","28117","28111__28117-1","p__FCB group"
"1400","-1","301301__820_751585","820","301301__820_751585-1","p__FCB group"
"1479","1","301301__820_751585","301301","301301__820_7515851","p__Terrabacteria group"
"1515","-1","301301__820_751585","751585","301301__820_751585-1","p__Terrabacteria group"
