oldID,newID
28116_and_47678,28116__47678
360807_and_457394,360807__457394
357276_and_853_and_88431,88431__853_357276
100886_and_674529,100886__674529
1680_and_291645_and_40545,291645__1680_40545
328814_and_46506,46506__328814
357276_and_853,853__357276
1680_and_40545,1680__40545
301301_and_328813_and_40214,40214__301301_328813
371601_and_487175_and_584,487175__584_371601
1694_and_1735_and_29382,1694__1735_29382
39488_and_40518_and_665951,665951__39488_40518
1579_and_1599,1579__1599
154046_and_469610,154046__469610
46503_and_665956_and_74426,665956__46503_74426
1352_and_329854,1352__329854
1535_and_292800_and_454154,292800__1535_454154
658657_and_817_and_823,658657__817_823
301301_and_328813,301301__328813
150055_and_1502_and_322095,1502__150055_322095
165179_and_39491_and_626929,626929__39491_165179
1363_and_28137_and_671218,671218__1363_28137
371601_and_584,584__371601
204516_and_338188_and_649756,649756__204516_338188
54005_and_552398_and_851,54005__851_552398
28135_and_291644_and_56774,56774__28135_291644
1118058_and_239935_and_820,1118058__820_239935
39488_and_40518,39488__40518
1351_and_411489_and_626933,626933__1351_411489
225906_and_328812_and_626930,225906__328812_626930
46503_and_74426,46503__74426
376804_and_46228_and_751585,376804__46228_751585
1254_and_1590_and_53345,1590__1254_53345
1735_and_29382,1735__29382
1747_and_726_and_739,726__739_1747
147802_and_43675,43675__147802
28125_and_425941,28125__425941
28130_and_47715,28130__47715
1260_and_742723,1260__742723
1363_and_28137,1363__28137
1686_and_437897,1686__437897
150055_and_322095,150055__322095
2173_and_228574_and_39496,228574__2173_39496
116085_and_818_and_821,116085__818_821
28135_and_291644,28135__291644
1531_and_1547_and_548,1547__548_1531
1282_and_615,615__1282
363265_and_39486_and_410072,39486__363265_410072
1379_and_28026_and_54291,1379__28026_54291
165179_and_39491,39491__165179
817_and_823,817__823
1161942_and_1689_and_341694,341694__1689_1161942
1226322_and_29361_and_571,1226322__571_29361
539_and_582,539__582
1286_and_658082,1286__658082
552398_and_851,851__552398
239935_and_820,820__239935
1118061_and_218538_and_40519,40519__218538_1118061
1283_and_208479_and_333367,333367__1283_208479
131111_and_28118_and_387090,131111__28118_387090
1351_and_411489,1351__411489
246787_and_33039_and_55565,55565__33039_246787
1535_and_454154,1535__454154
1246_and_310297_and_33043,1246__33043_310297
296_and_71452_and_729,71452__296_729
204516_and_338188,204516__338188
1747_and_739,739__1747
46228_and_751585,46228__751585
1254_and_53345,1254__53345
28037_and_329_and_39777,28037__329_39777
1512_and_33035_and_37734,33035__1512_37734
328812_and_626930,328812__626930
1681_and_287_and_303,303__287_1681
1382_and_28111_and_39485,1382__28111_39485
1531_and_548,548__1531
1318_and_1596_and_384638,1596__1318_384638
2173_and_39496,2173__39496
28026_and_54291,28026__54291
818_and_821,818__821
1161942_and_1689,1689__1161942
363265_and_410072,363265__410072
1283_and_208479,1283__208479
29361_and_571,571__29361
28118_and_387090,28118__387090
246787_and_33039,33039__246787
187326_and_29466_and_546,187326__546_29466
214856_and_457402_and_552396,552396__214856_457402
296_and_729,296__729
103892_and_1211813_and_1304,103892__1304_1211813
39492_and_40520_and_665950,665950__39492_40520
310297_and_33043,33043__310297
329_and_39777,329__39777
1118061_and_218538,218538__1118061
1308_and_28025_and_626940,28025__1308_626940
1512_and_37734,1512__37734
28111_and_39485,28111__39485
1681_and_287,287__1681
1318_and_384638,1318__384638
214856_and_457402,214856__457402
29466_and_546,546__29466
1685_and_216816_and_45851,1685__45851_216816
166486_and_310298_and_658081,658081__166486_310298
39492_and_40520,39492__40520
1211813_and_1304,1304__1211813
1308_and_626940,1308__626940
261299_and_28117_and_33038,261299__28117_33038
166486_and_310298,166486__310298
216816_and_45851,45851__216816
28117_and_33038,28117__33038
1226325_and_457412_and_562,1226325__562_457412
457412_and_562,562__457412
