,D015212
28116__47678,-0.04753057017852284
360807__457394,0.04546733470692739
88431__853_357276,0.09054160045796457
100886__674529,-0.1911943741908864
291645__1680_40545,-0.02458848187077424
46506__328814,-0.15735537164374805
853__357276,-0.13071200891848858
1680__40545,-0.058834236702279975
40214__301301_328813,0.1061556556084224
487175__584_371601,0.04807810487353864
1694__1735_29382,-0.28798718584823585
665951__39488_40518,0.4132825184640215
1579__1599,0.008546368966064505
154046__469610,0.3797354162081367
665956__46503_74426,-0.2111040335915514
1352__329854,0.2508242991356032
292800__1535_454154,0.21754822571088486
658657__817_823,-0.04366230120403785
301301__328813,0.03113135932746086
1502__150055_322095,0.091379217343051
626929__39491_165179,0.03439558899254218
671218__1363_28137,0.21642155107687294
584__371601,-0.3698755695028448
649756__204516_338188,-0.05486476415029876
54005__851_552398,0.01672072996164088
56774__28135_291644,-0.11804808901209862
1118058__820_239935,-0.043890501282554985
39488__40518,-0.1974034160299708
626933__1351_411489,0.1603929254777495
225906__328812_626930,0.5255233213761824
46503__74426,-0.05267817429152627
376804__46228_751585,0.3576855050329727
1590__1254_53345,0.13978452381317888
1735__29382,0.5788875159809062
726__739_1747,-0.2485040904669549
43675__147802,0.4818872751903165
28125__425941,-0.2879519976778608
28130__47715,-0.4717423554715303
1260__742723,-0.3263081743248409
1363__28137,-0.490365514503053
1686__437897,-0.9837584162071596
150055__322095,0.2930542993838976
228574__2173_39496,0.2764548534690285
116085__818_821,-0.1695697660085118
28135__291644,-0.014877970000901512
1547__548_1531,0.13292176180665066
615__1282,0.945214672162927
39486__363265_410072,-0.4041874013249233
1379__28026_54291,0.8412620840816882
39491__165179,0.15258192603294465
817__823,-0.1825252209074384
341694__1689_1161942,0.20259251979510856
1226322__571_29361,0.3148865151322592
539__582,0.4955241771500391
1286__658082,-0.12051875828149344
851__552398,0.239365097663417
820__239935,0.03657525770447237
40519__218538_1118061,0.20266450112517126
333367__1283_208479,0.5304321254979389
131111__28118_387090,0.008999261053517567
1351__411489,-0.053466980363261835
55565__33039_246787,0.5886362535585168
1535__454154,0.1570509984005109
1246__33043_310297,-0.13808207182447266
71452__296_729,0.4404677834191744
204516__338188,-0.09081804353072356
739__1747,0.7527328148147095
46228__751585,0.1526790262239283
1254__53345,0.4915162061695212
28037__329_39777,-0.16960142640215406
33035__1512_37734,0.17880288540901024
328812__626930,0.6865633033221648
303__287_1681,0.9969465875169108
1382__28111_39485,0.2508961344481956
548__1531,-0.7145948184470194
1596__1318_384638,0.08169017166154217
2173__39496,0.8031461921426791
28026__54291,-0.17238894086017498
818__821,0.1841069320536164
1689__1161942,-0.1753915168006612
363265__410072,0.17743485592007924
1283__208479,-1.3894795706034853
571__29361,-0.022930517317637785
28118__387090,0.6726685754401887
33039__246787,0.06863310622141611
187326__546_29466,-0.2826501588176882
552396__214856_457402,-0.30253127836129995
296__729,-0.07518917360156477
103892__1304_1211813,0.4346821791096327
665950__39492_40520,0.2437959580857375
33043__310297,0.3153157482551975
329__39777,-0.5320766092670016
218538__1118061,0.2220553417142531
28025__1308_626940,0.2560758966700317
1512__37734,0.4764614580271051
28111__39485,-0.382845655665457
287__1681,-0.924875549040021
1318__384638,0.5815034832969513
214856__457402,-0.43862920157865376
546__29466,-0.38875461903806063
1685__45851_216816,0.5752663569545042
658081__166486_310298,0.7615674428314689
39492__40520,-0.09716435105228834
1304__1211813,0.6795613099515173
1308__626940,1.1227822583606537
261299__28117_33038,-0.6748697451323954
166486__310298,0.37386856667322427
45851__216816,-0.6075935122031971
28117__33038,-0.525073930740725
1226325__562_457412,-0.18867360872571595
562__457412,-0.4521009176133458
