"","39492__310298","626940__246787_751585","246787__751585","46506__329854","33043__88431_310297","817__100886","338188__28111_360807","88431__310297","410072__818_40545","328814__28117_487174","1118061__820_411489","384638__218538_357276","214856__28116_328813","487175__823_291644","28111__360807","818__40545","28118__166486_674529","573__33038_658081","820__411489","52226__39488_469588","216816__261299","29348__46503_387090","28117__487174","823__291644","218538__357276","39496__1735_47678","40520__46228_457412","1161942__45851_165179","28116__328813","1623__39491_204516","376805__665951","187327__821_40518","158847__33039_239935","166486__674529","46503__387090","1735__47678","33038__658081","39491__204516","658082__853_487173","46228__457412","821__40518","39488__469588","45851__165179","33039__239935","853__487173"
"ERR321255",0,-2.37458248417794,4.11289750935931,0,0,0,0,0,0,-5.42834998851721,-3.15002934308686,-3.15620437193431,-2.53445366203255,0,0,0,0,0,5.45601086755926,0,0,0,-0.00198665038910609,0,-5.46670633126125,0,0,0,-4.38980251206938,-2.48625134566718,0,0,0,0,0,0,0,4.30631365108204,-3.02376010826892,0,0,0,0,0,5.23730613742174
"ERR321256",0,-2.36098407406929,4.08934437214897,0,0,0,0,0,0,-5.42939040765949,-3.13234913677571,-3.15480146495637,-2.53129217256828,0,0,0,0,0,5.42538785194004,0,0,0,0.0672320145397685,0,-5.46427642509715,0,0,0,-4.38432665168967,-2.50471392586077,0,0,0,0,0,0,0,4.33829177801616,-3.04135563949686,0,0,0,0,0,5.26778249149469
"ERR321257",0,-2.95567616304291,5.11938128511055,0,0,0,0,0,0,-2.27051646212262,-2.66901552380967,1.77878978929793,0,0,0,0,0,0,4.62287049342842,0,0,0,-3.93264987181792,0,-4.72994231028214,-2.18058727147566,0,-3.03889372284058,0,-2.46795399590767,0,0,0,0,0,-3.77688794453384,0,4.27462171165472,0,0,0,0,5.26351832676203,0,0
"ERR321258",0,-5.32014923949822,0.49871161992042,0,0,0,0,0,0,-5.23186967887007,-5.69400227750516,0,0,0,0,0,0,0,0.481114872170307,0,0,0,0.211011740172585,0,0,0,0,-2.73915467241404,0,0,0,0,0,0,0,0,0,0,-2.58729982019583,0,0,0,4.74435506241081,0,4.481334742993
"ERR321259",0,-2.7755596813444,4.80741038752818,0,0,0,0,0,0,-5.12781853963241,-5.66633151266163,-2.5050523754112,0,0,0,0,0,0,0.44887867438832,0,0,0,0.151151525964339,0,-4.33887798983331,0,0,-2.73120997516601,0,-2.50486211702189,0,0,0,0,0,0,0,4.33854845263646,0,0,0,0,4.73059444312646,0,0
"ERR321260",0,-2.79561307142482,4.84214387801147,0,0,0,0,0,0,-5.16552894660933,-5.66332862552787,0,0,0,0,0,0,0,0.426001634841555,0,0,0,0.106182311171682,0,0,0,0,-2.72873130001548,0,-2.49982071798936,0,0,0,0,0,0,0,4.32981649337088,-2.48749148238676,0,0,0,4.72630125183029,0,4.30846163088869
"ERR321299",0,0,0,0,0,-5.20974144515381,0,0,0,0,-5.42528435893311,0,0,0,0,0,0,0,-0.476024715308855,0,0,-2.44602999286559,0,0,0,-2.56001411456869,0,-6.3057945734032,0,0,0,-2.56310423067332,0,0,4.23664822448055,4.43407451452642,0,0,0,0,4.43942675262093,0,1.32758354416841,0,0
"ERR321300",0,0,0,0,0,-5.08311535066899,0,0,0,0,-5.41622476463033,0,0,0,0,0,0,0,-0.378750191904413,0,0,-2.46467787537301,0,0,0,-2.45226840726287,0,-6.30592973576369,0,0,0,-2.57336227093603,0,0,4.26894730443696,4.24745347517529,0,0,0,0,4.45719419954203,0,1.19312672348941,0,0
"ERR321301",0,0,0,0,0,-4.89405591364852,0,0,0,0,-5.54346802687043,0,0,0,0,0,0,0,-0.300159370454542,0,0,-2.55558681640642,0,0,0,-2.37202340765845,0,-6.49663862983422,0,0,0,-2.33273773664748,0,0,4.42640620916912,4.10846505880711,0,0,0,0,4.04042028060666,0,0.86121422749226,0,0
"ERR321302",0,0,0,0,0,-4.99699854749828,0,0,0,0,-5.48138535685472,0,0,0,0,0,0,0,-0.266770897250617,0,0,-2.55229990250903,0,0,0,-2.3852411668395,0,-6.43825149080526,0,0,0,-2.61098697364702,0,0,4.42071310729873,4.13135888927089,0,0,0,0,4.52236209625713,0,1.01648724604817,0,0
"ERR321322",0,0,0,0,0,0,-2.26222022597506,0,0,0,-2.5839841058553,-2.74909813216979,0,0,-3.91828036929876,0,-2.1949128278994,0,4.47559175729182,0,0,-2.40620516196421,0,0,-4.76157763991078,0,0,-3.46213303386473,0,-3.12857302971945,0,-2.99043608381625,0,3.80170053610645,-4.16766959395652,0,0,5.41884744266379,0,0,5.17958723395704,0,-5.9965903172163,0,0
"ERR321323",0,-2.9063098178772,-5.03387626709955,0,0,0,0,0,0,0,-2.64943326687868,-2.65075139310456,0,0,0,0,0,0,4.58895302949707,0,0,-4.6974028594349,0,0,-4.59123609109108,0,0,-3.53373474739172,0,-3.04189585815487,0,-2.81260991504602,0,0,-0.325200376349662,0,0,5.26871817765756,0,0,4.8715832747317,0,-6.12060812295403,0,0
"ERR321324",0,-2.95311761018748,-5.11494974157109,0,0,0,0,0,0,0,-2.59433439108797,-2.67717947442318,0,0,0,0,0,0,4.49351897718764,0,0,-2.38972431058376,0,0,-4.6370108706815,0,0,-3.53888403709136,0,-3.07365430297659,0,-2.69406852270899,-2.27567000890019,0,-4.13912392201358,0,0,5.32372541765816,0,0,4.66626356040399,0,-6.1295269543367,3.94157607667586,0
"ERR321325",0,-2.92593255437789,-5.06786384370229,0,0,0,0,0,0,0,-2.64771638097639,-2.68592206290176,0,0,0,0,0,0,4.5859792958835,0,0,-4.69715939493057,0,0,-4.65215347811605,0,0,-3.54373664762216,0,-3.03743965553574,0,-2.74610995384436,0,0,-0.256162103613454,0,0,5.26099980831241,0,0,4.75640196322906,0,-6.1379319223254,0,0
"ERR321326",0,0,0,0,0,0,0,0,0,0,-2.57041047775245,-2.76000018698451,0,0,0,0,0,0,4.45208154377463,0,0,-4.71800140440114,0,0,-4.78046055275677,0,0,-3.45426659283257,0,-3.09410389431353,0,-3.09652014929873,-2.52387885668355,0,0.0359090089412262,0,0,5.35914514884775,0,0,5.36333022524617,0,-5.98296524167384,4.37148641192476,0
"ERR321327",0,0,0,0,0,0,0,0,0,0,0,-2.77490147116646,0,0,0,0,0,0,0,-2.62903770666393,0,0,0,0,-4.80627033405794,-2.63600461592519,-2.70978574002338,-2.78010789322208,0,-2.65060493324655,0,0,-2.82130716951089,0,0,-4.56569392376851,0,4.59098241517574,-2.72368141925693,4.69348657934612,0,4.55362688295629,-4.81528812158391,4.8866473613512,-4.71755460178431
"ERR321328",0,0,0,0,0,0,0,0,0,0,0,-2.7453587250283,0,0,0,0,0,0,0,0,0,0,0,0,-4.75510079675154,-2.64303490032706,-2.69686550196406,-2.75165337991753,0,-2.61845133532989,-4.79847768425616,0,-2.61157455994451,0,0,-4.57787073354421,0,4.53529074993795,-2.77536492243659,4.67110807058149,0,0,-4.76600345883579,4.52337982557823,-4.80707305520463
"ERR321329",0,0,0,0,0,0,0,0,0,-2.57155035246405,0,-2.82331593811528,0,0,0,0,0,0,0,0,0,0,-4.45405586468938,0,-4.89012665063465,-2.62181920860582,-2.6726662190418,-2.86721605536707,0,-2.60304494010305,0,0,-2.78452172170381,0,0,-4.54112407756531,0,4.50860609064356,-2.88502113493743,4.62919368305341,0,0,-4.96616388417299,4.82293309677016,-4.99700318662165
"ERR321330",0,0,0,0,0,0,0,0,0,0,0,-2.83659544446678,0,0,0,0,0,0,0,-2.57953442779871,0,0,0,0,-4.91312743033488,-2.63728616946837,-2.73604084868738,-2.84013437334078,0,-2.62914499332163,0,0,-2.73333440333411,0,0,-4.56791363961792,0,4.55381270889839,-2.94227558142248,4.7389617615104,0,4.46788468882047,-4.91925703494902,4.73427406065064,-5.096170796893
"ERR321331",0,0,0,0,0,0,0,0,0,0,0,-2.74168064770934,0,0,0,0,0,0,0,-2.57449738345235,0,0,0,0,-4.74873017996093,-2.63347996934854,-2.71528140863526,-2.8179983359378,0,-2.53644884308009,0,0,-2.65959868971741,0,0,-4.56132110762661,0,4.39325826701402,-2.97439498190077,4.70300535660346,0,4.4591602720926,-4.88091629348883,4.60656005833416,-5.15180323043004
"ERR321332",0,0,0,0,0,0,0,0,0,0,0,-2.62863939653008,0,0,0,0,0,0,0,0,0,0,0,0,-4.55293698956728,-2.5858064538533,-2.7089769032386,-2.73618588267211,0,-2.63525172415917,-4.85878618584497,0,-2.85493728041373,0,0,-4.47874815661343,0,4.56438987697716,-2.94906153428555,4.69208563293986,0,0,-4.73921296774079,4.94489642209909,-5.1079244120296
"ERR321333",0,0,0,0,0,0,0,0,0,-2.4960935334933,0,-2.82317696697343,0,0,0,0,0,0,0,-2.68891034004062,0,0,-4.32336082045453,0,-4.88988594555619,-2.72136047907557,-2.75107891239061,-2.68825684032778,0,-2.6570158916058,0,0,0,0,0,-4.71353461546887,0,4.60208652077917,-2.71984034571526,4.76500845189187,0,4.65732932594766,-4.65619743124229,0,-4.71090166725454
"ERR321346",0,0,0,0,0,0,0,0,0,0,0,-2.37353190210431,0,0,0,0,-3.13844993392352,0,0,0,0,0,0,0,4.11107784783027,2.60994502878355,0,0,0,-3.23414228909056,0,-5.54002282804668,0,5.43595474256671,0,-4.09396114689755,0,5.60169876361196,0,0,-0.132587633265694,0,0,0,0
"ERR321347",0,-3.21506205521841,-5.5686508291251,0,0,0,-2.37073971660761,0,0,0,0,-2.58592126513412,0,0,-4.10624164068583,0,-2.95625290743218,0,0,0,0,0,0,0,4.47894701558509,0,0,0,0,-3.14492029350459,0,-5.18869026763718,0,5.12038023569574,0,0,0,5.44716173410437,0,0,-0.206375683700304,0,0,0,0
"ERR321348",0,-3.25924147371903,-5.64517182661702,0,0,0,0,0,0,0,-2.78424275143947,-2.64695121005738,0,0,0,0,-3.02052499350047,0,-4.82244990609853,0,0,0,0,0,4.58465398097531,0,0,0,0,-3.16132202826255,0,-5.38085425995556,0,5.23170275427447,0,0,0,5.47557037203743,0,0,-0.421049386528732,0,0,0,0
"ERR321349",0,-3.26329738064006,-5.65219686347503,0,0,0,0,0,0,0,-2.76510221818762,-2.66116633060582,0,0,0,0,-3.01634861266817,0,-4.78929753002236,0,0,0,0,0,4.60927529200092,0,0,0,0,-3.13255075891127,0,-5.24708565263735,0,5.22446905048117,0,0,0,5.42573707172276,0,0,-0.412511806969971,0,0,0,0
"ERR321350",0,-3.24235251609001,-5.61591929391668,0,0,0,0,0,0,0,-2.69029275827371,-2.65061064045858,0,0,0,0,-3.00058900296004,0,-4.65972374456468,0,0,0,0,0,4.59099230035694,0,0,0,0,-3.12029171440188,0,-5.19971475033299,0,5.19717260575924,0,0,0,5.40450378378025,0,0,-0.491582816573217,0,0,0,0
"ERR321351",0,-3.22180119342931,-5.5803233589056,0,0,0,-2.33965370808731,0,0,0,0,-2.50656449072152,0,0,-4.05239909452415,0,-3.04791378227852,0,0,0,0,0,0,0,4.34149705037769,0,0,0,0,-3.15801987539935,0,-5.32762528811369,0,5.27914152799582,0,0,0,5.46985087550401,0,0,-0.452547315475357,0,0,0,0
"ERR321354",0,0,0,0,0,0,0,0,0,0,-3.19057998147566,-2.72733380247901,-2.72468307672042,0,0,0,-5.3409657673574,-2.36119865111783,5.52624663352801,0,0,0,0,0,-4.72388071509366,-2.5013331040111,0,0,4.71928952340285,-2.9165369574332,0,-3.44020617486707,0,-1.5045691373732,0,-4.33243602280118,-4.08971603049918,5.05159019242665,0,0,5.95861188338194,0,0,0,0
"ERR321355",0,0,0,0,0,0,0,0,0,0,-3.33526764281284,-2.72410430565343,-2.74281221955656,0,0,0,-5.3075097658124,0,5.77685301419232,0,0,0,0,0,-4.71828706250888,-2.4621230521133,0,0,4.75069011989273,-2.95645396854812,0,-3.41583645491301,-2.52768204465088,-0.962159714180461,0,-4.2645222207468,0,5.12072848376399,0,0,5.9164022902553,0,0,4.37807372671491,0
"ERR321356",0,0,0,0,0,0,0,0,0,0,-3.31450977475107,-2.69362702979088,-2.78346721397233,0,0,0,-2.93917328776466,0,5.74089933205252,0,0,0,0,0,-4.66549887223865,-2.45522944281115,0,0,4.82110663580226,-2.97058061634247,-4.16997129110994,-3.41317137174351,-2.45336011093668,-5.09079746665765,0,-4.25258213918794,0,5.14519655548443,0,0,5.91178623079931,0,0,4.24934436140514,0
"ERR321357",0,0,0,0,0,4.03064818575425,0,0,0,0,-3.3155859025928,-2.75438752938507,-2.76268207576835,0,0,0,-5.30813487070711,0,5.74276324014985,0,0,0,0,0,-4.77073914462905,-2.49578370978454,0,0,4.78510572039063,-2.99319776783472,0,-3.40342287166298,0,-0.951674877231746,0,-4.32282419004956,0,5.18437061099149,0,0,5.89490133336225,0,0,0,0
"ERR321358",0,0,0,0,0,0,0,0,0,0,-3.20209392806917,-2.71109689658715,-2.77280482156064,0,0,0,-5.35528735154006,0,5.54618937402361,0,0,0,0,0,-4.69575756913125,-2.47660908460686,0,0,4.80263883041499,-2.9559599096459,0,-3.47860595428084,-2.54991249654653,-1.17681495183094,0,-4.28961276502573,0,5.1198727486434,0,0,6.02512225232604,0,0,4.41657799887339,0
"ERR321368",0,-2.55040276803621,4.41742717400303,0,0,0,0,0,0,0,-3.14443820309507,-2.38919412260828,0,0,0,0,0,0,5.44632672902125,0,0,-2.59514042261278,0,0,-4.13820560950248,0,-2.38923562473401,-3.51995350167867,0,-5.12015909418522,0,-2.76127733288705,0,0,4.49491506474111,0,0,0.670711255766293,0,4.13827749329287,4.78267263434866,0,6.09673830518745,0,0
"ERR321369",0,-2.56796044652792,4.44783796521362,4.29546476513598,0,0,0,0,0,0,-3.02273301036943,0,0,0,0,0,0,0,5.23552715167548,0,0,-2.71260411538248,0,0,0,0,0,-3.39265494126911,0,-5.34884347060557,0,-2.72089069963749,0,0,4.69836814866289,0,0,0.504687944779535,-2.94394546483667,0,4.71272093361376,0,5.87625073082771,0,5.09906311980908
"ERR321370",0,-2.57621527151625,4.46213574150099,0,0,0,0,0,0,0,-3.02181062255455,0,0,0,0,0,0,0,5.23392952911582,0,0,-2.74491955440838,0,0,0,0,-2.45523558287576,-3.39293137375032,0,-5.3597811184749,0,-2.7025601089487,0,0,4.75434013092463,0,0,0.523481508409701,-2.91712464891453,4.2525927740918,4.68097141920802,0,5.87672952593002,0,5.05260810393149
"ERR321371",0,-2.6033451442856,4.50912605954039,4.30890861347549,0,0,0,0,0,0,-3.02255711379707,0,0,0,0,0,0,0,5.23522248987526,0,0,-2.73482996624702,0,0,0,0,0,-3.38852797094204,0,-5.33878381550447,0,-2.71353383112394,0,0,4.73686445160172,0,0,0.550298793540324,-2.92220257082039,0,4.6999784635637,0,5.86910260853989,0,5.0614033226693
"ERR321377",0,0,0,-4.29439046376214,5.81318078294728,0,0,0,0,-2.47335497421605,-2.83773680038387,-2.77858748085706,-2.50282351496968,0,0,0,0,0,4.9151043167728,0,0,0,-4.28397648049541,0,-4.81265469011924,0,0,-3.02131603865114,4.33501749030561,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23307288466651,0,0
"ERR321378",0,0,0,-4.28597775379365,5.76026786844406,0,0,0,0,-2.6225534518117,-2.95957276978812,-2.4658969794285,-2.52008181343818,0,0,0,0,0,5.12613040597038,0,0,0,-4.54239582410301,0,-4.27105885460079,0,0,-2.99727404428959,4.36490974010523,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19143092891702,0,0
"ERR321379",0,0,0,-4.3650367495219,5.75641400673044,0,0,0,0,-2.58712983871646,-2.91166322525935,-2.80313718579341,-2.56351299319051,0,0,0,0,0,5.04314864067906,0,0,0,-4.48104032643439,0,-4.85517602637982,0,0,-3.00242131403787,4.44013475006893,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2003462616413,0,0
"ERR321413",-5.73009203378893,0,0,0,-3.31448171265626,0,0,-5.74085072707855,0,-2.50538647194865,0,-2.78572725622576,0,0,0,0,0,0,0,0,0,-2.38164680615102,-4.3394566620108,0,-4.82502114381245,-2.25113854730917,0,-3.22363996815378,0,0,0,-2.8214123502235,0,0,4.12513327393771,-3.89908633881629,0,0,0,0,-4.88682953968942,0,5.58350821015206,0,0
"ERR321414",-5.62775983335534,0,0,0,-3.34056709662222,0,0,-5.78603193744253,0,-4.92924807251196,0,-2.74833891058137,0,0,0,0,0,0,0,0,0,-2.41281867239881,-0.468196879520472,0,-4.76026262954543,0,0,-3.07610037151385,0,0,0,-2.84022106479478,0,0,4.17912453004563,0,0,0,-2.45147288497237,0,-4.91940718895193,0,5.32796213264348,0,4.2460755901496
"ERR321415",-5.6010040665889,0,0,0,-3.338008983825,0,0,-5.78160115610626,0,-5.07726644879454,0,-2.41403625383365,0,0,0,0,0,0,0,0,0,-2.48226544691707,-0.338188618497633,0,-4.18123344295313,0,0,-3.05654534137379,0,0,0,-2.83925565891401,0,0,4.29940987193304,0,0,0,-2.55822175858003,0,-4.91773505691651,0,5.29409182689736,0,4.43097006288882
"ERR321416",-5.63707128595963,0,0,3.95238563064843,-3.36859230358881,0,0,-5.83457301980131,0,-5.0148189431095,0,0,0,0,0,0,0,0,0,0,0,-2.47031148224325,-0.418181760654973,0,0,0,0,-3.07083005173946,0,0,0,-2.83776687215059,0,0,4.27870499776609,0,0,0,-2.51474067837826,0,-4.91515640260063,0,5.31883367102211,0,4.35565862281137
"ERR321417",0,0,0,0,0,0,0,0,0,0,0,-2.28691419899416,0,0,0,0,0,0,0,0,0,0,0,0,-3.96105158520858,-2.77841015891948,-2.50563211647075,-5.33073845660484,0,-2.69816795496783,0,0,-2.38745083702617,0,0,4.81234755951406,0,4.6733639853585,0,4.33988213080367,0,0,1.28564125871508,-4.13518615030217,0
"ERR321418",0,0,0,0,0,0,0,0,0,0,-2.87335281276818,0,0,0,0,0,0,0,-4.97679305978542,0,0,0,0,0,0,-2.3487103919597,0,-0.186981795313899,0,-2.54021078806912,0,0,-3.01574237247269,0,0,4.06808573113921,0,4.39977414687029,-2.68072463203944,0,0,0,0.708821884457371,-5.223419011661,4.64315126379369
"ERR321419",0,0,0,0,0,0,0,0,0,0,-2.89959405303296,0,0,0,0,0,0,0,-5.02224422117765,0,0,0,0,0,0,-2.35863570111036,0,-0.359696713103707,0,-2.54616436366519,0,0,-2.96292074172894,0,0,4.08527687086898,0,4.4100860422894,-2.65093106751153,0,0,0,0.681249156336928,-5.13192926347418,4.59154729629277
"ERR321420",0,0,0,0,0,0,0,0,0,0,-2.90997507549911,0,0,0,0,0,0,0,-5.04022467952353,0,0,0,0,0,0,-2.38488388097642,0,-0.330371756390869,0,-2.54920098223376,0,0,-2.97138562649591,0,0,4.1307400520032,0,4.41534561993336,-2.66242499466735,0,0,0,0.71036409218125,-5.1465908739708,4.61145536210515
"ERR321429",0,0,0,-5.2066028728893,0,0,0,0,0,-2.76546924623877,-2.4321387950335,0,-2.79585705885592,0,0,0,0,0,4.21258796405737,0,-4.26472871458601,0,-4.78993324125476,0,0,0,0,0,4.84256647663855,-3.1932650458204,0,-5.68911221880192,0,0,0,0,0,5.5308973013947,0,0,0.932639247333105,0,0,0,0
"ERR321430",0,5.43825040341172,0,-4.79115329943311,0,0,0,0,0,-5.52599730270751,-2.64237058746074,0,-2.6691627982175,0,0,0,0,0,4.57672010990763,0,0,0,-0.353852858906891,0,0,0,0,0,4.62312558018542,-3.17012107299354,0,-5.18167651941363,0,0,0,0,0,5.49081076456957,0,0,0.150293482558387,0,0,0,0
"ERR321431",0,5.45458089531948,0,-4.76536388030356,0,0,0,0,0,-5.56603542838241,-2.59800479364857,0,-2.65253606822524,0,0,0,0,0,4.49987630090681,0,0,0,-0.411086948219925,0,0,0,0,0,4.59432723907511,-3.16552300609898,0,-5.24836902880287,0,0,0,0,0,5.4828466790916,0,0,0.198078003291239,0,0,0,0
"ERR321432",0,5.42066349071108,0,-4.80647686982496,0,0,0,0,0,-5.58247650715389,-2.59420990883213,0,-2.68784461511412,0,0,0,0,0,4.49330336759588,0,0,0,-0.391515837627295,0,0,0,0,0,4.65548343622807,-3.18910491740721,0,-5.31474421345193,0,0,0,0,0,5.52369174761704,0,0,0.186818274700143,0,0,0,0
"ERR321438",0,4.23855125690013,0,0,0,4.62829717374931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47250390389374,0,-5.66080507808895,0,-2.36524667751711,0,-2.58879881075794,0,0,0,4.28250238345635,0,4.09672741789311,0,0,-4.48393107080663,0,3.25266028871693,0,0
"ERR321439",0,5.85838977579139,0,0,0,3.747206810819,0,0,0,0,-2.66127569209506,0,0,0,0,0,0,0,-4.60946471165667,0,0,0,0,0,0,0,0,-5.99414683658094,0,-2.574649792085,0,-2.75168159940057,0,0,0,0,0,4.45942425158786,-2.49733602080862,0,-4.76605233641417,0,2.09534847896042,0,4.32551287161242
"ERR321440",0,5.83672928799433,0,0,0,3.79013721344286,0,0,0,0,-2.66427446953477,0,0,0,0,0,0,0,-4.61465874654285,0,0,0,0,0,0,0,0,-5.9710188378683,0,-2.60127556079965,0,-2.80067482129278,0,0,0,0,0,4.50554143579221,-2.45150231904695,0,-4.85091108595797,0,2.19100903193671,0,4.24612657146224
"ERR321441",0,5.83867792809901,0,0,0,3.85285522716932,0,0,0,0,-2.64707212190375,0,0,0,0,0,0,0,-4.58486340643644,0,0,0,0,0,0,0,0,-5.97791907450501,0,-2.56750015297723,0,-2.78565073332826,0,0,0,0,0,4.44704071339742,-2.44962047201362,0,-4.82488860226605,0,2.13795115210371,0,4.24286711678845
"ERR321442",0,0,0,0,0,4.62831905335877,-3.07842514939624,0,0,0,-3.47548646624064,-3.12239656375898,-3.10844414358372,-2.30531991354418,-5.3319887660521,0,-2.76975924270926,0,6.01971914054681,0,0,-2.87735311991402,0,3.99293121795881,-5.40814948980903,0,0,0,5.38398318917692,-2.34876817473958,0,0,0,4.79736373310594,4.9837217950079,0,0,4.06818581384976,0,0,0,0,0,0,0
"ERR321443",0,0,0,0,0,0,-2.91080015896483,0,0,0,-3.59809253114932,-2.82343368380552,-5.37302791645374,0,-5.04165376600666,0,-2.70794500121615,0,6.23207907428473,0,0,-2.81869275337354,0,0,-4.89033059215252,0,0,0,0.665000509990425,-2.31163327627198,0,0,0,4.69029832620853,4.88211905976918,0,0,4.00386628296998,-2.66251184735619,0,0,0,0,0,4.61160579537499
"ERR321444",0,0,0,0,0,3.96517142347678,-2.90994131175284,0,0,0,-3.5932435659079,-2.81101730981988,-5.36976289112118,0,-5.04016619899955,0,-2.71228528826708,0,6.22368042012245,0,0,-2.82480053439946,0,0,-4.86882480156361,0,0,0,0.707357465647042,0,0,0,0,4.69781592390017,4.89269804682758,0,0,0,-2.63945229635508,0,0,0,0,0,4.57166548144135
"ERR321445",0,0,0,0,0,4.06376177367594,-2.93287562997482,0,0,0,-3.58571841236701,-2.77621753128924,-5.38325544140429,0,-5.07988960339697,0,-2.71775328385953,0,6.21064647185488,0,0,-2.81999388809585,0,0,-4.8085498170564,0,0,0,0.673583488371948,0,0,0,0,4.70728677008188,4.88437269121571,0,0,0,-2.65249251679243,0,0,0,0,0,4.59425180578074
"ERR321450",0,-2.53500577155457,4.39075879381286,0,0,0,0,0,0,0,-2.84910926521001,0,0,-2.68301104730327,0,0,0,0,4.93480200365897,0,0,-3.08975719896336,0,4.64711145119785,0,-5.44491832736893,0,0,0,-2.8702637531696,0,-2.47534269978708,0,0,5.35161645165624,0.814733378601961,0,4.97144265161308,0,0,4.28741932217594,0,0,0,0
"ERR321451",0,0,0,0,0,0,0,0,-2.44090166234429,-2.56284132271941,-2.94166334725371,0,0,-2.48761060981937,0,-4.22776569545965,0,0,5.09511037620656,0,0,-3.10027446048773,4.43897138268704,4.30866796565454,0,0,0,0,0,-2.82761246047202,4.55854088234922,0,0,0,5.36983288297293,0,0,4.89756844565239,-2.84824850536168,0,0,0,0,0,4.93331112386854
"ERR321452",0,-2.46314509413152,4.26629244944982,0,0,0,0,0,0,-2.50154557020036,-2.66226879813243,0,0,-2.59825898716209,0,0,0,0,4.6111848217707,0,0,-3.14899243250731,4.33280402503589,4.50031657698719,0,0,0,0,0,-2.82693182794997,4.52518310228896,0,0,0,5.45421488575257,0,0,4.89638955554291,-2.76915279827967,0,0,0,0,0,4.79631334054193
"ERR321453",0,-2.45150231904695,4.24612657146224,0,0,0,0,0,0,-2.47759263359556,-2.65042130868684,0,0,-2.56361659128197,0,0,0,0,4.59066436810881,0,0,-3.14929256661874,4.2913163218459,4.4403141872269,0,0,0,0,0,-2.83103050018203,4.45157405828573,0,0,0,5.45473473328266,0,0,4.9034886640924,-2.76671868734487,0,0,0,0,0,4.79209733673158
"ERR321463",-5.56513235191719,0,0,4.74569599169647,0,0,-2.91094999514968,0,0,0,-2.81754926893111,0,0,0,5.04191328989162,0,-2.6666701694527,0,4.88013848661722,0,0,-2.67424022931581,0,0,0,0,0,0,0,-2.98739763236153,0,2.16731148971921,0,4.61880822052038,4.63191994881962,0,0,5.17432448166115,0,0,5.62188735246943,0,0,0,0
"ERR321466",0,-2.98955213328953,-5.1780561867334,0,0,0,0,0,-2.38814434096961,-3.24815113528864,-3.19748039999851,0,-2.26786043525511,-2.379970605235,0,4.13638733436746,0,-2.42378763310202,5.53819850900307,0,0,0,-5.62596279698246,4.12223000878747,0,0,0,0,3.92804949833712,0,0,-2.89444603427737,0,0,0,0,-4.19812332728981,0,0,0,-5.01332759113465,0,0,0,0
"ERR321467",1.64505246002715,5.29268261426878,0,0,0.0857176393752906,-4.69529002291539,0,-0.26682624624792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40600606163562,0,0,0,0,0,0,0,0,-4.16732474207159,0,0,0,0
"ERR321469",4.9719253978027,-5.75608022307292,-0.727226241727983,0,0,0,0,0,0,-2.61731253219941,0,-2.68424715273502,0,0,0,0,0,0,0,0,0,0,-4.53331828505613,0,-4.64925244860916,0,0,0,0,0,0,-2.75413221000862,2.46997031834821,0,0,0,0,0,0,0,-4.77029691849689,0,0,4.5382098786397,0
"ERR321470",5.13470367206961,-5.62784417046786,-0.905816375852083,0,0,0,0,0,0,-2.62691224129793,-2.55752459190487,-2.67826981407609,0,0,0,0,0,0,4.4297625347861,0,0,0,-4.54994546895265,0,-4.63889939435785,0,0,0,0,0,0,-2.65663647823381,0,0,0,0,0,0,-2.68160106247767,0,-4.60142935754181,0,0,0,4.644669285842
"ERR321471",0,-2.35108072963702,4.07219127642742,0,0,0,-3.43363476300416,0,-2.55786735512665,-2.76918765946303,-3.00973256327589,-3.13584729008154,-2.34710514902816,0,5.94722986415792,4.43035621810119,0,0,5.21300971678835,0,0,0,-4.7963737218827,0,-5.43144683119841,0,0,0,4.06530536882329,-2.88605048076619,0,0,0,0,0,0,0,-4.99878606589563,0,0,0,0,0,0,0
"ERR321480",0,0,0,0,0,0,-2.81044797776049,0,0,0,-3.00643959734306,0,0,0,4.86783868951037,0,-2.94359987556737,0,5.2073061324851,0,0,4.83705625932159,0,0,0,-2.75567570871391,0,0,0,0,0,-5.65149448615633,0,5.09846454163611,0,-4.77297033667586,0,0,0,0,0.855709060185473,0,0,0,0
"ERR321483",0,-2.51170830187212,-4.35040639263506,-4.29972333777509,0,-5.04498462544201,-2.34735913366374,0,0,-2.42280662366796,0,0,0,0,-4.06574528311646,0,0,0,0,0,0,0,-4.19642416910732,0,0,-2.37341938018056,0,-6.44881420927197,0,0,0,0,0,0,0,4.11088295414136,0,0,0,0,0,0,0.571771154116409,0,0
"ERR321493",0,-2.36661067123992,-4.09908992432223,0,0,0,-2.52978724803877,0,0,-2.36894408461469,0,-5.97554790464198,0,0,-4.381720045943,0,0,0,0,0,0,0,4.10313151484239,0,2.06204868193997,0,0,-2.86951105349208,0,-2.77329037886785,0,0,0,0,0,0,0,4.80347984034106,-2.91419664695915,0,0,0,-4.97013893752878,0,5.04753665578011
