"","39492__310298","626940__246787_751585","246787__751585","46506__329854","33043__88431_310297","817__100886","338188__28111_360807","88431__310297","410072__818_40545","328814__28117_487174","1118061__820_411489","384638__218538_357276","214856__28116_328813","487175__823_291644","28111__360807","818__40545","28118__166486_674529","573__33038_658081","820__411489","52226__39488_469588","216816__261299","29348__46503_387090","28117__487174","823__291644","218538__357276","39496__1735_47678","40520__46228_457412","1161942__45851_165179","28116__328813","1623__39491_204516","376805__665951","187327__821_40518","158847__33039_239935","166486__674529","46503__387090","1735__47678","33038__658081","39491__204516","658082__853_487173","46228__457412","821__40518","39488__469588","45851__165179","33039__239935","853__487173"
"ERR321117",0,-2.72940865360138,4.72747446265576,0,0,0,-2.48622431336098,0,0,0,0,-2.78054125875243,0,-2.41560219811093,-4.30626682975426,0,0,0,0,-2.41350953439002,0,0,0,4.18394573800318,4.81603873270073,0,-2.50799684276526,0,0,-2.41839207405118,0,-3.18289003639081,0,0,0,0,0,4.18877794487852,0,4.34397795689177,5.51292725793364,4.18032113811542,0,0,0
"ERR321118",0,-2.75371789878112,4.7695793104007,0,0,0,-2.50985813277152,0,0,-2.5659441362744,0,-2.67376327063466,0,0,-4.34720180575023,0,4.96954379910296,0,0,0,0,0,-4.4443456134107,0,4.63109383215077,0,-2.52775273599419,0,0,-2.54710554717581,0,-3.13694409835798,0,0,0,0,0,4.41171621994903,0,4.37819616771318,5.43334655885936,0,0,0,0
"ERR321123",3.74191120906179,-3.54115383572715,6.13345836089685,0,0,0,0,0,3.79317422088826,-2.48710833717311,-3.16444641343003,0,0,-2.27765975746577,0,0,0,0,5.48098196588992,0,0,0,-4.30779800391197,3.94502242228572,0,0,-2.29901317419437,0,0,0,0,-2.21730395709832,0,0,0,0,0,0,0,3.98200762497485,-3.84048310951782,0,0,0,0
"ERR321131",0,-3.21246658856363,5.56415534900967,0,0,0,0,0,0,-5.73929310837301,-2.79466841265808,-2.4450396860315,0,0,0,0,0,0,4.84050768103166,0,0,0,-0.802080200186672,0,-4.23493296272881,-2.8300639258781,0,0,0,-5.57506940058159,0,-2.81813340150314,0,0,0,-4.9018145082887,0,0.110464682674264,0,0,4.88115023391035,0,0,0,0
"ERR321135",3.77536497361077,0,0,0,-1.660948476634,0,0,2.87684715028422,0,0,0,4.514224910874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3522238111837,0,-2.21150037860609,0,-2.32330276309342,0,0,0,0,0,3.83043101670356,-1.66372113501427,0,-4.02407842704297,0,2.02657964558447,0,2.88164953547088
"ERR321143",0,-2.8453065007372,4.92821542238284,0,0,0,0,0,0,0,-2.938641412743,-5.74105708102248,0,0,0,0,0,0,5.08987623209686,0,0,0,0,0,-0.00243606071727555,0,0,0,0,-5.26745703742287,0,-5.84098075494328,0,0,0,0,0,0.299056371067041,0,0,1.09493972856463,0,0,0,0
"ERR321147",0,0,0,-3.81628531026333,0,0,7.20078647763176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42592889337558,0,0,0,0,0,0,0,0,5.93388290644473,0,0,0,0
"ERR321148",0,0,0,-4.52578225474138,0,0,6.88466265564703,0,0,0,-1.78980417720414,-2.9312544172821,0,0,0,0,0,0,3.10003177051658,0,0,0,0,0,5.0770815806433,0,0,0,0,-2.71761554958022,0,-3.37445831889998,-3.05275475493378,0,0,0,0,4.70704820731216,0,0,5.84473325635823,0,0,5.28752633859279,0
"ERR321150",5.28417022922751,0,0,-6.30944432803224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01800595176874,0,0,0,0,0,0,0,0,5.22733964600872,0,0,0,0
"ERR321152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.44885418805562,0,-3.65009327165003,0,0,0,0,0,-5.97359068160903,0,0,6.32214699886317,0,0,0,0
"ERR321153",0,0,0,-5.1550115905525,0,0,0,0,0,0,-3.01648062254003,-5.81671402618563,0,0,0,0,0,0,5.22469769828633,-2.69591657533155,0,0,0,0,-0.779006075813933,-2.54523947522096,0,-2.78204063837535,0,-2.85859807072937,0,-2.62491040346431,0,0,0,-4.40848408851265,0,4.95123709692163,0,0,-4.54647818411631,-4.66946448144133,4.81863573438745,0,0
"ERR321155",0,-2.87437567739388,4.97856471328641,0,0,0,0,0,-2.8316707652047,0,-3.10976220252258,-5.8665535018666,0,0,0,4.90459763564198,0,0,5.3862661342264,0,0,-2.49227453453638,0,0,-0.341239902605876,-2.67150837686372,0,0,0,-3.14535368866708,0,-3.07990010741086,0,0,4.31674612022708,4.62718824157383,0,5.44791239654557,0,0,5.33454346827245,0,0,0,0
"ERR321159",0,0,0,0,0,0,0,0,0,-2.67317236301375,-2.45983606805312,-2.77211601748709,-2.53913483703102,0,0,0,0,0,4.26056104815845,0,0,0,-4.63007035012877,0,-4.80144578676314,0,0,-2.89561114676314,4.39791054500585,-5.74795512116388,0,-5.86181338934862,0,0,0,0,0,-0.333355619172479,0,0,1.8254839722278,0,5.01534562515653,0,0
"ERR321161",0,0,0,0,0,0,-2.43046064412858,0,0,0,-2.2885961348667,-2.43698781119373,0,0,-4.20968132142729,0,0,0,3.96396478359489,0,0,-2.31018835699508,0,0,-4.22098670641361,-2.38530857858958,0,-3.70883685925321,0,-2.32761233261941,0,-3.21029182812965,0,0,4.00136360936955,-4.13147564984705,0,4.03154282042073,0,0,5.56038855344373,0,6.42389387721075,0,0
"ERR321163",0,0,0,0,0,0,-5.26666079605962,0,-2.59434421701809,0,-3.03698581054039,-2.7219151947464,0,0,0.307187671049178,4.49353599619784,-2.61077519343278,0,5.2602137257217,0,0,0,0,0,-4.71449541119451,0,0,0,0,0,0,-3.34087236441932,-2.54668369408691,4.52199528216603,0,0,0,0,0,0,5.78656067677703,0,0,4.41098554896572,0
"ERR321170",3.99214006448969,-3.00138334295456,5.19854844298822,4.75214635196214,0,0,0,0,0,-5.13398946249777,-2.68242282548759,0,0,0,0,0,0,0,4.64609262112697,0,0,0,-0.669097046617,0,0,0,0,0,0,-2.40871070275216,0,-5.48013524463885,0,0,0,0,0,4.17200931790168,0,0,-0.165133880661298,0,0,0,0
"ERR321173",0,0,0,0,-2.22922242483209,0,0,3.86112650118107,0,0,-2.31336436702318,-2.44957222500476,0,0,0,0,0,0,4.00686462010356,0,0,0,0,0,-4.24278355051778,-2.57602005729795,0,-6.80720771613682,0,-2.30771072277087,0,-2.22207894124247,0,0,0,-4.46179762055653,0,3.99707222101064,-2.28614379638033,0,3.84875362466081,0,1.17918739758317,0,3.95971720873914
"ERR321174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80803504810196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44506061984795,0,0
"ERR321175",5.66963608778515,0,0,-1.12771610643063,0,0,0,0,0,0,0,-2.91263333049269,0,0,0,0,0,0,0,0,0,0,0,0,-5.0448289122319,-3.25194902363378,0,0,0,0,0,0,0,0,0,5.63254093255772,0,0,0,0,0,0,0,0,0
"ERR321176",5.99896296061973,-2.71407729261126,-4.70091976647169,0.697846709954311,0,0,0,0,0,0,-2.90046924898336,-5.30987488723428,0,0,0,0,0,0,5.02376010503033,0,0,0,0,0,-0.197085556046206,0,0,0,0,-2.58922576892335,0,0,0,0,0,0,0,4.48467058404184,0,0,0,0,0,0,0
"ERR321181",4.28999869285095,-3.18327463937182,5.51359340983749,0,0,4.67209004303111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2889607576801,-2.97305394387821,0,-3.093917681875,0,0,-2.52559564607501,0,0,0,0,5.35882261944323,-2.27482553957822,3.96459632883329,0,0,5.14948048444008,-4.37445997837666,3.94011341290476
