@relation otu_table.xls.balance
@attribute 39492__310298 numeric
@attribute 626940__246787_751585 numeric
@attribute 246787__751585 numeric
@attribute 46506__329854 numeric
@attribute 33043__88431_310297 numeric
@attribute 817__100886 numeric
@attribute 338188__28111_360807 numeric
@attribute 88431__310297 numeric
@attribute 410072__818_40545 numeric
@attribute 328814__28117_487174 numeric
@attribute 1118061__820_411489 numeric
@attribute 384638__218538_357276 numeric
@attribute 214856__28116_328813 numeric
@attribute 487175__823_291644 numeric
@attribute 28111__360807 numeric
@attribute 818__40545 numeric
@attribute 28118__166486_674529 numeric
@attribute 573__33038_658081 numeric
@attribute 820__411489 numeric
@attribute 52226__39488_469588 numeric
@attribute 216816__261299 numeric
@attribute 29348__46503_387090 numeric
@attribute 28117__487174 numeric
@attribute 823__291644 numeric
@attribute 218538__357276 numeric
@attribute 39496__1735_47678 numeric
@attribute 40520__46228_457412 numeric
@attribute 1161942__45851_165179 numeric
@attribute 28116__328813 numeric
@attribute 1623__39491_204516 numeric
@attribute 376805__665951 numeric
@attribute 187327__821_40518 numeric
@attribute 158847__33039_239935 numeric
@attribute 166486__674529 numeric
@attribute 46503__387090 numeric
@attribute 1735__47678 numeric
@attribute 33038__658081 numeric
@attribute 39491__204516 numeric
@attribute 658082__853_487173 numeric
@attribute 46228__457412 numeric
@attribute 821__40518 numeric
@attribute 39488__469588 numeric
@attribute 45851__165179 numeric
@attribute 33039__239935 numeric
@attribute 853__487173 numeric
@attribute Disease.MESH.ID {'D006262', 'D050177'}
@data
5.04243988282421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3267913370866604,-3.07509949080127,0.0,-2.8838715598283193,0.0,0.0,0.0,0.0,0.0,5.3262285563969805,0.0,0.0,0.0,4.26209204617148,0.0,0.0,0.0,0.0,0.0,-4.995012064125559,-3.4272781318270296,0.0,-2.65502967082561,-2.71959460603001,0.0,0.0,0.0,0.0,5.93621985599416,-2.38328136817898,0.0,4.59864628547283,0.0,0.0,-4.71047603363425,4.12796441841826,D050177
4.2732272979928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.03226176535492,-2.42516390269842,0.0,0.0,0.0,0.0,0.0,0.0,5.25203143944322,-2.2000922396256297,0.0,0.0,0.0,0.0,-4.20050709615569,0.0,0.0,0.0,0.0,-3.7162116943571,0.0,-3.2211895460087203,0.0,0.0,0.0,0.0,0.0,6.436667466308121,0.0,0.0,5.579263954496829,3.81067154036958,0.0,0.0,0.0,D050177
4.91863225916783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31863813159881,0.0,-3.0929434991205196,-2.34543732985144,0.0,0.0,0.0,3.37333837845571,0.0,0.0,5.357135285416599,-2.14943219688918,0.0,0.0,0.0,0.0,-4.06241662127138,0.0,0.0,0.0,0.0,-3.59821579818842,0.0,-2.95841216335085,-2.2443535392232796,0.0,0.0,0.0,0.0,6.232292579059349,0.0,0.0,5.1241201766534195,3.72292577243646,0.0,3.8873343600817503,0.0,D050177
0.0,4.60197335455234,0.0,0.0,0.0,0.0,-2.3735694025214102,0.0,0.0,0.0,0.0,-2.58700536294696,0.0,0.0,4.11114280045799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4808247280773,0.0,0.0,-6.861802665435031,0.0,0.0,-3.8838764872429596,-5.091234904783481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0828665907295364,0.0,0.215776693510785,0.0,0.0,D006262
0.0,4.74847266845684,0.0,0.0,0.0,0.0,-4.58872736229391,0.0,0.0,0.0,0.0,-2.601818328705,0.0,0.0,0.448429609366034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.50648153738101,0.0,0.0,-6.87480000831404,0.0,0.0,0.0,-4.9935937676309905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0940304236202107,0.0,-0.00431873897789973,0.0,0.0,D006262
0.0,4.80196190701208,0.0,0.0,0.0,0.0,-4.640416702202559,0.0,0.0,0.0,0.0,-2.60039336561107,0.0,0.0,0.28829357549564505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.50401342890341,0.0,0.0,-6.85612137198156,0.0,0.0,0.0,-5.04772303311054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00215293735043468,0.0,-0.0341586635819192,0.0,0.0,D006262
0.0,4.8781895432141695,0.0,0.0,0.0,0.0,-4.59240763857676,0.0,0.0,0.0,0.0,-2.55316910138,0.0,0.0,0.32601069779382597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.422218603905139,0.0,0.0,-6.877070883320299,0.0,0.0,0.0,-5.020374761993191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.194800302002162,0.0,-0.0772368089322518,0.0,0.0,D006262
5.812221805744281,5.582199543827589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.27507381352108,-2.91700034294387,0.0,0.0,0.0,0.0,0.0,0.0,4.12679632159417,-5.05239279967462,4.42438832890066,0.0,0.0,3.940543435988,0.0,0.0,0.0,0.0,-3.01553231017294,0.0,0.0,0.0,0.0,-2.27602730865385,0.0,0.0,0.0,0.0,0.0,-2.58583655313704,0.0,0.0,0.0,-5.22305517308509,-3.94219493800271,4.478800290102139,D050177
5.590747494395879,0.0,0.0,0.0,0.0,-4.9654406059625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.475757131735961,0.0,0.0,0.0,0.0,0.0,0.0,-2.98041559114821,0.0,0.0,0.0,-2.56844009963733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44866874876913,0.0,-5.16223123153912,0.0,0.0,D050177
0.0,-2.85145628042317,4.9388671532543,0.0,0.0,0.0,0.0,0.0,0.0,-5.3781724745912305,-2.67904152586317,0.0,0.0,0.0,0.0,0.0,-2.7783322519933398,0.0,4.64023603838186,0.0,0.0,-2.6402931023819103,0.37820895850132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.73670002945084,-2.6828001234973,4.81221262075973,-4.5731218001991305,0.0,0.0,0.0,-2.97904082297748,0.0,4.74010349608409,0.0,0.0,-4.64674612044938,5.1598500632188,D006262
