oldID,newID
310298_and_39492,39492__310298
246787_and_626940_and_751585,626940__246787_751585
246787_and_751585,246787__751585
329854_and_46506,46506__329854
310297_and_33043_and_88431,33043__88431_310297
100886_and_817,817__100886
28111_and_338188_and_360807,338188__28111_360807
310297_and_88431,88431__310297
40545_and_410072_and_818,410072__818_40545
28117_and_328814_and_487174,328814__28117_487174
1118061_and_411489_and_820,1118061__820_411489
218538_and_357276_and_384638,384638__218538_357276
214856_and_28116_and_328813,214856__28116_328813
291644_and_487175_and_823,487175__823_291644
28111_and_360807,28111__360807
40545_and_818,818__40545
166486_and_28118_and_674529,28118__166486_674529
33038_and_573_and_658081,573__33038_658081
411489_and_820,820__411489
39488_and_469588_and_52226,52226__39488_469588
216816_and_261299,216816__261299
29348_and_387090_and_46503,29348__46503_387090
28117_and_487174,28117__487174
291644_and_823,823__291644
218538_and_357276,218538__357276
1735_and_39496_and_47678,39496__1735_47678
40520_and_457412_and_46228,40520__46228_457412
1161942_and_165179_and_45851,1161942__45851_165179
28116_and_328813,28116__328813
1623_and_204516_and_39491,1623__39491_204516
376805_and_665951,376805__665951
187327_and_40518_and_821,187327__821_40518
158847_and_239935_and_33039,158847__33039_239935
166486_and_674529,166486__674529
387090_and_46503,46503__387090
1735_and_47678,1735__47678
33038_and_658081,33038__658081
204516_and_39491,39491__204516
487173_and_658082_and_853,658082__853_487173
457412_and_46228,46228__457412
40518_and_821,821__40518
39488_and_469588,39488__469588
165179_and_45851,45851__165179
239935_and_33039,33039__239935
487173_and_853,853__487173
