classes,fpr,tpr,auc
D006262,0.0,0.0,0.9447045901260263
D006262,0.0,0.005376344086021506,0.9447045901260263
D006262,0.0,0.053763440860215055,0.9447045901260263
D006262,0.005376344086021506,0.053763440860215055,0.9447045901260263
D006262,0.005376344086021506,0.0913978494623656,0.9447045901260263
D006262,0.010752688172043012,0.0913978494623656,0.9447045901260263
D006262,0.010752688172043012,0.34946236559139787,0.9447045901260263
D006262,0.016129032258064516,0.34946236559139787,0.9447045901260263
D006262,0.016129032258064516,0.5806451612903226,0.9447045901260263
D006262,0.021505376344086023,0.5806451612903226,0.9447045901260263
D006262,0.021505376344086023,0.5913978494623656,0.9447045901260263
D006262,0.026881720430107527,0.5913978494623656,0.9447045901260263
D006262,0.026881720430107527,0.6397849462365591,0.9447045901260263
D006262,0.03225806451612903,0.6397849462365591,0.9447045901260263
D006262,0.03225806451612903,0.6666666666666666,0.9447045901260263
D006262,0.03763440860215054,0.6666666666666666,0.9447045901260263
D006262,0.03763440860215054,0.6720430107526881,0.9447045901260263
D006262,0.043010752688172046,0.6720430107526881,0.9447045901260263
D006262,0.043010752688172046,0.6774193548387096,0.9447045901260263
D006262,0.04838709677419355,0.6774193548387096,0.9447045901260263
D006262,0.04838709677419355,0.6935483870967742,0.9447045901260263
D006262,0.053763440860215055,0.6935483870967742,0.9447045901260263
D006262,0.053763440860215055,0.7043010752688172,0.9447045901260263
D006262,0.05913978494623656,0.7043010752688172,0.9447045901260263
D006262,0.05913978494623656,0.7096774193548387,0.9447045901260263
D006262,0.06451612903225806,0.7096774193548387,0.9447045901260263
D006262,0.06451612903225806,0.7204301075268817,0.9447045901260263
D006262,0.06989247311827956,0.7204301075268817,0.9447045901260263
D006262,0.06989247311827956,0.7258064516129032,0.9447045901260263
D006262,0.07526881720430108,0.7258064516129032,0.9447045901260263
D006262,0.07526881720430108,0.7365591397849462,0.9447045901260263
D006262,0.08602150537634409,0.7365591397849462,0.9447045901260263
D006262,0.08602150537634409,0.7903225806451613,0.9447045901260263
D006262,0.0967741935483871,0.7903225806451613,0.9447045901260263
D006262,0.0967741935483871,0.7956989247311828,0.9447045901260263
D006262,0.10215053763440861,0.7956989247311828,0.9447045901260263
D006262,0.10215053763440861,0.8064516129032258,0.9447045901260263
D006262,0.12903225806451613,0.8064516129032258,0.9447045901260263
D006262,0.12903225806451613,0.8387096774193549,0.9447045901260263
D006262,0.13440860215053763,0.8387096774193549,0.9447045901260263
D006262,0.13440860215053763,0.8548387096774194,0.9447045901260263
D006262,0.13978494623655913,0.8548387096774194,0.9447045901260263
D006262,0.13978494623655913,0.8817204301075269,0.9447045901260263
D006262,0.14516129032258066,0.8817204301075269,0.9447045901260263
D006262,0.14516129032258066,0.8870967741935484,0.9447045901260263
D006262,0.15053763440860216,0.8870967741935484,0.9447045901260263
D006262,0.15053763440860216,0.8924731182795699,0.9447045901260263
D006262,0.15591397849462366,0.8924731182795699,0.9447045901260263
D006262,0.15591397849462366,0.8978494623655914,0.9447045901260263
D006262,0.16129032258064516,0.8978494623655914,0.9447045901260263
D006262,0.16129032258064516,0.9032258064516129,0.9447045901260263
D006262,0.17204301075268819,0.9032258064516129,0.9447045901260263
D006262,0.17204301075268819,0.9247311827956989,0.9447045901260263
D006262,0.1935483870967742,0.9247311827956989,0.9447045901260263
D006262,0.1935483870967742,0.9301075268817204,0.9447045901260263
D006262,0.1989247311827957,0.9301075268817204,0.9447045901260263
D006262,0.1989247311827957,0.9354838709677419,0.9447045901260263
D006262,0.20430107526881722,0.9354838709677419,0.9447045901260263
D006262,0.20430107526881722,0.9408602150537635,0.9447045901260263
D006262,0.22580645161290322,0.9408602150537635,0.9447045901260263
D006262,0.22580645161290322,0.9516129032258065,0.9447045901260263
D006262,0.24193548387096775,0.9516129032258065,0.9447045901260263
D006262,0.24193548387096775,0.956989247311828,0.9447045901260263
D006262,0.24731182795698925,0.956989247311828,0.9447045901260263
D006262,0.24731182795698925,0.9623655913978495,0.9447045901260263
D006262,0.25268817204301075,0.9623655913978495,0.9447045901260263
D006262,0.25268817204301075,0.967741935483871,0.9447045901260263
D006262,0.26881720430107525,0.967741935483871,0.9447045901260263
D006262,0.26881720430107525,0.9731182795698925,0.9447045901260263
D006262,0.27419354838709675,0.9731182795698925,0.9447045901260263
D006262,0.27419354838709675,0.978494623655914,0.9447045901260263
D006262,0.2849462365591398,0.978494623655914,0.9447045901260263
D006262,0.2849462365591398,0.989247311827957,0.9447045901260263
D006262,0.2903225806451613,0.989247311827957,0.9447045901260263
D006262,0.2903225806451613,0.9946236559139785,0.9447045901260263
D006262,0.3172043010752688,0.9946236559139785,0.9447045901260263
D006262,0.3172043010752688,1.0,0.9447045901260263
D006262,1.0,1.0,0.9447045901260263
