"","Part","BalanceID","Component","Group","d.group"
"4","-1","165179__562_823","562","165179__562_823-1","p__Proteobacteria"
"13","-1","165179__562_823","823","165179__562_823-1","p__FCB group"
"67","1","165179__562_823","165179","165179__562_8231","p__FCB group"
"165","-1","310297__46503_166486","46503","310297__46503_166486-1","p__FCB group"
"179","-1","310297__46503_166486","166486","310297__46503_166486-1","p__Terrabacteria group"
"190","1","310297__46503_166486","310297","310297__46503_1664861","p__FCB group"
"232","1","818__820","818","818__8201","p__FCB group"
"233","-1","818__820","820","818__820-1","p__FCB group"
"389","1","47678__239935","47678","47678__2399351","p__FCB group"
"408","-1","47678__239935","239935","47678__239935-1","p__PVC group"
"486","-1","751585__39485_204516","39485","751585__39485_204516-1","p__Terrabacteria group"
"514","-1","751585__39485_204516","204516","751585__39485_204516-1","p__FCB group"
"552","1","751585__39485_204516","751585","751585__39485_2045161","p__Terrabacteria group"
"601","1","39492__46506_457412","39492","39492__46506_4574121","p__Terrabacteria group"
"610","-1","39492__46506_457412","46506","39492__46506_457412-1","p__FCB group"
"651","-1","39492__46506_457412","457412","39492__46506_457412-1","p__Terrabacteria group"
"706","-1","674529__33039_246787","33039","674529__33039_246787-1","p__Terrabacteria group"
"742","-1","674529__33039_246787","246787","674529__33039_246787-1","p__FCB group"
"773","1","674529__33039_246787","674529","674529__33039_2467871","p__FCB group"
"781","1","562__823","562","562__8231","p__Proteobacteria"
"790","-1","562__823","823","562__823-1","p__FCB group"
"920","1","28111__46228","28111","28111__462281","p__FCB group"
"941","-1","28111__46228","46228","28111__46228-1","p__Terrabacteria group"
"1053","1","46503__166486","46503","46503__1664861","p__FCB group"
"1067","-1","46503__166486","166486","46503__166486-1","p__Terrabacteria group"
"1112","-1","39777__548_29466","548","39777__548_29466-1","p__Proteobacteria"
"1147","-1","39777__548_29466","29466","39777__548_29466-1","p__Terrabacteria group"
"1158","1","39777__548_29466","39777","39777__548_294661","p__Terrabacteria group"
"1236","1","1304__1318","1304","1304__13181","p__Terrabacteria group"
"1238","-1","1304__1318","1318","1304__1318-1","p__Terrabacteria group"
"1371","-1","469591__33038_88431","33038","469591__33038_88431-1","p__Terrabacteria group"
"1391","-1","469591__33038_88431","88431","469591__33038_88431-1","p__Terrabacteria group"
"1430","1","469591__33038_88431","469591","469591__33038_884311","p__FCB group"
"1462","-1","40519__1358_39486","1358","40519__1358_39486-1","p__Terrabacteria group"
"1486","-1","40519__1358_39486","39486","40519__1358_39486-1","p__Terrabacteria group"
"1493","1","40519__1358_39486","40519","40519__1358_394861","p__Terrabacteria group"
"1609","1","46506__457412","46506","46506__4574121","p__FCB group"
"1650","-1","46506__457412","457412","46506__457412-1","p__Terrabacteria group"
"1666","1","287__29361_328813","287","287__29361_3288131","p__Proteobacteria"
"1701","-1","287__29361_328813","29361","287__29361_328813-1","p__Terrabacteria group"
"1747","-1","287__29361_328813","328813","287__29361_328813-1","p__FCB group"
"1836","1","100886__301301","100886","100886__3013011","p__Terrabacteria group"
"1854","-1","100886__301301","301301","100886__301301-1","p__Terrabacteria group"
"1927","1","33039__246787","33039","33039__2467871","p__Terrabacteria group"
"1963","-1","33039__246787","246787","33039__246787-1","p__FCB group"
"2022","-1","457387__1680_1735","1680","457387__1680_1735-1","p__Terrabacteria group"
"2027","-1","457387__1680_1735","1735","457387__1680_1735-1","p__Terrabacteria group"
"2092","1","457387__1680_1735","457387","457387__1680_17351","p__FCB group"
"2183","-1","1118061__218538_310298","218538","1118061__218538_310298-1","p__Terrabacteria group"
"2189","-1","1118061__218538_310298","310298","1118061__218538_310298-1","p__FCB group"
"2219","1","1118061__218538_310298","1118061","1118061__218538_3102981","p__FCB group"
"2262","1","39485__204516","39485","39485__2045161","p__Terrabacteria group"
"2290","-1","39485__204516","204516","39485__204516-1","p__FCB group"
"2339","1","729__74426","729","729__744261","p__Proteobacteria"
"2389","-1","729__74426","74426","729__74426-1","p__Terrabacteria group"
"2511","1","187327__329854_658081","187327","187327__329854_6580811","p__Terrabacteria group"
"2526","-1","187327__329854_658081","329854","187327__329854_658081-1","p__FCB group"
"2546","-1","187327__329854_658081","658081","187327__329854_658081-1","p__Terrabacteria group"
"2592","1","33038__88431","33038","33038__884311","p__Terrabacteria group"
"2612","-1","33038__88431","88431","33038__88431-1","p__Terrabacteria group"
"2692","1","1689__40520","1689","1689__405201","p__Terrabacteria group"
"2715","-1","1689__40520","40520","1689__40520-1","p__Terrabacteria group"
"2805","-1","387090__2173_411489","2173","387090__2173_411489-1","p__Euryarchaeota"
"2865","1","387090__2173_411489","387090","387090__2173_4114891","p__FCB group"
"2867","-1","387090__2173_411489","411489","387090__2173_411489-1","p__Terrabacteria group"
"2922","1","29361__328813","29361","29361__3288131","p__Terrabacteria group"
"2968","-1","29361__328813","328813","29361__328813-1","p__FCB group"
"3071","1","218538__310298","218538","218538__3102981","p__Terrabacteria group"
"3077","-1","218538__310298","310298","218538__310298-1","p__FCB group"
"3146","1","33035__469588","33035","33035__4695881","p__Terrabacteria group"
"3205","-1","33035__469588","469588","33035__469588-1","p__FCB group"
"3283","1","154046__328812","154046","154046__3288121","p__Terrabacteria group"
"3300","-1","154046__328812","328812","154046__328812-1","p__FCB group"
"3339","-1","39496__817_410072","817","39496__817_410072-1","p__FCB group"
"3377","1","39496__817_410072","39496","39496__817_4100721","p__Terrabacteria group"
"3421","-1","39496__817_410072","410072","39496__817_410072-1","p__Terrabacteria group"
"3465","1","1680__1735","1680","1680__17351","p__Terrabacteria group"
"3470","-1","1680__1735","1735","1680__1735-1","p__Terrabacteria group"
"3587","-1","1203555__29348_47770","29348","1203555__29348_47770-1","p__Terrabacteria group"
"3609","-1","1203555__29348_47770","47770","1203555__29348_47770-1","p__Terrabacteria group"
"3663","1","1203555__29348_47770","1203555","1203555__29348_477701","p__Terrabacteria group"
"3694","1","28025__40545_360807","28025","28025__40545_3608071","p__Terrabacteria group"
"3715","-1","28025__40545_360807","40545","28025__40545_360807-1","p__Proteobacteria"
"3750","-1","28025__40545_360807","360807","28025__40545_360807-1","p__Terrabacteria group"
"3800","1","1685__454154","1685","1685__4541541","p__Terrabacteria group"
"3867","-1","1685__454154","454154","1685__454154-1","p__FCB group"
"3926","1","39483__658089","39483","39483__6580891","p__Terrabacteria group"
"3991","-1","39483__658089","658089","39483__658089-1","p__Terrabacteria group"
"4031","1","29348__47770","29348","29348__477701","p__Terrabacteria group"
"4053","-1","29348__47770","47770","29348__47770-1","p__Terrabacteria group"
"4170","1","137591__626940","137591","137591__6269401","p__Terrabacteria group"
"4210","-1","137591__626940","626940","137591__626940-1","p__Terrabacteria group"
"4236","1","1343__658086","1343","1343__6580861","p__Terrabacteria group"
"4323","-1","1343__658086","658086","1343__658086-1","p__Terrabacteria group"
"4394","1","158847__469593","158847","158847__4695931","p__Terrabacteria group"
"4429","-1","158847__469593","469593","158847__469593-1","p__FCB group"
"4452","-1","328814__821_853","821","328814__821_853-1","p__FCB group"
"4454","-1","328814__821_853","853","328814__821_853-1","p__Terrabacteria group"
"4523","1","328814__821_853","328814","328814__821_8531","p__FCB group"
"4571","1","1512__163665","1512","1512__1636651","p__Terrabacteria group"
"4617","-1","1512__163665","163665","1512__163665-1","p__FCB group"
"4664","1","548__29466","548","548__294661","p__Proteobacteria"
"4699","-1","548__29466","29466","548__29466-1","p__Terrabacteria group"
"4845","1","214856__469592","214856","214856__4695921","p__FCB group"
"4872","-1","214856__469592","469592","214856__469592-1","p__FCB group"
"4887","1","550__338188","550","550__3381881","p__Proteobacteria"
"4969","-1","550__338188","338188","550__338188-1","p__FCB group"
"5016","1","1531__208479","1531","1531__2084791","p__Terrabacteria group"
"5066","-1","1531__208479","208479","1531__208479-1","p__Terrabacteria group"
"5125","1","1358__39486","1358","1358__394861","p__Terrabacteria group"
"5149","-1","1358__39486","39486","1358__39486-1","p__Terrabacteria group"
"5239","1","1535__216816_357276","1535","1535__216816_3572761","p__Terrabacteria group"
"5290","-1","1535__216816_357276","216816","1535__216816_357276-1","p__Terrabacteria group"
"5303","-1","1535__216816_357276","357276","1535__216816_357276-1","p__FCB group"
"5412","1","329854__658081","329854","329854__6580811","p__FCB group"
"5432","-1","329854__658081","658081","329854__658081-1","p__Terrabacteria group"
"5444","-1","584__573_1308","573","584__573_1308-1","p__Proteobacteria"
"5446","1","584__573_1308","584","584__573_13081","p__Proteobacteria"
"5455","-1","584__573_1308","1308","584__573_1308-1","p__Terrabacteria group"
"5559","1","817__410072","817","817__4100721","p__FCB group"
