oldID,newID
165179_and_562_and_823,165179__562_823
166486_and_310297_and_46503,310297__46503_166486
818_and_820,818__820
239935_and_47678,47678__239935
204516_and_39485_and_751585,751585__39485_204516
39492_and_457412_and_46506,39492__46506_457412
246787_and_33039_and_674529,674529__33039_246787
562_and_823,562__823
28111_and_46228,28111__46228
166486_and_46503,46503__166486
29466_and_39777_and_548,39777__548_29466
1304_and_1318,1304__1318
33038_and_469591_and_88431,469591__33038_88431
1358_and_39486_and_40519,40519__1358_39486
457412_and_46506,46506__457412
287_and_29361_and_328813,287__29361_328813
100886_and_301301,100886__301301
246787_and_33039,33039__246787
1680_and_1735_and_457387,457387__1680_1735
1118061_and_218538_and_310298,1118061__218538_310298
204516_and_39485,39485__204516
729_and_74426,729__74426
187327_and_329854_and_658081,187327__329854_658081
33038_and_88431,33038__88431
1689_and_40520,1689__40520
2173_and_387090_and_411489,387090__2173_411489
29361_and_328813,29361__328813
218538_and_310298,218538__310298
33035_and_469588,33035__469588
154046_and_328812,154046__328812
39496_and_410072_and_817,39496__817_410072
1680_and_1735,1680__1735
1203555_and_29348_and_47770,1203555__29348_47770
28025_and_360807_and_40545,28025__40545_360807
1685_and_454154,1685__454154
39483_and_658089,39483__658089
29348_and_47770,29348__47770
137591_and_626940,137591__626940
1343_and_658086,1343__658086
158847_and_469593,158847__469593
328814_and_821_and_853,328814__821_853
1512_and_163665,1512__163665
29466_and_548,548__29466
214856_and_469592,214856__469592
338188_and_550,550__338188
1531_and_208479,1531__208479
1358_and_39486,1358__39486
1535_and_216816_and_357276,1535__216816_357276
329854_and_658081,329854__658081
1308_and_573_and_584,584__573_1308
410072_and_817,817__410072
102862_and_1623,1623__102862
2173_and_411489,2173__411489
821_and_853,821__853
116085_and_28116_and_39488,116085__28116_39488
360807_and_40545,40545__360807
216816_and_357276,216816__357276
28117_and_40518_and_908612,908612__28117_40518
39491_and_457394_and_487174,457394__39491_487174
1308_and_573,573__1308
28116_and_39488,28116__39488
39491_and_487174,39491__487174
28117_and_40518,28117__40518
