"","Part","BalanceID","Component","Group","d.group"
"184","1","40520__626937","40520","40520__6269371","p__Terrabacteria group"
"375","-1","40520__626937","626937","40520__626937-1","p__Terrabacteria group"
"459","-1","1504__1282_39489","1282","1504__1282_39489-1","p__Terrabacteria group"
"475","1","1504__1282_39489","1504","1504__1282_394891","p__Terrabacteria group"
"581","-1","1504__1282_39489","39489","1504__1282_39489-1","p__Terrabacteria group"
"994","1","39492__351091","39492","39492__3510911","p__Terrabacteria group"
"1148","-1","39492__351091","351091","39492__351091-1","p__Terrabacteria group"
"1347","1","28125__48296_397865","28125","28125__48296_3978651","p__FCB group"
"1439","-1","28125__48296_397865","48296","28125__48296_397865-1","p__Proteobacteria"
"1570","-1","28125__48296_397865","397865","28125__48296_397865-1","p__FCB group"
"1754","-1","39484__28111_633701","28111","39484__28111_633701-1","p__FCB group"
"1811","1","39484__28111_633701","39484","39484__28111_6337011","p__Terrabacteria group"
"2021","-1","39484__28111_633701","633701","39484__28111_633701-1","p__FCB group"
"2074","1","582__187491_1859290","582","582__187491_18592901","p__Proteobacteria"
"2331","-1","582__187491_1859290","187491","582__187491_1859290-1","p__Terrabacteria group"
"2466","-1","582__187491_1859290","1859290","582__187491_1859290-1","p__Terrabacteria group"
"2672","1","48296__397865","48296","48296__3978651","p__Proteobacteria"
"2803","-1","48296__397865","397865","48296__397865-1","p__FCB group"
"2908","1","840__29375_246787","840","840__29375_2467871","p__FCB group"
"3009","-1","840__29375_246787","29375","840__29375_246787-1","p__Terrabacteria group"
"3178","-1","840__29375_246787","246787","840__29375_246787-1","p__FCB group"
"3398","1","28111__633701","28111","28111__6337011","p__FCB group"
"3665","-1","28111__633701","633701","28111__633701-1","p__FCB group"
"3831","1","29375__246787","29375","29375__2467871","p__Terrabacteria group"
"4000","-1","29375__246787","246787","29375__246787-1","p__FCB group"
"4284","1","39497__216778_1144673","39497","39497__216778_11446731","p__Terrabacteria group"
"4399","-1","39497__216778_1144673","216778","39497__216778_1144673-1","p__Proteobacteria"
"4499","-1","39497__216778_1144673","1144673","39497__216778_1144673-1","p__Proteobacteria"
"4582","1","1428__133926_163877","1428","1428__133926_1638771","p__Terrabacteria group"
"4772","-1","1428__133926_163877","133926","1428__133926_163877-1","p__Terrabacteria group"
"4783","-1","1428__133926_163877","163877","1428__133926_163877-1","p__Terrabacteria group"
"5021","-1","28038__1687_508460","1687","28038__1687_508460-1","p__Terrabacteria group"
"5039","1","28038__1687_508460","28038","28038__1687_5084601","p__Terrabacteria group"
"5291","-1","28038__1687_508460","508460","28038__1687_508460-1","p__Synergistetes"
"5572","-1","83263__80866_180282","80866","83263__80866_180282-1","p__Proteobacteria"
"5574","1","83263__80866_180282","83263","83263__80866_1802821","p__Proteobacteria"
"5611","-1","83263__80866_180282","180282","83263__80866_180282-1","p__Proteobacteria"
"5892","-1","290309__32013_225991","32013","290309__32013_225991-1","p__Proteobacteria"
"6048","-1","290309__32013_225991","225991","290309__32013_225991-1","p__Proteobacteria"
"6062","1","290309__32013_225991","290309","290309__32013_2259911","p__Proteobacteria"
"6258","-1","45067__1717_40681","1717","45067__1717_40681-1","p__Terrabacteria group"
"6350","-1","45067__1717_40681","40681","45067__1717_40681-1","p__Proteobacteria"
"6358","1","45067__1717_40681","45067","45067__1717_406811","p__Proteobacteria"
"6688","-1","33964__28117_187327","28117","33964__28117_187327-1","p__FCB group"
