@relation otu_table.xls.balance
@attribute 1078764__28111_357276 numeric
@attribute 28111__357276 numeric
@attribute 165179__1118061 numeric
@attribute 154046__546_411489 numeric
@attribute 147802__1260_33043 numeric
@attribute 1747__52584_552398 numeric
@attribute 548__43765_387661 numeric
@attribute 28126__47678_218538 numeric
@attribute 116085__287_674529 numeric
@attribute 40520__729_46228 numeric
@attribute 546__411489 numeric
@attribute 88431__28117_39485 numeric
@attribute 322095__573_246787 numeric
@attribute 1260__33043 numeric
@attribute 817__853_39491 numeric
@attribute 291645__37734_626933 numeric
@attribute 47678__218538 numeric
@attribute 158836__46506_54291 numeric
@attribute 384638__329_387090 numeric
@attribute 287__674529 numeric
@attribute 46506__54291 numeric
@attribute 310298__550_820 numeric
@attribute 1623__39492_363265 numeric
@attribute 626940__40518_74426 numeric
@attribute 28117__39485 numeric
@attribute 823__166486_338188 numeric
@attribute 296__216816_239935 numeric
@attribute 573__246787 numeric
@attribute 1286__562_571 numeric
@attribute 729__46228 numeric
@attribute 371601__818_1351 numeric
@attribute 550__820 numeric
@attribute 100886__40545_328813 numeric
@attribute 853__39491 numeric
@attribute 39492__363265 numeric
@attribute 626929__33039_751585 numeric
@attribute 1283__1735 numeric
@attribute 454155__45851_301301 numeric
@attribute 562__571 numeric
@attribute 37734__626933 numeric
@attribute 29361__39488 numeric
@attribute 329__387090 numeric
@attribute 40518__74426 numeric
@attribute 665951__1680_329854 numeric
@attribute 582__584 numeric
@attribute 216816__239935 numeric
@attribute 1318__487175 numeric
@attribute 818__1351 numeric
@attribute 310297__204516_487174 numeric
@attribute 166486__338188 numeric
@attribute 658086__28116_360807 numeric
@attribute 1689__33038 numeric
@attribute 40545__328813 numeric
@attribute 501496__39496_649756 numeric
@attribute 45851__301301 numeric
@attribute 52584__552398 numeric
@attribute 43765__387661 numeric
@attribute 33039__751585 numeric
@attribute 328812__626930 numeric
@attribute 76759__303_147207 numeric
@attribute 545__624 numeric
@attribute 40214__40324 numeric
@attribute 39496__649756 numeric
@attribute 1681__261299 numeric
@attribute 28116__360807 numeric
@attribute 1680__329854 numeric
@attribute 204516__487174 numeric
@attribute 303__147207 numeric
@attribute Disease.MESH.ID {'D006262', 'D012559'}
@data
0.0,0.0,0.0,-3.09281084574556,0.0,0.0,0.0,0.0,0.0,0.0,5.3569055230313705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8608992766751897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68727371010736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.593686317489236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0282948656498199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,2.33547190516859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.69717353681458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.40369241016197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8837670781762004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72688190416451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7105135928472697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42679806498641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4758916084079499,0.0,0.0,-6.66740312782967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49304013673692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58602137456793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,4.30703042623613,0.0,0.0,-2.4417891140004704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22930280681741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8478624965191504,0.0,-1.62194361015911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66469334450999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.80928873980727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.92660742274575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.80108355757272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8471907464050297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6626741171663095,0.0,6.66352983918235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.93415866828958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81416269851506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D006262
