"","1078764__28111_357276","28111__357276","165179__1118061","154046__546_411489","147802__1260_33043","1747__52584_552398","548__43765_387661","28126__47678_218538","116085__287_674529","40520__729_46228","546__411489","88431__28117_39485","322095__573_246787","1260__33043","817__853_39491","291645__37734_626933","47678__218538","158836__46506_54291","384638__329_387090","287__674529","46506__54291","310298__550_820","1623__39492_363265","626940__40518_74426","28117__39485","823__166486_338188","296__216816_239935","573__246787","1286__562_571","729__46228","371601__818_1351","550__820","100886__40545_328813","853__39491","39492__363265","626929__33039_751585","1283__1735","454155__45851_301301","562__571","37734__626933","29361__39488","329__387090","40518__74426","665951__1680_329854","582__584","216816__239935","1318__487175","818__1351","310297__204516_487174","166486__338188","658086__28116_360807","1689__33038","40545__328813","501496__39496_649756","45851__301301","52584__552398","43765__387661","33039__751585","328812__626930","76759__303_147207","545__624","40214__40324","39496__649756","1681__261299","28116__360807","1680__329854","204516__487174","303__147207"
"ERR2239317",0,0,0,0,0,0,0,0,0,2.73238322570748,0,-2.06641342868359,0,0,-4.34770804095179,0,0,0,0,0,0,0,0,0,-3.57913304792258,0,-2.94247615517044,0,-3.79851279798926,0,0,0,0,1.597148308355,0,0,0,0,6.57921715931802,0,-2.0362723571533,0,0,-1.80702002370537,0,-5.09651820081513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12985049135202,0,0
"ERR2239318",0,0,5.35505473633471,0,0,0,0,0,0,0,0,4.58800790125076,0,0,-6.19861647694659,0,0,0,4.68033058984443,0,0,0,-2.40324032515365,6.23729027203529,0,0,0,0,0,0,0,0,0,0.152179668437946,-4.16253434596447,0,0,-3.07168737157733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32031859253963,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239320",-2.57746737251858,-4.46430444405323,0,0,0,0,0,0,0,0,0,-3.25591996281205,0,0,-5.90311115374641,0,0,-2.80556790482846,0,0,4.85938615524747,0,0,-2.65169611882652,5.63941880096823,0,0,0,0,0,0,0,0,0.432115662019272,0,0,0,0,0,0,0,0,4.59287240404073,0,0,0,0,0,-2.43673849988277,0,-2.41627331562936,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18510814764296,0,-4.22055488655613,0
"ERR2239330",0,0,0,0,0,0,0,-2.8460857945675,0,0,0,-2.77294119888794,0,0,-5.63901032881882,0,-4.92956519889096,0,0,0,0,-2.84776469003315,0,-2.65325555082305,4.80287504287487,0,0,0,0,0,0,-4.93247313113805,-2.92831647594503,-0.307722682836646,0,0,0,0,0,0,0,0,4.59557341948967,0,0,0,0,0,0,0,0,0,-5.07199291697784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239331",0,0,5.43575994035677,0,0,0,0,0,0,0,0,-2.16791609764135,0,0,-2.30381851699694,0,0,-1.78272050701218,0,0,3.08776249384004,-1.7790211444391,0,0,3.75494082766126,0,0,0,-6.68840061101444,0,0,-3.08135500990786,0,3.99033072285668,0,0,0,0,0.485584924072278,0,0,0,0,0,0,0,0,0,0,0,-2.00316990406296,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46959205002991,0,0,0
"ERR2239339",0,0,6.49786954685937,0,0,0,0,-2.32709464322722,0,-2.07699339240384,0,0,0,0,-5.40830525621915,0,4.03064615609091,0,0,0,0,0,0,0,0,0,0,0,0,3.5974580826283,4.92184058288036,0,0,-0.648207832176004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29638014861766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97744709089836,0
"ERR2239340",0,0,4.33504222157219,5.25392813311301,0,0,0,-3.48048847866733,0,0,0,0,0,0,-2.67336404789732,0,6.02838288020991,0,0,0,0,-2.67276447038959,-2.78208617569593,0,0,0,0,0,-3.17437421136467,0,0,-4.62936385937969,0,4.63040235808616,4.81871460734035,-2.46774140049645,0,0,5.49817741632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27425348560103,0,0,0,0,0,0,0,0,0,0
"ERR2239352",0,0,0,-3.00961825910453,0,0,0,0,0,0,5.21281173615604,0,-2.68616852893189,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64994115813533,4.65258036980258,-6.07335192610977,0,0,0,0,0,0,0,0,0,1.63644792978609,0,0.239411055010264,0,0,0,0,4.5898327229583,0,0,0,0,0,-1.20839334399756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239358",-3.10811624290299,-5.38341524853807,-4.07480829897159,0,0,0,0,0,0,0,0,-3.05358101259362,0,0,-3.09129330517422,0,0,0,0,0,0,0,0,0,5.28895745883976,0,0,0,-3.45580226481276,0,0,0,0,5.35427706565927,0,0,0,-2.3371611657043,5.9856251035673,0,0,0,0,0,0,0,0,0,-5.3434399765046,0,0,0,0,0,4.04808188447675,0,0,0,0,0,0,0,0,0,0,0,0.154812135992173,0
"ERR2239373",-3.36260859489762,-5.82420893233047,0,0,0,0,0,0,0,0,0,-2.55526289475988,-3.29348168006566,0,-2.34469785884343,0,0,0,0,0,0,-3.04898256975682,0,-2.96207564051423,4.42584516041964,0,-2.75478727445343,-5.70447760367103,0,0,0,-5.28099272221074,0,4.06113581991479,0,0,0,0,0,0,0,0,5.13046550523277,0,0,-4.77143152339753,0,0,-2.82769757222647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89771586353541,0
"ERR2239383",-3.11177982158686,-5.38976075295606,0,0,0,0,0,0,0,0,0,0,4.90355469510426,0,6.24829945327385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59649710077729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22931570782043,0,0,0,0,0,0,0,0,0,0
"ERR2239385",0,0,0,0,0,0,0,-2.31778752388016,0,0,0,0,0,0,0,0,-4.0145257525097,0,0,0,0,0,0,0,0,0,0,0,-3.86963925940538,0,0,0,0,0,0,0,0,0,6.70241180425332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239388",0,0,0,0,0,0,0,0,0,0,0,-1.54150129376217,0,0,0,0,0,0,0,0,0,0,0,0,2.66995856072923,0,0,0,-3.86946686934682,0,0,0,0,0,0,0,0,0,6.70211321591318,0,0,0,0,-3.76810095855026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07678353559177,0,0
"ERR2239390",0,0,0,0,0,0,0,0,0,0,0,0,-2.37795346214647,0,0,0,0,0,0,0,0,-2.46280348299666,0,0,0,0,0,-4.11873621447201,-3.15156651856352,0,0,-4.26570076160781,0,0,0,0,0,0,5.45867333358497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239395",0,0,0,0,0,0,0,0,0,0,0,0,-2.37696575400223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11702545378313,-3.85334235408304,0,0,0,0,0,0,0,0,0,6.67418473622889,0,0,0,0,0,0,0,0,0,0,0,0,-0.662925310573519,0,0,0,0,0,0,0,-0.706077134276338,0,0,0,0,0,0,0,-1.22296147062925
"ERR2239396",-2.36593093962718,-4.09791259463345,-3.99511081138944,0,0,0,0,0,0,0,0,-2.40304850045553,-2.07520616683819,0,0,0,0,-2.53962279424633,0,0,4.39875571169469,-2.37058075128486,0,0,4.16220209584118,0,0,-3.59436251714399,-3.78592066627992,0,0,-4.10596630467018,-2.1676088091279,0,0,0,0,0,6.55740694742184,0,0,0,0,0,0,0,0,0,-2.4136780382651,0,0,0,-3.75440858834339,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.18061299538832,0
"ERR2239402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87585065502425,0,0,0,0,0,0,0,0,0,0,0,6.71317025705112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.76145367461764,0,0,0,0,0,0,-2.52938151176156,0,0,0,0,-2.61882335311735,0,0,0,0,-4.3810172900964,-2.57315516060243,0.854368976515363,0,0,0,-3.21393902992603,0,0,0,0,0,-2.81062723791235,0,4.53593510364715,0,0,0,0,0,0,4.45683547392146,0,5.56670569226051,0,0,0,0,0,0,0,0,0,0,4.86814917720116,0,0
"ERR2239490",0,0,5.81463459891893,0,0,0,0,0,0,0,0,-3.28653733891487,0,0,-3.11114439233286,0,0,0,0,0,0,0,-3.32502080078939,0,5.69244965197278,0,0,0,0,0,0,0,0,5.38866015720351,5.75910496319058,0,-4.3288731979195,0,0,0,0,0,0,0,0,0,0,0,-2.29581801663148,0,0,0,0,-4.64619566057394,0,0,0,0,0,0,0,0,0.316437485430215,0,0,0,-3.97647344973773,0
"ERR2239509",0,0,0,0,0,0,0,0,0,0,0,-2.38360825974638,0,0,-5.78416936993933,0,0,-3.40477961204223,0,0,5.8972512766318,-2.88976684317122,0,0,4.12853061122157,-2.36978295907936,0,0,-2.70236580759065,0,0,-5.00522299440048,0,0.178217264819715,0,0,0,0,4.68063487938391,0,0,0,0,0,0,0,0,0,-2.90801110413486,4.10458448803636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03682298133604,0
"ERR2239514",0,0,-4.60966755195039,0,0,0,0,0,0,0,0,0,-2.99718911879825,0,2.90406032553568,0,0,0,0,0,0,-3.04562414164895,0,0,0,0,-3.13552542628209,-5.19128383365117,0,0,0,-5.27517575409433,-2.60345306046011,5.42677862998143,0,0,0,0,0,0,0,0,0,-2.37921440654162,0,-5.43088934674464,0,0,0,0,-2.53669499540666,0,4.5093129758376,0,0,0,0,0,0,0,0,0,0,0,4.39368461535004,4.12092023422992,0,0
"ERR2239528",-2.75512539147708,4.7720171592614,0,0,0,0,0,0,0,0,0,-2.90693169922909,0,0,-3.14704563293832,0,0,0,0,0,0,-2.78026934104106,0,0,5.03495339719731,-2.78810719193764,0,0,0,0,-2.79315749179685,-4.81556775740915,0,5.45084292998693,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83789068933379,-2.63429969836978,4.82914331338418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.56274091993983,0
"ERR2239532",-2.96712971654936,-5.13921942171094,0,0,0,0,0,-2.4695520477119,0,0,0,-2.43321884597011,-2.87005375196438,0,-5.52249351942908,0,4.27738961857277,0,0,0,0,-3.08449525598922,0,0,4.21445866715434,0,0,-4.97107891885599,0,0,0,-5.34250249907851,0,0.764419388767806,0,0,0,0,0,0,0,0,0,-2.56436226518074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44160573230546,0,0
"ERR2239556",-2.53702678914257,-4.39425929895826,5.54388240133944,0,0,0,0,0,0,-1.94534980508471,0,0,0,0,-4.95740386779164,0,0,0,0,0,0,-1.90050087064579,0,0,0,0,0,0,-3.64922326737954,-3.36944470090094,0,-3.29176406778739,0,-0.904921169180523,0,0,0,0,6.32064010726387,0,0,0,0,0,0,0,0,0,0,0,-1.88902746449136,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27189154539205,0,0,0
"ERR2239571",0,0,0,0,0,0,-2.42368310226946,-3.00804404003817,0,0,0,-3.06490031501614,-2.55455826566148,0,-2.74546016014216,0,5.21008510875086,0,0,0,0,-3.43864746209315,0,0,5.3085630657418,0,0,-4.42462470702071,0,0,-2.87383637286815,-5.9559121136631,0,4.75527648752241,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97763061044709,0,0,-2.97353419091595,0,0,0,0,0,-4.19794227457687,0,0,0,0,0,0,0,5.15031229670964,0,0,0
"ERR2239572",0,0,0,-2.64002282547636,0,0,0,-2.95023548829092,0,0,4.5726536668666,-3.01952042350449,-2.53591975974346,0,-2.87043587121469,0,5.10995776001265,0,0,0,0,-3.36316192442479,0,0,5.22996278800167,0,0,-4.39234186779353,0,0,-2.74579328072079,-5.82516732718486,0,4.97174076881207,0,-2.54542352818643,0,0,0,0,0,0,0,0,0,0,0,4.75585346928965,0,0,-2.91485123059654,0,0,0,0,0,0,4.40880287760013,0,0,0,0,0,0,5.04867042789787,0,0,0
"ERR2239574",-2.74776007611404,-4.75926005883884,0,0,0,0,0,0,0,-2.49683390249896,0,-2.45741002911468,0,0,-5.67019533284606,0,0,-2.51992081933581,-2.92240797313366,0,4.36463089014021,-2.80883264077431,0,0,-4.25635902545594,0,0,0,-3.5280359269439,-4.32464317718867,0,-4.86504084377897,0,0.911664044028432,0,0,0,0,-6.11073747639519,0,0,-5.06175908991189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.81558373322346,0,0,-3.27045630789676,0,0,5.66459648921132,0,0,0,0,-3.34052207229445,0,0,0,0,0,0,-2.43584291670951,-0.898504874922424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99695744762237,5.78595395301926,-2.52139979427779,0,4.21900369099764,0,0,0,0,0,0,0,0,0,0,0,-4.36719254988284,0,4.4426468962637,0
"ERR2239578",-2.54264004281802,4.40398173951992,0,0,0,0,0,0,0,0,0,-2.24157161642306,0,0,0,0,0,0,0,0,0,-2.7964859880275,-2.43090703331536,0,3.88251592844903,0,0,0,-3.63275564438073,0,0,-4.84365581391809,0,0,4.21045449017873,0,0,0,6.29211734755004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306792748011783,0,0,0,0,0,0
"ERR2239579",-2.19184019300431,3.79637857635504,0,0,0,0,0,0,0,0,0,0,0,0,-5.47355334520341,0,0,0,0,0,0,0,0,0,0,0,-2.52012906284327,0,-3.74011749423845,0,0,0,0,-0.241373543668443,0,0,0,1.89977661325934,6.4780735262982,0,0,0,0,0,0,-4.36499157847549,0,0,0,0,-2.16558549318936,0,0,0,4.13127869907549,0,0,0,0,0,0,0,0,0,3.75090410233808,0,0,0
"ERR2239582",0,0,0,0,0,0,0,-3.0279557474495,0,0,0,-2.57981698823162,-3.47299795863534,0,0,0,5.24457319765273,0,0,0,0,-2.72646047262637,0,0,4.46837409784648,0,0,-6.0154089189394,0,0,-2.43294659292314,-4.72236806341712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21398711104448,-5.71053722800828,0,-2.41634929880049,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18523975435588,0,-0.444593745457981,0
"ERR2239583",0,0,0,0,0,0,0,0,0,0,0,-4.8333545272129,-2.25911831030311,0,-3.47867812289915,0,0,0,0,0,0,0,0,-2.83900602100187,0.122077394541258,0,0,-3.91290769375414,0,0,0,0,0,6.02524725203965,0,-5.96403391848935,0,0,0,0,0,0,-4.9173026713692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55185610412954,0,0,0,0,0,0,0,0,0,0
"ERR2239584",0,0,6.73047120259354,0,0,0,0,-3.35265155540781,-1.50122429597108,-1.27942656885436,0,0,0,0,-5.04697594393259,0,-1.11080308183767,0,0,-2.60019675417873,0,0,0,0,0,0,0,0,-2.3411083244835,2.21603182180927,0,0,-1.4248524974091,0.0648071806448393,0,0,0,0,4.05491856402787,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46791691880396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239585",-2.76297171630342,-4.78560739251331,5.17232746126736,0,0,0,0,-2.75759054141032,0,0,0,-3.02958300218032,0,0,-2.55222287049155,0,-4.77628692419405,0,0,0,0,0,0,0,5.24739168552338,0,0,0,0,0,0,0,-2.82279550892482,-4.42057968393065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24525709377008,0,-4.88922524083504,0,0,0,0,0,0,0,0,0,0,0,-5.62095017003309,0,0,0
"ERR2239586",0,0,0,0,0,0,0,0,-5.35365969357339,0,0,-2.70288414800715,-2.375107227545,0,-5.0893651581035,0,0,0,0,0.506242708280248,0,0,0,0,4.6815326713209,0,0,4.113806391532,-3.55501726972359,0,0,0,0,0.284441259227802,0,0,0,0,6.15747053294606,0,0,0,0,0,0,0,0,0,-2.6134893768567,0,-2.39747607138572,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15255036557069,0,4.52669638575734,0
"ERR2239590",0,0,0,0,0,0,0,0,0,0,0,-2.18097546539897,0,0,-5.23250476618683,0,0,-2.91279913911102,0,0,5.04511610118317,0,0,-2.33839530880199,3.7775603161322,0,0,0,-3.58500334094716,0,-2.57116099694946,0,0,-1.45509339215661,0,0,0,0,6.20940793182465,0,0,0,4.05021948302576,0,0,0,0,4.45338148115591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239595",0,0,0,0,0,0,0,-2.78184416783396,0,0,0,-2.70059564983638,0,0,0,0,-4.81829543742758,0,0,0,0,-3.12702449438977,0,0,4.6775688762161,2.86576681199194,0,0,0,0,0,-5.41616530079547,0,0,0,-2.82871154524347,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05682057946,-2.69554975979819,0,0,0,0,0,0,4.89947211631836,0,0,0,0,0,0,4.66882913830055,0,0,0
"ERR2239596",0,0,0,0,0,0,0,0,0,0,0,-2.58504492361913,-2.57406829724403,0,-5.49215057020501,0,0,0,0,0,0,-2.34012256313632,0,0,4.47742914755634,0,0,-4.45841707297897,-3.60915391636533,0,-2.47371902626218,-4.05321117529041,0,-0.739057216577036,0,0,0,0,6.25123795548094,0,0,0,0,0,0,0,0,4.28460703713591,0,0,-2.98096688595517,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16318610215474,0,0,0
"ERR2239599",-2.84170535013988,-4.92197804658258,0,0,0,0,0,0,0,0,0,0,0,0,-2.66330683254422,0,0,0,-2.58711705083347,0,0,-2.7867049850484,0,0,0,-5.37185563036107,0,0,-3.28298196867523,0,0,-4.8267146198093,0,4.61298275011192,0,0,0,0,5.68629157007799,0,0,-4.48101817717133,0,0,0,0,0,0,-2.48586959780338,-0.119420302450413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30565244438627,0
"ERR2239604",-3.19222992460431,-5.52910441885643,0,0,0,0,0,-2.82414517981393,0,0,0,0,0,0,0,0,-4.89156293938847,0,0,0,0,-2.80138895114787,0,0,0,0,-2.50282003488686,0,-3.37045745346985,0,0,-4.8521479951502,-2.47917491117079,0,0,0,0,0,5.83780355415899,0,0,0,0,0,0,-4.33501146262536,0,0,0,0,0,0,-4.29405690699786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239606",-3.05439901442945,-5.29037427958011,0,0,0,0,0,0,0,0,0,0,-2.63682119219653,0,-5.90533013338294,-2.56464767096319,0,-2.43160374181207,0,0,4.21166122469311,-2.99731526139089,-2.64921834987837,0,0,0,0,-4.56710827535872,0,0,0,-5.19150231903061,0,0.279608079061095,4.58858078233312,0,0,0,0,-4.44210006962143,0,0,0,0,0,0,0,0,-2.62481058625271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54630529563435,0
"ERR2239610",-6.43922521623768,-0.818515011544171,0,0,0,0,0,-2.20557313708883,0,0,0,-5.71578871162083,0,0,-3.26944856767962,0,-3.82016473324693,0,0,0,0,-2.78831972170779,0,0,0.239953453708926,-2.48913454631232,0,0,0,0,0,-4.82951142574421,-2.38900375818349,5.6628510319544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31130750108784,0,0,4.1378758886468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239613",-2.63002461011197,-4.55533624987047,0,0,0,0,0,0,0,0,0,-2.84243671414561,-2.71985435878179,0,-2.58268485106611,0,0,-2.62267420621462,0,0,4.5426049768641,-2.589106841666,0,0,4.92324480619933,0,4.96240443098149,-4.71092593859774,-3.38024334944563,0,0,-4.48446459598969,0,4.47334138198497,0,0,0,0,5.85475322318662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239615",-2.54660452954778,4.41084843196179,0,0,0,0,0,-3.32095875931154,0,0,0,-2.99383780331503,0,0,0,0,5.75206930096849,0,0,0,0,0,0,0,5.18547918496204,0,0,0,-2.36732307575156,0,-3.04513589932597,0,0,0,0,0,0,0,4.10032384513193,0,4.49243140999985,0,0,0,0,0,0,5.27433009358452,-2.85308948593254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.94169594817572,0
"ERR2239618",0,0,0,0,0,0,0,-3.07404064751825,0,0,0,0,0,0,-5.92589279857013,0,-5.32439458603355,0,0,0,0,-2.29063181260693,0,-2.46714103196901,0,-2.35324445392386,0,0,-3.0625664240036,0,0,-3.9674906808688,0,0.943852873544866,0,0,0,-2.51598885044441,5.30452064792876,0,0,0,4.27321361680824,0,0,0,0,0,-2.63427989908947,4.07593895682581,0,0,0,0,-4.35782052024654,0,0,0,0,0,0,0,0,0,0,0,-4.56270662658038,0
"ERR2239623",0,0,0,0,0,0,0,-5.34249607656954,0,0,0,-2.75427846648262,0,0,-5.55386048096493,0,-0.297653300174524,0,0,0,0,-2.95645533270162,0,-2.75135642845053,4.77055024214079,0,0,0,-3.19485647331238,0,0,-5.12073084654716,0,1.09349026975459,0,0,0,0,5.53365373466736,0,0,0,4.76548912380756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239627",0,0,0,0,0,0,0,0,0,0,0,-2.86202484824987,0,0,-3.02157664897066,0,0,0,0,0,0,-3.11441297171884,0,0,4.95717244969339,0,0,0,0,0,0,-5.3943215027686,-2.93643577687453,-5.2335242749809,0,5.09764419689379,0,0,0,0,0,0,0,-2.696422150098,0,0,0,0,-2.62585691286817,0,0,0,-5.08605595870967,0,0,0,0,0,0,0,0,0,0,0,0,-4.67034016262384,-4.54811758649363,0
"ERR2239629",0,0,0,0,0,0,0,-2.90125780430882,0,0,0,-2.32592695337192,0,0,2.19296173603327,0,5.0251259229186,0,0,0,0,-2.61216843707706,0,0,4.02862365793405,0,-3.30654149844348,0,-3.30274695019805,0,0,-4.52440845094525,0,4.27776943444285,0,0,0,0,5.72052552228618,0,0,0,0,-2.27188527777649,0,-5.72709787263903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93502073007662,0,0
"ERR2239630",-5.5559527158741,-1.55093853042515,0,-2.80969163056589,0,0,0,-2.42941520988168,0,0,-4.86652865774116,-5.2028873585145,0,0,-3.02411435480972,0,4.20787057619568,0,0,0,0,-2.56814554717891,0,0,-0.384804113742586,0,0,0,-3.28446864778976,0,0,-4.44815856894565,0,5.23791971042881,0,0,0,0,5.6888665738389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239632",-2.49380340609079,-4.31939420343757,-4.75391571489471,0,0,0,0,-2.4944787964984,0,0,0,0,0,0,0,0,4.3205640139385,0,0,0,0,-2.68547483663305,0,0,0,0,-2.53833249041848,0,-3.45405958936981,0,0,-4.65137885949618,-5.47549268621987,0,0,0,0,0,5.982606701159,0,0,0,0,0,0,-4.39652083990766,0,0,0,0,0,0,-0.0245911906384421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239633",0,0,0,0,0,0,0,0,0,0,0,-2.53971391148515,0,0,-5.7092623281171,0,0,0,-3.28263625167082,0,0,-3.16795078922146,0,-2.46540199067547,4.39891353138177,0,-2.41491505497386,0,0,0,0,-5.4870517228095,0,-1.05080526948015,0,0,0,0,0,0,0,-5.68569277066132,4.27020150893137,-2.66127142871293,0,4.18275557117772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6094573272622,0,0
"ERR2239634",-5.72013328166739,0.0265312524612576,0,0,0,0,0,0,0,0,0,-2.47790779672042,0,0,-3.48245948372773,0,0,0,0,0,0,-3.20112024478115,0,0,-4.29186220039082,0,0,0,0,0,0,-5.54450290509828,0,-6.03179676111651,0,-2.72911691017359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4358380877785,0,0,0,0,0,0,-4.72696914821605,0,0,0,0,0,0,-4.21899532704378,0,0,0
"ERR2239635",0,0,0,0,0,0,0,-3.00052081687681,0,0,0,-2.25300784763632,-2.0839011946276,0,-5.42061954634644,0,5.19705450399871,0,0,0,0,0,-2.73017028078979,0,3.9023240619575,4.37064919856488,0,-3.60942274704849,-3.52966371908863,0,0,0,0,-0.59591163651145,4.72879363964251,0,0,0,6.11355689509402,0,0,0,0,0,0,0,0,0,-2.19428497554635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.80061306393132,0
"ERR2239636",-2.6086111869247,-4.51824711294614,6.05533467114233,0,0,0,0,0,0,0,0,-2.53528437922347,0,0,-2.32131414474073,0,0,0,0,0,0,-2.14907623985713,0,0,4.39124135645078,0,0,0,-3.55550893149016,0,0,-3.72230923677163,0,4.02063403901924,0,0,0,-2.14807422742099,6.15832211610588,0,0,0,0,0,0,0,0,0,-2.16433537304737,0,0,0,0,0,3.72057370032242,0,0,0,0,0,0,0,0,0,0,0,-3.74873883073659,0
"ERR2239639",0,0,-4.81444802957212,0,0,0,0,0,0,0,0,-2.88008593328382,0,0,-2.96852084701353,0,0,0,0,0,0,-3.05142726321113,0,0,4.988455166612,0,0,0,0,0,2.52130159805189,-5.28522705548253,-2.96990159686517,5.14162893035482,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4804039320736,0,0,-2.82095346826404,0,-5.14402045925042,0,0,0,0,0,0,0,0,0,0,0,4.88603473282096,0,0,0
"ERR2239640",0,0,0,0,0,0,0,0,0,0,0,-2.33527718760193,-2.49257115277573,0,-2.97594080174934,0,0,0,0,0,0,-3.14173624320894,-2.21173681704374,0,4.0448187386831,0,0,-4.3172598780881,-3.55539592244303,0,-2.52570152398575,-5.44164679721846,0,5.15448066894711,3.83084054009042,0,0,0,6.15812637869455,0,0,0,0,0,0,0,0,4.37464336429747,-2.39325474604278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14523881560145,0
"ERR2239642",0,0,0,0,0,0,0,0,0,0,0,-2.84060136235607,0,0,1.77415254509674,0,0,0,0,0,0,-2.65701732416651,0,0,-4.92006588365008,-5.80387348993972,0,0,0,0,-2.85456792842145,-4.6020890020471,0,5.65358210819992,0,-2.56386732394435,0,0,0,0,0,0,0,0,0,0,0,4.94425668568259,0,-0.0647784875660278,0,0,0,0,0,0,0,4.44074846893728,0,0,0,0,0,0,0,0,0,0
"ERR2239643",0,0,0,0,0,0,0,-2.52488051871171,0,0,0,0,0,0,-6.17920970959916,0,-4.37322134144954,0,0,0,0,-2.98456447167044,0,-2.38251101195029,0,0,0,0,0,0,0,-5.16941730339817,0,0.904005908821566,0,0,0,0,0,0,0,0,4.12663012229024,-2.81800054658371,0,0,0,0,-2.79362881690862,0,-2.71325463944733,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69949488939476,-4.88092012243985,-4.83870704837426,0
"ERR2239644",-2.56682100338796,-4.44586439180287,0,0,0,0,0,-2.53247384809248,0,0,0,-2.68552897830497,0,0,0,0,4.38637337373565,-2.8348199967628,0,0,4.91005226470541,-3.41390532745994,0,0,4.65147263562275,0,0,0,-3.42055543596807,0,0,-5.91305747939068,0,0,0,0,0,-2.44277912786808,5.9245758052026,0,0,0,0,0,0,0,0,0,0,0,-2.4654738503512,0,0,0,-4.23101756113631,0,0,0,0,0,0,0,0,0,4.27032597354075,0,0,0
