,D001249
74426__45067_121428,-0.1640551831250909
1512__218538,0.24048610427098646
487175__1492_29466,-0.07642109107529994
1504__38986_61635,-0.06739775211808742
84112__1343_57706,0.33665687663369903
1492__29466,0.08593959726963113
47715__943673,-0.0
1428__454171,-0.0
658062__29542_425358,-0.0
45067__121428,-0.0
33075__1113802,-0.0
101070__521466,-0.0
29542__425358,-0.10473044656142234
97478__470_582,0.006697700772414865
856__33029_390877,-0.0
216778__676599,-0.0
1260__33034_309120,0.031774582818982086
301301__105841_871324,-0.0037303776779933494
1684__860_158847,-0.0644625374781297
820__454154,-0.04953447647409498
536633__111015_214856,-0.1270327734789959
488__483_28091,-0.0
76860__1385387,-0.0
29389__52242,-0.0
46867__36850_1465754,-0.011449506093359428
291644__1559_165179,-0.09813731025339456
29360__52787,-0.0076790279960003045
246787__2751_194326,-0.15307435497715322
1535__1161942,-0.10634492071472353
1343__57706,-0.3349226821177868
470__582,-0.04772623137901662
1623__52767_179628,-0.3233035262342442
351091__239935_328813,0.2819467938065643
1203033__1681_39778,0.7008157017742597
33034__309120,0.1351166962724224
147802__310297_310298,0.0786255843190901
111015__214856,-0.3127260024677533
103621__1328_1655,0.04275335948473829
1522__84026_103892,0.02865177396576075
1559__165179,-0.09463958116728467
1379__1520_1121298,0.024175929782984204
36745__39492_78342,-0.0
410072__40520_166486,-0.029254576616242787
121163__59505_216816,-0.3946693277314325
115979__851_1597,-0.0
239935__328813,0.3884325429793297
39497__28117_397865,-0.1181516948449364
1681__39778,-0.0
1656__1496_33035,0.08453993983196065
261299__41976_161879,-0.2763042791168571
84026__103892,0.2900160005261185
852__197614_437898,0.014307126975567398
1328__1655,-0.18143259689741406
29354__45254_84031,0.09734842560269237
29367__823_28026,0.5117673147157317
39492__78342,0.19898505912829825
1338__1303_1547,0.492683267636749
86663__1282_1735,-0.0
40520__166486,0.09488203597279572
1688__1689_208479,0.302193630026094
851__1597,0.09330835518853606
1520__1121298,0.5100509768179241
1496__33035,0.19755067047183228
1613__1596_33959,0.18385335821892126
36740__33007_69825,0.23643850635926394
310297__310298,-0.0
39029__1280_29385,0.04401765865301056
28117__397865,0.07935531676884815
328814__28116_28901,0.2552760036499833
43675__1304_1308,-0.0197843031911545
35833__329854,-0.2979275851508301
39485__729_28161,0.060616906787906724
1282__1735,-0.8094156082736842
282125__28126_187327,-0.0
197614__437898,-0.0
46506__818_47678,-0.0
45254__84031,0.22297505275487856
626932__1307_40518,-0.19734634738881285
1303__1547,0.11668121156635147
823__28026,0.0369271937045389
39493__1561_163665,0.4432022912878354
1689__208479,0.12439067530877547
33007__69825,0.2816728535431794
28116__28901,-0.12275212316766493
37734__1352_28037,0.8220930395800109
1307__40518,0.5735926194246517
735__89014_183417,-0.0
202789__181487_308994,-0.058751755185340884
1349__1311_46503,-0.0
1533__315405,-0.0
33029__390877,-0.0
105841__871324,-0.06947088225740085
28126__187327,0.3642917065493458
114702__106654_1195760,-0.1329955039967849
860__158847,-0.0
562__1685_762210,0.39909940321861775
1596__33959,-0.3547475126630307
36850__1465754,-0.05272409929052314
1561__163665,-0.8898190194502087
546__33031_1827099,-0.08953513777409881
29348__156974,0.09620364160996088
301302__85831_196024,-0.0
573__1335_69208,0.9564298587432748
1078392__1314_1408,-0.0
38986__61635,0.15316760235670368
626930__817_387661,0.1271492342802618
2145__109790_156980,-0.02305360865045676
483__28091,0.08905119867233909
818__47678,-0.19759952985876306
1311__46503,0.42503693407198495
1352__28037,-0.17588575617730706
13335__33038_762212,0.5756675670973668
2751__194326,-0.3340579467855984
1304__1308,0.09320315334130347
89014__183417,0.14344136557894072
817__387661,-0.6120779679456042
102684__727_234908,0.362220745186961
52767__179628,-0.4093913821543653
41976__161879,0.01597377514507798
1598__762211,0.003270612900242328
1280__29385,0.16656532096160154
1694__1680_35760,0.3960637199560021
181487__308994,-0.19257354178428054
1335__69208,0.016212233508375036
106648__821_371601,-0.035617560385094164
106654__1195760,-0.376723024126248
33038__762212,-0.5459368077543725
33031__1827099,0.6186520549785094
85831__196024,0.6303003030698584
1314__1408,0.4944681699107829
1691__623_39777,-0.4041496842213772
1264__39491,-0.4519215129396985
821__371601,-0.4907618959075711
109790__156980,-0.14109347477440948
727__234908,-0.059923962354839384
1755607__357276_1755626,0.17052809976858527
1110546__78345_574930,-0.0
1680__35760,-0.09911491223849654
729__28161,0.8703542716082256
158787__1686_78448,-0.4829387861709321
357276__1755626,0.8340821256329507
59505__216816,-0.2355562790732637
623__39777,-0.7019573476317035
853__71656_1297750,0.3295987693819276
78345__574930,0.6074547438335733
1685__762210,1.3477051563704634
71656__1297750,-1.7137989071552615
1686__78448,0.928052628806453
