"","74426__45067_121428","1512__218538","487175__1492_29466","1504__38986_61635","84112__1343_57706","1492__29466","47715__943673","1428__454171","658062__29542_425358","45067__121428","33075__1113802","101070__521466","29542__425358","97478__470_582","856__33029_390877","216778__676599","1260__33034_309120","301301__105841_871324","1684__860_158847","820__454154","536633__111015_214856","488__483_28091","76860__1385387","29389__52242","46867__36850_1465754","291644__1559_165179","29360__52787","246787__2751_194326","1535__1161942","1343__57706","470__582","1623__52767_179628","351091__239935_328813","1203033__1681_39778","33034__309120","147802__310297_310298","111015__214856","103621__1328_1655","1522__84026_103892","1559__165179","1379__1520_1121298","36745__39492_78342","410072__40520_166486","121163__59505_216816","115979__851_1597","239935__328813","39497__28117_397865","1681__39778","1656__1496_33035","261299__41976_161879","84026__103892","852__197614_437898","1328__1655","29354__45254_84031","29367__823_28026","39492__78342","1338__1303_1547","86663__1282_1735","40520__166486","1688__1689_208479","851__1597","1520__1121298","1496__33035","1613__1596_33959","36740__33007_69825","310297__310298","39029__1280_29385","28117__397865","328814__28116_28901","43675__1304_1308","35833__329854","39485__729_28161","1282__1735","282125__28126_187327","197614__437898","46506__818_47678","45254__84031","626932__1307_40518","1303__1547","823__28026","39493__1561_163665","1689__208479","33007__69825","28116__28901","37734__1352_28037","1307__40518","735__89014_183417","202789__181487_308994","1349__1311_46503","1533__315405","33029__390877","105841__871324","28126__187327","114702__106654_1195760","860__158847","562__1685_762210","1596__33959","36850__1465754","1561__163665","546__33031_1827099","29348__156974","301302__85831_196024","573__1335_69208","1078392__1314_1408","38986__61635","626930__817_387661","2145__109790_156980","483__28091","818__47678","1311__46503","1352__28037","13335__33038_762212","2751__194326","1304__1308","89014__183417","817__387661","102684__727_234908","52767__179628","41976__161879","1598__762211","1280__29385","1694__1680_35760","181487__308994","1335__69208","106648__821_371601","106654__1195760","33038__762212","33031__1827099","85831__196024","1314__1408","1691__623_39777","1264__39491","821__371601","109790__156980","727__234908","1755607__357276_1755626","1110546__78345_574930","1680__35760","729__28161","158787__1686_78448","357276__1755626","59505__216816","623__39777","853__71656_1297750","78345__574930","1685__762210","71656__1297750","1686__78448"
"SRR6263981",3.64085564514803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3111196600054,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84217965059249,0,0,0,0,0,0,-2.79964105009195,0,0,0,5.73502748106955,0,0,0,3.19074875149567,0,0,0,0,0,0,0,0,0,0,0,-5.41010746037368,0,0,0,0,0,0,0,0,0,-2.48691416524645,0,0,4.84912054171474,0,0,0,0,0,0,4.30746168826959,0,0,0,0,0,-4.43970119139323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51246111192376,0,0,0,0,0,0,0,-0.380973932424755,0,0
"SRR6263985",0,0,-1.48728692307933,0,0,2.57605651620618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.977900583452942,0,-2.41721550092397,0,0,-1.39670302022212,0,0,0,0,0,0,0,0,0,0,0,4.18674006044337,-0.991979534979515,0,0,0,0,0,0,0,0,0,0,2.53242581356744,0,0,0,-0.899147808878885,0,-0.936475599764699,0,0,0,0,0,0,0,0,1.71815895465307,1.50954885063538,0,0,0,0,0,0,0,0,1.69377349529174,0,0,0,0,0,0,1.55736968849246,1.622023318841,0,0,0,0,0,0,0,0,0,2.41916059410961,0,0,0,0,0,0,0,0,0
"SRR6263989",0,0,-1.61636836273899,0,0,-2.79963212801085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.06041472409872,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83669217923312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0329448318675,0,0,2.18415581634817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94252669908921,0,0,0,0,0,0,0,0,0,0,-3.27019748197764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36455493788157,0,0,0,0,0,0,0,0,0,2.2796635791538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10038741482728,0,0
"SRR6263995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56712503352902,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44639098745422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26537963229583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.41299589629635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.81010451441304,0,0,0,0,0,0,0,0,0,-1.96843945754811,0,0,0,0,4.86724379354205,0,0,0,0,0,0,0,0,-3.59276963578743,0,3.40943715209665,0.301900876225379,0,-6.22285954907457,0,0,0,0,-0.0834070771677434,0,0
"SRR6263996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.99422342322265,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.635766064649052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33507241542788,0,-3.51968748866813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09627755713771,0,0,0,0,0,0,0,0,0,0,0,-4.92033435703363,0,0,0,0,0,0,0,0,0,-2.82165048273107,0,0,0,0,0,0,0,0,0,4.88724199729147,0,0,0,0,4.04446406287366,-2.19770861204845,0,0,-2.17563319777185,0,0,0,0,0,0,0,-3.7683072371744,0,0,0,0,3.80654297629959,0,0,0,0,0,0,0,-0.226016241858314,0,0
"SRR6263997",0,0,-2.59886021512797,0,-2.07919728764964,-4.50135793437102,0,0,0,0,0,0,0,0,0,0,-1.69808442594779,0,0,0,0,0,0,0,0,0,0,0,0,-3.60127534116858,0,0,0,0,-2.941168501283,0,0,-2.29225230621723,-2.40544742899707,0,0,0,0,0,0,0,0,0,0,0,-4.16635716195886,0,-3.97029745813518,0,0,0,0,0,0,-2.58796775509378,0,0,0,-1.9543177781832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4824916401724,0,0,-1.75462680134115,0,0,0,0,0,0,0,0,0,0,0,3.38497768594843,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03910276824493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6263999",0,0,-2.53150051511584,0,0,-4.38468751156742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99597950434894,0,-3.06427450226974,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.30747912626901,0,0,0,0,0,0,-2.93932742541877,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61249869164978,0,0,0,0,0,0,-2.11319280678639,0,0,0,5.09106444090593,0,0,0,6.25703127621352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6601573075431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.30944718651078,0,0,0,0,0,0,0,1.85425973709448,0,0,-2.14270695082831,0,0,0,0,-3.71127730456563,0,0,0,0,0,0,0
"SRR6264001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29145548856908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.44661980903968,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30277690582781,0,0,0,0,0,0,0,0,0,0,2.04981988994971,0,0,0,3.98852659939002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03607054615048,0,0,0,0,0,0,0,5.25862844129602,0,0,-3.36890024564785,0,0,0,3.44443373551332,-0.042868933068084,0,0,0,0,0,0,0
"SRR6264002",0,-4.7290389622398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.65761150968687,0,0,0,0,0,0,0,4.99216578944584,0,0,0,0,-2.73808249460918,0,0,0,0,0,0,0,0,0,0,0,0,-4.74249799597804,-2.41907944822937,0,0,0,0,0,0,0,-2.77345080037469,0,0,0,0,0,0,0,0,0,0,0,0,4.18996851187896,-3.52513014544944,0,0,0,0,0,0,0,0,-2.40644490988656,0,4.80375769854154,0,0,0,6.1057045152111,0,-4.16808484953902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.17756110084963,0,0,0,0,0,0,0,5.50369727082605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6264003",0,0,-2.41377968373806,0,0,4.18078905051186,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78904297199379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69542859577605,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.93098418342642,0,0,0,0,0,0,-2.89713333765264,0,0,0,4.66861927605815,0,0,0,5.07661352187534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2492910275423,0,0,5.01798213711598,0,0,0,0,0,0,5.62793714828095,0,0,0,0,0,0,0,0,-2.78054290285254,0,0,0,0,0,0,0,4.81604158036565,0,0,-4.31570125975092,0,0,0,0,-1.56704240241328,0,0,0,0,0,0,0
"SRR6264005",0,0,-3.26498119835207,0,-1.69722841925418,-5.65511332130291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.93968585419805,0,0,0,-2.55218516391743,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42051437422849,0,0,0,0,0,0,0,0,-2.04910070061627,0,0,0,0,0,0,0,0,0,-1.72794896212198,0,0,0,0,-4.17061598338306,0,0,0,0,0,0,3.54914652329237,0,0,0,0,0,-4.77083254027375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994338042859161,0,0,0,0,0,0,0,0,0,2.99289539528117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445514375755748,0,0,0,0,0,0,0,0,0
"SRR6264006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31969018626241,0,0,0,0,0,0,0,0,0,0,0,-3.45267416984321,0,0,0,-4.01782126042541,0,0,0,0,0,-2.49402109708342,0,0,5.98020708414913,0,0,0,0,0,0,0,0,-5.28369464632636,0,0,0,4.31977125529715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68678247160833,0,-2.31571561228664,0,-0.453012352326323,0,0,0,0,0,-4.01093709636093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99044525392635,0,0,4.83270776955672,0,0,0,0,0,0,5.17960311705365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6264007",0,0,-2.45593225164152,0,0,4.25379943979015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20678690604956,0,0,0,0,0,0,0,0,0,0,0,0,-3.82226704275557,-2.08609397676844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61322075712635,0,-2.14397877391367,0,0,0,0,0,-2.73769081215135,0,0,0,0,0,0,0,0,-1.97757726879111,0,0,0,0,0,0,0,0,0,0,3.96296798045699,0,0,0,0,0,0,0,0,0,-2.56050927517574,0,0,4.74181958206065,0,-3.4252643054395,-2.93901455570006,0,3.7134801667677,0,4.43493215785575,0,0,0,0,0,0,0,0,0,0,5.09052253465698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6264008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25372169631941,0,0,0,0,0,0,0,0,-1.97861542186495,0,0,0,5.63561129171442,0,0,0,0,0,0,0,0,-3.42788818384408,-3.42706243930942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19789075605691,0,0,0,0,0,-2.3819215295319,0,-5.93727649708296,0,0,0,0,0,-4.12560910879142,0,0,0,0,0,0,0,0,0,-2.24724655821085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20121209728072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81261119072546,0,0,0,0,0,0,0,0,-2.73499647582188,0,0,0,4.26549151907039,-4.73715285464532,0,0,0,0,-3.89234521595548,0,0
"SRR6264009",0,0,0,0,-1.96683624634407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.52659853873167,0,-3.40666030883598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19245548737945,0,0,0,0,0,0,0,0,-2.72059746144105,0,-1.40192593624692,0,0,0,2.06539348990551,0,0,0,0,0,0,0,0,0,0,-2.42820695002824,-1.12984225785539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01350691848522,0,2.64414623184366,0,0,0,0,0,0,0,0.00266517857287602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6264010",0,0,4.46281871554328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94557175814648,0,0,0,0,0,0,0,0,0,0,0,0,-2.62605018175445,0,0,0,0,0,0,0,0,0,0,0,0,4.5484523380242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.26786617883222,0,0,0,0,-2.69907070569489,0,-3.06039607444646,0,0,0,0,0,0,0,5.66011025407336,0,0,0,0,0,0,0,0,-4.67492759548433,0,0,0,0,0,0,0,0,0,0,0,0,-2.29073722187512,0,0,5.30076149222562,0,0,0,0,0,0,-3.96767325507688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.15909025861996,0,0,0,0,0.441448112699173,0,0,0,0,0,0,0
"SRR6264011",0,0,-3.11786672917974,0,0,-0.982777833888879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63553093551182,0,0,0,0,0,0,-1.34477304546995,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32921523940308,0,0,0,0,0,0,0,0,-2.87544287179772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46344657507838,0,0,0,0,0,0,-4.98041314821541,0,-2.05393175591796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59956991271319,0,0,3.55751415652907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53476382219842,0,0,0,0,0,0,0,0,0
"SRR6264015",0,0,0,0,0,0,0,0.117669858701547,0.34122248721458,0,0.0647466982152859,0.365390935009552,1.4872852870907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6264016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10328412214469,0,0,0,0,0,0,0,0,0,0,0,0,-2.35735078561774,0,0,-5.07636811380706,0,0,0,0,0,0,0,0,0,4.08305133195233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399856543326202,0,0,0,0,0,-6.03645390237562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.44760644756995,0,0,0,0,0,0,0,5.9714295316932,0,0,-2.925486350302,0,0,0.172976246639248,0,-5.06709099557231,0,0,0,0,0,0,0
"SRR6264019",0,0,-2.25817281245028,0,0,3.91127004343459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79156035395092,0,0,0,0,-3.20574685504802,0,0,0,0,0,0,0,0,-3.10307355786907,0,0,-5.55251642914731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84363702959886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.88321296152212,0,0,3.19327300598059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.40974417679845,0,0,0,0,0,0,0,5.90585015502703,0,0,-2.36027987288782,0,0,0,0,-4.08812465992392,0,0,0,0,-3.26182053082856,0,0
